Date,HAS
2015-07-01,75.77999877929688
2015-07-02,75.91999816894531
2015-07-06,75.8499984741211
2015-07-07,76.16000366210938
2015-07-08,77.05000305175781
2015-07-09,75.94000244140625
2015-07-10,77.22000122070312
2015-07-13,78.22000122070312
2015-07-14,78.69000244140625
2015-07-15,78.06999969482422
2015-07-16,78.41999816894531
2015-07-17,78.25
2015-07-20,83.1500015258789
2015-07-21,80.41999816894531
2015-07-22,79.8499984741211
2015-07-23,79.27999877929688
2015-07-24,79.63999938964844
2015-07-27,79.51000213623047
2015-07-28,79.56999969482422
2015-07-29,80.76000213623047
2015-07-30,79.98999786376953
2015-07-31,78.73999786376953
2015-08-03,77.73999786376953
2015-08-04,78.83000183105469
2015-08-05,79.23999786376953
2015-08-06,76.93000030517578
2015-08-07,77.41000366210938
2015-08-10,79.51000213623047
2015-08-11,79.12999725341797
2015-08-12,79.48999786376953
2015-08-13,80.55000305175781
2015-08-14,80.70999908447266
2015-08-17,80.62000274658203
2015-08-18,80.37999725341797
2015-08-19,79.58000183105469
2015-08-20,77.86000061035156
2015-08-21,75.18000030517578
2015-08-24,71.18000030517578
2015-08-25,71.52999877929688
2015-08-26,72.79000091552734
2015-08-27,75.13999938964844
2015-08-28,75.51000213623047
2015-08-31,74.58999633789062
2015-09-01,72.5199966430664
2015-09-02,74.51000213623047
2015-09-03,76.86000061035156
2015-09-04,75.37000274658203
2015-09-08,76.29000091552734
2015-09-09,75.27999877929688
2015-09-10,76.02999877929688
2015-09-11,76.75
2015-09-14,77.58000183105469
2015-09-15,79.08000183105469
2015-09-16,80.25
2015-09-17,77.51000213623047
2015-09-18,77.05999755859375
2015-09-21,77.19000244140625
2015-09-22,75.55000305175781
2015-09-23,75.37999725341797
2015-09-24,74.6500015258789
2015-09-25,74.94999694824219
2015-09-28,72.12999725341797
2015-09-29,72.69000244140625
2015-09-30,72.13999938964844
2015-10-01,71.68000030517578
2015-10-02,71.36000061035156
2015-10-05,73.63999938964844
2015-10-06,72.86000061035156
2015-10-07,73.41999816894531
2015-10-08,73.80000305175781
2015-10-09,74.3499984741211
2015-10-12,74.44000244140625
2015-10-13,74.12999725341797
2015-10-14,73.66999816894531
2015-10-15,75.33000183105469
2015-10-16,77.77999877929688
2015-10-19,72.18000030517578
2015-10-20,72.94000244140625
2015-10-21,73.98999786376953
2015-10-22,76.76000213623047
2015-10-23,78.87000274658203
2015-10-26,78.30999755859375
2015-10-27,78.22000122070312
2015-10-28,78.18000030517578
2015-10-29,77.75
2015-10-30,76.83000183105469
2015-11-02,77.23999786376953
2015-11-03,77.2300033569336
2015-11-04,77.01000213623047
2015-11-05,77.05999755859375
2015-11-06,78.23999786376953
2015-11-09,78.38999938964844
2015-11-10,79.80999755859375
2015-11-11,78.56999969482422
2015-11-12,77.8499984741211
2015-11-13,76.01000213623047
2015-11-16,75.7699966430664
2015-11-17,74.76000213623047
2015-11-18,75.56999969482422
2015-11-19,75.5999984741211
2015-11-20,75.48999786376953
2015-11-23,75.19000244140625
2015-11-24,75.68000030517578
2015-11-25,76.45999908447266
2015-11-27,75.37000274658203
2015-11-30,73.08999633789062
2015-12-01,73.12999725341797
2015-12-02,72.51000213623047
2015-12-03,70.41000366210938
2015-12-04,68.70999908447266
2015-12-07,68.8499984741211
2015-12-08,69.81999969482422
2015-12-09,68.41000366210938
2015-12-10,68.22000122070312
2015-12-11,68.37000274658203
2015-12-14,69.19000244140625
2015-12-15,69.19000244140625
2015-12-16,69.20999908447266
2015-12-17,66.38999938964844
2015-12-18,65.83000183105469
2015-12-21,65.30999755859375
2015-12-22,66.7699966430664
2015-12-23,67.26000213623047
2015-12-24,67.62000274658203
