Date,ARNC
2016-01-04,21.356262102181
2016-01-05,20.388522109909
2016-01-06,18.936912121501
2016-01-07,18.189113036564
2016-01-08,17.749231221895
2016-01-11,17.595272586761
2016-01-12,16.011698053952
2016-01-13,15.68178669295
2016-01-14,15.923721691018
2016-01-15,15.175922606081
2016-01-19,14.824017154346
2016-01-20,14.824017154346
2016-01-21,15.593810330017
2016-01-22,15.109940333881
2016-01-25,14.955981698747
2016-01-26,15.703780783684
2016-01-27,15.307887150482
2016-01-28,15.395863513416
2016-01-29,16.033692144686
2016-02-01,15.857739418818
2016-02-02,15.329881241215
2016-02-03,16.671520775956
2016-02-04,18.349713595787
2016-02-05,17.930165390829
2016-02-08,17.444372732457
2016-02-09,17.245639372214
2016-02-10,16.649439291484
2016-02-11,16.185728117583
2016-02-12,16.980661558556
2016-02-16,17.930165390829
2016-02-17,18.813424769688
2016-02-18,17.930165390829
2016-02-19,17.378128279043
2016-02-22,19.674602664075
2016-02-23,18.835506254159
2016-02-24,19.343380397003
2016-02-25,19.586276726189
2016-02-26,19.586276726189
2016-02-29,19.718765633018
2016-03-01,20.116232353504
2016-03-02,21.242388061549
2016-03-03,20.911165794477
2016-03-04,21.131980639192
2016-03-07,22.16981040935
2016-03-08,20.602025011876
2016-03-09,20.80075837212
2016-03-10,21.176143608134
2016-03-11,21.021573216834
2016-03-14,21.352795483906
2016-03-15,20.226639775861
2016-03-16,21.507365875206
2016-03-17,21.948995564636
2016-03-18,22.147728924879
2016-03-21,21.838588142278
2016-03-22,21.750262204393
2016-03-23,20.579943527405
2016-03-24,21.131980639192
2016-03-28,21.419039937321
2016-03-29,21.463202906264
2016-03-30,21.374876968378
2016-03-31,21.154062123663
2016-04-01,21.26446954602
2016-04-04,20.756595403177
2016-04-05,20.778676887648
2016-04-06,20.977410247891
2016-04-07,20.933247278948
2016-04-08,20.690350949762
2016-04-11,21.507365875206
2016-04-12,20.933247278948
2016-04-13,21.617773297564
2016-04-14,22.103565955936
2016-04-15,22.103565955936
2016-04-18,22.280217831708
2016-04-19,23.251803148452
2016-04-20,23.384292055281
2016-04-21,23.008906819266
2016-04-22,22.964743850323
2016-04-25,22.434788223008
2016-04-26,23.538862446581
2016-04-27,24.974158937226
2016-04-28,24.620855185683
2016-04-29,24.665018154626
2016-05-02,24.201306980725
2016-05-03,22.854336427966
2016-05-04,22.677684552194
2016-05-05,22.190468673143
2016-05-06,22.234761025784
2016-05-09,20.950282799195
2016-05-10,21.415352501925
2016-05-11,21.127452209759
2016-05-12,20.905990446554
2016-05-13,20.374482214862
2016-05-16,20.551651625426
2016-05-17,20.595943978067
2016-05-18,19.975851041093
2016-05-19,20.197312804298
2016-05-20,20.175166627977
2016-05-23,20.551651625426
2016-05-24,20.861698093913
2016-05-25,21.260329267682
2016-05-26,21.061013680797
2016-05-27,20.706674859669
2016-05-31,20.529505449105
2016-06-01,20.595943978067
2016-06-02,20.662382507028
2016-06-03,21.083159857118
2016-06-06,21.791837499374
2016-06-07,21.681106617771
2016-06-08,21.902568380976
2016-06-09,21.791837499374
2016-06-10,21.016721328156
2016-06-13,20.640236330708
2016-06-14,20.153020451657
2016-06-15,20.928136622874
2016-06-16,20.795259564951
2016-06-17,21.216036915041
2016-06-20,21.61466808881
2016-06-21,21.836129852015
2016-06-22,21.902568380976
2016-06-23,22.47836896531
2016-06-24,20.773113388631
2016-06-27,20.153020451657
2016-06-28,20.662382507028
2016-06-29,20.153020451657
2016-06-30,20.529505449105
2016-07-01,21.149598386079
2016-07-05,20.507359272785
2016-07-06,20.352336038541
2016-07-07,20.684528683349
2016-07-08,21.747545146733
2016-07-11,22.456222788989
2016-07-12,23.674262486617
2016-07-13,23.718554839258
2016-07-14,23.718554839258
2016-07-15,24.183624541988
2016-07-18,24.183624541988
2016-07-19,23.541385428694
2016-07-20,23.497093076053
2016-07-21,23.474946899732
2016-07-22,23.408508370771
2016-07-25,23.231338960207
2016-07-26,23.629970133976
2016-07-27,23.784993368219
2016-07-28,23.652116310296
2016-07-29,23.519239252373
2016-08-01,23.187046607566
2016-08-02,22.854853962758
2016-08-03,23.120608078604
2016-08-04,23.09839808045
2016-08-05,23.320498061993
2016-08-08,23.209448071221
2016-08-09,22.987348089678
2016-08-10,22.94292809337
2016-08-11,23.142818076758
2016-08-12,22.587568122901
2016-08-15,23.364918058301
2016-08-16,22.854088100753
