Date,CB
2015-07-01,84.34264373779297
2015-07-02,85.3713150024414
2015-07-06,85.0339126586914
2015-07-07,85.96380615234375
2015-07-08,84.46605682373047
2015-07-09,85.16558074951172
2015-07-10,85.45358276367188
2015-07-13,85.7745361328125
2015-07-14,85.28077697753906
2015-07-15,85.40420532226562
2015-07-16,85.88155364990234
2015-07-17,85.70049285888672
2015-07-20,85.7662582397461
2015-07-21,85.48651123046875
2015-07-22,87.71665954589844
2015-07-23,87.60145568847656
2015-07-24,87.59322357177734
2015-07-27,88.05406951904297
2015-07-28,88.56426239013672
2015-07-29,88.86878967285156
2015-07-30,89.36255645751953
2015-07-31,89.51068115234375
2015-08-03,91.1318588256836
2015-08-04,90.8273696899414
2015-08-05,91.4527816772461
2015-08-06,90.6380844116211
2015-08-07,90.40766143798828
2015-08-10,90.61341094970703
2015-08-11,90.50640869140625
2015-08-12,89.80689239501953
2015-08-13,89.68347930908203
2015-08-14,90.25130462646484
2015-08-17,90.5146255493164
2015-08-18,90.91789245605469
2015-08-19,90.30067443847656
2015-08-20,88.46553802490234
2015-08-21,86.4657974243164
2015-08-24,83.37980651855469
2015-08-25,82.0630874633789
2015-08-26,83.81594848632812
2015-08-27,85.28899383544922
2015-08-28,84.523681640625
2015-08-31,84.07106018066406
2015-09-01,82.0630874633789
2015-09-02,82.81197357177734
2015-09-03,83.66781616210938
2015-09-04,82.42521667480469
2015-09-08,83.91471099853516
2015-09-09,82.894287109375
2015-09-10,82.90249633789062
2015-09-11,83.00123596191406
2015-09-14,82.46635437011719
2015-09-15,83.36333465576172
2015-09-16,83.7830581665039
2015-09-17,83.56905364990234
2015-09-18,82.22769165039062
2015-09-21,83.67606353759766
2015-09-22,83.0999984741211
2015-09-23,83.39627838134766
2015-09-24,83.56905364990234
2015-09-25,85.10794067382812
2015-09-28,83.57559967041016
2015-09-29,84.14713287353516
2015-09-30,85.6463394165039
2015-10-01,84.72693634033203
2015-10-02,85.08311462402344
2015-10-05,86.41667938232422
2015-10-06,85.55523681640625
2015-10-07,86.95508575439453
2015-10-08,88.28035736083984
2015-10-09,88.18924713134766
2015-10-12,88.64482116699219
2015-10-13,88.17267608642578
2015-10-14,87.42719268798828
2015-10-15,89.08380889892578
2015-10-16,90.2434310913086
2015-10-19,90.707275390625
2015-10-20,91.98287200927734
2015-10-21,94.07844543457031
2015-10-22,95.34577178955078
2015-10-23,95.11382293701172
2015-10-26,95.47830200195312
2015-10-27,94.90679168701172
2015-10-28,95.49485778808594
2015-10-29,95.486572265625
2015-10-30,94.04532623291016
2015-11-02,94.48432159423828
2015-11-03,94.1281509399414
2015-11-04,93.56491088867188
2015-11-05,94.03704833984375
2015-11-06,93.62291717529297
2015-11-09,93.2004623413086
2015-11-10,94.05360412597656
2015-11-11,93.9045181274414
2015-11-12,92.29759979248047
2015-11-13,92.6455078125
2015-11-16,94.2275619506836
2015-11-17,93.99565124511719
2015-11-18,95.53626251220703
2015-11-19,95.72677612304688
2015-11-20,96.48054504394531
2015-11-23,96.11607360839844
2015-11-24,95.718505859375
2015-11-25,95.29605865478516
2015-11-27,95.3043441772461
2015-11-30,95.13040924072266
2015-12-01,96.19062805175781
2015-12-02,95.56941223144531
2015-12-03,94.23580932617188
2015-12-04,97.45793914794922
2015-12-07,97.01892852783203
2015-12-08,96.04151153564453
2015-12-09,95.16352081298828
2015-12-10,95.03101348876953
2015-12-11,93.66429901123047
2015-12-14,94.5091552734375
2015-12-15,95.91728973388672
2015-12-16,96.82840728759766
2015-12-17,95.75162506103516
2015-12-18,94.1695785522461
2015-12-21,95.45344543457031
2015-12-22,97.10176849365234
2015-12-23,97.72299194335938
2015-12-24,97.89694213867188
2015-12-28,97.95491790771484
2015-12-29,99.52096557617188
2015-12-30,98.46305847167969
2015-12-31,97.33849334716797
2016-01-04,94.7394790649414
2016-01-05,95.69742584228516
2016-01-06,93.9147720336914
2016-01-07,92.9484634399414
2016-01-08,91.59895324707031
2016-01-11,91.87385559082031
2016-01-12,93.38159942626953
2016-01-13,91.6822509765625
2016-01-14,92.48194122314453
2016-01-15,92.48194122314453
2016-01-19,92.35702514648438
2016-01-20,92.20706176757812
2016-01-21,91.15744018554688
2016-01-22,91.66560363769531
2016-01-25,89.96625518798828
2016-01-26,90.44941711425781
2016-01-27,90.0495376586914
2016-01-28,91.23243713378906
2016-01-29,94.18965148925781
2016-02-01,94.36459350585938
2016-02-02,93.68984985351562
2016-02-03,93.98974609375
2016-02-04,94.31462860107422
2016-02-05,93.5066146850586
2016-02-08,90.7076416015625
2016-02-09,92.11540985107422
2016-02-10,93.04010009765625
2016-02-11,92.3320083618164
2016-02-12,95.22261047363281
2016-02-16,96.35548400878906
2016-02-17,97.38844299316406
2016-02-18,96.9302978515625
2016-02-19,96.35548400878906
2016-02-22,97.5384292602539
2016-02-23,96.3805160522461
2016-02-24,96.78036499023438
2016-02-25,98.62133026123047
2016-02-26,97.8882827758789
2016-02-29,96.2388916015625
2016-03-01,98.05487060546875
2016-03-02,98.59635162353516
2016-03-03,98.16315460205078
2016-03-04,97.61337280273438
2016-03-07,97.75503540039062
2016-03-08,96.86365509033203
2016-03-09,98.11319732666016
2016-03-10,97.9632339477539
2016-03-11,99.92082214355469
2016-03-14,99.74589538574219
2016-03-15,99.54597473144531
2016-03-16,99.50432586669922
2016-03-17,100.78718566894531
2016-03-18,102.02005767822266
2016-03-21,101.12039184570312
2016-03-22,100.06244659423828
2016-03-23,99.61262512207031
2016-03-24,99.63761901855469
2016-03-28,99.312744140625
2016-03-29,100.04154968261719
2016-03-30,100.30963897705078
2016-03-31,99.81537628173828
2016-04-01,101.23951721191406
2016-04-04,101.0217056274414
2016-04-05,98.81009674072266
2016-04-06,99.84889221191406
2016-04-07,98.54203796386719
2016-04-08,99.5305404663086
2016-04-11,99.32947540283203
2016-04-12,100.0499496459961
2016-04-13,100.95469665527344
2016-04-14,100.812255859375
2016-04-15,100.99656677246094
2016-04-18,102.21966552734375
2016-04-19,102.21966552734375
2016-04-20,102.69717407226562
2016-04-21,98.91062927246094
2016-04-22,99.94102478027344
2016-04-25,99.73163604736328
2016-04-26,99.48863983154297
2016-04-27,99.18706512451172
2016-04-28,98.17343139648438
2016-04-29,98.7347183227539
2016-05-02,99.64783477783203
2016-05-03,99.06980895996094
2016-05-04,98.70118713378906
2016-05-05,102.5882568359375
2016-05-06,102.49610137939453
2016-05-09,102.95687866210938
2016-05-10,104.90038299560547
2016-05-11,103.67730712890625
2016-05-12,105.03440856933594
2016-05-13,104.81661987304688
2016-05-16,104.95903778076172
2016-05-17,103.9286117553711
2016-05-18,105.23548889160156
2016-05-19,104.5904541015625
2016-05-20,105.3443832397461
2016-05-23,105.45328521728516
2016-05-24,106.44181823730469
2016-05-25,106.53398895263672
2016-05-26,105.86377716064453
2016-05-27,106.57585144042969
2016-05-31,106.06483459472656
2016-06-01,106.66798400878906
2016-06-02,107.07011413574219
2016-06-03,106.86068725585938
2016-06-06,106.2240219116211
2016-06-07,105.8888931274414
2016-06-08,106.32453918457031
2016-06-09,105.97269439697266
2016-06-10,105.3862533569336
2016-06-13,104.2888412475586
2016-06-14,104.19669342041016
2016-06-15,104.0877914428711
2016-06-16,104.96741485595703
2016-06-17,103.81971740722656
2016-06-20,104.46478271484375
2016-06-21,105.11820983886719
2016-06-22,105.16846466064453
2016-06-23,107.76543426513672
2016-06-24,103.82811737060547
2016-06-27,102.06050109863281
2016-06-28,105.4979019165039
2016-06-29,107.6378402709961
2016-06-30,110.12324523925781
2016-07-01,109.79467010498047
2016-07-05,108.66569519042969
2016-07-06,108.96900177001953
2016-07-07,108.37080383300781
2016-07-08,109.72725677490234
2016-07-11,109.48291778564453
2016-07-12,109.22174072265625
2016-07-13,109.10380554199219
2016-07-14,109.4407730102539
2016-07-15,109.16275024414062
2016-07-18,108.92684936523438
2016-07-19,108.53931427001953
2016-07-20,108.08435821533203
2016-07-21,107.5030517578125
2016-07-22,108.25286102294922
2016-07-25,107.78949737548828
2016-07-26,108.02538299560547
2016-07-27,107.14918518066406
2016-07-28,106.55101776123047
2016-07-29,105.53157806396484
2016-08-01,105.54002380371094
2016-08-02,105.33783721923828
2016-08-03,105.7085189819336
2016-08-04,105.69165802001953
2016-08-05,106.99755096435547
2016-08-08,107.07335662841797
2016-08-09,106.84589385986328
2016-08-10,106.34039306640625
2016-08-11,106.6521224975586
2016-08-12,106.43307495117188
2016-08-15,106.44990539550781
2016-08-16,106.2140121459961
2016-08-17,106.23089599609375
2016-08-18,107.21659851074219
2016-08-19,106.5594482421875
2016-08-22,106.42462921142578
2016-08-23,105.63268280029297
2016-08-24,105.53157806396484
2016-08-25,106.20558166503906
2016-08-26,106.07920837402344
2016-08-29,107.06494903564453
2016-08-30,107.19975280761719
2016-08-31,106.93856048583984
2016-09-01,107.08180236816406
2016-09-02,107.67994689941406
2016-09-06,107.8737564086914
