Date,ALB
2016-07-01,81.31999969482422
2016-07-05,79.9000015258789
2016-07-06,80.86000061035156
2016-07-07,81.31999969482422
2016-07-08,83.58000183105469
2016-07-11,83.62999725341797
2016-07-12,85.22000122070312
2016-07-13,85.55000305175781
2016-07-14,86.04000091552734
2016-07-15,86.3499984741211
2016-07-18,86.20999908447266
2016-07-19,85.91999816894531
2016-07-20,86.62000274658203
2016-07-21,84.2699966430664
2016-07-22,85.01000213623047
2016-07-25,86.19999694824219
2016-07-26,85.5199966430664
2016-07-27,84.81999969482422
2016-07-28,85.11000061035156
2016-07-29,84.16999816894531
2016-08-01,83.91000366210938
2016-08-02,84.37000274658203
2016-08-03,83.98999786376953
2016-08-04,82.12000274658203
2016-08-05,82.33000183105469
2016-08-08,82.16999816894531
2016-08-09,82.01000213623047
2016-08-10,82.08999633789062
2016-08-11,82.58000183105469
2016-08-12,83.01000213623047
2016-08-15,84.08000183105469
2016-08-16,81.7300033569336
2016-08-17,80.55000305175781
2016-08-18,81.27999877929688
2016-08-19,82.73999786376953
2016-08-22,83.8499984741211
2016-08-23,84.16999816894531
2016-08-24,82.19000244140625
2016-08-25,82.56999969482422
2016-08-26,81.79000091552734
2016-08-29,82.75
2016-08-30,81.7300033569336
2016-08-31,79.97000122070312
2016-09-01,81.30000305175781
2016-09-02,81.95999908447266
2016-09-06,83.04000091552734
2016-09-07,82.94999694824219
2016-09-08,80.91999816894531
2016-09-09,76.81999969482422
2016-09-12,77.44000244140625
2016-09-13,76.08999633789062
2016-09-14,75.72000122070312
2016-09-15,77.25
2016-09-16,76.7300033569336
2016-09-19,77.63999938964844
2016-09-20,76.79000091552734
2016-09-21,80.19000244140625
2016-09-22,81.19999694824219
2016-09-23,80.75
2016-09-26,81.69999694824219
2016-09-27,82.75
2016-09-28,84.87000274658203
2016-09-29,83.1500015258789
2016-09-30,85.48999786376953
2016-10-03,84.83000183105469
2016-10-04,82.62000274658203
2016-10-05,83.44000244140625
2016-10-06,83.63999938964844
2016-10-07,82.37000274658203
2016-10-10,83.4800033569336
2016-10-11,81.72000122070312
2016-10-12,81.1500015258789
2016-10-13,80.44000244140625
2016-10-14,80.86000061035156
2016-10-17,81.26000213623047
2016-10-18,81.66000366210938
2016-10-19,82.58999633789062
2016-10-20,83.0199966430664
2016-10-21,82.19999694824219
2016-10-24,83.36000061035156
2016-10-25,82.0999984741211
2016-10-26,81.08999633789062
2016-10-27,82.05000305175781
2016-10-28,82.91000366210938
2016-10-31,83.55000305175781
2016-11-01,82.9000015258789
2016-11-02,82.25
2016-11-03,83.80000305175781
2016-11-04,83.4800033569336
2016-11-07,86.27999877929688
2016-11-08,82.75
2016-11-09,80.41999816894531
2016-11-10,81.5199966430664
2016-11-11,80.43000030517578
2016-11-14,77.08000183105469
2016-11-15,80.12000274658203
2016-11-16,81.55000305175781
2016-11-17,82.97000122070312
2016-11-18,82.45999908447266
2016-11-21,83.8499984741211
2016-11-22,84.30000305175781
2016-11-23,83.87999725341797
2016-11-25,84.0
2016-11-28,83.95999908447266
2016-11-29,85.94999694824219
2016-11-30,87.77999877929688
2016-12-01,85.6500015258789
2016-12-02,84.86000061035156
2016-12-05,86.27999877929688
2016-12-06,86.31999969482422
2016-12-07,88.80000305175781
2016-12-08,91.80000305175781
2016-12-09,90.69000244140625
2016-12-12,91.31999969482422
2016-12-13,91.12000274658203
2016-12-14,89.94000244140625
2016-12-15,89.81999969482422
2016-12-16,89.2300033569336
2016-12-19,89.0
2016-12-20,89.33999633789062
2016-12-21,89.27999877929688
2016-12-22,88.41999816894531
2016-12-23,88.81999969482422
2016-12-27,89.01000213623047
2016-12-28,86.58000183105469
2016-12-29,87.06999969482422
2016-12-30,86.08000183105469
2017-01-03,88.05000305175781
2017-01-04,90.69999694824219
2017-01-05,90.38999938964844
2017-01-06,90.80999755859375
2017-01-09,90.4800033569336
2017-01-10,89.87999725341797
2017-01-11,93.30000305175781
2017-01-12,93.75
2017-01-13,94.0
2017-01-17,94.3499984741211
2017-01-18,92.5999984741211
2017-01-19,93.05000305175781
2017-01-20,93.36000061035156
2017-01-23,93.69999694824219
2017-01-24,95.55000305175781
2017-01-25,94.0
2017-01-26,95.4800033569336
2017-01-27,95.41999816894531
2017-01-30,94.56999969482422
2017-01-31,92.63999938964844
2017-02-01,93.41000366210938
2017-02-02,92.91000366210938
2017-02-03,94.2699966430664
2017-02-06,94.29000091552734
2017-02-07,92.80000305175781
2017-02-08,94.3499984741211
2017-02-09,93.91000366210938
2017-02-10,93.69999694824219
2017-02-13,94.75
2017-02-14,91.19000244140625
2017-02-15,92.76000213623047
2017-02-16,92.41000366210938
2017-02-17,91.91999816894531
2017-02-21,93.77999877929688
2017-02-22,92.44000244140625
2017-02-23,92.41000366210938
2017-02-24,92.93000030517578
2017-02-27,92.45999908447266
2017-02-28,101.51000213623047
2017-03-01,102.66000366210938
2017-03-02,103.05999755859375
2017-03-03,104.7699966430664
2017-03-06,102.11000061035156
2017-03-07,103.79000091552734
2017-03-08,102.73999786376953
2017-03-09,102.5
2017-03-10,103.05000305175781
2017-03-13,104.5
2017-03-14,103.94999694824219
2017-03-15,105.22000122070312
2017-03-16,104.01000213623047
2017-03-17,106.20999908447266
2017-03-20,106.06999969482422
2017-03-21,104.25
2017-03-22,105.22000122070312
2017-03-23,105.1500015258789
2017-03-24,104.44999694824219
2017-03-27,104.5999984741211
2017-03-28,104.87999725341797
2017-03-29,105.04000091552734
2017-03-30,105.13999938964844
2017-03-31,105.63999938964844
2017-04-03,105.02999877929688
2017-04-04,105.5
2017-04-05,105.20999908447266
2017-04-06,106.02999877929688
2017-04-07,105.94000244140625
2017-04-10,104.86000061035156
2017-04-11,105.61000061035156
2017-04-12,104.12000274658203
2017-04-13,103.62000274658203
2017-04-17,104.62999725341797
2017-04-18,105.7699966430664
2017-04-19,105.83999633789062
2017-04-20,105.5199966430664
2017-04-21,105.0999984741211
2017-04-24,106.83000183105469
2017-04-25,108.08999633789062
2017-04-26,108.30000305175781
2017-04-27,108.18000030517578
2017-04-28,108.91000366210938
2017-05-01,109.38999938964844
2017-05-02,108.37999725341797
2017-05-03,107.6500015258789
2017-05-04,108.70999908447266
2017-05-05,110.01000213623047
2017-05-08,109.55999755859375
2017-05-09,109.33000183105469
2017-05-10,110.56999969482422
2017-05-11,110.73999786376953
2017-05-12,110.37999725341797
2017-05-15,112.05000305175781
2017-05-16,112.37000274658203
2017-05-17,110.54000091552734
2017-05-18,110.0
