Date,SE
2016-07-07,23.63912010192871
2016-07-08,23.59914207458496
2016-07-11,23.74763298034668
2016-07-12,24.284494400024414
2016-07-13,24.050325393676758
2016-07-14,23.867568969726562
2016-07-15,23.821876525878906
2016-07-18,23.96466636657715
2016-07-19,23.913259506225586
2016-07-20,23.433509826660156
2016-07-21,23.239330291748047
2016-07-22,22.94233512878418
2016-07-25,22.519699096679688
2016-07-26,22.439741134643555
2016-07-27,22.119911193847656
2016-07-28,22.325519561767578
2016-07-29,23.49062728881836
2016-08-01,22.850954055786133
2016-08-02,23.079408645629883
2016-08-03,23.165075302124023
2016-08-04,23.58200454711914
2016-08-05,23.593429565429688
2016-08-08,23.97608184814453
2016-08-09,23.804738998413086
2016-08-10,23.764766693115234
2016-08-11,24.183496475219727
2016-08-12,24.125822067260742
2016-08-15,24.09697723388672
2016-08-16,24.09697723388672
2016-08-17,23.958560943603516
2016-08-18,24.408435821533203
2016-08-19,24.00470542907715
2016-08-22,23.629804611206055
2016-08-23,23.947025299072266
2016-08-24,23.474082946777344
2016-08-25,23.081886291503906
2016-08-26,23.047279357910156
2016-08-29,22.839649200439453
2016-08-30,22.822341918945312
2016-08-31,22.776208877563477
2016-09-01,22.822341918945312
2016-09-02,23.64134407043457
2016-09-06,24.835229873657227
2016-09-07,25.215892791748047
2016-09-08,26.375173568725586
2016-09-09,25.683063507080078
2016-09-12,26.006053924560547
2016-09-13,24.939050674438477
2016-09-14,25.129375457763672
2016-09-15,25.33124542236328
2016-09-16,25.481191635131836
2016-09-19,25.35431671142578
2016-09-20,25.152448654174805
2016-09-21,25.486967086791992
2016-09-22,25.371618270874023
2016-09-23,25.2043514251709
2016-09-26,24.927520751953125
2016-09-27,24.86406898498535
2016-09-28,25.504274368286133
2016-09-29,25.285104751586914
2016-09-30,25.510034561157227
2016-10-03,25.3889217376709
2016-10-04,25.042861938476562
2016-10-05,24.950584411621094
2016-10-06,24.77178955078125
2016-10-07,24.789087295532227
2016-10-10,25.135143280029297
2016-10-11,24.967891693115234
2016-10-12,25.198591232299805
2016-10-13,25.417757034301758
2016-10-14,25.365842819213867
2016-10-17,25.383146286010742
2016-10-18,25.561948776245117
2016-10-19,25.82724952697754
2016-10-20,25.32547378540039
2016-10-21,25.429304122924805
2016-10-24,25.08324432373047
2016-10-25,25.060165405273438
2016-10-26,25.152448654174805
2016-10-27,25.46389389038086
2016-10-28,25.14666748046875
2016-10-31,24.898672103881836
2016-11-01,24.760255813598633
2016-11-02,24.033527374267578
2016-11-03,23.693246841430664
2016-11-04,23.75092887878418
2016-11-07,24.60453224182129
2016-11-08,24.74871826171875
2016-11-09,24.535314559936523
2016-11-10,24.491649627685547
2016-11-11,23.694087982177734
2016-11-14,23.25164222717285
2016-11-15,23.926952362060547
2016-11-16,24.049205780029297
2016-11-17,24.404327392578125
2016-11-18,24.60226058959961
2016-11-21,25.265932083129883
2016-11-22,25.13785743713379
2016-11-23,25.003955841064453
2016-11-25,24.91081428527832
2016-11-28,24.8991756439209
2016-11-29,24.544044494628906
2016-11-30,24.47418975830078
2016-12-01,24.089962005615234
2016-12-02,24.328643798828125
2016-12-05,24.36358070373535
2016-12-06,24.293718338012695
2016-12-07,24.538230895996094
2016-12-08,24.555694580078125
2016-12-09,24.46837043762207
2016-12-12,24.509119033813477
2016-12-13,24.98067283630371
2016-12-14,24.31700325012207
2016-12-15,24.398508071899414
2016-12-16,25.02142333984375
2016-12-19,24.782733917236328
2016-12-20,24.59644317626953
2016-12-21,24.584796905517578
2016-12-22,24.893352508544922
2016-12-23,24.782733917236328
2016-12-27,24.91081428527832
2016-12-28,24.480010986328125
2016-12-29,24.578983306884766
2016-12-30,24.520767211914062
2017-01-03,24.76526641845703
2017-01-04,24.939916610717773
2017-01-05,25.231000900268555
2017-01-06,25.38819122314453
2017-01-09,25.2950382232666
2017-01-10,24.928287506103516
2017-01-11,25.108747482299805
2017-01-12,25.08546257019043
2017-01-13,25.190248489379883
2017-01-17,25.539546966552734
2017-01-18,25.132034301757812
2017-01-19,24.80602264404297
2017-01-20,24.98067283630371
2017-01-23,24.846771240234375
2017-01-24,25.4638729095459
2017-01-25,25.75494384765625
2017-01-26,25.830629348754883
2017-01-27,25.0505313873291
2017-01-30,24.730342864990234
2017-01-31,24.800203323364258
2017-02-01,24.60808753967285
2017-02-02,25.067995071411133
2017-02-03,25.51044273376465
2017-02-06,25.07381820678711
2017-02-07,24.60226058959961
2017-02-08,24.9166316986084
2017-02-09,24.96902847290039
2017-02-10,25.126216888427734
2017-02-13,25.40033531188965
2017-02-14,25.441516876220703
2017-02-15,25.159162521362305
2017-02-16,24.853269577026367
2017-02-17,24.71208381652832
2017-02-21,24.847387313842773
2017-02-22,24.794448852539062
2017-02-23,24.535614013671875
2017-02-24,24.317970275878906
