Date,LVS
2015-07-01,40.28400421142578
2015-07-02,40.016334533691406
2015-07-06,40.514495849609375
2015-07-07,42.075889587402344
2015-07-08,40.00146484375
2015-07-09,40.43271255493164
2015-07-10,40.77472686767578
2015-07-13,42.55173873901367
2015-07-14,41.24314880371094
2015-07-15,40.4847526550293
2015-07-16,40.834205627441406
2015-07-17,40.350921630859375
2015-07-20,40.618587493896484
2015-07-21,40.767295837402344
2015-07-22,40.863948822021484
2015-07-23,41.436466217041016
2015-07-24,40.75242233276367
2015-07-27,39.8453254699707
2015-07-28,40.254268646240234
2015-07-29,40.350921630859375
2015-07-30,41.6446533203125
2015-07-31,41.66695022583008
2015-08-03,41.07957458496094
2015-08-04,40.89369201660156
2015-08-05,41.61490249633789
2015-08-06,41.65951919555664
2015-08-07,42.232025146484375
2015-08-10,42.194862365722656
2015-08-11,40.4178352355957
2015-08-12,39.76354217529297
2015-08-13,39.495872497558594
2015-08-14,38.96796798706055
2015-08-17,38.80439758300781
2015-08-18,38.529300689697266
2015-08-19,37.68910598754883
2015-08-20,36.35820388793945
2015-08-21,35.681617736816406
2015-08-24,34.23917007446289
2015-08-25,33.25772476196289
2015-08-26,33.592308044433594
2015-08-27,35.13882827758789
2015-08-28,35.21318817138672
2015-08-31,34.37300109863281
2015-09-01,33.70383834838867
2015-09-02,34.120201110839844
2015-09-03,35.44367599487305
2015-09-04,35.36933135986328
2015-09-08,36.04594039916992
2015-09-09,35.599822998046875
2015-09-10,34.603492736816406
2015-09-11,34.856292724609375
2015-09-14,34.737335205078125
2015-09-15,35.302398681640625
2015-09-16,36.21694564819336
2015-09-17,35.428810119628906
2015-09-18,34.117183685302734
2015-09-21,33.67244338989258
2015-09-22,32.730186462402344
2015-09-23,31.486412048339844
2015-09-24,31.584400177001953
2015-09-25,31.395950317382812
2015-09-28,30.348163604736328
2015-09-29,28.501354217529297
2015-09-30,28.621963500976562
2015-10-01,27.875688552856445
2015-10-02,30.807992935180664
2015-10-05,33.084476470947266
2015-10-06,33.83074188232422
2015-10-07,34.5393180847168
