Date,CCL
2015-07-01,42.61620330810547
2015-07-02,42.813697814941406
2015-07-06,42.38436508178711
2015-07-07,43.10564422607422
2015-07-08,42.01512908935547
2015-07-09,42.246971130371094
2015-07-10,43.431949615478516
2015-07-13,44.50529861450195
2015-07-14,44.82301330566406
2015-07-15,44.51388168334961
2015-07-16,44.831600189208984
2015-07-17,44.73713684082031
2015-07-20,44.78007507324219
2015-07-21,44.61692810058594
2015-07-22,44.9689826965332
2015-07-23,44.48811721801758
2015-07-24,43.89563751220703
2015-07-27,43.663795471191406
2015-07-28,44.08454132080078
2015-07-29,44.73713684082031
2015-07-30,44.54823303222656
2015-07-31,45.758968353271484
2015-08-03,44.840179443359375
2015-08-04,44.53964614868164
2015-08-05,45.19224166870117
2015-08-06,44.728553771972656
2015-08-07,44.762901306152344
2015-08-10,45.01191711425781
2015-08-11,44.81441879272461
2015-08-12,43.92998504638672
2015-08-13,44.7457275390625
2015-08-14,45.02908706665039
2015-08-17,45.41549301147461
2015-08-18,45.33822250366211
2015-08-19,45.16549301147461
2015-08-20,43.11878967285156
2015-08-21,41.780235290527344
2015-08-24,40.139434814453125
2015-08-25,40.88211441040039
2015-08-26,42.186119079589844
2015-08-27,42.95471954345703
2015-08-28,42.74746322631836
2015-08-31,42.51428985595703
2015-09-01,41.262088775634766
2015-09-02,42.695640563964844
2015-09-03,42.66109848022461
2015-09-04,42.25522232055664
2015-09-08,43.76649475097656
2015-09-09,43.63694381713867
2015-09-10,43.80104064941406
2015-09-11,44.371002197265625
2015-09-14,44.371002197265625
2015-09-15,44.85459899902344
2015-09-16,45.65774154663086
2015-09-17,45.54547882080078
2015-09-18,44.96687316894531
2015-09-21,45.49365997314453
2015-09-22,42.997901916503906
2015-09-23,44.47462463378906
2015-09-24,43.939205169677734
2015-09-25,43.78376007080078
2015-09-28,42.00477981567383
2015-09-29,41.65070343017578
2015-09-30,42.92018127441406
2015-10-01,42.75608825683594
2015-10-02,42.971988677978516
2015-10-05,43.507423400878906
