Date,GEHC
2022-12-15,59.67826843261719
2022-12-16,56.43574905395508
2022-12-19,56.19703674316406
2022-12-20,56.90323257446289
2022-12-21,56.65457534790039
2022-12-22,57.29114532470703
2022-12-23,57.191680908203125
2022-12-27,57.14194869995117
2022-12-28,57.191680908203125
2022-12-29,57.68899154663086
2022-12-30,58.06696319580078
2023-01-03,55.69972610473633
2023-01-04,60.1656494140625
2023-01-05,58.68363571166992
2023-01-06,58.63390350341797
2023-01-09,57.78845977783203
2023-01-10,59.67826843261719
2023-01-11,64.64151763916016
2023-01-12,65.29798889160156
2023-01-13,65.08909606933594
2023-01-17,62.99041748046875
2023-01-18,61.74711990356445
2023-01-19,63.597145080566406
2023-01-20,66.4119644165039
2023-01-23,69.14722442626953
2023-01-24,69.22679138183594
2023-01-25,68.3415756225586
2023-01-26,68.84883117675781
2023-01-27,69.70420837402344
2023-01-30,71.11660766601562
2023-01-31,69.14722442626953
2023-02-01,69.63460540771484
2023-02-02,70.27116394042969
2023-02-03,70.17171478271484
2023-02-06,71.47467803955078
2023-02-07,71.24592590332031
2023-02-08,69.79375457763672
2023-02-09,68.04318237304688
2023-02-10,68.86872863769531
2023-02-13,69.05770874023438
2023-02-14,72.22067260742188
2023-02-15,71.93220520019531
2023-02-16,70.52977752685547
2023-02-17,72.77764129638672
2023-02-21,72.0813980102539
2023-02-22,71.55425262451172
2023-02-23,75.49302673339844
2023-02-24,74.60780334472656
2023-02-27,75.63225555419922
2023-02-28,75.59248352050781
2023-03-01,74.896240234375
2023-03-02,74.63761901855469
2023-03-03,75.96050262451172
2023-03-06,76.26884460449219
2023-03-07,75.84115600585938
2023-03-08,76.21910095214844
2023-03-09,75.9704360961914
2023-03-10,74.56800842285156
2023-03-13,75.83119201660156
2023-03-14,76.72636413574219
2023-03-15,76.3484115600586
2023-03-16,76.20917510986328
2023-03-17,75.4333267211914
2023-03-20,74.79676818847656
2023-03-21,76.10969543457031
2023-03-22,74.36907196044922
2023-03-23,75.30403900146484
2023-03-24,76.05001831054688
2023-03-27,75.9704360961914
2023-03-28,76.48766326904297
2023-03-29,78.81510162353516
2023-03-30,81.69955444335938
2023-03-31,81.59014129638672
2023-04-03,81.3713150024414
2023-04-04,81.15250396728516
2023-04-05,80.68504333496094
2023-04-06,79.73017883300781
2023-04-10,80.1578598022461
2023-04-11,80.1578598022461
2023-04-12,81.3116455078125
2023-04-13,82.4952621459961
2023-04-14,81.92833709716797
2023-04-17,82.27645874023438
2023-04-18,83.21141815185547
2023-04-19,85.29020690917969
2023-04-20,84.54422760009766
2023-04-21,86.01628875732422
2023-04-24,87.31926727294922
2023-04-25,79.95893859863281
2023-04-26,79.69039154052734
2023-04-27,81.08287048339844
2023-04-28,80.90386199951172
2023-05-01,80.34684753417969
2023-05-02,78.03927612304688
2023-05-03,79.2825927734375
2023-05-04,77.84036254882812
2023-05-05,78.56644439697266
2023-05-08,78.99414825439453
2023-05-09,75.96050262451172
2023-05-10,75.49302673339844
2023-05-11,74.58789825439453
2023-05-12,74.51827239990234
2023-05-15,74.5282211303711
2023-05-16,77.36295318603516
2023-05-17,79.86941528320312
2023-05-18,79.26268768310547
2023-05-19,78.91456604003906
2023-05-22,78.68572235107422
2023-05-23,76.8051528930664
2023-05-24,76.14842224121094
2023-05-25,79.46183776855469
2023-05-26,78.03895568847656
2023-05-30,77.57130432128906
2023-05-31,79.11357116699219
2023-06-01,79.43199157714844
2023-06-02,79.57127380371094
2023-06-05,80.08868408203125
2023-06-06,82.51651000976562
2023-06-07,80.07875061035156
2023-06-08,77.36236572265625
2023-06-09,76.715576171875
2023-06-12,77.87976837158203
2023-06-13,77.40213775634766
2023-06-14,78.13844299316406
2023-06-15,78.70561981201172
2023-06-16,78.25786590576172
2023-06-20,78.5066146850586
2023-06-21,79.2230224609375
2023-06-22,79.81008911132812
2023-06-23,79.42201232910156
2023-06-26,77.412109375
2023-06-27,76.68573760986328
2023-06-28,76.8051528930664
2023-06-29,78.28771209716797
2023-06-30,80.83495330810547
2023-07-03,80.28770446777344
2023-07-05,80.2479019165039
2023-07-06,78.72553253173828
2023-07-07,79.2230224609375
2023-07-10,80.25784301757812
2023-07-11,80.85485076904297
2023-07-12,81.28271484375
2023-07-13,80.994140625
2023-07-14,81.41205596923828
2023-07-17,80.78520965576172
2023-07-18,82.05883026123047
2023-07-19,81.34239196777344
2023-07-20,81.4718017578125
2023-07-21,82.24818420410156
2023-07-24,80.2574462890625
2023-07-25,79.83938598632812
2023-07-26,77.0722427368164
2023-07-27,76.50485229492188
2023-07-28,77.51019287109375
2023-07-31,77.63959503173828
2023-08-01,77.33103942871094
2023-08-02,76.23611450195312
2023-08-03,75.66873931884766
2023-08-04,75.5492935180664
2023-08-07,75.24072265625
2023-08-08,73.58841705322266
2023-08-09,73.57844543457031
2023-08-10,71.96593475341797
2023-08-11,71.25920104980469
2023-08-14,71.46824645996094
2023-08-15,70.21407318115234
