Date,DECK
2024-12-12,203.67999267578125
2024-12-13,206.6300048828125
2024-12-16,211.1199951171875
2024-12-17,210.3699951171875
2024-12-18,201.47999572753906
2024-12-19,205.27999877929688
2024-12-20,210.97000122070312
2024-12-23,207.64999389648438
2024-12-24,208.00999450683594
2024-12-26,209.42999267578125
2024-12-27,207.11000061035156
2024-12-30,205.75999450683594
2024-12-31,203.08999633789062
2025-01-02,204.5399932861328
2025-01-03,207.25
2025-01-06,208.47000122070312
2025-01-07,205.10000610351562
2025-01-08,207.52000427246094
2025-01-10,207.5
2025-01-13,204.58999633789062
2025-01-14,206.13999938964844
2025-01-15,203.72999572753906
2025-01-16,208.22000122070312
2025-01-17,209.91000366210938
2025-01-21,214.11000061035156
2025-01-22,214.9199981689453
2025-01-23,218.57000732421875
2025-01-24,217.16000366210938
2025-01-27,211.89999389648438
2025-01-28,215.9199981689453
2025-01-29,218.89999389648438
2025-01-30,223.11000061035156
2025-01-31,177.36000061035156
2025-02-03,170.6300048828125
2025-02-04,169.49000549316406
2025-02-05,172.52000427246094
2025-02-06,172.19000244140625
2025-02-07,168.24000549316406
2025-02-10,161.64999389648438
2025-02-11,157.63999938964844
2025-02-12,154.02999877929688
2025-02-13,158.11000061035156
2025-02-14,155.07000732421875
2025-02-18,155.83999633789062
2025-02-19,152.5500030517578
2025-02-20,150.02000427246094
2025-02-21,146.57000732421875
2025-02-24,140.11000061035156
2025-02-25,142.7899932861328
2025-02-26,144.97000122070312
2025-02-27,138.49000549316406
2025-02-28,139.36000061035156
2025-03-03,137.24000549316406
2025-03-04,133.77999877929688
2025-03-05,136.08999633789062
2025-03-06,131.92999267578125
2025-03-07,126.72000122070312
2025-03-10,121.11000061035156
2025-03-11,120.52999877929688
2025-03-12,121.58000183105469
2025-03-13,117.04000091552734
2025-03-14,118.68000030517578
2025-03-17,117.4800033569336
2025-03-18,115.30000305175781
2025-03-19,119.05000305175781
2025-03-20,115.66999816894531
2025-03-21,117.86000061035156
2025-03-24,124.68000030517578
2025-03-25,122.97000122070312
2025-03-26,118.16000366210938
2025-03-27,116.94999694824219
2025-03-28,111.55999755859375
2025-03-31,111.80999755859375
2025-04-01,113.3499984741211
2025-04-02,117.9800033569336
2025-04-03,100.87999725341797
2025-04-04,106.0199966430664
2025-04-07,106.12999725341797
2025-04-08,101.87999725341797
2025-04-09,116.05999755859375
2025-04-10,109.62999725341797
2025-04-11,109.05000305175781
2025-04-14,107.1500015258789
2025-04-15,104.18000030517578
2025-04-16,103.0199966430664
2025-04-17,105.66999816894531
2025-04-21,103.55000305175781
2025-04-22,106.41999816894531
2025-04-23,106.66000366210938
2025-04-24,110.6500015258789
2025-04-25,109.19000244140625
2025-04-28,109.1500015258789
2025-04-29,111.69000244140625
2025-04-30,110.83000183105469
2025-05-01,111.12999725341797
2025-05-02,116.94000244140625
2025-05-05,118.33000183105469
2025-05-06,117.06999969482422
2025-05-07,120.86000061035156
2025-05-08,125.62000274658203
2025-05-09,121.06999969482422
2025-05-12,126.08000183105469
2025-05-13,129.3699951171875
2025-05-14,127.36000061035156
2025-05-15,126.94000244140625
2025-05-16,127.91000366210938
2025-05-19,127.41000366210938
2025-05-20,128.83999633789062
2025-05-21,123.36000061035156
2025-05-22,126.08999633789062
2025-05-23,101.05000305175781
2025-05-27,108.95999908447266
2025-05-28,104.31999969482422
2025-05-29,107.2699966430664
2025-05-30,105.5199966430664
2025-06-02,105.01000213623047
2025-06-03,105.83000183105469
2025-06-04,105.80999755859375
2025-06-05,108.31999969482422
2025-06-06,109.22000122070312
2025-06-09,110.91000366210938
2025-06-10,110.0
2025-06-11,107.93000030517578
2025-06-12,107.69999694824219
2025-06-13,101.4800033569336
2025-06-16,103.62999725341797
2025-06-17,102.61000061035156
2025-06-18,101.0
2025-06-20,101.69000244140625
2025-06-23,100.44000244140625
2025-06-24,102.22000122070312
2025-06-25,101.04000091552734
2025-06-26,101.93000030517578
2025-06-27,104.19999694824219
2025-06-30,103.06999969482422
2025-07-01,105.4000015258789
2025-07-02,106.26000213623047
2025-07-03,106.19999694824219
2025-07-07,105.75
2025-07-08,105.29000091552734
2025-07-09,104.91000366210938
2025-07-10,104.94999694824219
2025-07-11,101.7300033569336
2025-07-14,98.37999725341797
2025-07-15,95.31999969482422
2025-07-16,97.87999725341797
2025-07-17,101.22000122070312
2025-07-18,101.91000366210938
2025-07-21,105.0999984741211
2025-07-22,105.69000244140625
2025-07-23,108.08999633789062
2025-07-24,104.94000244140625
2025-07-25,116.8499984741211
2025-07-28,112.38999938964844
2025-07-29,112.11000061035156
2025-07-30,110.5999984741211
2025-07-31,106.16999816894531
2025-08-01,103.3499984741211
2025-08-04,105.12999725341797
2025-08-05,105.91000366210938
2025-08-06,105.72000122070312
2025-08-07,101.88999938964844
2025-08-08,101.68000030517578
2025-08-11,100.47000122070312
2025-08-12,103.73999786376953
2025-08-13,106.4800033569336
2025-08-14,103.86000061035156
2025-08-15,102.95999908447266
2025-08-18,105.58000183105469
2025-08-19,105.5199966430664
2025-08-20,104.05000305175781
2025-08-21,104.69000244140625
2025-08-22,109.0999984741211
2025-08-25,113.02999877929688
2025-08-26,113.69000244140625
2025-08-27,116.7300033569336
2025-08-28,118.13999938964844
2025-08-29,119.62999725341797
2025-09-02,122.87999725341797
2025-09-03,123.66999816894531
2025-09-04,123.91000366210938
2025-09-05,120.4000015258789
2025-09-08,117.16999816894531
2025-09-09,115.41000366210938
2025-09-10,114.12999725341797
2025-09-11,117.87000274658203
2025-09-12,118.5
2025-09-15,118.66000366210938
2025-09-16,118.69000244140625
2025-09-17,118.68000030517578
2025-09-18,115.43000030517578
2025-09-19,113.79000091552734
2025-09-22,113.22000122070312
2025-09-23,112.02999877929688
2025-09-24,111.2300033569336
2025-09-25,105.83000183105469
2025-09-26,105.7699966430664
2025-09-29,103.27999877929688
2025-09-30,101.37000274658203
2025-10-01,101.18000030517578
2025-10-02,103.80000305175781
2025-10-03,103.05000305175781
2025-10-06,102.04000091552734
2025-10-07,97.9800033569336
2025-10-08,101.58000183105469
2025-10-09,98.8499984741211
2025-10-10,95.06999969482422
2025-10-13,98.30999755859375
2025-10-14,99.27999877929688
2025-10-15,96.44000244140625
2025-10-16,99.05999755859375
2025-10-17,99.81999969482422
2025-10-20,100.19000244140625
2025-10-21,102.95999908447266
2025-10-22,100.88999938964844
2025-10-23,102.54000091552734
2025-10-24,86.94000244140625
2025-10-27,90.47000122070312
2025-10-28,87.61000061035156
2025-10-29,83.83999633789062
2025-10-30,80.88999938964844
2025-10-31,81.5
2025-11-03,81.12000274658203
2025-11-04,79.54000091552734
2025-11-05,81.80999755859375
2025-11-06,79.80999755859375
2025-11-07,81.7699966430664
2025-11-10,79.83999633789062
2025-11-11,82.70999908447266
2025-11-12,84.38999938964844
2025-11-13,83.0999984741211
2025-11-14,82.81999969482422
2025-11-17,80.72000122070312
2025-11-18,83.7699966430664
2025-11-19,83.01000213623047
2025-11-20,81.4800033569336
2025-11-21,85.12999725341797
2025-11-24,83.12999725341797
2025-11-25,85.47000122070312
2025-11-26,87.19000244140625
2025-11-28,88.02999877929688
2025-12-01,92.0199966430664
2025-12-02,91.7699966430664
2025-12-03,94.97000122070312
2025-12-04,96.25
2025-12-05,99.69999694824219
2025-12-08,101.20999908447266
2025-12-09,100.80999755859375
2025-12-10,100.70999908447266
2025-12-11,101.36000061035156
2025-12-12,101.18000030517578
2025-12-15,103.98999786376953
2025-12-16,104.19999694824219
2025-12-17,102.38999938964844
2025-12-18,100.55000305175781
2025-12-19,99.47000122070312
2025-12-22,101.91000366210938
2025-12-23,100.68000030517578
2025-12-24,100.94999694824219
2025-12-26,103.08999633789062
2025-12-29,103.70999908447266
2025-12-30,105.02999877929688
