Date,WSM
2015-07-01,32.17391586303711
2015-07-02,32.04252243041992
2015-07-06,32.09661865234375
2015-07-07,32.2705078125
2015-07-08,31.945911407470703
2015-07-09,31.976816177368164
2015-07-10,32.47532653808594
2015-07-13,32.73808670043945
2015-07-14,32.54100799560547
2015-07-15,32.53714370727539
2015-07-16,32.807647705078125
2015-07-17,32.459869384765625
2015-07-20,32.289833068847656
2015-07-21,31.880220413208008
2015-07-22,32.120819091796875
2015-07-23,32.144107818603516
2015-07-24,31.515424728393555
2015-07-27,31.25930404663086
2015-07-28,31.732746124267578
2015-07-29,32.76115417480469
2015-07-30,32.69129180908203
2015-07-31,32.85427474975586
2015-08-03,32.76502990722656
2015-08-04,33.09488296508789
2015-08-05,33.3238410949707
2015-08-06,32.90861511230469
2015-08-07,32.993995666503906
2015-08-10,33.53728103637695
2015-08-11,33.40147018432617
2015-08-12,33.57999038696289
2015-08-13,33.68476104736328
2015-08-14,33.9564094543457
2015-08-17,34.348358154296875
2015-08-18,34.41045379638672
2015-08-19,33.9913330078125
2015-08-20,33.45968246459961
2015-08-21,32.33039093017578
2015-08-24,31.360197067260742
2015-08-25,31.461101531982422
2015-08-26,32.25665283203125
2015-08-27,29.765216827392578
2015-08-28,29.41983985900879
2015-08-31,29.505212783813477
2015-09-01,28.965801239013672
2015-09-02,29.373268127441406
2015-09-03,29.606107711791992
2015-09-04,29.497455596923828
2015-09-08,30.386138916015625
2015-09-09,29.699249267578125
2015-09-10,29.559545516967773
2015-09-11,29.431482315063477
2015-09-14,29.388795852661133
2015-09-15,29.249086380004883
2015-09-16,29.67596435546875
2015-09-17,30.07179832458496
2015-09-18,29.873882293701172
2015-09-21,29.885517120361328
2015-09-22,30.312408447265625
2015-09-23,30.75092124938965
2015-09-24,30.355091094970703
2015-09-25,30.25030517578125
2015-09-28,29.485807418823242
2015-09-29,29.388795852661133
2015-09-30,29.629396438598633
2015-10-01,29.62163734436035
2015-10-02,29.866121292114258
2015-10-05,30.580177307128906
2015-10-06,30.405534744262695
2015-10-07,30.52972412109375
2015-10-08,30.46375846862793
2015-10-09,30.339576721191406
2015-10-12,29.89716339111328
2015-10-13,29.34998321533203
2015-10-14,29.027877807617188
2015-10-15,29.268476486206055
2015-10-16,29.641035079956055
2015-10-19,29.633277893066406
2015-10-20,29.559545516967773
2015-10-21,29.020105361938477
2015-10-22,28.678627014160156
2015-10-23,28.105432510375977
2015-10-26,28.651323318481445
2015-10-27,28.261402130126953
2015-10-28,28.67862319946289
2015-10-29,28.491456985473633
2015-10-30,28.756601333618164
2015-11-02,29.107542037963867
2015-11-03,29.177722930908203
2015-11-04,29.064632415771484
2015-11-05,29.47405242919922
2015-11-06,29.25959587097168
2015-11-09,29.08411979675293
2015-11-10,28.2847957611084
2015-11-11,27.863685607910156
2015-11-12,27.58683204650879
2015-11-13,26.241615295410156
2015-11-16,26.479467391967773
2015-11-17,25.434480667114258
2015-11-18,26.02326202392578
2015-11-19,25.816604614257812
2015-11-20,24.931482315063477
2015-11-23,24.81061553955078
2015-11-24,25.02506446838379
2015-11-25,24.958782196044922
2015-11-27,25.305809020996094
2015-11-30,24.69363784790039
2015-12-01,24.939281463623047
2015-12-02,24.76381492614746
2015-12-03,24.607851028442383
2015-12-04,24.767715454101562
2015-12-07,24.510374069213867
2015-12-08,24.635141372680664
2015-12-09,24.43238067626953
2015-12-10,24.420692443847656
2015-12-11,23.77342414855957
2015-12-14,23.024770736694336
2015-12-15,23.547271728515625
2015-12-16,23.839710235595703
2015-12-17,23.36789894104004
2015-12-18,22.744029998779297
2015-12-21,22.794723510742188
2015-12-22,23.005281448364258
2015-12-23,23.009172439575195
2015-12-24,22.822017669677734
2015-12-28,22.997480392456055
2015-12-29,23.231426239013672
2015-12-30,22.962387084960938
2015-12-31,22.775224685668945
2016-01-04,22.408700942993164
2016-01-05,22.416501998901367
2016-01-06,21.706844329833984
2016-01-07,22.02657699584961
2016-01-08,21.31692886352539
2016-01-11,20.82562255859375
2016-01-12,20.83732032775879
2016-01-13,20.338226318359375
2016-01-14,20.123769760131836
2016-01-15,19.671463012695312
2016-01-19,19.499900817871094
2016-01-20,19.102182388305664
2016-01-21,19.7767391204834
2016-01-22,20.530588150024414
2016-01-25,20.145816802978516
2016-01-26,20.255752563476562
2016-01-27,19.922012329101562
2016-01-28,19.43515396118164
2016-01-29,20.283235549926758
2016-02-01,20.283235549926758
2016-02-02,20.059432983398438
2016-02-03,19.682510375976562
2016-02-04,20.22041130065918
2016-02-05,20.48348045349121
2016-02-08,20.656227111816406
2016-02-09,20.459909439086914
2016-02-10,20.31856918334961
2016-02-11,20.12618064880371
2016-02-12,20.4442138671875
2016-02-16,21.26873016357422
2016-02-17,22.639013290405273
2016-02-18,22.737173080444336
2016-02-19,22.04220962524414
2016-02-22,22.313129425048828
2016-02-23,22.105037689208984
2016-02-24,22.30527687072754
2016-02-25,20.946773529052734
2016-02-26,21.582836151123047
2016-02-29,20.459909439086914
2016-03-01,21.26873016357422
2016-03-02,21.343338012695312
