Date,PENN
2015-07-01,18.489999771118164
2015-07-02,18.350000381469727
2015-07-06,18.34000015258789
2015-07-07,18.610000610351562
2015-07-08,18.219999313354492
2015-07-09,18.309999465942383
2015-07-10,18.719999313354492
2015-07-13,18.899999618530273
2015-07-14,19.5
2015-07-15,19.1200008392334
2015-07-16,19.15999984741211
2015-07-17,19.100000381469727
2015-07-20,18.989999771118164
2015-07-21,19.200000762939453
2015-07-22,19.239999771118164
2015-07-23,19.040000915527344
2015-07-24,18.8700008392334
2015-07-27,18.65999984741211
2015-07-28,18.68000030517578
2015-07-29,18.579999923706055
2015-07-30,18.8799991607666
2015-07-31,19.079999923706055
2015-08-03,19.34000015258789
2015-08-04,19.280000686645508
2015-08-05,19.190000534057617
2015-08-06,19.020000457763672
2015-08-07,18.989999771118164
2015-08-10,18.860000610351562
2015-08-11,18.799999237060547
2015-08-12,18.639999389648438
2015-08-13,18.739999771118164
2015-08-14,18.610000610351562
2015-08-17,18.700000762939453
2015-08-18,18.68000030517578
2015-08-19,18.350000381469727
2015-08-20,17.809999465942383
2015-08-21,17.690000534057617
2015-08-24,17.200000762939453
2015-08-25,17.329999923706055
2015-08-26,17.68000030517578
2015-08-27,18.079999923706055
2015-08-28,18.43000030517578
2015-08-31,18.15999984741211
2015-09-01,17.690000534057617
2015-09-02,18.059999465942383
2015-09-03,18.260000228881836
2015-09-04,18.18000030517578
2015-09-08,18.290000915527344
2015-09-09,17.6200008392334
2015-09-10,17.6200008392334
2015-09-11,17.81999969482422
2015-09-14,17.75
2015-09-15,17.850000381469727
2015-09-16,18.010000228881836
2015-09-17,18.1299991607666
2015-09-18,17.579999923706055
2015-09-21,17.760000228881836
2015-09-22,17.31999969482422
2015-09-23,17.139999389648438
2015-09-24,17.110000610351562
2015-09-25,16.950000762939453
2015-09-28,16.309999465942383
2015-09-29,16.040000915527344
2015-09-30,16.780000686645508
2015-10-01,17.290000915527344
2015-10-02,17.489999771118164
2015-10-05,18.110000610351562
2015-10-06,17.850000381469727
2015-10-07,18.56999969482422
2015-10-08,18.739999771118164
2015-10-09,18.799999237060547
2015-10-12,18.75
2015-10-13,18.75
2015-10-14,18.559999465942383
2015-10-15,18.440000534057617
2015-10-16,17.989999771118164
2015-10-19,17.84000015258789
2015-10-20,17.709999084472656
2015-10-21,16.8700008392334
2015-10-22,16.770000457763672
2015-10-23,17.530000686645508
2015-10-26,17.860000610351562
2015-10-27,17.579999923706055
2015-10-28,18.0
2015-10-29,17.809999465942383
2015-10-30,17.860000610351562
2015-11-02,18.0
2015-11-03,17.989999771118164
2015-11-04,17.729999542236328
2015-11-05,17.81999969482422
2015-11-06,17.770000457763672
2015-11-09,17.299999237060547
2015-11-10,17.440000534057617
2015-11-11,17.309999465942383
2015-11-12,17.219999313354492
2015-11-13,17.049999237060547
2015-11-16,16.110000610351562
2015-11-17,15.470000267028809
2015-11-18,15.880000114440918
2015-11-19,15.859999656677246
2015-11-20,16.079999923706055
2015-11-23,15.9399995803833
2015-11-24,16.049999237060547
2015-11-25,16.139999389648438
2015-11-27,16.020000457763672
2015-11-30,15.949999809265137
2015-12-01,15.949999809265137
2015-12-02,15.899999618530273
2015-12-03,15.829999923706055
2015-12-04,15.9399995803833
2015-12-07,15.720000267028809
2015-12-08,15.600000381469727
2015-12-09,15.699999809265137
2015-12-10,15.819999694824219
2015-12-11,15.619999885559082
2015-12-14,14.829999923706055
2015-12-15,15.109999656677246
2015-12-16,15.609999656677246
2015-12-17,15.4399995803833
2015-12-18,15.260000228881836
2015-12-21,15.550000190734863
2015-12-22,15.800000190734863
2015-12-23,16.049999237060547
2015-12-24,16.200000762939453
2015-12-28,16.010000228881836
2015-12-29,16.520000457763672
2015-12-30,16.229999542236328
2015-12-31,16.020000457763672
2016-01-04,15.800000190734863
2016-01-05,15.920000076293945
2016-01-06,15.630000114440918
2016-01-07,14.979999542236328
2016-01-08,15.170000076293945
2016-01-11,15.489999771118164
2016-01-12,14.420000076293945
2016-01-13,14.279999732971191
2016-01-14,14.40999984741211
2016-01-15,14.130000114440918
2016-01-19,14.170000076293945
2016-01-20,13.729999542236328
2016-01-21,13.600000381469727
2016-01-22,14.050000190734863
2016-01-25,13.779999732971191
2016-01-26,14.09000015258789
2016-01-27,13.899999618530273
2016-01-28,13.850000381469727
2016-01-29,14.130000114440918
2016-02-01,14.069999694824219
2016-02-02,13.4399995803833
2016-02-03,13.489999771118164
2016-02-04,13.800000190734863
2016-02-05,13.430000305175781
2016-02-08,12.869999885559082
2016-02-09,12.8100004196167
2016-02-10,13.039999961853027
2016-02-11,13.069999694824219
2016-02-12,13.460000038146973
2016-02-16,13.899999618530273
2016-02-17,13.930000305175781
2016-02-18,13.9399995803833
2016-02-19,13.579999923706055
2016-02-22,13.649999618530273
2016-02-23,13.399999618530273
2016-02-24,13.390000343322754
2016-02-25,13.520000457763672
2016-02-26,13.9399995803833
2016-02-29,13.84000015258789
2016-03-01,14.0600004196167
2016-03-02,14.020000457763672
2016-03-03,14.34000015258789
2016-03-04,14.600000381469727
2016-03-07,14.789999961853027
2016-03-08,14.90999984741211
2016-03-09,15.100000381469727
2016-03-10,14.529999732971191
2016-03-11,14.579999923706055
2016-03-14,14.470000267028809
2016-03-15,14.180000305175781
2016-03-16,14.520000457763672
2016-03-17,14.84000015258789
2016-03-18,15.239999771118164
2016-03-21,14.8100004196167
2016-03-22,14.899999618530273
2016-03-23,14.739999771118164
2016-03-24,15.100000381469727
2016-03-28,15.170000076293945
2016-03-29,16.25
2016-03-30,16.459999084472656
2016-03-31,16.690000534057617
2016-04-01,16.940000534057617
2016-04-04,16.90999984741211
2016-04-05,16.639999389648438
2016-04-06,16.709999084472656
2016-04-07,16.510000228881836
2016-04-08,16.93000030517578
2016-04-11,16.860000610351562
2016-04-12,17.030000686645508
2016-04-13,17.110000610351562
2016-04-14,17.049999237060547
2016-04-15,17.229999542236328
2016-04-18,17.209999084472656
2016-04-19,17.31999969482422
2016-04-20,17.290000915527344
2016-04-21,17.030000686645508
2016-04-22,16.959999084472656
2016-04-25,16.899999618530273
2016-04-26,17.09000015258789
2016-04-27,16.510000228881836
2016-04-28,16.290000915527344
2016-04-29,16.1299991607666
2016-05-02,16.450000762939453
2016-05-03,16.18000030517578
2016-05-04,15.930000305175781
2016-05-05,15.960000038146973
2016-05-06,15.84000015258789
2016-05-09,16.100000381469727
2016-05-10,16.489999771118164
2016-05-11,15.920000076293945
2016-05-12,15.729999542236328
2016-05-13,15.529999732971191
2016-05-16,15.390000343322754
2016-05-17,15.050000190734863
2016-05-18,14.899999618530273
2016-05-19,14.550000190734863
2016-05-20,14.550000190734863
2016-05-23,14.539999961853027
2016-05-24,14.859999656677246
2016-05-25,14.960000038146973
2016-05-26,14.819999694824219
2016-05-27,15.140000343322754
2016-05-31,15.670000076293945
2016-06-01,15.75
