Date,PRGO
2015-07-01,185.05999755859375
2015-07-02,183.67999267578125
2015-07-06,185.66000366210938
2015-07-07,182.94000244140625
2015-07-08,180.32000732421875
2015-07-09,180.00999450683594
2015-07-10,180.86000061035156
2015-07-13,184.02000427246094
2015-07-14,186.19000244140625
2015-07-15,186.67999267578125
2015-07-16,186.80999755859375
2015-07-17,185.86000061035156
2015-07-20,187.63999938964844
2015-07-21,187.07000732421875
2015-07-22,189.0500030517578
2015-07-23,189.7100067138672
2015-07-24,186.5
2015-07-27,193.60000610351562
2015-07-28,192.07000732421875
2015-07-29,192.8300018310547
2015-07-30,191.42999267578125
2015-07-31,192.1999969482422
2015-08-03,192.5
2015-08-04,190.63999938964844
2015-08-05,189.64999389648438
2015-08-06,188.24000549316406
2015-08-07,190.2100067138672
2015-08-10,193.99000549316406
2015-08-11,192.8000030517578
2015-08-12,186.05999755859375
2015-08-13,192.5
2015-08-14,196.0
2015-08-17,197.05999755859375
2015-08-18,195.5399932861328
2015-08-19,195.44000244140625
2015-08-20,192.66000366210938
2015-08-21,186.88999938964844
2015-08-24,178.5
2015-08-25,178.0
2015-08-26,183.75999450683594
2015-08-27,188.19000244140625
2015-08-28,185.4199981689453
2015-08-31,182.97000122070312
2015-09-01,179.4600067138672
2015-09-02,181.58999633789062
2015-09-03,177.9499969482422
2015-09-04,178.8000030517578
2015-09-08,180.64999389648438
2015-09-09,177.07000732421875
2015-09-10,178.1699981689453
2015-09-11,179.6699981689453
2015-09-14,181.25999450683594
2015-09-15,183.4600067138672
2015-09-16,182.38999938964844
2015-09-17,181.0800018310547
2015-09-18,178.57000732421875
2015-09-21,174.8300018310547
2015-09-22,171.97000122070312
2015-09-23,170.8699951171875
2015-09-24,169.25999450683594
2015-09-25,160.89999389648438
2015-09-28,152.57000732421875
2015-09-29,154.89999389648438
2015-09-30,157.27000427246094
2015-10-01,156.3699951171875
2015-10-02,160.72999572753906
2015-10-05,161.8300018310547
2015-10-06,159.7100067138672
2015-10-07,156.1199951171875
2015-10-08,158.33999633789062
2015-10-09,160.60000610351562
2015-10-12,161.52999877929688
2015-10-13,158.17999267578125
2015-10-14,160.91000366210938
2015-10-15,162.6199951171875
2015-10-16,166.14999389648438
2015-10-19,165.66000366210938
2015-10-20,162.61000061035156
2015-10-21,155.24000549316406
2015-10-22,147.67999267578125
2015-10-23,150.57000732421875
2015-10-26,154.27000427246094
2015-10-27,156.25
2015-10-28,160.44000244140625
2015-10-29,165.80999755859375
2015-10-30,157.74000549316406
2015-11-02,159.35000610351562
2015-11-03,159.74000549316406
2015-11-04,162.2899932861328
2015-11-05,160.5
2015-11-06,162.25
2015-11-09,159.72000122070312
2015-11-10,163.02999877929688
2015-11-11,161.05999755859375
2015-11-12,156.5500030517578
2015-11-13,146.89999389648438
2015-11-16,149.0
2015-11-17,153.5
2015-11-18,155.63999938964844
2015-11-19,154.6300048828125
2015-11-20,154.9199981689453
2015-11-23,148.39999389648438
2015-11-24,150.0
2015-11-25,150.6300048828125
2015-11-27,150.49000549316406
2015-11-30,149.38999938964844
2015-12-01,149.2100067138672
2015-12-02,147.86000061035156
2015-12-03,145.58999633789062
2015-12-04,147.69000244140625
2015-12-07,147.33999633789062
2015-12-08,148.38999938964844
2015-12-09,148.16000366210938
2015-12-10,148.88999938964844
2015-12-11,147.19000244140625
2015-12-14,148.99000549316406
2015-12-15,149.30999755859375
2015-12-16,149.4499969482422
2015-12-17,146.25999450683594
2015-12-18,144.3300018310547
2015-12-21,144.27999877929688
2015-12-22,145.27000427246094
2015-12-23,147.6999969482422
2015-12-24,147.5399932861328
2015-12-28,145.83999633789062
2015-12-29,146.58999633789062
2015-12-30,145.24000549316406
2015-12-31,144.6999969482422
2016-01-04,142.5
2016-01-05,142.67999267578125
2016-01-06,144.27999877929688
2016-01-07,144.30999755859375
2016-01-08,140.69000244140625
2016-01-11,143.61000061035156
2016-01-12,146.57000732421875
2016-01-13,143.0800018310547
2016-01-14,145.41000366210938
2016-01-15,145.00999450683594
2016-01-19,146.5
2016-01-20,145.83999633789062
2016-01-21,146.7899932861328
2016-01-22,148.5800018310547
2016-01-25,149.05999755859375
2016-01-26,148.94000244140625
2016-01-27,144.52000427246094
2016-01-28,143.22999572753906
2016-01-29,144.5800018310547
2016-02-01,143.6999969482422
2016-02-02,144.00999450683594
2016-02-03,145.67999267578125
2016-02-04,144.11000061035156
2016-02-05,143.8800048828125
2016-02-08,137.82000732421875
2016-02-09,138.77000427246094
2016-02-10,137.4600067138672
2016-02-11,135.07000732421875
2016-02-12,138.60000610351562
2016-02-16,141.2100067138672
2016-02-17,145.1699981689453
2016-02-18,130.39999389648438
2016-02-19,129.33999633789062
2016-02-22,124.08000183105469
2016-02-23,124.8499984741211
2016-02-24,126.26000213623047
2016-02-25,129.14999389648438
2016-02-26,129.22999572753906
2016-02-29,126.25
2016-03-01,126.20999908447266
2016-03-02,125.80999755859375
2016-03-03,126.41999816894531
2016-03-04,126.61000061035156
2016-03-07,129.0800018310547
2016-03-08,129.05999755859375
2016-03-09,131.41000366210938
2016-03-10,133.8800048828125
2016-03-11,136.0
2016-03-14,140.13999938964844
2016-03-15,134.3699951171875
2016-03-16,133.07000732421875
2016-03-17,131.2100067138672
2016-03-18,128.4600067138672
2016-03-21,131.27000427246094
2016-03-22,132.9199981689453
2016-03-23,130.22999572753906
2016-03-24,130.30999755859375
2016-03-28,127.51000213623047
2016-03-29,129.58999633789062
2016-03-30,129.6199951171875
2016-03-31,127.93000030517578
2016-04-01,126.7300033569336
2016-04-04,128.5399932861328
2016-04-05,128.50999450683594
2016-04-06,130.7100067138672
2016-04-07,131.3699951171875
2016-04-08,128.6999969482422
2016-04-11,127.2300033569336
2016-04-12,125.76000213623047
2016-04-13,127.79000091552734
2016-04-14,128.02999877929688
2016-04-15,127.98999786376953
2016-04-18,128.94000244140625
2016-04-19,130.6199951171875
2016-04-20,128.6199951171875
2016-04-21,128.67999267578125
2016-04-22,121.3499984741211
2016-04-25,99.4000015258789
2016-04-26,99.55000305175781
2016-04-27,97.23999786376953
2016-04-28,96.44999694824219
2016-04-29,96.66999816894531
2016-05-02,96.11000061035156
2016-05-03,96.61000061035156
2016-05-04,95.69999694824219
2016-05-05,97.06999969482422
2016-05-06,92.38999938964844
2016-05-09,93.77999877929688
2016-05-10,93.06999969482422
2016-05-11,92.75
2016-05-12,89.04000091552734
2016-05-13,88.36000061035156
2016-05-16,88.7300033569336
2016-05-17,90.29000091552734
2016-05-18,93.55000305175781
2016-05-19,91.94000244140625
2016-05-20,93.77999877929688
2016-05-23,93.5
2016-05-24,96.26000213623047
2016-05-25,96.41999816894531
2016-05-26,96.19999694824219
2016-05-27,96.61000061035156
2016-05-31,95.83999633789062
2016-06-01,96.94999694824219
2016-06-02,98.1500015258789
2016-06-03,97.2300033569336
2016-06-06,99.26000213623047
2016-06-07,99.11000061035156
2016-06-08,100.31999969482422
2016-06-09,100.4800033569336
2016-06-10,98.51000213623047
2016-06-13,99.05999755859375
2016-06-14,108.12999725341797
2016-06-15,98.19000244140625
2016-06-16,98.54000091552734
2016-06-17,98.04000091552734
2016-06-20,96.75
2016-06-21,96.44999694824219
2016-06-22,93.80999755859375
2016-06-23,95.19999694824219
2016-06-24,91.01000213623047
2016-06-27,87.75
2016-06-28,87.2699966430664
2016-06-29,91.55000305175781
2016-06-30,90.66999816894531
2016-07-01,91.12000274658203
2016-07-05,90.88999938964844
2016-07-06,92.83999633789062
2016-07-07,93.08000183105469
2016-07-08,93.7300033569336
2016-07-11,93.66999816894531
2016-07-12,94.9800033569336
2016-07-13,95.48999786376953
2016-07-14,93.62999725341797
2016-07-15,94.69999694824219
2016-07-18,92.47000122070312
2016-07-19,93.05000305175781
2016-07-20,94.8499984741211
2016-07-21,91.5199966430664
2016-07-22,92.45999908447266
2016-07-25,92.5199966430664
2016-07-26,90.77999877929688
2016-07-27,91.33999633789062
2016-07-28,91.08000183105469
2016-07-29,91.38999938964844
2016-08-01,91.0999984741211
2016-08-02,91.61000061035156
2016-08-03,94.25
2016-08-04,92.23999786376953
2016-08-05,93.1500015258789
2016-08-08,93.44000244140625
2016-08-09,95.08999633789062
2016-08-10,86.0
2016-08-11,85.80000305175781
2016-08-12,87.95999908447266
2016-08-15,88.29000091552734
2016-08-16,88.66000366210938
2016-08-17,89.54000091552734
2016-08-18,90.80000305175781
2016-08-19,91.83000183105469
2016-08-22,91.5199966430664
2016-08-23,91.54000091552734
2016-08-24,87.8499984741211
2016-08-25,88.4800033569336
2016-08-26,88.61000061035156
2016-08-29,89.04000091552734
2016-08-30,91.0199966430664
2016-08-31,90.98999786376953
2016-09-01,91.25
2016-09-02,90.75
2016-09-06,92.06999969482422
2016-09-07,90.38999938964844
2016-09-08,90.69999694824219
2016-09-09,88.70999908447266
2016-09-12,95.2300033569336
2016-09-13,93.58000183105469
2016-09-14,92.93000030517578
2016-09-15,93.94999694824219
2016-09-16,93.30000305175781
2016-09-19,93.27999877929688
2016-09-20,93.37000274658203
2016-09-21,93.69000244140625
2016-09-22,97.12000274658203
2016-09-23,97.4000015258789
2016-09-26,95.7300033569336
2016-09-27,96.7699966430664
2016-09-28,97.27999877929688
2016-09-29,93.23999786376953
2016-09-30,92.33000183105469
2016-10-03,93.77999877929688
2016-10-04,94.06999969482422
2016-10-05,96.7300033569336
2016-10-06,94.83999633789062
2016-10-07,90.94999694824219
2016-10-10,92.7300033569336
2016-10-11,89.2300033569336
2016-10-12,88.0
2016-10-13,87.9000015258789
2016-10-14,86.38999938964844
2016-10-17,86.43000030517578
2016-10-18,88.23999786376953
2016-10-19,88.18000030517578
2016-10-20,88.51000213623047
2016-10-21,90.30999755859375
2016-10-24,90.61000061035156
2016-10-25,90.16999816894531
2016-10-26,90.70999908447266
2016-10-27,91.0
2016-10-28,87.05999755859375
2016-10-31,83.19000244140625
2016-11-01,84.69999694824219
2016-11-02,82.91000366210938
2016-11-03,79.94999694824219
2016-11-04,82.38999938964844
2016-11-07,83.95999908447266
2016-11-08,80.5999984741211
2016-11-09,83.51000213623047
2016-11-10,89.11000061035156
2016-11-11,89.2699966430664
2016-11-14,91.55000305175781
2016-11-15,89.0999984741211
2016-11-16,86.38999938964844
2016-11-17,88.38999938964844
2016-11-18,88.13999938964844
2016-11-21,89.30999755859375
2016-11-22,87.83999633789062
2016-11-23,89.33000183105469
2016-11-25,87.83999633789062
2016-11-28,88.19000244140625
2016-11-29,85.79000091552734
2016-11-30,86.33999633789062
2016-12-01,85.80000305175781
2016-12-02,85.95999908447266
2016-12-05,84.66000366210938
2016-12-06,84.47000122070312
2016-12-07,83.94000244140625
2016-12-08,81.94999694824219
2016-12-09,82.5
2016-12-12,82.30000305175781
2016-12-13,83.73999786376953
2016-12-14,83.20999908447266
2016-12-15,82.61000061035156
2016-12-16,82.87999725341797
2016-12-19,84.55000305175781
2016-12-20,84.72000122070312
2016-12-21,84.79000091552734
2016-12-22,84.33999633789062
2016-12-23,84.9800033569336
2016-12-27,85.18000030517578
2016-12-28,82.83999633789062
2016-12-29,82.30999755859375
2016-12-30,83.2300033569336
2017-01-03,86.5
2017-01-04,87.2300033569336
2017-01-05,86.52999877929688
2017-01-06,85.25
2017-01-09,85.43000030517578
2017-01-10,83.6500015258789
2017-01-11,77.87999725341797
2017-01-12,78.18000030517578
2017-01-13,77.80000305175781
2017-01-17,76.55000305175781
2017-01-18,76.45999908447266
2017-01-19,76.47000122070312
2017-01-20,75.05999755859375
2017-01-23,73.4800033569336
2017-01-24,71.91999816894531
2017-01-25,72.80000305175781
2017-01-26,72.38999938964844
2017-01-27,73.9000015258789
2017-01-30,74.4000015258789
2017-01-31,76.1500015258789
2017-02-01,76.7699966430664
2017-02-02,78.41999816894531
