Date,CSX
2015-07-01,9.297566413879395
2015-07-02,9.235397338867188
2015-07-06,9.184524536132812
2015-07-07,9.26648235321045
2015-07-08,8.983880996704102
2015-07-09,9.014965057373047
2015-07-10,9.079962730407715
2015-07-13,9.014965057373047
2015-07-14,9.063005447387695
2015-07-15,9.156265258789062
2015-07-16,9.091267585754395
2015-07-17,9.09409236907959
2015-07-20,9.043227195739746
2015-07-21,9.003661155700684
2015-07-22,8.921706199645996
2015-07-23,8.718234062194824
2015-07-24,8.706931114196777
2015-07-27,8.62497615814209
2015-07-28,8.783230781555176
2015-07-29,8.899100303649902
2015-07-30,8.890621185302734
2015-07-31,8.839754104614258
2015-08-03,8.800189018249512
2015-08-04,8.723885536193848
2015-08-05,8.692798614501953
2015-08-06,8.599543571472168
2015-08-07,8.46672534942627
2015-08-10,8.54584789276123
2015-08-11,8.28868293762207
2015-08-12,8.342375755310059
2015-08-13,8.305638313293457
2015-08-14,8.37063217163086
2015-08-17,8.387592315673828
2015-08-18,8.37063217163086
2015-08-19,8.172816276550293
2015-08-20,8.014559745788574
2015-08-21,7.737612247467041
2015-08-24,7.423920631408691
2015-08-25,7.152627468109131
2015-08-26,7.4521803855896
2015-08-27,7.8220906257629395
2015-08-28,7.910299301147461
2015-08-31,7.790789604187012
2015-09-01,7.605836868286133
2015-09-02,7.679818153381348
2015-09-03,7.762334823608398
2015-09-04,7.639981269836426
2015-09-08,7.9672040939331055
2015-09-09,7.913141250610352
2015-09-10,7.972896575927734
2015-09-11,8.109477043151855
2015-09-14,8.078180313110352
2015-09-15,8.220447540283203
2015-09-16,8.322888374328613
2015-09-17,8.30296802520752
2015-09-18,8.012737274169922
2015-09-21,7.995659828186035
2015-09-22,7.7594895362854
2015-09-23,7.5631537437438965
2015-09-24,7.509091854095459
2015-09-25,7.546082496643066
2015-09-28,7.395273685455322
2015-09-29,7.381048202514648
2015-09-30,7.654209613800049
2015-10-01,7.691197872161865
2015-10-02,7.770872116088867
2015-10-05,7.918834686279297
2015-10-06,7.881842136383057
2015-10-07,8.072487831115723
2015-10-08,8.27735710144043
2015-10-09,8.274513244628906
2015-10-12,8.072487831115723
2015-10-13,7.884690284729004
2015-10-14,7.736724853515625
2015-10-15,7.935905456542969
2015-10-16,7.805015563964844
2015-10-19,7.776562213897705
2015-10-20,7.898916721343994
2015-10-21,7.8220906257629395
2015-10-22,8.004194259643555
2015-10-23,8.072487831115723
2015-10-26,7.935905456542969
2015-10-27,7.6342926025390625
2015-10-28,7.768025875091553
2015-10-29,7.753796100616455
2015-10-30,7.679818153381348
2015-11-02,7.805015563964844
2015-11-03,7.839163303375244
2015-11-04,7.807862281799316
2015-11-05,7.753796100616455
2015-11-06,7.702583312988281
2015-11-09,7.904605865478516
2015-11-10,7.952978610992432
2015-11-11,7.833471298217773
2015-11-12,7.696892738342285
2015-11-13,7.662744998931885
2015-11-16,7.770872116088867
2015-11-17,7.731034755706787
2015-11-18,8.044032096862793
2015-11-19,8.311504364013672
2015-11-20,8.504993438720703
2015-11-23,8.274513244628906
2015-11-24,8.260284423828125
2015-11-25,8.254560470581055
2015-11-27,8.30036735534668
2015-11-30,8.140029907226562
2015-12-01,8.18870735168457
2015-12-02,7.88234281539917
2015-12-03,7.759225845336914
2015-12-04,7.690513610839844
2015-12-07,7.4528679847717285
2015-12-08,7.155097961425781
2015-12-09,7.160822868347168
2015-12-10,7.072062015533447
2015-12-11,7.36410665512085
2015-12-14,7.240993022918701
2015-12-15,7.527312278747559
2015-12-16,7.567395210266113
2015-12-17,7.329751491546631
2015-12-18,7.215223789215088
2015-12-21,7.192317962646484
2015-12-22,7.372697830200195
2015-12-23,7.484364032745361
2015-12-24,7.481499671936035
2015-12-28,7.427099704742432
2015-12-29,7.5530781745910645
2015-12-30,7.415645122528076
2015-12-31,7.429961681365967
2016-01-04,7.384153366088867
2016-01-05,7.3097076416015625
2016-01-06,6.977577209472656
2016-01-07,6.762838363647461
2016-01-08,6.722754001617432
2016-01-11,6.734207630157471
2016-01-12,6.785745620727539
2016-01-13,6.3992156982421875
2016-01-14,6.659765243530273
2016-01-15,6.516606330871582
2016-01-19,6.508016586303711
2016-01-20,6.3820366859436035
2016-01-21,6.402078628540039
2016-01-22,6.419257164001465
2016-01-25,6.290414810180664
2016-01-26,6.376309871673584
2016-01-27,6.290414810180664
2016-01-28,6.404941558837891
2016-01-29,6.591047763824463
2016-02-01,6.545238494873047
2016-02-02,6.307592868804932
2016-02-03,6.402078628540039
2016-02-04,6.599637508392334
2016-02-05,6.536648750305176
2016-02-08,6.588187217712402
2016-02-09,6.837281703948975
2016-02-10,6.908862113952637
2016-02-11,6.702712535858154
2016-02-12,6.926041126251221
2016-02-16,7.089244365692139
2016-02-17,7.1092848777771
2016-02-18,7.10642147064209
2016-02-19,7.01766300201416
2016-02-22,7.243854522705078
2016-02-23,6.980442523956299
2016-02-24,7.011935710906982
2016-02-25,7.026359558105469
2016-02-26,7.011938095092773
2016-02-29,6.9629034996032715
2016-03-01,7.107122898101807
2016-03-02,7.08116340637207
2016-03-03,7.182116508483887
2016-03-04,7.277302265167236
2016-03-07,7.366716384887695
2016-03-08,7.124426364898682
2016-03-09,7.234034538269043
2016-03-10,7.294608116149902
2016-03-11,7.528243064880371
2016-03-14,7.551319599151611
2016-03-15,7.484975814819336
2016-03-16,7.551319599151611
2016-03-17,7.698421955108643
2016-03-18,7.793606758117676
2016-03-21,7.689765453338623
2016-03-22,7.606118202209473
2016-03-23,7.459018230438232
2016-03-24,7.548432350158691
2016-03-28,7.389790058135986
2016-03-29,7.467668533325195
2016-03-30,7.585927486419678
2016-03-31,7.427288055419922
2016-04-01,7.389790058135986
2016-04-04,7.257109642028809
2016-04-05,7.225380897521973
2016-04-06,7.167695045471191
2016-04-07,7.101355075836182
2016-04-08,7.15327262878418
2016-04-11,7.0753936767578125
2016-04-12,7.2080769538879395
2016-04-13,7.508051872253418
2016-04-14,7.539781093597412
2016-04-15,7.479206562042236
2016-04-18,7.519588470458984
2016-04-19,7.617659091949463
2016-04-20,7.649388790130615
2016-04-21,7.730147838592529
2016-04-22,7.940706729888916
2016-04-25,7.828218936920166
2016-04-26,7.97532320022583
2016-04-27,8.027241706848145
2016-04-28,7.894561767578125
2016-04-29,7.865715980529785
2016-05-02,7.897444725036621
2016-05-03,7.655154228210449
2016-05-04,7.548432350158691
2016-05-05,7.5109357833862305
2016-05-06,7.545546054840088
2016-05-09,7.456131458282471
2016-05-10,7.606118202209473
2016-05-11,7.467668533325195
2016-05-12,7.366716384887695
2016-05-13,7.245572566986084
2016-05-16,7.277302265167236
2016-05-17,7.332104682922363
2016-05-18,7.427288055419922
2016-05-19,7.369601726531982
2016-05-20,7.447481155395508
2016-05-23,7.378252029418945
2016-05-24,7.343641757965088
2016-05-25,7.4503631591796875
2016-05-26,7.488124847412109
2016-05-27,7.520074367523193
2016-05-31,7.676924705505371
2016-06-01,7.615928649902344
2016-06-02,7.674019813537598
2016-06-03,7.737919330596924
2016-06-06,7.697255611419678
2016-06-07,7.688541412353516
2016-06-08,7.842488765716553
2016-06-09,7.857011795043945
2016-06-10,7.7785868644714355
2016-06-13,7.723397254943848
2016-06-14,7.665307998657227
2016-06-15,7.665307998657227
2016-06-16,7.676924705505371
2016-06-17,7.769874095916748
2016-06-20,7.842488765716553
2016-06-21,7.735016822814941
2016-06-22,7.71177864074707
2016-06-23,7.842488765716553
2016-06-24,7.464886665344238
2016-06-27,7.1105217933654785
2016-06-28,7.290610313415527
2016-06-29,7.459077835083008
2016-06-30,7.575263500213623
2016-07-01,7.6130194664001465
2016-07-05,7.456174373626709
2016-07-06,7.543312072753906
2016-07-07,7.517171382904053
2016-07-08,7.705971717834473
2016-07-11,7.746635437011719
2016-07-12,7.848297595977783
2016-07-13,8.193948745727539
2016-07-14,8.437934875488281
2016-07-15,8.283987998962402
2016-07-18,8.269468307495117
2016-07-19,8.220091819763184
2016-07-20,8.31303596496582
2016-07-21,8.231712341308594
2016-07-22,8.272371292114258
2016-07-25,8.240422248840332
