Date,BIO
2015-07-01,149.9499969482422
2015-07-02,146.3699951171875
2015-07-06,148.55999755859375
2015-07-07,148.86000061035156
2015-07-08,147.19000244140625
2015-07-09,146.6999969482422
2015-07-10,147.97000122070312
2015-07-13,150.77999877929688
2015-07-14,151.92999267578125
2015-07-15,150.5800018310547
2015-07-16,151.24000549316406
2015-07-17,151.55999755859375
2015-07-20,149.57000732421875
2015-07-21,150.0500030517578
2015-07-22,151.25999450683594
2015-07-23,150.88999938964844
2015-07-24,148.41000366210938
2015-07-27,146.4499969482422
2015-07-28,149.4499969482422
2015-07-29,150.4600067138672
2015-07-30,150.80999755859375
2015-07-31,150.74000549316406
2015-08-03,149.63999938964844
2015-08-04,148.97000122070312
2015-08-05,149.14999389648438
2015-08-06,144.7100067138672
2015-08-07,148.80999755859375
2015-08-10,151.38999938964844
2015-08-11,148.72000122070312
2015-08-12,146.9199981689453
2015-08-13,146.92999267578125
2015-08-14,146.25
2015-08-17,149.8699951171875
2015-08-18,148.2100067138672
2015-08-19,146.50999450683594
2015-08-20,142.67999267578125
2015-08-21,139.97999572753906
2015-08-24,134.8000030517578
2015-08-25,134.4600067138672
2015-08-26,137.72000122070312
2015-08-27,141.25999450683594
2015-08-28,139.52000427246094
2015-08-31,139.3300018310547
2015-09-01,134.47999572753906
2015-09-02,137.02000427246094
2015-09-03,137.61000061035156
2015-09-04,136.42999267578125
2015-09-08,138.39999389648438
2015-09-09,138.80999755859375
2015-09-10,138.72999572753906
2015-09-11,139.55999755859375
2015-09-14,137.88999938964844
2015-09-15,140.02000427246094
2015-09-16,139.57000732421875
2015-09-17,139.85000610351562
2015-09-18,138.92999267578125
2015-09-21,138.86000061035156
2015-09-22,137.8300018310547
2015-09-23,138.05999755859375
2015-09-24,136.77999877929688
2015-09-25,135.0
2015-09-28,134.25
2015-09-29,133.19000244140625
2015-09-30,134.30999755859375
2015-10-01,135.10000610351562
2015-10-02,137.2100067138672
2015-10-05,137.30999755859375
2015-10-06,134.33999633789062
2015-10-07,136.91000366210938
2015-10-08,138.6300048828125
2015-10-09,139.19000244140625
2015-10-12,139.17999267578125
2015-10-13,137.4199981689453
2015-10-14,136.22999572753906
2015-10-15,138.49000549316406
2015-10-16,138.63999938964844
2015-10-19,140.1199951171875
2015-10-20,139.0
2015-10-21,138.7899932861328
2015-10-22,137.1300048828125
2015-10-23,140.8000030517578
2015-10-26,140.8699951171875
2015-10-27,140.63999938964844
2015-10-28,141.6999969482422
2015-10-29,140.52000427246094
2015-10-30,139.47999572753906
2015-11-02,141.63999938964844
2015-11-03,141.32000732421875
2015-11-04,140.86000061035156
2015-11-05,140.97000122070312
2015-11-06,140.30999755859375
2015-11-09,140.6999969482422
2015-11-10,140.08999633789062
2015-11-11,139.27000427246094
2015-11-12,136.4199981689453
2015-11-13,136.0399932861328
2015-11-16,136.8300018310547
2015-11-17,138.67999267578125
2015-11-18,140.80999755859375
2015-11-19,138.4199981689453
2015-11-20,139.22000122070312
2015-11-23,139.05999755859375
2015-11-24,139.27999877929688
2015-11-25,140.0500030517578
2015-11-27,141.63999938964844
2015-11-30,139.72000122070312
2015-12-01,140.0399932861328
2015-12-02,139.47000122070312
2015-12-03,136.50999450683594
2015-12-04,138.97999572753906
2015-12-07,137.8000030517578
2015-12-08,138.1300048828125
2015-12-09,135.47000122070312
2015-12-10,137.00999450683594
2015-12-11,135.36000061035156
2015-12-14,134.36000061035156
2015-12-15,136.67999267578125
2015-12-16,137.1300048828125
2015-12-17,137.74000549316406
2015-12-18,135.00999450683594
2015-12-21,136.97000122070312
2015-12-22,138.4499969482422
2015-12-23,138.44000244140625
2015-12-24,139.11000061035156
2015-12-28,140.07000732421875
2015-12-29,140.99000549316406
2015-12-30,139.57000732421875
2015-12-31,138.66000366210938
2016-01-04,136.19000244140625
2016-01-05,136.17999267578125
2016-01-06,134.80999755859375
2016-01-07,131.99000549316406
2016-01-08,130.50999450683594
2016-01-11,130.49000549316406
2016-01-12,130.4499969482422
2016-01-13,126.0
2016-01-14,127.16999816894531
2016-01-15,124.62999725341797
2016-01-19,125.33999633789062
2016-01-20,126.26000213623047
2016-01-21,124.83000183105469
2016-01-22,127.06999969482422
2016-01-25,126.01000213623047
2016-01-26,127.8499984741211
2016-01-27,125.63999938964844
2016-01-28,123.93000030517578
2016-01-29,127.61000061035156
2016-02-01,126.83000183105469
2016-02-02,127.86000061035156
2016-02-03,127.38999938964844
2016-02-04,127.44999694824219
2016-02-05,125.54000091552734
2016-02-08,124.43000030517578
2016-02-09,124.66000366210938
2016-02-10,124.7699966430664
2016-02-11,125.1500015258789
2016-02-12,126.4000015258789
2016-02-16,127.36000061035156
2016-02-17,130.3300018310547
2016-02-18,129.5
2016-02-19,131.1699981689453
2016-02-22,132.3300018310547
2016-02-23,131.47000122070312
2016-02-24,130.7899932861328
2016-02-25,132.0500030517578
2016-02-26,137.05999755859375
2016-02-29,134.63999938964844
2016-03-01,138.1199951171875
2016-03-02,138.97000122070312
2016-03-03,138.82000732421875
2016-03-04,138.86000061035156
2016-03-07,138.49000549316406
2016-03-08,134.97000122070312
2016-03-09,135.3300018310547
2016-03-10,134.99000549316406
2016-03-11,137.36000061035156
2016-03-14,137.63999938964844
2016-03-15,134.75
2016-03-16,133.72999572753906
2016-03-17,131.99000549316406
2016-03-18,132.02000427246094
2016-03-21,134.49000549316406
2016-03-22,135.3300018310547
2016-03-23,133.66000366210938
2016-03-24,133.9199981689453
2016-03-28,134.08999633789062
2016-03-29,137.1199951171875
2016-03-30,136.47000122070312
2016-03-31,136.72000122070312
2016-04-01,139.4199981689453
2016-04-04,137.86000061035156
2016-04-05,135.02999877929688
2016-04-06,139.19000244140625
2016-04-07,136.02999877929688
2016-04-08,136.5500030517578
2016-04-11,136.5500030517578
2016-04-12,136.92999267578125
2016-04-13,139.5500030517578
2016-04-14,139.5500030517578
2016-04-15,140.17999267578125
2016-04-18,140.6699981689453
2016-04-19,140.0500030517578
2016-04-20,140.0399932861328
2016-04-21,140.55999755859375
2016-04-22,142.0500030517578
2016-04-25,141.58999633789062
2016-04-26,142.32000732421875
2016-04-27,142.97999572753906
2016-04-28,142.9600067138672
2016-04-29,141.85000610351562
2016-05-02,144.07000732421875
2016-05-03,143.22000122070312
2016-05-04,142.3300018310547
2016-05-05,143.38999938964844
2016-05-06,141.6300048828125
2016-05-09,141.86000061035156
2016-05-10,142.72000122070312
2016-05-11,141.8699951171875
2016-05-12,143.19000244140625
2016-05-13,143.07000732421875
2016-05-16,144.30999755859375
2016-05-17,142.3800048828125
2016-05-18,143.14999389648438
2016-05-19,142.5500030517578
2016-05-20,144.36000061035156
2016-05-23,144.14999389648438
2016-05-24,148.0500030517578
2016-05-25,147.99000549316406
2016-05-26,147.80999755859375
2016-05-27,148.72000122070312
2016-05-31,148.85000610351562
2016-06-01,149.13999938964844
2016-06-02,149.49000549316406
2016-06-03,148.3000030517578
2016-06-06,148.55999755859375
2016-06-07,149.4499969482422
2016-06-08,149.99000549316406
2016-06-09,148.63999938964844
2016-06-10,146.5800018310547
2016-06-13,144.83999633789062
2016-06-14,144.1699981689453
2016-06-15,141.16000366210938
2016-06-16,140.0
2016-06-17,140.9199981689453
2016-06-20,142.9199981689453
2016-06-21,141.8300018310547
2016-06-22,141.89999389648438
2016-06-23,142.38999938964844
2016-06-24,138.69000244140625
2016-06-27,137.1699981689453
2016-06-28,138.74000549316406
2016-06-29,139.17999267578125
2016-06-30,143.02000427246094
2016-07-01,143.02000427246094
2016-07-05,141.33999633789062
2016-07-06,142.5
2016-07-07,142.6699981689453
2016-07-08,143.80999755859375
2016-07-11,143.9199981689453
2016-07-12,144.89999389648438
2016-07-13,144.2100067138672
2016-07-14,145.11000061035156
2016-07-15,144.07000732421875
2016-07-18,144.80999755859375
2016-07-19,144.4199981689453
2016-07-20,144.80999755859375
2016-07-21,143.50999450683594
2016-07-22,142.99000549316406
2016-07-25,143.25999450683594
2016-07-26,145.0399932861328
2016-07-27,144.99000549316406
2016-07-28,144.5800018310547
2016-07-29,145.08999633789062
2016-08-01,148.64999389648438
2016-08-02,146.0500030517578
2016-08-03,145.77000427246094
2016-08-04,155.02000427246094
2016-08-05,155.89999389648438
2016-08-08,153.6300048828125
2016-08-09,153.77000427246094
2016-08-10,154.1300048828125
2016-08-11,154.44000244140625
2016-08-12,153.97999572753906
2016-08-15,154.1199951171875
2016-08-16,153.42999267578125
2016-08-17,153.1699981689453
2016-08-18,153.85000610351562
2016-08-19,153.6699981689453
2016-08-22,153.27999877929688
2016-08-23,153.11000061035156
2016-08-24,150.63999938964844
2016-08-25,151.17999267578125
2016-08-26,151.2899932861328
2016-08-29,151.25
2016-08-30,150.14999389648438
2016-08-31,148.80999755859375
2016-09-01,149.49000549316406
2016-09-02,151.13999938964844
2016-09-06,151.66000366210938
2016-09-07,159.32000732421875
2016-09-08,160.3699951171875
2016-09-09,157.7100067138672
2016-09-12,159.32000732421875
2016-09-13,156.91000366210938
2016-09-14,157.05999755859375
2016-09-15,158.8300018310547
2016-09-16,159.9199981689453
2016-09-19,159.72000122070312
2016-09-20,159.6199951171875
2016-09-21,160.58999633789062
2016-09-22,161.8699951171875
2016-09-23,161.33999633789062
2016-09-26,160.02000427246094
2016-09-27,162.33999633789062
2016-09-28,162.25999450683594
2016-09-29,161.9600067138672
2016-09-30,163.80999755859375
2016-10-03,163.72999572753906
2016-10-04,162.17999267578125
2016-10-05,162.5800018310547
2016-10-06,161.1999969482422
2016-10-07,163.27000427246094
2016-10-10,164.44000244140625
2016-10-11,161.77000427246094
2016-10-12,161.05999755859375
2016-10-13,161.00999450683594
2016-10-14,161.3300018310547
2016-10-17,161.38999938964844
2016-10-18,162.3300018310547
2016-10-19,163.10000610351562
2016-10-20,164.52999877929688
2016-10-21,163.07000732421875
2016-10-24,162.88999938964844
2016-10-25,160.3699951171875
2016-10-26,156.49000549316406
2016-10-27,157.5500030517578
2016-10-28,157.64999389648438
2016-10-31,158.0800018310547
2016-11-01,155.52000427246094
2016-11-02,165.63999938964844
2016-11-03,164.52999877929688
2016-11-04,164.74000549316406
2016-11-07,168.5800018310547
2016-11-08,172.0399932861328
2016-11-09,170.85000610351562
2016-11-10,169.35000610351562
2016-11-11,166.6999969482422
2016-11-14,169.3000030517578
2016-11-15,172.9600067138672
2016-11-16,172.0800018310547
2016-11-17,173.75999450683594
2016-11-18,170.92999267578125
2016-11-21,172.8300018310547
2016-11-22,171.58999633789062
2016-11-23,172.1199951171875
2016-11-25,172.75999450683594
2016-11-28,171.17999267578125
2016-11-29,174.27999877929688
2016-11-30,173.5
2016-12-01,174.57000732421875
2016-12-02,177.38999938964844
2016-12-05,177.8000030517578
2016-12-06,178.7100067138672
2016-12-07,176.75999450683594
2016-12-08,178.8699951171875
2016-12-09,179.36000061035156
2016-12-12,179.42999267578125
2016-12-13,180.88999938964844
2016-12-14,179.2100067138672
2016-12-15,181.0800018310547
2016-12-16,180.7100067138672
2016-12-19,179.89999389648438
2016-12-20,180.27000427246094
2016-12-21,181.82000732421875
2016-12-22,182.57000732421875
2016-12-23,183.42999267578125
2016-12-27,183.36000061035156
2016-12-28,183.4600067138672
2016-12-29,183.22999572753906
2016-12-30,182.27999877929688
2017-01-03,182.91000366210938
2017-01-04,185.32000732421875
2017-01-05,185.92999267578125
2017-01-06,187.50999450683594
2017-01-09,188.3800048828125
2017-01-10,188.47999572753906
2017-01-11,187.1699981689453
2017-01-12,186.41000366210938
2017-01-13,188.4600067138672
2017-01-17,187.9600067138672
2017-01-18,187.8699951171875
2017-01-19,187.42999267578125
2017-01-20,186.91000366210938
2017-01-23,185.72999572753906
2017-01-24,185.10000610351562
2017-01-25,187.1999969482422
2017-01-26,188.00999450683594
2017-01-27,186.5
2017-01-30,186.61000061035156
2017-01-31,190.0800018310547
2017-02-01,189.6300048828125
2017-02-02,189.30999755859375
2017-02-03,191.10000610351562
2017-02-06,191.44000244140625
2017-02-07,189.7100067138672
2017-02-08,189.2899932861328
2017-02-09,190.8800048828125
2017-02-10,190.30999755859375
2017-02-13,189.1699981689453
2017-02-14,191.75
2017-02-15,192.2100067138672
2017-02-16,191.85000610351562
2017-02-17,193.27000427246094
2017-02-21,192.05999755859375
2017-02-22,191.6699981689453
2017-02-23,192.0
2017-02-24,191.9199981689453
2017-02-27,196.8300018310547
2017-02-28,194.63999938964844
2017-03-01,196.02000427246094
2017-03-02,195.41000366210938
2017-03-03,198.02000427246094
2017-03-06,195.0800018310547
2017-03-07,195.5
2017-03-08,196.1300048828125
2017-03-09,195.7100067138672
2017-03-10,197.25
2017-03-13,197.61000061035156
2017-03-14,201.92999267578125
2017-03-15,207.8300018310547
2017-03-16,200.9600067138672
2017-03-17,197.30999755859375
2017-03-20,196.0
2017-03-21,195.69000244140625
2017-03-22,199.02000427246094
2017-03-23,200.19000244140625
2017-03-24,200.41000366210938
2017-03-27,199.63999938964844
2017-03-28,200.1300048828125
2017-03-29,198.5500030517578
2017-03-30,199.25
2017-03-31,199.33999633789062
2017-04-03,201.47999572753906
2017-04-04,201.8699951171875
2017-04-05,199.47000122070312
2017-04-06,201.02000427246094
2017-04-07,202.55999755859375
2017-04-10,202.3300018310547
2017-04-11,202.7100067138672
2017-04-12,202.60000610351562
2017-04-13,202.72999572753906
2017-04-17,203.8699951171875
2017-04-18,205.22000122070312
2017-04-19,210.27000427246094
2017-04-20,211.10000610351562
2017-04-21,211.58999633789062
2017-04-24,213.4499969482422
2017-04-25,213.13999938964844
