Date,MLM
2021-02-16,325.6499938964844
2021-02-17,325.29998779296875
2021-02-18,325.1499938964844
2021-02-19,336.3399963378906
2021-02-22,328.1000061035156
2021-02-23,335.80999755859375
2021-02-24,347.57000732421875
2021-02-25,336.30999755859375
2021-02-26,336.8699951171875
2021-03-01,347.55999755859375
2021-03-02,336.5899963378906
2021-03-03,337.20001220703125
2021-03-04,329.7200012207031
2021-03-05,329.7900085449219
2021-03-08,334.1000061035156
2021-03-09,332.79998779296875
2021-03-10,340.8599853515625
2021-03-11,340.7799987792969
2021-03-12,343.8299865722656
2021-03-15,343.7099914550781
2021-03-16,337.67999267578125
2021-03-17,340.0
2021-03-18,339.7900085449219
2021-03-19,332.05999755859375
2021-03-22,321.82000732421875
2021-03-23,316.3800048828125
2021-03-24,322.25
2021-03-25,333.2300109863281
2021-03-26,341.239990234375
2021-03-29,340.70001220703125
2021-03-30,343.6300048828125
2021-03-31,335.82000732421875
2021-04-01,333.8800048828125
2021-04-05,344.010009765625
2021-04-06,344.05999755859375
2021-04-07,337.19000244140625
2021-04-08,341.67999267578125
2021-04-09,346.0400085449219
2021-04-12,348.6499938964844
2021-04-13,343.489990234375
2021-04-14,347.2099914550781
2021-04-15,347.94000244140625
2021-04-16,351.57000732421875
2021-04-19,350.6199951171875
2021-04-20,344.6099853515625
2021-04-21,351.92999267578125
2021-04-22,348.55999755859375
2021-04-23,350.82000732421875
2021-04-26,357.4700012207031
2021-04-27,357.6000061035156
2021-04-28,355.1700134277344
2021-04-29,359.07000732421875
2021-04-30,353.1199951171875
2021-05-03,354.55999755859375
2021-05-04,373.42999267578125
2021-05-05,374.42999267578125
2021-05-06,372.55999755859375
2021-05-07,378.2799987792969
2021-05-10,375.3900146484375
2021-05-11,377.1400146484375
2021-05-12,367.9700012207031
2021-05-13,374.4700012207031
2021-05-14,377.9700012207031
2021-05-17,376.04998779296875
2021-05-18,372.54998779296875
2021-05-19,363.739990234375
2021-05-20,361.9599914550781
2021-05-21,362.5400085449219
2021-05-24,366.4599914550781
2021-05-25,362.2699890136719
2021-05-26,368.1600036621094
2021-05-27,370.7900085449219
2021-05-28,363.6499938964844
2021-06-01,363.69000244140625
2021-06-02,356.8800048828125
2021-06-03,359.55999755859375
2021-06-04,351.7699890136719
2021-06-07,353.7699890136719
2021-06-08,361.9100036621094
2021-06-09,359.1000061035156
2021-06-10,350.04998779296875
2021-06-11,352.67999267578125
2021-06-14,347.30999755859375
2021-06-15,346.2699890136719
2021-06-16,342.989990234375
2021-06-17,336.5199890136719
2021-06-18,335.32000732421875
2021-06-21,342.2300109863281
2021-06-22,344.70001220703125
2021-06-23,349.8399963378906
2021-06-24,358.9599914550781
2021-06-25,359.2699890136719
2021-06-28,358.1499938964844
2021-06-29,352.32000732421875
2021-06-30,351.80999755859375
2021-07-01,352.510009765625
2021-07-02,349.5899963378906
2021-07-06,348.5400085449219
2021-07-07,356.0400085449219
2021-07-08,351.260009765625
2021-07-09,357.9200134277344
2021-07-12,355.25
2021-07-13,352.0199890136719
2021-07-14,355.70001220703125
2021-07-15,356.6300048828125
2021-07-16,351.489990234375
2021-07-19,339.739990234375
2021-07-20,346.989990234375
2021-07-21,352.510009765625
2021-07-22,350.739990234375
2021-07-23,356.2300109863281
2021-07-26,352.6600036621094
2021-07-27,353.2900085449219
2021-07-28,367.4599914550781
2021-07-29,367.3800048828125
2021-07-30,363.29998779296875
2021-08-02,362.8299865722656
2021-08-03,362.5299987792969
2021-08-04,366.20001220703125
2021-08-05,362.5799865722656
2021-08-06,366.6300048828125
2021-08-09,369.29998779296875
2021-08-10,378.1700134277344
2021-08-11,390.4200134277344
2021-08-12,388.94000244140625
2021-08-13,385.44000244140625
2021-08-16,380.8299865722656
2021-08-17,377.3800048828125
2021-08-18,375.260009765625
2021-08-19,372.92999267578125
2021-08-20,375.0
2021-08-23,378.4599914550781
2021-08-24,379.2799987792969
2021-08-25,386.0899963378906
2021-08-26,384.5799865722656
2021-08-27,384.3500061035156
2021-08-30,382.739990234375
2021-08-31,381.25
2021-09-01,381.19000244140625
2021-09-02,379.42999267578125
2021-09-03,374.4800109863281
2021-09-07,369.8999938964844
2021-09-08,368.04998779296875
2021-09-09,367.7900085449219
2021-09-10,369.489990234375
2021-09-13,368.0199890136719
2021-09-14,361.67999267578125
2021-09-15,361.2900085449219
2021-09-16,354.0899963378906
2021-09-17,342.7300109863281
2021-09-20,342.5400085449219
2021-09-21,344.19000244140625
2021-09-22,350.260009765625
2021-09-23,355.989990234375
2021-09-24,351.0
2021-09-27,356.2200012207031
2021-09-28,357.3999938964844
2021-09-29,353.79998779296875
2021-09-30,341.67999267578125
2021-10-01,354.010009765625
2021-10-04,348.8399963378906
2021-10-05,348.1099853515625
2021-10-06,357.30999755859375
2021-10-07,360.6099853515625
2021-10-08,357.79998779296875
2021-10-11,350.489990234375
2021-10-12,349.1700134277344
2021-10-13,348.9700012207031
2021-10-14,363.260009765625
2021-10-15,365.7699890136719
2021-10-18,373.8699951171875
2021-10-19,370.55999755859375
2021-10-20,381.79998779296875
2021-10-21,381.69000244140625
2021-10-22,381.3299865722656
2021-10-25,393.7900085449219
2021-10-26,390.82000732421875
2021-10-27,383.20001220703125
2021-10-28,393.6300048828125
2021-10-29,392.8399963378906
2021-11-01,390.4100036621094
2021-11-02,407.489990234375
2021-11-03,408.1199951171875
2021-11-04,413.1300048828125
2021-11-05,412.32000732421875
2021-11-08,425.0
2021-11-09,421.9700012207031
2021-11-10,413.239990234375
2021-11-11,414.0
2021-11-12,419.54998779296875
2021-11-15,418.6300048828125
2021-11-16,421.95001220703125
2021-11-17,423.55999755859375
2021-11-18,420.25
2021-11-19,417.42999267578125
2021-11-22,417.2900085449219
2021-11-23,421.4100036621094
2021-11-24,422.9599914550781
2021-11-26,414.9200134277344
2021-11-29,418.3399963378906
2021-11-30,403.510009765625
2021-12-01,401.25
2021-12-02,413.9100036621094
2021-12-03,408.3699951171875
2021-12-06,415.3999938964844
2021-12-07,422.8599853515625
2021-12-08,429.3500061035156
2021-12-09,427.2900085449219
2021-12-10,439.3699951171875
2021-12-13,434.92999267578125
2021-12-14,435.8399963378906
2021-12-15,440.739990234375
2021-12-16,440.3699951171875
2021-12-17,436.3500061035156
2021-12-20,422.1600036621094
2021-12-21,430.1300048828125
2021-12-22,435.7099914550781
2021-12-23,437.05999755859375
2021-12-27,438.5899963378906
2021-12-28,439.4599914550781
2021-12-29,441.7200012207031
2021-12-30,438.0
2021-12-31,440.5199890136719
2022-01-03,439.010009765625
2022-01-04,441.510009765625
2022-01-05,437.1700134277344
2022-01-06,437.0899963378906
2022-01-07,429.20001220703125
2022-01-10,416.25
2022-01-11,419.3299865722656
2022-01-12,422.57000732421875
2022-01-13,410.8900146484375
2022-01-14,402.6300048828125
2022-01-18,396.4800109863281
2022-01-19,390.3599853515625
2022-01-20,391.45001220703125
2022-01-21,382.29998779296875
2022-01-24,383.7099914550781
2022-01-25,367.9100036621094
2022-01-26,368.3599853515625
2022-01-27,372.989990234375
2022-01-28,382.8299865722656
2022-01-31,389.1199951171875
2022-02-01,390.55999755859375
2022-02-02,386.9700012207031
2022-02-03,372.8999938964844
2022-02-04,372.04998779296875
2022-02-07,372.95001220703125
2022-02-08,379.3999938964844
2022-02-09,383.1499938964844
2022-02-10,386.94000244140625
2022-02-11,379.1300048828125
2022-02-14,369.04998779296875
2022-02-15,385.010009765625
2022-02-16,391.05999755859375
