Date,MCO
2015-07-01,97.87393951416016
2015-07-02,97.62246704101562
2015-07-06,97.38898468017578
2015-07-07,98.29598236083984
2015-07-08,97.04776000976562
2015-07-09,97.32612609863281
2015-07-10,99.21195983886719
2015-07-13,99.8405532836914
2015-07-14,100.66671752929688
2015-07-15,100.87328338623047
2015-07-16,101.25043487548828
2015-07-17,101.24147033691406
2015-07-20,101.3851318359375
2015-07-21,100.85530853271484
2015-07-22,100.9091796875
2015-07-23,100.36141204833984
2015-07-24,100.41531372070312
2015-07-27,99.06827545166016
2015-07-28,98.55643463134766
2015-07-29,99.0772705078125
2015-07-30,100.15486145019531
2015-07-31,99.16706085205078
2015-08-03,99.33766174316406
2015-08-04,99.84953308105469
2015-08-05,100.39732360839844
2015-08-06,99.0593032836914
2015-08-07,98.61027526855469
2015-08-10,100.28060150146484
2015-08-11,99.26582336425781
2015-08-12,98.2690658569336
2015-08-13,98.94256591796875
2015-08-14,99.50830841064453
2015-08-17,99.93037414550781
2015-08-18,99.96638488769531
2015-08-19,99.62409210205078
2015-08-20,96.8947982788086
2015-08-21,93.34579467773438
2015-08-24,89.5986557006836
2015-08-25,89.12123107910156
2015-08-26,92.345947265625
2015-08-27,94.1925277709961
2015-08-28,94.03038024902344
2015-08-31,92.15679168701172
2015-09-01,89.1662826538086
2015-09-02,90.5804443359375
2015-09-03,90.92276763916016
2015-09-04,89.3554458618164
2015-09-08,91.34611511230469
2015-09-09,90.22917938232422
2015-09-10,90.81468200683594
2015-09-11,91.4812240600586
2015-09-14,90.90473937988281
2015-09-15,92.26488494873047
2015-09-16,92.688232421875
2015-09-17,92.15679168701172
2015-09-18,90.75161743164062
2015-09-21,91.67940521240234
2015-09-22,90.6435317993164
2015-09-23,91.08490753173828
2015-09-24,90.02197265625
2015-09-25,90.45435333251953
2015-09-28,87.27466583251953
2015-09-29,87.85115814208984
2015-09-30,88.45465850830078
2015-10-01,87.81512451171875
2015-10-02,89.22032928466797
2015-10-05,91.04887390136719
2015-10-06,89.26535034179688
2015-10-07,89.57159423828125
2015-10-08,88.61680603027344
2015-10-09,89.06718444824219
2015-10-12,89.21131896972656
2015-10-13,88.35559844970703
2015-10-14,87.94123077392578
2015-10-15,90.11207580566406
2015-10-16,90.59848022460938
2015-10-19,89.9949722290039
2015-10-20,90.2111587524414
2015-10-21,88.03131866455078
2015-10-22,89.19329071044922
2015-10-23,90.52642822265625
2015-10-26,90.94977569580078
2015-10-27,89.54459381103516
2015-10-28,90.42735290527344
2015-10-29,91.4542007446289
2015-10-30,86.61714172363281
2015-11-02,86.87835693359375
2015-11-03,89.3554458618164
2015-11-04,89.74275970458984
2015-11-05,91.51729583740234
