Date,BF.B
2016-01-04,32.2557373046875
2016-01-05,32.2723274230957
2016-01-06,31.648515701293945
2016-01-07,30.978261947631836
2016-01-08,30.868757247924805
2016-01-11,31.157434463500977
2016-01-12,31.379743576049805
2016-01-13,30.364404678344727
2016-01-14,30.772541046142578
2016-01-15,30.5269775390625
2016-01-19,30.73602294921875
2016-01-20,30.47389030456543
2016-01-21,30.06245231628418
2016-01-22,30.59002685546875
2016-01-25,30.573444366455078
2016-01-26,31.104339599609375
2016-01-27,30.775850296020508
2016-01-28,31.459388732910156
2016-01-29,32.46479797363281
2016-02-01,31.947154998779297
2016-02-02,31.791208267211914
2016-02-03,31.96042823791504
2016-02-04,31.940523147583008
2016-02-05,31.99028778076172
2016-02-08,31.296802520751953
2016-02-09,31.80779266357422
2016-02-10,31.615331649780273
2016-02-11,31.71487045288086
2016-02-12,32.19269943237305
2016-02-16,32.590885162353516
2016-02-17,33.12841796875
2016-02-18,33.57637023925781
2016-02-19,33.84846115112305
2016-02-22,34.10394287109375
2016-02-23,34.09731674194336
2016-02-24,33.96459197998047
2016-02-25,34.30636215209961
2016-02-26,33.218013763427734
2016-02-29,32.673824310302734
2016-03-01,32.40504837036133
2016-03-02,31.91729164123535
2016-03-03,32.13962173461914
2016-03-04,32.52451705932617
2016-03-07,32.474571228027344
2016-03-08,32.631072998046875
2016-03-09,32.4079704284668
2016-03-10,32.474571228027344
2016-03-11,32.59443283081055
2016-03-14,32.43128967285156
2016-03-15,31.888538360595703
2016-03-16,31.742048263549805
2016-03-17,32.574462890625
2016-03-18,32.53118133544922
2016-03-21,32.53783416748047
2016-03-22,32.47124099731445
2016-03-23,32.17156982421875
2016-03-24,32.13160705566406
2016-03-28,32.144927978515625
2016-03-29,32.79088592529297
2016-03-30,32.80754470825195
2016-03-31,32.787567138671875
2016-04-01,33.020633697509766
2016-04-04,32.73427200317383
2016-04-05,32.684349060058594
2016-04-06,32.69432830810547
2016-04-07,31.815288543701172
2016-04-08,32.0450325012207
2016-04-11,31.652137756347656
2016-04-12,31.968454360961914
2016-04-13,31.64548110961914
2016-04-14,31.708730697631836
2016-04-15,31.835262298583984
2016-04-18,31.602191925048828
2016-04-19,32.168243408203125
2016-04-20,32.4779052734375
2016-04-21,31.225927352905273
2016-04-22,31.04945945739746
2016-04-25,31.319169998168945
2016-04-26,31.0827579498291
2016-04-27,31.459007263183594
2016-04-28,31.7686767578125
2016-04-29,32.07168197631836
2016-05-02,32.2015380859375
2016-05-03,31.94183349609375
2016-05-04,31.905195236206055
2016-05-05,31.971790313720703
2016-05-06,32.38800811767578
2016-05-09,32.64772033691406
2016-05-10,32.95072937011719
2016-05-11,32.60110092163086
2016-05-12,32.75426483154297
2016-05-13,32.50786209106445
2016-05-16,32.631072998046875
2016-05-17,32.19819641113281
2016-05-18,31.73537254333496
2016-05-19,31.73537254333496
2016-05-20,31.801971435546875
2016-05-23,31.755353927612305
2016-05-24,31.995088577270508
2016-05-25,32.14825439453125
2016-05-26,32.25480651855469
2016-05-27,32.75093078613281
2016-05-31,32.65437316894531
2016-06-01,32.427947998046875
2016-06-02,32.42794418334961
2016-06-03,32.50480270385742
2016-06-06,32.798851013183594
2016-06-07,32.5281982421875
2016-06-08,33.68096923828125
2016-06-09,33.042762756347656
2016-06-10,32.81554412841797
2016-06-13,32.50147247314453
2016-06-14,32.732017517089844
2016-06-15,32.71196746826172
2016-06-16,32.625083923339844
2016-06-17,32.300987243652344
2016-06-20,32.69525909423828
2016-06-21,32.67855453491211
2016-06-22,32.307674407958984
2016-06-23,32.7353630065918
2016-06-24,31.37541961669922
2016-06-27,31.415512084960938
2016-06-28,31.502395629882812
2016-06-29,32.07041549682617
2016-06-30,33.333457946777344
2016-07-01,33.0394287109375
2016-07-05,32.82223129272461
2016-07-06,32.421268463134766
2016-07-07,32.44129943847656
2016-07-08,32.83559799194336
2016-07-11,32.935848236083984
2016-07-12,32.88571548461914
2016-07-13,32.7420539855957
2016-07-14,32.8957405090332
2016-07-15,32.96590805053711
2016-07-18,32.798851013183594
2016-07-19,32.81889724731445
2016-07-20,33.012699127197266
2016-07-21,32.90576171875
2016-07-22,33.376895904541016
2016-07-25,32.96925735473633
2016-07-26,32.802188873291016
2016-07-27,32.277584075927734
2016-07-28,32.74871063232422
2016-07-29,32.808868408203125
2016-08-01,32.6551628112793
2016-08-02,32.3678092956543
2016-08-03,32.3678092956543
2016-08-04,32.3577880859375
2016-08-05,32.57831573486328
2016-08-08,32.43796920776367
2016-08-09,32.508148193359375
2016-08-10,32.89239501953125
2016-08-11,32.7353630065918
2016-08-12,32.7353630065918
2016-08-15,32.78547668457031
2016-08-16,33.24992752075195
2016-08-17,33.32344055175781
2016-08-18,33.29670715332031
2016-08-19,33.68096923828125
2016-08-22,33.634193420410156
2016-08-23,33.62082290649414
2016-08-24,33.9349250793457
2016-08-25,34.10198974609375
2016-08-26,33.75447082519531
2016-08-29,34.122032165527344
2016-08-30,33.74653244018555
2016-08-31,32.553035736083984
2016-09-01,32.12392044067383
2016-09-02,32.26472091674805
2016-09-06,32.03004455566406
2016-09-07,31.466827392578125
2016-09-08,31.37294578552246
2016-09-09,30.5616455078125
2016-09-12,31.138273239135742
2016-09-13,30.514711380004883
2016-09-14,30.380603790283203
2016-09-15,30.588472366333008
2016-09-16,30.917003631591797
2016-09-19,31.1181583404541
2016-09-20,31.21873664855957
