Date,DHI
2015-07-01,24.468578338623047
2015-07-02,24.495216369628906
2015-07-06,24.468578338623047
2015-07-07,24.948013305664062
2015-07-08,24.459707260131836
2015-07-09,24.566242218017578
2015-07-10,25.027912139892578
2015-07-13,25.098947525024414
2015-07-14,25.16108512878418
2015-07-15,24.521852493286133
2015-07-16,24.450828552246094
2015-07-17,24.095701217651367
2015-07-20,23.847105026245117
2015-07-21,24.069059371948242
2015-07-22,24.734928131103516
2015-07-23,24.353166580200195
2015-07-24,23.731685638427734
2015-07-27,23.74056053161621
2015-07-28,24.495216369628906
2015-07-29,25.374168395996094
2015-07-30,26.164339065551758
2015-07-31,26.359657287597656
2015-08-03,26.35077667236328
2015-08-04,25.897981643676758
2015-08-05,25.544755935668945
2015-08-06,25.464679718017578
2015-08-07,25.366809844970703
2015-08-10,25.856170654296875
2015-08-11,26.14089012145996
2015-08-12,26.656944274902344
2015-08-13,27.297565460205078
2015-08-14,27.26197624206543
2015-08-17,27.769136428833008
2015-08-18,28.169517517089844
2015-08-19,28.658884048461914
2015-08-20,28.169517517089844
2015-08-21,27.591188430786133
2015-08-24,26.274349212646484
2015-08-25,25.162166595458984
2015-08-26,26.26546287536621
2015-08-27,26.977256774902344
2015-08-28,26.80820655822754
2015-08-31,27.02174949645996
2015-09-01,26.390018463134766
2015-09-02,27.297565460205078
2015-09-03,27.83141326904297
2015-09-04,27.039546966552734
2015-09-08,28.009368896484375
2015-09-09,27.511110305786133
2015-09-10,27.38654136657715
2015-09-11,27.884807586669922
2015-09-14,27.964881896972656
2015-09-15,27.86701011657715
2015-09-16,28.09834098815918
2015-09-17,28.605501174926758
2015-09-18,28.12504005432129
2015-09-21,27.306467056274414
2015-09-22,26.648046493530273
2015-09-23,26.82599449157715
2015-09-24,27.119617462158203
2015-09-25,27.26197624206543
2015-09-28,26.08750343322754
2015-09-29,25.64263153076172
2015-09-30,26.12310028076172
2015-10-01,26.31884765625
2015-10-02,26.452301025390625
2015-10-05,27.64457130432129
2015-10-06,26.692529678344727
2015-10-07,27.20859718322754
2015-10-08,27.270875930786133
2015-10-09,27.270875930786133
2015-10-12,27.520008087158203
2015-10-13,27.066240310668945
2015-10-14,26.06081199645996
2015-10-15,26.621360778808594
2015-10-16,26.728124618530273
2015-10-19,27.02174949645996
2015-10-20,27.68906593322754
2015-10-21,27.87590980529785
2015-10-22,27.53780174255371
2015-10-23,27.69795799255371
2015-10-26,27.511110305786133
2015-10-27,26.745920181274414
2015-10-28,27.066240310668945
2015-10-29,25.962947845458984
2015-10-30,26.19428253173828
2015-11-02,26.559072494506836
2015-11-03,26.66584587097168
2015-11-04,26.514589309692383
2015-11-05,26.158681869506836
2015-11-06,26.158681869506836
2015-11-09,25.598140716552734
2015-11-10,27.71574592590332
2015-11-11,28.489835739135742
2015-11-12,27.573383331298828
2015-11-13,27.288667678833008
2015-11-16,27.929292678833008
2015-11-17,27.858108520507812
2015-11-18,28.356374740600586
2015-11-19,28.525426864624023
2015-11-20,28.67668342590332
2015-11-23,28.703372955322266
2015-11-24,29.130456924438477
2015-11-25,29.20180892944336
2015-11-27,29.228565216064453
2015-11-30,28.81828498840332
2015-12-01,29.460479736328125
2015-12-02,28.81828498840332
2015-12-03,28.2385196685791
2015-12-04,29.424787521362305
2015-12-07,29.362363815307617
2015-12-08,28.969907760620117
2015-12-09,28.39906883239746
2015-12-10,28.85395622253418
2015-12-11,28.497188568115234
2015-12-14,27.78363609313965
2015-12-15,28.06014060974121
2015-12-16,28.773681640625
2015-12-17,28.11366081237793
2015-12-18,27.42686653137207
2015-12-21,28.015544891357422
2015-12-22,28.43474769592285
2015-12-23,28.65773582458496
2015-12-24,28.68448829650879
2015-12-28,28.800439834594727
2015-12-29,29.085861206054688
2015-12-30,28.934232711791992
2015-12-31,28.568532943725586
2016-01-04,27.105777740478516
2016-01-05,27.132537841796875
2016-01-06,26.454660415649414
2016-01-07,25.44677734375
2016-01-08,24.36754608154297
2016-01-11,24.706485748291016
2016-01-12,25.152446746826172
2016-01-13,24.296192169189453
2016-01-14,24.010774612426758
2016-01-15,23.769956588745117
2016-01-19,24.019695281982422
2016-01-20,23.609394073486328
2016-01-21,23.769956588745117
2016-01-22,24.71539878845215
2016-01-25,23.546964645385742
2016-01-26,24.385379791259766
2016-01-27,23.92157745361328
2016-01-28,23.88589096069336
2016-01-29,24.537010192871094
2016-02-01,24.10888671875
2016-02-02,23.35074234008789
2016-02-03,23.01972770690918
2016-02-04,22.966041564941406
2016-02-05,21.865598678588867
2016-02-08,21.006729125976562
2016-02-09,21.507736206054688
2016-02-10,21.89244270324707
2016-02-11,20.783056259155273
2016-02-12,21.659826278686523
2016-02-16,22.169788360595703
2016-02-17,22.1429500579834
2016-02-18,21.990856170654297
2016-02-19,22.375558853149414
2016-02-22,23.35074234008789
2016-02-23,23.53862190246582
2016-02-24,23.69071388244629
2016-02-25,24.35277557373047
2016-02-26,24.30803871154785
2016-02-29,23.905433654785156
2016-03-01,24.7553653717041
2016-03-02,25.095338821411133
2016-03-03,25.614242553710938
2016-03-04,25.40846824645996
2016-03-07,25.184804916381836
2016-03-08,24.77325439453125
2016-03-09,25.104284286499023
2016-03-10,25.149015426635742
2016-03-11,26.4462833404541
2016-03-14,26.383657455444336
2016-03-15,26.24050521850586
2016-03-16,26.723630905151367
2016-03-17,26.947298049926758
2016-03-18,27.027814865112305
2016-03-21,26.768367767333984
2016-03-22,26.64310646057129
2016-03-23,26.25840187072754
2016-03-24,26.303133010864258
2016-03-28,26.678895950317383
2016-03-29,27.48409652709961
2016-03-30,26.992029190063477
2016-03-31,27.045711517333984
2016-04-01,27.197797775268555
2016-04-04,26.80414390563965
2016-04-05,26.571542739868164
2016-04-06,27.26042366027832
2016-04-07,27.063596725463867
2016-04-08,27.287267684936523
2016-04-11,27.13517189025879
2016-04-12,27.475147247314453
2016-04-13,28.271398544311523
2016-04-14,28.092472076416016
2016-04-15,28.06562614440918
2016-04-18,28.092472076416016
2016-04-19,27.9851016998291
2016-04-20,28.11035919189453
2016-04-21,28.43244171142578
2016-04-22,27.859851837158203
2016-04-25,27.841968536376953
2016-04-26,28.101417541503906
2016-04-27,28.181930541992188
2016-04-28,27.162015914916992
2016-04-29,26.893613815307617
2016-05-02,27.4035701751709
2016-05-03,26.830995559692383
2016-05-04,26.64310646057129
2016-05-05,26.491010665893555
2016-05-06,26.428386688232422
2016-05-09,26.48206901550293
2016-05-10,26.59837532043457
2016-05-11,26.122928619384766
2016-05-12,26.149839401245117
2016-05-13,26.1049861907959
2016-05-16,26.338226318359375
2016-05-17,26.418960571289062
2016-05-18,26.365131378173828
2016-05-19,26.230571746826172
2016-05-20,26.652198791503906
2016-05-23,26.230571746826172
2016-05-24,27.342947006225586
2016-05-25,27.405746459960938
2016-05-26,27.44162940979004
2016-05-27,27.432661056518555
2016-05-31,27.414716720581055
2016-06-01,27.701784133911133
2016-06-02,27.863258361816406
2016-06-03,27.800457000732422
2016-06-06,27.76457977294922
2016-06-07,28.338708877563477
2016-06-08,28.70651626586914
2016-06-09,28.464303970336914
2016-06-10,27.93501853942871
2016-06-13,27.423690795898438
2016-06-14,27.24427604675293
2016-06-15,27.558252334594727
2016-06-16,27.396780014038086
2016-06-17,27.719728469848633
2016-06-20,27.881200790405273
2016-06-21,27.81840705871582
2016-06-22,27.621047973632812
2016-06-23,28.069581985473633
2016-06-24,27.235292434692383
2016-06-27,26.44587516784668
2016-06-28,27.127649307250977
2016-06-29,27.791486740112305
2016-06-30,28.240028381347656
2016-07-01,28.571956634521484
2016-07-05,28.500181198120117
2016-07-06,29.34343147277832
2016-07-07,29.451091766357422
2016-07-08,30.339183807373047
2016-07-11,30.375080108642578
2016-07-12,30.339183807373047
2016-07-13,30.41095542907715
2016-07-14,30.500673294067383
2016-07-15,30.321250915527344
2016-07-18,30.455814361572266
2016-07-19,30.56346893310547
2016-07-20,30.86847496032715
2016-07-21,30.76082420349121
2016-07-22,30.464784622192383
2016-07-25,30.276399612426758
2016-07-26,30.437868118286133
2016-07-27,30.31228256225586
2016-07-28,30.267433166503906
2016-07-29,29.495943069458008
2016-08-01,29.469030380249023
2016-08-02,28.787250518798828
2016-08-03,28.96666717529297
2016-08-04,28.840757369995117
2016-08-05,29.047595977783203
2016-08-08,28.87672996520996
2016-08-09,29.020626068115234
2016-08-10,28.921701431274414
2016-08-11,29.09256362915039
2016-08-12,28.921701431274414
2016-08-15,29.191486358642578
2016-08-16,29.09256362915039
2016-08-17,28.822772979736328
2016-08-18,28.822772979736328
2016-08-19,28.669889450073242
2016-08-22,28.840757369995117
2016-08-23,29.668115615844727
2016-08-24,29.380338668823242
2016-08-25,29.344375610351562
2016-08-26,28.72385025024414
2016-08-29,28.63392448425293
2016-08-30,28.858747482299805
2016-08-31,28.83176612854004
2016-09-01,28.382112503051758
2016-09-02,28.427082061767578
2016-09-06,28.283184051513672
2016-09-07,28.795795440673828
2016-09-08,28.36412811279297
2016-09-09,27.177043914794922
2016-09-12,27.491802215576172
2016-09-13,27.00617790222168
2016-09-14,27.078121185302734
2016-09-15,27.401870727539062
2016-09-16,26.95221710205078
2016-09-19,27.392879486083984
2016-09-20,26.92523765563965
2016-09-21,27.213016510009766
2016-09-22,27.527772903442383
2016-09-23,27.14107322692871
2016-09-26,26.907251358032227
2016-09-27,26.997175216674805
2016-09-28,27.266963958740234
2016-09-29,27.1051025390625
2016-09-30,27.1590576171875
2016-10-03,27.051137924194336
2016-10-04,26.88926124572754
2016-10-05,27.051137924194336
2016-10-06,27.231002807617188
2016-10-07,26.61946678161621
2016-10-10,26.637462615966797
2016-10-11,26.259748458862305
2016-10-12,26.5025577545166
2016-10-13,25.97197151184082
2016-10-14,25.97197151184082
2016-10-17,25.9000244140625
2016-10-18,26.439607620239258
2016-10-19,26.73638343811035
2016-10-20,26.412635803222656
2016-10-21,26.15183448791504
2016-10-24,26.340688705444336
2016-10-25,25.909025192260742
2016-10-26,25.702180862426758
2016-10-27,25.23453712463379
2016-10-28,25.75613784790039
2016-10-31,25.9270076751709
2016-11-01,25.77412223815918
2016-11-02,25.729156494140625
2016-11-03,25.441383361816406
