Date,RVTY
2023-05-10,124.55000305175781
2023-05-11,118.37000274658203
2023-05-12,116.30000305175781
2023-05-15,115.23999786376953
2023-05-16,114.20999908447266
2023-05-17,115.27999877929688
2023-05-18,116.83999633789062
2023-05-19,119.08999633789062
2023-05-22,120.23999786376953
2023-05-23,120.30000305175781
2023-05-24,117.16000366210938
2023-05-25,116.44999694824219
2023-05-26,116.66999816894531
2023-05-30,116.22000122070312
2023-05-31,115.31999969482422
2023-06-01,115.66999816894531
2023-06-02,115.22000122070312
2023-06-05,114.45999908447266
2023-06-06,114.44000244140625
2023-06-07,114.86000061035156
2023-06-08,111.44999694824219
2023-06-09,111.08999633789062
2023-06-12,113.5
2023-06-13,114.9000015258789
2023-06-14,115.4000015258789
2023-06-15,117.66999816894531
2023-06-16,119.26000213623047
2023-06-20,116.08999633789062
2023-06-21,115.30999755859375
2023-06-22,115.29000091552734
2023-06-23,115.97000122070312
2023-06-26,116.70999908447266
2023-06-27,114.91999816894531
2023-06-28,117.23999786376953
2023-06-29,118.52999877929688
2023-06-30,118.79000091552734
2023-07-03,117.73999786376953
2023-07-05,117.0199966430664
2023-07-06,115.87999725341797
2023-07-07,116.31999969482422
2023-07-10,116.9800033569336
2023-07-11,119.0
2023-07-12,120.68000030517578
2023-07-13,122.27999877929688
2023-07-14,122.80999755859375
2023-07-17,121.0
2023-07-18,122.27999877929688
2023-07-19,126.52999877929688
2023-07-20,126.7300033569336
2023-07-21,130.8699951171875
2023-07-24,130.00999450683594
2023-07-25,129.57000732421875
2023-07-26,129.8300018310547
2023-07-27,128.6300048828125
2023-07-28,126.08999633789062
2023-07-31,122.94999694824219
2023-08-01,122.62999725341797
2023-08-02,125.12000274658203
2023-08-03,123.16999816894531
2023-08-04,123.23999786376953
2023-08-07,122.80000305175781
2023-08-08,123.18000030517578
2023-08-09,121.18000030517578
2023-08-10,120.87000274658203
2023-08-11,118.83999633789062
2023-08-14,117.80000305175781
2023-08-15,117.0999984741211
2023-08-16,114.76000213623047
2023-08-17,114.4800033569336
2023-08-18,113.22000122070312
2023-08-21,113.88999938964844
2023-08-22,114.0199966430664
2023-08-23,116.29000091552734
2023-08-24,116.19999694824219
2023-08-25,114.94000244140625
2023-08-28,117.37000274658203
2023-08-29,118.9800033569336
2023-08-30,118.94999694824219
2023-08-31,117.02999877929688
2023-09-01,116.91999816894531
2023-09-05,113.2699966430664
2023-09-06,111.43000030517578
2023-09-07,110.22000122070312
2023-09-08,106.83000183105469
2023-09-11,107.69000244140625
2023-09-12,109.16999816894531
2023-09-13,111.91999816894531
2023-09-14,112.70999908447266
2023-09-15,113.44000244140625
2023-09-18,111.48999786376953
2023-09-19,111.1500015258789
2023-09-20,110.41000366210938
2023-09-21,108.48999786376953
2023-09-22,109.5
2023-09-25,110.87999725341797
2023-09-26,108.93000030517578
2023-09-27,109.05000305175781
2023-09-28,110.25
2023-09-29,110.69999694824219
2023-10-02,107.80999755859375
2023-10-03,107.2300033569336
2023-10-04,107.44000244140625
2023-10-05,106.5999984741211
2023-10-06,107.54000091552734
2023-10-09,108.0999984741211
2023-10-10,110.06999969482422
2023-10-11,108.9800033569336
2023-10-12,105.55000305175781
2023-10-13,105.8499984741211
2023-10-16,106.55999755859375
2023-10-17,105.63999938964844
2023-10-18,101.58000183105469
2023-10-19,101.43000030517578
2023-10-20,101.66999816894531
2023-10-23,102.27999877929688
2023-10-24,101.87999725341797
2023-10-25,99.69000244140625
2023-10-26,98.94999694824219
2023-10-27,97.87000274658203
2023-10-30,82.08000183105469
2023-10-31,82.8499984741211
2023-11-01,82.54000091552734
2023-11-02,83.94999694824219
2023-11-03,88.16000366210938
2023-11-06,85.54000091552734
2023-11-07,85.37999725341797
2023-11-08,85.20999908447266
2023-11-09,84.16000366210938
2023-11-10,84.48999786376953
2023-11-13,84.0199966430664
2023-11-14,87.8499984741211
2023-11-15,89.1500015258789
2023-11-16,88.19999694824219
2023-11-17,87.97000122070312
2023-11-20,88.12000274658203
2023-11-21,88.91999816894531
2023-11-22,89.4800033569336
2023-11-24,90.08999633789062
2023-11-27,88.25
2023-11-28,87.75
2023-11-29,89.41000366210938
2023-11-30,88.9000015258789
2023-12-01,91.27999877929688
2023-12-04,91.76000213623047
2023-12-05,89.3499984741211
2023-12-06,90.63999938964844
2023-12-07,91.68000030517578
2023-12-08,91.0199966430664
2023-12-11,90.69000244140625
2023-12-12,89.45999908447266
2023-12-13,98.68000030517578
2023-12-14,101.30999755859375
2023-12-15,101.16000366210938
2023-12-18,101.31999969482422
2023-12-19,104.7300033569336
2023-12-20,104.05000305175781
2023-12-21,105.76000213623047
2023-12-22,107.70999908447266
2023-12-26,109.63999938964844
2023-12-27,110.69000244140625
2023-12-28,110.7699966430664
2023-12-29,109.30999755859375
2024-01-02,110.43000030517578
2024-01-03,105.0199966430664
2024-01-04,107.72000122070312
2024-01-05,107.36000061035156
2024-01-08,109.01000213623047
2024-01-09,111.26000213623047
2024-01-10,111.68000030517578
2024-01-11,110.83000183105469
2024-01-12,110.80000305175781
2024-01-16,108.19000244140625
2024-01-17,105.75
2024-01-18,105.91999816894531
2024-01-19,106.43000030517578
2024-01-22,106.70999908447266
2024-01-23,107.48999786376953
2024-01-24,106.91000366210938
2024-01-25,108.69000244140625
2024-01-26,110.0
2024-01-29,110.08000183105469
2024-01-30,111.18000030517578
2024-01-31,107.18000030517578
2024-02-01,109.26000213623047
2024-02-02,105.62000274658203
2024-02-05,103.9000015258789
2024-02-06,104.22000122070312
2024-02-07,102.9000015258789
2024-02-08,103.25
2024-02-09,103.76000213623047
2024-02-12,104.88999938964844
2024-02-13,101.3499984741211
2024-02-14,103.55999755859375
2024-02-15,104.06999969482422
2024-02-16,102.45999908447266
2024-02-20,101.9800033569336
2024-02-21,103.7699966430664
2024-02-22,104.37000274658203
2024-02-23,104.44000244140625
2024-02-26,103.95999908447266
2024-02-27,105.62999725341797
2024-02-28,107.3499984741211
2024-02-29,109.58999633789062
2024-03-01,107.12000274658203
2024-03-04,108.51000213623047
2024-03-05,107.01000213623047
2024-03-06,107.30999755859375
2024-03-07,108.48999786376953
2024-03-08,109.33000183105469
2024-03-11,109.23999786376953
2024-03-12,108.80999755859375
2024-03-13,108.0
2024-03-14,104.87999725341797
2024-03-15,104.9000015258789
2024-03-18,104.16000366210938
2024-03-19,104.23999786376953
2024-03-20,104.66999816894531
2024-03-21,105.06999969482422
2024-03-22,103.25
2024-03-25,103.0
2024-03-26,103.41999816894531
2024-03-27,105.41000366210938
2024-03-28,105.0
2024-04-01,103.2699966430664
2024-04-02,102.20999908447266
2024-04-03,102.3499984741211
2024-04-04,101.68000030517578
2024-04-05,102.27999877929688
2024-04-08,106.41000366210938
2024-04-09,110.72000122070312
2024-04-10,107.9000015258789
2024-04-11,108.5
2024-04-12,103.48999786376953
2024-04-15,102.31999969482422
2024-04-16,100.27999877929688
2024-04-17,100.55000305175781
2024-04-18,99.37999725341797
2024-04-19,100.86000061035156
2024-04-22,100.7699966430664
2024-04-23,103.5
2024-04-24,102.68000030517578
2024-04-25,102.08999633789062
2024-04-26,101.51000213623047
2024-04-29,105.0199966430664
2024-04-30,102.47000122070312
2024-05-01,102.5999984741211
2024-05-02,101.08000183105469
2024-05-03,100.61000061035156
2024-05-06,102.81999969482422
2024-05-07,103.16999816894531
2024-05-08,102.83000183105469
2024-05-09,104.33999633789062
2024-05-10,104.80000305175781
2024-05-13,105.55000305175781
2024-05-14,106.52999877929688
2024-05-15,107.30999755859375
2024-05-16,108.45999908447266
2024-05-17,110.2300033569336
2024-05-20,112.0199966430664
2024-05-21,113.2300033569336
2024-05-22,112.66999816894531
2024-05-23,111.88999938964844
2024-05-24,113.2699966430664
2024-05-28,111.86000061035156
2024-05-29,109.75
2024-05-30,108.33999633789062
2024-05-31,109.26000213623047
2024-06-03,108.80000305175781
2024-06-04,108.52999877929688
2024-06-05,109.86000061035156
2024-06-06,111.0199966430664
2024-06-07,110.91999816894531
2024-06-10,109.30000305175781
2024-06-11,109.69999694824219
2024-06-12,112.55000305175781
2024-06-13,110.72000122070312
2024-06-14,108.6500015258789
2024-06-17,107.38999938964844
2024-06-18,107.29000091552734
2024-06-20,107.5
2024-06-21,107.9800033569336
2024-06-24,106.9000015258789
2024-06-25,104.63999938964844
2024-06-26,104.31999969482422
2024-06-27,105.70999908447266
2024-06-28,104.86000061035156
2024-07-01,103.0
2024-07-02,102.01000213623047
2024-07-03,102.55999755859375
2024-07-05,103.55999755859375
2024-07-08,104.63999938964844
2024-07-09,104.01000213623047
2024-07-10,106.69000244140625
2024-07-11,109.81999969482422
2024-07-12,109.5199966430664
2024-07-15,108.11000061035156
2024-07-16,113.12000274658203
2024-07-17,113.37999725341797
2024-07-18,109.87000274658203
2024-07-19,108.1500015258789
2024-07-22,110.69000244140625
2024-07-23,110.04000091552734
2024-07-24,111.61000061035156
2024-07-25,112.80999755859375
2024-07-26,115.1500015258789
2024-07-29,125.58999633789062
2024-07-30,127.16000366210938
2024-07-31,125.61000061035156
2024-08-01,125.02999877929688
2024-08-02,123.2699966430664
2024-08-05,120.19000244140625
2024-08-06,120.02999877929688
2024-08-07,115.63999938964844
2024-08-08,119.12999725341797
2024-08-09,118.75
2024-08-12,117.9800033569336
2024-08-13,119.06999969482422
2024-08-14,117.44000244140625
2024-08-15,119.9800033569336
2024-08-16,119.66000366210938
2024-08-19,120.23999786376953
2024-08-20,119.5
2024-08-21,120.7300033569336
2024-08-22,119.38999938964844
2024-08-23,121.25
2024-08-26,121.18000030517578
2024-08-27,122.44000244140625
2024-08-28,121.29000091552734
2024-08-29,122.18000030517578
2024-08-30,122.54000091552734
2024-09-03,119.73999786376953
2024-09-04,117.62999725341797
2024-09-05,117.12000274658203
2024-09-06,115.41000366210938
2024-09-09,118.76000213623047
2024-09-10,121.08999633789062
2024-09-11,121.01000213623047
2024-09-12,120.1500015258789
2024-09-13,122.02999877929688
2024-09-16,122.80000305175781
2024-09-17,122.70999908447266
2024-09-18,124.58999633789062
2024-09-19,126.4800033569336
2024-09-20,122.88999938964844
2024-09-23,122.06999969482422
2024-09-24,124.94000244140625
2024-09-25,122.08999633789062
2024-09-26,126.33999633789062
2024-09-27,126.05999755859375
2024-09-30,127.75
2024-10-01,124.44000244140625
2024-10-02,125.08000183105469
2024-10-03,124.0999984741211
2024-10-04,123.95999908447266
2024-10-07,122.52999877929688
2024-10-08,122.02999877929688
2024-10-09,121.51000213623047
2024-10-10,120.2300033569336
2024-10-11,121.51000213623047
2024-10-14,122.91000366210938
2024-10-15,124.36000061035156
2024-10-16,120.18000030517578
2024-10-17,119.05000305175781
2024-10-18,119.66999816894531
2024-10-21,119.25
2024-10-22,118.77999877929688
2024-10-23,118.5
2024-10-24,116.13999938964844
2024-10-25,116.33000183105469
2024-10-28,117.48999786376953
2024-10-29,117.76000213623047
2024-10-30,120.02999877929688
2024-10-31,118.58999633789062
2024-11-01,121.04000091552734
2024-11-04,124.81999969482422
2024-11-05,125.95999908447266
2024-11-06,124.86000061035156
2024-11-07,124.0
2024-11-08,122.47000122070312
2024-11-11,120.63999938964844
2024-11-12,120.3499984741211
2024-11-13,119.73999786376953
2024-11-14,116.05000305175781
2024-11-15,109.5199966430664
2024-11-18,109.47000122070312
2024-11-19,109.91000366210938
2024-11-20,111.33999633789062
2024-11-21,111.11000061035156
2024-11-22,112.02999877929688
2024-11-25,114.66000366210938
2024-11-26,115.06999969482422
2024-11-27,116.2300033569336
2024-11-29,116.13999938964844
2024-12-02,116.69999694824219
2024-12-03,115.0199966430664
2024-12-04,116.12999725341797
2024-12-05,115.08999633789062
2024-12-06,116.45999908447266
2024-12-09,120.29000091552734
2024-12-10,117.83999633789062
2024-12-11,116.63999938964844
2024-12-12,116.01000213623047
2024-12-13,115.94000244140625
2024-12-16,115.16999816894531
2024-12-17,114.75
2024-12-18,109.13999938964844
2024-12-19,110.54000091552734
2024-12-20,112.55999755859375
2024-12-23,112.2699966430664
2024-12-24,112.33999633789062
2024-12-26,112.5
2024-12-27,111.98999786376953
2024-12-30,111.30999755859375
2024-12-31,111.61000061035156
2025-01-02,112.0
2025-01-03,113.5999984741211
2025-01-06,115.58999633789062
2025-01-07,116.5999984741211
2025-01-08,116.41999816894531
2025-01-10,113.87999725341797
2025-01-13,122.69999694824219
2025-01-14,120.7300033569336
2025-01-15,118.94999694824219
2025-01-16,119.52999877929688
2025-01-17,118.38999938964844
2025-01-21,123.94999694824219
2025-01-22,122.77999877929688
2025-01-23,123.02999877929688
2025-01-24,123.1500015258789
2025-01-27,124.05999755859375
2025-01-28,125.58999633789062
2025-01-29,123.5199966430664
2025-01-30,126.83999633789062
2025-01-31,126.12999725341797
2025-02-03,123.69000244140625
2025-02-04,123.16000366210938
2025-02-05,122.37000274658203
2025-02-06,119.16000366210938
2025-02-07,118.86000061035156
2025-02-10,114.83999633789062
2025-02-11,112.62000274658203
2025-02-12,111.2699966430664
2025-02-13,112.87999725341797
2025-02-14,112.26000213623047
2025-02-18,111.73999786376953
2025-02-19,115.01000213623047
2025-02-20,114.72000122070312
2025-02-21,113.83999633789062
2025-02-24,114.91000366210938
2025-02-25,115.48999786376953
2025-02-26,115.11000061035156
2025-02-27,110.44999694824219
2025-02-28,112.1500015258789
2025-03-03,110.38999938964844
2025-03-04,109.26000213623047
2025-03-05,111.7300033569336
2025-03-06,113.20999908447266
2025-03-07,117.55999755859375
2025-03-10,118.2300033569336
2025-03-11,112.91999816894531
2025-03-12,111.5199966430664
2025-03-13,110.31999969482422
2025-03-14,111.91000366210938
2025-03-17,113.20999908447266
2025-03-18,112.69000244140625
2025-03-19,109.91999816894531
2025-03-20,106.9800033569336
2025-03-21,107.29000091552734
2025-03-24,108.58999633789062
2025-03-25,107.37999725341797
2025-03-26,107.36000061035156
2025-03-27,107.33999633789062
2025-03-28,105.62000274658203
2025-03-31,105.80000305175781
2025-04-01,104.30999755859375
2025-04-02,106.72000122070312
2025-04-03,100.75
2025-04-04,94.83999633789062
2025-04-07,96.16000366210938
2025-04-08,91.79000091552734
2025-04-09,101.33999633789062
2025-04-10,93.0199966430664
2025-04-11,94.86000061035156
2025-04-14,97.62000274658203
2025-04-15,95.54000091552734
2025-04-16,93.75
2025-04-17,91.81999969482422
2025-04-21,89.7699966430664
2025-04-22,92.33000183105469
2025-04-23,93.68000030517578
2025-04-24,95.12999725341797
2025-04-25,94.29000091552734
2025-04-28,95.05999755859375
2025-04-29,94.66000366210938
2025-04-30,93.43000030517578
2025-05-01,92.9000015258789
2025-05-02,93.98999786376953
2025-05-05,92.83000183105469
2025-05-06,90.41999816894531
2025-05-07,91.58999633789062
2025-05-08,92.9000015258789
2025-05-09,91.25
2025-05-12,98.5
2025-05-13,96.70999908447266
2025-05-14,91.0199966430664
2025-05-15,90.4000015258789
2025-05-16,93.26000213623047
2025-05-19,94.30000305175781
2025-05-20,93.58000183105469
2025-05-21,89.83000183105469
2025-05-22,90.4800033569336
2025-05-23,89.33000183105469
2025-05-27,92.2300033569336
2025-05-28,91.33999633789062
2025-05-29,91.91000366210938
2025-05-30,90.41999816894531
2025-06-02,89.31999969482422
2025-06-03,91.02999877929688
2025-06-04,92.4000015258789
2025-06-05,90.5
2025-06-06,91.97000122070312
2025-06-09,92.87999725341797
2025-06-10,96.25
2025-06-11,96.06999969482422
2025-06-12,95.69999694824219
2025-06-13,93.52999877929688
2025-06-16,96.3499984741211
2025-06-17,94.16000366210938
2025-06-18,94.41000366210938
2025-06-20,94.98999786376953
2025-06-23,94.94999694824219
2025-06-24,96.38999938964844
2025-06-25,97.69999694824219
2025-06-26,98.79000091552734
2025-06-27,97.81999969482422
2025-06-30,96.72000122070312
2025-07-01,99.02999877929688
2025-07-02,100.9000015258789
2025-07-03,101.30999755859375
2025-07-07,98.70999908447266
2025-07-08,100.66000366210938
2025-07-09,100.12999725341797
2025-07-10,102.4000015258789
2025-07-11,101.5
2025-07-14,98.47000122070312
2025-07-15,95.9000015258789
2025-07-16,94.9000015258789
2025-07-17,95.58000183105469
2025-07-18,93.26000213623047
2025-07-21,90.72000122070312
2025-07-22,96.12999725341797
2025-07-23,99.44999694824219
2025-07-24,101.97000122070312
2025-07-25,103.66999816894531
2025-07-28,95.04000091552734
2025-07-29,94.47000122070312
2025-07-30,90.8499984741211
2025-07-31,87.9000015258789
2025-08-01,88.2300033569336
2025-08-04,88.31999969482422
2025-08-05,88.68000030517578
2025-08-06,85.9000015258789
2025-08-07,86.45999908447266
2025-08-08,86.83999633789062
2025-08-11,85.80000305175781
2025-08-12,88.0
2025-08-13,90.93000030517578
2025-08-14,89.44999694824219
2025-08-15,90.77999877929688
2025-08-18,89.69000244140625
2025-08-19,91.41999816894531
2025-08-20,91.69999694824219
2025-08-21,89.66999816894531
2025-08-22,94.1500015258789
2025-08-25,92.13999938964844
2025-08-26,91.2300033569336
2025-08-27,88.58999633789062
2025-08-28,89.2300033569336
2025-08-29,90.11000061035156
2025-09-02,87.87000274658203
2025-09-03,83.36000061035156
2025-09-04,85.69999694824219
2025-09-05,86.63999938964844
2025-09-08,86.27999877929688
2025-09-09,85.04000091552734
2025-09-10,82.5
2025-09-11,85.68000030517578
2025-09-12,82.87000274658203
2025-09-15,84.0
2025-09-16,85.27999877929688
2025-09-17,85.38999938964844
2025-09-18,87.76000213623047
2025-09-19,86.72000122070312
2025-09-22,86.2699966430664
2025-09-23,85.70999908447266
2025-09-24,84.48999786376953
2025-09-25,83.04000091552734
2025-09-26,84.05999755859375
2025-09-29,84.19999694824219
2025-09-30,87.6500015258789
2025-10-01,91.76000213623047
2025-10-02,91.45999908447266
2025-10-03,94.05000305175781
2025-10-06,93.37999725341797
2025-10-07,91.19000244140625
2025-10-08,91.7699966430664
2025-10-09,91.66000366210938
2025-10-10,88.29000091552734
2025-10-13,90.9800033569336
2025-10-14,91.13999938964844
2025-10-15,92.12000274658203
2025-10-16,94.0
2025-10-17,93.41999816894531
2025-10-20,95.30999755859375
2025-10-21,96.88999938964844
2025-10-22,95.68000030517578
2025-10-23,97.56999969482422
2025-10-24,98.88999938964844
2025-10-27,97.16000366210938
2025-10-28,96.44999694824219
2025-10-29,95.30000305175781
2025-10-30,91.0199966430664
2025-10-31,93.58999633789062
2025-11-03,92.97000122070312
2025-11-04,91.69000244140625
2025-11-05,92.56999969482422
2025-11-06,89.5199966430664
2025-11-07,90.77999877929688
2025-11-10,92.27999877929688
2025-11-11,94.30999755859375
2025-11-12,94.12999725341797
2025-11-13,93.4000015258789
2025-11-14,92.7300033569336
2025-11-17,91.05999755859375
2025-11-18,93.05999755859375
2025-11-19,92.25
2025-11-20,94.0199966430664
2025-11-21,98.2699966430664
2025-11-24,100.58000183105469
2025-11-25,105.56999969482422
2025-11-26,104.66000366210938
2025-11-28,104.41000366210938
2025-12-01,102.43000030517578
2025-12-02,102.7300033569336
2025-12-03,103.26000213623047
2025-12-04,102.55000305175781
2025-12-05,100.79000091552734
2025-12-08,99.79000091552734
2025-12-09,98.77999877929688
2025-12-10,103.51000213623047
2025-12-11,103.91999816894531
2025-12-12,100.48999786376953
2025-12-15,99.08000183105469
2025-12-16,96.2699966430664
2025-12-17,96.7699966430664
2025-12-18,96.26000213623047
2025-12-19,96.23999786376953
2025-12-22,97.7699966430664
2025-12-23,97.58000183105469
2025-12-24,96.77999877929688
2025-12-26,96.75
2025-12-29,97.11000061035156
2025-12-30,97.43000030517578
