Date,AMT
2015-07-01,72.10102081298828
2015-07-02,72.791259765625
2015-07-06,72.84495544433594
2015-07-07,73.3434829711914
2015-07-08,72.46147918701172
2015-07-09,72.39247131347656
2015-07-10,73.18241882324219
2015-07-13,73.39714813232422
2015-07-14,73.22846221923828
2015-07-15,73.58888244628906
2015-07-16,75.02308654785156
2015-07-17,74.35586547851562
2015-07-20,74.44020080566406
2015-07-21,74.35586547851562
2015-07-22,74.0414047241211
2015-07-23,75.16116333007812
2015-07-24,74.23313903808594
2015-07-27,73.99542236328125
2015-07-28,74.1487808227539
2015-07-29,73.8726577758789
2015-07-30,72.82193756103516
2015-07-31,72.94467163085938
2015-08-03,73.13639831542969
2015-08-04,73.71926879882812
2015-08-05,74.11809539794922
2015-08-06,75.43728637695312
2015-08-07,76.42662048339844
2015-08-10,77.07083892822266
2015-08-11,77.46200561523438
2015-08-12,76.67202758789062
2015-08-13,76.88679504394531
2015-08-14,77.52336883544922
2015-08-17,77.8071517944336
2015-08-18,77.07083892822266
2015-08-19,77.00182342529297
2015-08-20,75.81303405761719
2015-08-21,74.16411590576172
2015-08-24,70.513427734375
2015-08-25,68.64973449707031
2015-08-26,70.19898986816406
2015-08-27,71.99365997314453
2015-08-28,71.67153930664062
2015-08-31,70.7051773071289
2015-09-01,69.04853820800781
2015-09-02,69.92286682128906
2015-09-03,69.8078384399414
2015-09-04,68.27392578125
2015-09-08,69.06388854980469
2015-09-09,68.02851867675781
2015-09-10,67.73707580566406
2015-09-11,68.45799255371094
2015-09-14,68.12821960449219
2015-09-15,68.68042755126953
2015-09-16,69.48571014404297
2015-09-17,70.19129943847656
2015-09-18,69.4013442993164
2015-09-21,69.67887115478516
2015-09-22,68.64588928222656
2015-09-23,68.3838119506836
2015-09-24,67.859619140625
2015-09-25,68.4840087890625
2015-09-28,67.22748565673828
2015-09-29,67.07333374023438
2015-09-30,67.82107543945312
2015-10-01,68.12939453125
2015-10-02,69.17778778076172
2015-10-05,72.04542541503906
2015-10-06,71.97605895996094
2015-10-07,72.6467056274414
2015-10-08,73.6719741821289
2015-10-09,73.18631744384766
2015-10-12,73.07842254638672
2015-10-13,72.23043823242188
2015-10-14,71.73709106445312
2015-10-15,72.96276092529297
2015-10-16,74.10364532470703
2015-10-19,74.61241149902344
2015-10-20,74.7049560546875
2015-10-21,74.04969024658203
2015-10-22,76.67832946777344
2015-10-23,76.44710540771484
2015-10-26,76.724609375
2015-10-27,76.5241928100586
2015-10-28,77.757568359375
2015-10-29,78.59782409667969
2015-10-30,78.80595397949219
2015-11-02,80.21665954589844
2015-11-03,79.61537170410156
2015-11-04,78.80595397949219
2015-11-05,77.757568359375
2015-11-06,75.56829833984375
2015-11-09,74.85912322998047
2015-11-10,74.8745346069336
2015-11-11,75.25225067138672
2015-11-12,75.04412078857422
2015-11-13,74.2963638305664
2015-11-16,75.583740234375
2015-11-17,75.81497955322266
2015-11-18,76.8248519897461
2015-11-19,76.80170440673828
2015-11-20,77.46465301513672
2015-11-23,77.04067993164062
2015-11-24,76.51647186279297
2015-11-25,76.38541412353516
2015-11-27,76.8402328491211
2015-11-30,76.60897827148438
2015-12-01,77.98883819580078
2015-12-02,76.67066192626953
2015-12-03,75.46038818359375
2015-12-04,75.19828796386719
2015-12-07,75.30620574951172
2015-12-08,74.68181610107422
2015-12-09,73.64884948730469
2015-12-10,73.28652954101562
2015-12-11,72.21501159667969
2015-12-14,72.87371826171875
2015-12-15,74.09033966064453
2015-12-16,75.55493927001953
