Date,PVH
2015-07-01,117.23999786376953
2015-07-02,117.80999755859375
2015-07-06,115.91000366210938
2015-07-07,115.73999786376953
2015-07-08,112.87999725341797
2015-07-09,112.86000061035156
2015-07-10,113.5999984741211
2015-07-13,116.52999877929688
2015-07-14,115.76000213623047
2015-07-15,114.80000305175781
2015-07-16,115.41999816894531
2015-07-17,114.08999633789062
2015-07-20,114.43000030517578
2015-07-21,114.27999877929688
2015-07-22,115.0999984741211
2015-07-23,114.6500015258789
2015-07-24,113.05000305175781
2015-07-27,111.5
2015-07-28,113.41000366210938
2015-07-29,115.69999694824219
2015-07-30,116.16000366210938
2015-07-31,116.04000091552734
2015-08-03,114.45999908447266
2015-08-04,114.54000091552734
2015-08-05,116.87999725341797
2015-08-06,115.20999908447266
2015-08-07,113.80000305175781
2015-08-10,115.12000274658203
2015-08-11,113.66999816894531
2015-08-12,112.33000183105469
2015-08-13,111.77999877929688
2015-08-14,114.5199966430664
2015-08-17,115.52999877929688
2015-08-18,116.6500015258789
2015-08-19,117.37999725341797
2015-08-20,114.9800033569336
2015-08-21,112.27999877929688
2015-08-24,107.3499984741211
2015-08-25,109.22000122070312
2015-08-26,111.44000244140625
2015-08-27,118.16999816894531
2015-08-28,116.9800033569336
2015-08-31,118.9800033569336
2015-09-01,116.80999755859375
2015-09-02,118.26000213623047
2015-09-03,117.80000305175781
2015-09-04,116.88999938964844
2015-09-08,118.16000366210938
2015-09-09,114.68000030517578
2015-09-10,114.48999786376953
2015-09-11,114.02999877929688
2015-09-14,112.79000091552734
2015-09-15,113.44000244140625
2015-09-16,115.73999786376953
2015-09-17,114.95999908447266
2015-09-18,111.61000061035156
2015-09-21,113.5
2015-09-22,112.29000091552734
2015-09-23,108.80999755859375
2015-09-24,107.0999984741211
2015-09-25,104.8499984741211
2015-09-28,100.05000305175781
2015-09-29,96.76000213623047
2015-09-30,101.94000244140625
2015-10-01,99.94000244140625
2015-10-02,101.43000030517578
2015-10-05,103.18000030517578
2015-10-06,101.05999755859375
2015-10-07,98.98999786376953
2015-10-08,101.5999984741211
2015-10-09,100.63999938964844
2015-10-12,100.45999908447266
2015-10-13,100.37999725341797
2015-10-14,99.87999725341797
2015-10-15,98.5999984741211
2015-10-16,101.19000244140625
2015-10-19,100.18000030517578
2015-10-20,99.51000213623047
2015-10-21,95.7300033569336
2015-10-22,95.93000030517578
2015-10-23,88.16999816894531
2015-10-26,89.94999694824219
2015-10-27,89.48999786376953
2015-10-28,90.69000244140625
2015-10-29,91.0
2015-10-30,90.94999694824219
2015-11-02,92.18000030517578
2015-11-03,92.91999816894531
