Date,FIX
2015-07-01,21.680999755859375
2015-07-02,21.50397300720215
2015-07-06,21.597139358520508
2015-07-07,21.531925201416016
2015-07-08,21.513282775878906
2015-07-09,21.57850456237793
2015-07-10,21.867334365844727
2015-07-13,21.848705291748047
2015-07-14,22.118900299072266
2015-07-15,21.41079330444336
2015-07-16,21.531925201416016
2015-07-17,21.764846801757812
2015-07-20,22.01641082763672
2015-07-21,22.56612205505371
2015-07-22,23.712133407592773
2015-07-23,23.758718490600586
2015-07-24,23.171733856201172
2015-07-27,22.86427116394043
2015-07-28,22.5474910736084
2015-07-29,22.724506378173828
2015-07-30,22.808366775512695
2015-07-31,25.752586364746094
2015-08-03,25.73395347595215
2015-08-04,26.824060440063477
2015-08-05,27.43899154663086
2015-08-06,27.234012603759766
2015-08-07,26.50727653503418
2015-08-10,28.063241958618164
2015-08-11,26.022789001464844
2015-08-12,26.550426483154297
2015-08-13,27.40961265563965
2015-08-14,27.390932083129883
2015-08-17,27.353567123413086
2015-08-18,27.250844955444336
2015-08-19,27.50299072265625
2015-08-20,27.32555389404297
2015-08-21,26.84926986694336
2015-08-24,25.77530288696289
2015-08-25,25.22430419921875
2015-08-26,25.569854736328125
2015-08-27,25.924724578857422
2015-08-28,25.831336975097656
2015-08-31,25.887365341186523
2015-09-01,25.681917190551758
2015-09-02,26.204893112182617
2015-09-03,26.204893112182617
2015-09-04,26.16753578186035
2015-09-08,26.60645866394043
2015-09-09,26.60645866394043
2015-09-10,26.559768676757812
2015-09-11,26.531753540039062
2015-09-14,26.839935302734375
2015-09-15,27.036054611206055
2015-09-16,27.02671241760254
2015-09-17,26.989355087280273
2015-09-18,26.559768676757812
2015-09-21,26.80257797241211
2015-09-22,26.14885711669922
2015-09-23,25.990095138549805
2015-09-24,25.411090850830078
2015-09-25,25.0281925201416
2015-09-28,24.00091552734375
2015-09-29,24.449186325073242
2015-09-30,25.457780838012695
2015-10-01,25.653905868530273
2015-10-02,25.82200050354004
2015-10-05,26.363651275634766
2015-10-06,25.868690490722656
2015-10-07,26.709186553955078
2015-10-08,27.15746307373047
2015-10-09,27.54035186767578
2015-10-12,28.044649124145508
2015-10-13,28.240764617919922
2015-10-14,27.56837272644043
2015-10-15,27.54969024658203
2015-10-16,27.390932083129883
2015-10-19,27.801843643188477
2015-10-20,28.11002540588379
2015-10-21,27.689767837524414
2015-10-22,28.4742431640625
2015-10-23,28.11002540588379
2015-10-26,28.548946380615234
2015-10-27,27.91390609741211
2015-10-28,28.427541732788086
2015-10-29,27.829853057861328
2015-10-30,29.819040298461914
2015-11-02,29.212005615234375
2015-11-03,29.40812873840332
2015-11-04,29.865734100341797
2015-11-05,29.772342681884766
2015-11-06,29.29976463317871
2015-11-09,28.560482025146484
2015-11-10,29.383989334106445
2015-11-11,28.962873458862305
2015-11-12,27.93351173400879
2015-11-13,27.980300903320312
2015-11-16,28.78508186340332
2015-11-17,27.999004364013672
2015-11-18,28.54176902770996
2015-11-19,28.682144165039062
2015-11-20,29.178112030029297
2015-11-23,29.543071746826172
2015-11-24,30.375930786132812
2015-11-25,30.01097297668457
2015-11-27,30.338499069213867
2015-11-30,29.70215606689453
2015-12-01,30.001611709594727
2015-12-02,30.263629913330078
2015-12-03,30.12326431274414
2015-12-04,31.002914428710938
2015-12-07,31.452104568481445
2015-12-08,31.545677185058594
2015-12-09,30.51630401611328
2015-12-10,30.282344818115234
2015-12-11,29.318477630615234
2015-12-14,28.757003784179688
2015-12-15,28.944168090820312
2015-12-16,29.10324478149414
2015-12-17,27.63405418395996
2015-12-18,27.166156768798828
2015-12-21,26.40816307067871
2015-12-22,26.557876586914062
2015-12-23,26.585954666137695
2015-12-24,26.89476776123047
2015-12-28,26.773120880126953
2015-12-29,27.549829483032227
2015-12-30,26.950923919677734
2015-12-31,26.59531021118164
2016-01-04,25.425573348999023
2016-01-05,26.052560806274414
2016-01-06,25.83732795715332
2016-01-07,25.21969985961914
2016-01-08,26.40816307067871
2016-01-11,26.7824764251709
2016-01-12,27.400100708007812
2016-01-13,26.501733779907227
2016-01-14,26.67017936706543
2016-01-15,26.286508560180664
2016-01-19,25.678241729736328
2016-01-20,25.86539649963379
2016-01-21,25.303909301757812
2016-01-22,25.977693557739258
2016-01-25,25.71567153930664
2016-01-26,26.4549503326416
2016-01-27,25.921545028686523
2016-01-28,26.16485023498535
2016-01-29,26.520456314086914
2016-02-01,26.567241668701172
2016-02-02,26.015127182006836
2016-02-03,24.602073669433594
2016-02-04,24.15288734436035
2016-02-05,23.628841400146484
2016-02-08,23.08608627319336
2016-02-09,23.11415672302246
2016-02-10,23.647558212280273
2016-02-11,23.656909942626953
2016-02-12,23.909578323364258
2016-02-16,23.928300857543945
2016-02-17,24.517854690551758
2016-02-18,23.99380111694336
2016-02-19,25.051246643066406
2016-02-22,25.38814353942871
2016-02-23,25.31327247619629
2016-02-24,26.614032745361328
2016-02-25,26.642105102539062
2016-02-26,26.819900512695312
2016-02-29,26.249073028564453
2016-03-01,27.184865951538086
2016-03-02,27.474960327148438
2016-03-03,28.036439895629883
2016-03-04,28.56984519958496
2016-03-07,28.45754623413086
2016-03-08,28.39204978942871
2016-03-09,28.387361526489258
2016-03-10,27.57146453857422
2016-03-11,27.824674606323242
2016-03-14,27.599597930908203
2016-03-15,27.036914825439453
2016-03-16,27.09317970275879
2016-03-17,28.19041633605957
2016-03-18,28.396730422973633
2016-03-21,28.36859703063965
2016-03-22,28.51864242553711
2016-03-23,28.471759796142578
2016-03-24,28.43424415588379
2016-03-28,28.649932861328125
2016-03-29,29.915979385375977
2016-03-30,30.262958526611328
2016-03-31,29.794065475463867
2016-04-01,30.356746673583984
2016-04-04,29.381431579589844
2016-04-05,30.581815719604492
2016-04-06,30.31923484802246
2016-04-07,29.972244262695312
2016-04-08,30.553682327270508
2016-04-11,30.713106155395508
2016-04-12,30.835020065307617
2016-04-13,31.11636734008789
2016-04-14,30.994449615478516
2016-04-15,30.769386291503906
2016-04-18,31.228904724121094
2016-04-19,31.500873565673828
2016-04-20,31.106998443603516
2016-04-21,31.11636734008789
2016-04-22,31.19139289855957
2016-04-25,30.403635025024414
2016-04-26,31.106998443603516
2016-04-27,30.797513961791992
2016-04-28,28.74372673034668
2016-04-29,27.655868530273438
2016-05-02,29.250137329101562
2016-05-03,28.809370040893555
2016-05-04,28.771848678588867
2016-05-05,28.696826934814453
2016-05-06,29.222003936767578
2016-05-09,29.18448829650879
2016-05-10,29.48458480834961
2016-05-11,29.21200942993164
2016-05-12,29.36240577697754
2016-05-13,29.042835235595703
2016-05-16,29.146221160888672
2016-05-17,28.6856746673584
2016-05-18,28.648080825805664
2016-05-19,28.20632553100586
2016-05-20,29.22141456604004
2016-05-23,29.13681983947754
2016-05-24,29.916942596435547
2016-05-25,29.888744354248047
2016-05-26,29.465789794921875
2016-05-27,29.644371032714844
2016-05-31,30.076723098754883
2016-06-01,30.114322662353516
2016-06-02,30.20830535888672
2016-06-03,30.264699935913086
2016-06-06,30.28350067138672
2016-06-07,29.851150512695312
2016-06-08,30.828638076782227
2016-06-09,30.866239547729492
2016-06-10,30.612462997436523
2016-06-13,29.916942596435547
2016-06-14,29.94513511657715
2016-06-15,30.076723098754883
2016-06-16,30.30230140686035
2016-06-17,29.98273468017578
2016-06-20,30.245901107788086
2016-06-21,29.87933921813965
2016-06-22,29.907543182373047
2016-06-23,30.245901107788086
2016-06-24,29.36240577697754
2016-06-27,29.13681983947754
2016-06-28,29.06163215637207
2016-06-29,29.634971618652344
2016-06-30,30.612462997436523
2016-07-01,30.518476486206055
2016-07-05,30.21771240234375
2016-07-06,30.339895248413086
2016-07-07,30.715848922729492
2016-07-08,31.4207706451416
2016-07-11,31.4677734375
2016-07-12,29.52218246459961
2016-07-13,29.634971618652344
2016-07-14,30.170713424682617
2016-07-15,30.01093101501465
2016-07-18,29.86054801940918
2016-07-19,29.21200942993164
2016-07-20,29.597379684448242
2016-07-21,29.381200790405273
2016-07-22,29.296607971191406
2016-07-25,29.503387451171875
2016-07-26,29.653766632080078
2016-07-27,29.97333335876465
2016-07-28,30.00153160095215
2016-07-29,28.55409049987793
2016-08-01,28.469497680664062
2016-08-02,27.38861083984375
2016-08-03,26.834077835083008
2016-08-04,27.275829315185547
2016-08-05,27.219436645507812
2016-08-08,26.70248794555664
2016-08-09,27.087844848632812
2016-08-10,26.522539138793945
2016-08-11,26.258726119995117
2016-08-12,27.511831283569336
2016-08-15,27.52125358581543
2016-08-16,26.531957626342773
2016-08-17,27.0030517578125
2016-08-18,26.984207153320312
2016-08-19,26.984207153320312
2016-08-22,27.35165786743164
2016-08-23,27.323389053344727
2016-08-24,27.342241287231445
2016-08-25,27.43645668029785
2016-08-26,27.04073143005371
2016-08-29,26.8994083404541
2016-08-30,27.078426361083984
2016-08-31,26.7486629486084
2016-09-01,26.880571365356445
2016-09-02,27.219745635986328
2016-09-06,26.8994083404541
2016-09-07,27.172645568847656
2016-09-08,27.078426361083984
2016-09-09,26.35294532775879
2016-09-12,25.34480094909668
2016-09-13,24.770069122314453
2016-09-14,24.741804122924805
2016-09-15,25.080995559692383
2016-09-16,28.388059616088867
2016-09-19,28.63302993774414
2016-09-20,28.510547637939453
2016-09-21,28.209049224853516
