Date,VST
2016-10-05,11.353511810302734
2016-10-06,11.536630630493164
2016-10-07,11.646502494812012
2016-10-10,11.719751358032227
2016-10-11,11.976120948791504
2016-10-12,11.976120948791504
2016-10-13,11.792998313903809
2016-10-14,11.792998313903809
2016-10-17,11.792998313903809
2016-10-18,11.719751358032227
2016-10-19,11.71242618560791
2016-10-20,11.646502494812012
2016-10-21,11.500004768371582
2016-10-24,11.485359191894531
2016-10-25,11.412107467651367
2016-10-26,11.316885948181152
2016-10-27,11.133764266967773
2016-10-28,11.133764266967773
2016-10-31,11.133764266967773
2016-11-01,10.987268447875977
2016-11-02,9.961790084838867
2016-11-03,9.961790084838867
2016-11-04,10.254783630371094
2016-11-07,10.328033447265625
2016-11-08,10.401280403137207
2016-11-09,10.291409492492676
2016-11-10,10.423253059387207
2016-11-11,10.774847030639648
2016-11-14,10.547776222229004
2016-11-15,10.489177703857422
2016-11-16,10.328033447265625
2016-11-17,10.291409492492676
2016-11-18,10.328033447265625
2016-11-21,10.254783630371094
2016-11-22,10.291409492492676
2016-11-23,10.254783630371094
2016-11-25,10.254783630371094
2016-11-28,10.364654541015625
2016-11-29,10.071662902832031
2016-11-30,10.218157768249512
2016-12-01,10.225481986999512
2016-12-02,10.144911766052246
2016-12-05,10.58440113067627
2016-12-06,11.426758766174316
2016-12-07,11.353511810302734
2016-12-08,11.646502494812012
2016-12-09,12.012746810913086
2016-12-12,11.902873992919922
2016-12-13,11.888224601745605
2016-12-14,11.924847602844238
2016-12-15,12.121316909790039
2016-12-16,12.010269165039062
2016-12-19,12.155484199523926
2016-12-20,12.257991790771484
2016-12-21,12.257991790771484
2016-12-22,12.206738471984863
2016-12-23,12.287887573242188
2016-12-27,12.813231468200684
2016-12-28,12.813231468200684
2016-12-29,13.240338325500488
2016-12-30,13.240338325500488
2017-01-03,13.120748519897461
2017-01-04,13.752867698669434
2017-01-05,13.829747200012207
2017-01-06,13.838293075561523
2017-01-09,13.582024574279785
2017-01-10,13.539314270019531
2017-01-11,13.385555267333984
2017-01-12,13.667448043823242
2017-01-13,14.051843643188477
2017-01-17,14.393528938293457
2017-01-18,14.564371109008789
2017-01-19,14.419156074523926
2017-01-20,14.470406532287598
2017-01-23,14.478951454162598
2017-01-24,14.350817680358887
2017-01-25,14.308107376098633
2017-01-26,14.393528938293457
2017-01-27,14.29102897644043
2017-01-30,13.923710823059082
2017-01-31,13.846832275390625
2017-02-01,13.966423034667969
2017-02-02,13.91517162322998
2017-02-03,14.265396118164062
2017-02-06,14.649794578552246
2017-02-07,14.624168395996094
2017-02-08,14.73521900177002
2017-02-09,14.73521900177002
2017-02-10,15.333166122436523
2017-02-13,15.162323951721191
2017-02-14,15.11961555480957
2017-02-15,15.07690143585205
2017-02-16,14.863348960876465
2017-02-17,14.820636749267578
2017-02-21,14.632712364196777
2017-02-22,14.338005065917969
2017-02-23,13.923710823059082
2017-02-24,14.19705867767334
2017-02-27,13.812664985656738
2017-02-28,13.804123878479004
2017-03-01,13.923710823059082
2017-03-02,13.838293075561523
2017-03-03,13.889542579650879
2017-03-06,13.812664985656738
2017-03-07,13.752867698669434
2017-03-08,13.539314270019531
2017-03-09,13.163461685180664
2017-03-10,13.402640342712402
2017-03-13,13.855372428894043
2017-03-14,13.812664985656738
2017-03-15,13.787035942077637
2017-03-16,13.795577049255371
2017-03-17,13.735784530639648
2017-03-20,13.838293075561523
2017-03-21,13.667448043823242
2017-03-22,13.539314270019531
2017-03-23,13.436806678771973
2017-03-24,13.496604919433594
2017-03-27,13.539314270019531
2017-03-28,13.582024574279785
2017-03-29,13.881002426147461
2017-03-30,13.90662956237793
2017-03-31,13.923710823059082
2017-04-03,13.966423034667969
2017-04-04,14.086010932922363
2017-04-05,14.077467918395996
2017-04-06,14.017675399780273
2017-04-07,13.881002426147461
2017-04-10,13.881002426147461
2017-04-11,13.795577049255371
2017-04-12,13.667448043823242
2017-04-13,13.812664985656738
2017-04-17,13.650362968444824
2017-04-18,13.667448043823242
2017-04-19,13.496604919433594
2017-04-20,13.28304672241211
2017-04-21,12.984074592590332
2017-04-24,13.223252296447754
2017-04-25,13.197628021240234
2017-04-26,13.351387023925781
2017-04-27,13.00115966796875
2017-04-28,12.770520210266113
2017-05-01,12.796146392822266
2017-05-02,12.463003158569336
2017-05-03,12.548422813415527
2017-05-04,12.488631248474121
2017-05-05,12.838858604431152
2017-05-08,12.813231468200684
2017-05-09,12.821773529052734
