Date,AFL
2015-07-01,24.245969772338867
2015-07-02,24.06343650817871
2015-07-06,23.915863037109375
2015-07-07,23.989646911621094
2015-07-08,23.480878829956055
2015-07-09,23.558557510375977
2015-07-10,23.966346740722656
2015-07-13,23.85371971130371
2015-07-14,23.84983253479004
2015-07-15,23.99741554260254
2015-07-16,24.164413452148438
2015-07-17,23.919736862182617
2015-07-20,23.908084869384766
2015-07-21,24.00130271911621
2015-07-22,24.032371520996094
2015-07-23,24.024599075317383
2015-07-24,24.04789924621582
2015-07-27,23.896440505981445
2015-07-28,24.20713233947754
2015-07-29,25.065433502197266
2015-07-30,24.87125587463379
2015-07-31,24.87513542175293
2015-08-03,24.867359161376953
2015-08-04,24.828523635864258
2015-08-05,24.894550323486328
2015-08-06,24.731433868408203
2015-08-07,24.87125587463379
2015-08-10,25.21302032470703
2015-08-11,24.948911666870117
2015-08-12,24.898439407348633
2015-08-13,24.92173957824707
2015-08-14,25.150869369506836
2015-08-17,25.213388442993164
2015-08-18,25.232927322387695
2015-08-19,24.635116577148438
2015-08-20,23.93181800842285
2015-08-21,23.130836486816406
2015-08-24,21.99382781982422
2015-08-25,21.57966423034668
2015-08-26,22.2399845123291
2015-08-27,22.908119201660156
2015-08-28,22.923751831054688
2015-08-31,22.896400451660156
2015-09-01,22.13448715209961
2015-09-02,22.44706153869629
2015-09-03,22.486135482788086
2015-09-04,22.032901763916016
2015-09-08,22.49394989013672
2015-09-09,22.267332077026367
2015-09-10,22.544748306274414
2015-09-11,22.71666717529297
2015-09-14,22.583818435668945
2015-09-15,22.884681701660156
2015-09-16,22.990177154541016
2015-09-17,22.70494270324707
2015-09-18,22.329853057861328
2015-09-21,22.544748306274414
2015-09-22,22.286869049072266
2015-09-23,22.43535041809082
2015-09-24,22.46269989013672
2015-09-25,22.595544815063477
2015-09-28,22.275144577026367
2015-09-29,22.552562713623047
2015-09-30,22.71276092529297
2015-10-01,22.646331787109375
2015-10-02,22.845600128173828
2015-10-05,23.177719116210938
2015-10-06,23.220691680908203
2015-10-07,23.556726455688477
2015-10-08,23.759899139404297
2015-10-09,23.74036407470703
2015-10-12,23.76771354675293
2015-10-13,23.642683029174805
2015-10-14,23.341829299926758
2015-10-15,23.795059204101562
2015-10-16,23.966981887817383
2015-10-19,23.845861434936523
2015-10-20,23.943538665771484
2015-10-21,23.966981887817383
2015-10-22,24.310819625854492
2015-10-23,24.79140853881836
2015-10-26,24.814849853515625
2015-10-27,24.674192428588867
2015-10-28,24.998491287231445
