Date,MGM
2015-07-01,17.520671844482422
2015-07-02,17.520671844482422
2015-07-06,17.256214141845703
2015-07-07,17.992923736572266
2015-07-08,16.595054626464844
2015-07-09,16.850065231323242
2015-07-10,17.14286231994629
2015-07-13,17.80402374267578
2015-07-14,17.870140075683594
2015-07-15,17.5112247467041
2015-07-16,17.652902603149414
2015-07-17,17.426219940185547
2015-07-20,17.4356632232666
2015-07-21,17.454557418823242
2015-07-22,17.492340087890625
2015-07-23,17.643455505371094
2015-07-24,17.105087280273438
2015-07-27,16.708389282226562
2015-07-28,17.01063346862793
2015-07-29,17.208982467651367
2015-07-30,18.55962562561035
2015-07-31,18.531293869018555
2015-08-03,18.748533248901367
2015-08-04,20.54310417175293
2015-08-05,21.119253158569336
2015-08-06,20.769786834716797
2015-08-07,20.9681339263916
2015-08-10,21.3459415435791
2015-08-11,20.949243545532227
2015-08-12,20.84534454345703
2015-08-13,21.015363693237305
2015-08-14,21.232601165771484
2015-08-17,21.38372230529785
2015-08-18,21.232601165771484
2015-08-19,20.84534454345703
2015-08-20,20.09918212890625
2015-08-21,19.447465896606445
2015-08-24,18.455738067626953
2015-08-25,18.1440486907959
2015-08-26,18.521852493286133
2015-08-27,19.400249481201172
2015-08-28,19.683595657348633
2015-08-31,19.296350479125977
2015-09-01,18.767425537109375
2015-09-02,19.135780334472656
2015-09-03,19.35301971435547
2015-09-04,19.34357261657715
2015-09-08,20.27863883972168
2015-09-09,19.94806671142578
2015-09-10,19.570255279541016
2015-09-11,19.79694366455078
2015-09-14,19.8347225189209
2015-09-15,19.456918716430664
2015-09-16,20.014175415039062
2015-09-17,19.79694366455078
2015-09-18,19.513586044311523
2015-09-21,19.26801109313965
2015-09-22,18.540740966796875
2015-09-23,18.285724639892578
2015-09-24,18.465179443359375
2015-09-25,18.663532257080078
2015-09-28,17.558454513549805
2015-09-29,16.774503707885742
2015-09-30,17.426219940185547
2015-10-01,17.634010314941406
2015-10-02,18.691862106323242
2015-10-05,19.173559188842773
2015-10-06,19.30579948425293
2015-10-07,19.570255279541016
2015-10-08,19.966951370239258
2015-10-09,20.051958084106445
2015-10-12,19.9102783203125
2015-10-13,19.957504272460938
2015-10-14,20.042510986328125
2015-10-15,20.42976188659668
2015-10-16,20.354198455810547
2015-10-19,19.8347225189209
2015-10-20,19.806386947631836
2015-10-21,19.135780334472656
2015-10-22,19.334125518798828
2015-10-23,20.108633041381836
2015-10-26,20.495880126953125
2015-10-27,19.778051376342773
2015-10-28,20.552549362182617
2015-10-29,21.534833908081055
2015-10-30,21.903200149536133
2015-11-02,22.46046257019043
2015-11-03,22.80048179626465
2015-11-04,22.696590423583984
2015-11-05,22.583240509033203
2015-11-06,22.517133712768555
2015-11-09,22.02598762512207
2015-11-10,22.129880905151367
2015-11-11,22.007095336914062
2015-11-12,21.534833908081055
2015-11-13,21.260929107666016
2015-11-16,21.374269485473633
2015-11-17,21.015363693237305
2015-11-18,21.45927619934082
2015-11-19,21.279823303222656
2015-11-20,21.213701248168945
2015-11-23,21.412052154541016
2015-11-24,21.685958862304688
2015-11-25,21.64818000793457
2015-11-27,21.50650978088379
2015-11-30,21.478166580200195
2015-12-01,21.988208770751953
2015-12-02,22.129880905151367
2015-12-03,21.147592544555664
2015-12-04,21.374269485473633
2015-12-07,21.08147621154785
2015-12-08,20.69422721862793
2015-12-09,20.83590316772461
2015-12-10,20.83590316772461
2015-12-11,19.881946563720703
2015-12-14,19.65526008605957
2015-12-15,19.976396560668945
2015-12-16,20.85479164123535
2015-12-17,20.259748458862305
2015-12-18,19.995288848876953
2015-12-21,20.420320510864258
2015-12-22,20.533658981323242
2015-12-23,21.251487731933594
2015-12-24,21.260929107666016
2015-12-28,21.374269485473633
2015-12-29,21.667072296142578
2015-12-30,21.270374298095703
2015-12-31,21.45927619934082
2016-01-04,21.015363693237305
2016-01-05,21.48761749267578
2016-01-06,21.147592544555664
