Date,COO
2015-07-01,43.952239990234375
2015-07-02,44.05952072143555
2015-07-06,44.03208923339844
2015-07-07,44.294063568115234
2015-07-08,43.388362884521484
2015-07-09,43.58298110961914
2015-07-10,43.942264556884766
2015-07-13,44.461219787597656
2015-07-14,44.830482482910156
2015-07-15,43.737667083740234
2015-07-16,44.07949447631836
2015-07-17,43.4307861328125
2015-07-20,44.01959991455078
2015-07-21,43.325992584228516
2015-07-22,43.046504974365234
2015-07-23,43.348453521728516
2015-07-24,43.26859664916992
2015-07-27,42.88678741455078
2015-07-28,43.72026824951172
2015-07-29,44.02471160888672
2015-07-30,44.0446891784668
2015-07-31,44.16944885253906
2015-08-03,44.20688247680664
2015-08-04,43.91241455078125
2015-08-05,44.55126190185547
2015-08-06,43.695316314697266
2015-08-07,43.39087677001953
2015-08-10,43.82008743286133
2015-08-11,43.26859664916992
2015-08-12,43.36592102050781
2015-08-13,43.38838195800781
2015-08-14,43.24363327026367
2015-08-17,43.42081069946289
2015-08-18,43.675357818603516
2015-08-19,42.64723205566406
2015-08-20,41.54174041748047
2015-08-21,40.53109359741211
2015-08-24,39.303321838378906
2015-08-25,39.17356491088867
2015-08-26,40.244110107421875
2015-08-27,40.97527313232422
2015-08-28,41.11003875732422
2015-08-31,40.53109359741211
2015-09-01,39.779964447021484
2015-09-02,40.526100158691406
2015-09-03,40.25409698486328
2015-09-04,37.648841857910156
2015-09-08,37.1622314453125
2015-09-09,37.12977981567383
2015-09-10,37.07489013671875
2015-09-11,37.346893310546875
2015-09-14,36.88274002075195
2015-09-15,37.07987976074219
2015-09-16,37.41426467895508
2015-09-17,37.56649398803711
2015-09-18,38.17538070678711
2015-09-21,38.64453125
2015-09-22,38.53971481323242
2015-09-23,38.684452056884766
2015-09-24,38.40496063232422
2015-09-25,37.39680480957031
2015-09-28,36.12411880493164
2015-09-29,36.25638961791992
2015-09-30,37.147254943847656
2015-10-01,36.60325241088867
2015-10-02,37.149749755859375
2015-10-05,36.97756576538086
2015-10-06,36.111656188964844
2015-10-07,35.60507583618164
2015-10-08,35.432884216308594
2015-10-09,34.34238052368164
2015-10-12,34.73416519165039
2015-10-13,34.796546936035156
2015-10-14,34.983707427978516
2015-10-15,36.24140930175781
2015-10-16,36.019317626953125
2015-10-19,35.86211013793945
2015-10-20,36.174034118652344
2015-10-21,36.4635124206543
2015-10-22,35.80221176147461
2015-10-23,36.510921478271484
2015-10-26,36.56831359863281
2015-10-27,36.5583381652832
2015-10-28,37.18220138549805
