Date,ALLE
2015-07-01,53.4035758972168
2015-07-02,53.013328552246094
2015-07-06,52.82706069946289
2015-07-07,52.906883239746094
2015-07-08,51.86914825439453
2015-07-09,52.49888610839844
2015-07-10,53.456825256347656
2015-07-13,54.09541320800781
2015-07-14,54.56549835205078
2015-07-15,54.00672912597656
2015-07-16,54.343772888183594
2015-07-17,54.45018768310547
2015-07-20,54.698551177978516
2015-07-21,53.94462585449219
2015-07-22,54.16636276245117
2015-07-23,54.175235748291016
2015-07-24,54.48567199707031
2015-07-27,54.281673431396484
2015-07-28,55.337154388427734
2015-07-29,56.54341125488281
2015-07-30,56.05558395385742
2015-07-31,56.07333755493164
2015-08-03,55.60322952270508
2015-08-04,55.55001449584961
2015-08-05,55.77176284790039
2015-08-06,55.24845504760742
2015-08-07,55.58548355102539
2015-08-10,56.215248107910156
2015-08-11,56.02009963989258
2015-08-12,55.94027328491211
2015-08-13,56.13541793823242
2015-08-14,56.41035842895508
2015-08-17,57.368282318115234
2015-08-18,57.27070999145508
2015-08-19,56.96915054321289
2015-08-20,55.523406982421875
2015-08-21,53.55437088012695
2015-08-24,51.940120697021484
2015-08-25,50.51211166381836
2015-08-26,52.348114013671875
2015-08-27,53.669677734375
2015-08-28,53.456825256347656
2015-08-31,52.87141036987305
2015-09-01,51.940120697021484
2015-09-02,52.614192962646484
2015-09-03,53.03107452392578
2015-09-04,52.0820198059082
2015-09-08,53.536624908447266
2015-09-09,53.394718170166016
2015-09-10,53.4834098815918
2015-09-11,53.77610778808594
2015-09-14,53.944908142089844
2015-09-15,54.76225662231445
2015-09-16,54.91328048706055
2015-09-17,55.117618560791016
2015-09-18,54.300270080566406
2015-09-21,54.83332824707031
2015-09-22,53.63396453857422
2015-09-23,53.82940673828125
2015-09-24,53.46514892578125
2015-09-25,52.98540496826172
2015-09-28,50.870967864990234
2015-09-29,49.81374740600586
2015-09-30,51.22634506225586
2015-10-01,52.02592468261719
2015-10-02,51.599483489990234
2015-10-05,52.425697326660156
2015-10-06,52.10587692260742
2015-10-07,52.98540496826172
2015-10-08,53.07426071166992
2015-10-09,53.01206970214844
2015-10-12,52.54119873046875
2015-10-13,52.29243850708008
2015-10-14,52.265785217285156
2015-10-15,53.607295989990234
2015-10-16,53.58952331542969
2015-10-19,53.287479400634766
2015-10-20,55.07320022583008
2015-10-21,54.43354415893555
2015-10-22,56.85892868041992
2015-10-23,56.61906051635742
2015-10-26,56.92110824584961
2015-10-27,57.30314636230469
2015-10-28,57.925025939941406
2015-10-29,57.31202697753906
2015-10-30,57.898372650146484
2015-11-02,59.302085876464844
2015-11-03,58.040531158447266
2015-11-04,57.48081970214844
2015-11-05,57.001075744628906
2015-11-06,57.09880065917969
2015-11-09,56.57463073730469
2015-11-10,56.263675689697266
2015-11-11,57.75624465942383
2015-11-12,57.46305465698242
2015-11-13,56.58351516723633
2015-11-16,57.49858856201172
2015-11-17,57.383094787597656
2015-11-18,58.50252151489258
2015-11-19,59.23991012573242
2015-11-20,59.0888671875
2015-11-23,58.36036682128906
2015-11-24,57.90726089477539
2015-11-25,58.991146087646484
2015-11-27,59.63966751098633
2015-11-30,59.71074295043945
2015-12-01,60.43927001953125
2015-12-02,59.799598693847656
2015-12-03,58.72461700439453
2015-12-04,59.630802154541016
2015-12-07,58.98223876953125
2015-12-08,58.50252151489258
2015-12-09,57.90726089477539
2015-12-10,58.09383010864258
2015-12-11,57.383094787597656
2015-12-14,57.75680160522461
2015-12-15,58.21950912475586
2015-12-16,59.13600540161133
2015-12-17,58.3885612487793
2015-12-18,57.52546310424805
2015-12-21,57.62334442138672
2015-12-22,57.98815155029297
2015-12-23,58.5665168762207
2015-12-24,58.379676818847656
2015-12-28,59.00252914428711
2015-12-29,59.580902099609375
2015-12-30,59.26945877075195
2015-12-31,58.6555061340332
2016-01-04,57.4186897277832
2016-01-05,57.35640335083008
2016-01-06,55.8526496887207
2016-01-07,54.242103576660156
2016-01-08,53.183258056640625
2016-01-11,52.93410110473633
2016-01-12,53.485774993896484
2016-01-13,52.329044342041016
2016-01-14,53.592533111572266
2016-01-15,52.2133674621582
2016-01-19,51.61720275878906
2016-01-20,51.08332443237305
2016-01-21,50.90534973144531
2016-01-22,53.35230255126953
2016-01-25,52.66715621948242
