Date,ARES
2015-07-01,11.847253799438477
2015-07-02,12.081418991088867
2015-07-06,12.024458885192871
2015-07-07,11.815611839294434
2015-07-08,11.619427680969238
2015-07-09,11.708026885986328
2015-07-10,11.745994567871094
2015-07-13,11.78397274017334
2015-07-14,11.733344078063965
2015-07-15,11.708026885986328
2015-07-16,11.986492156982422
2015-07-17,12.04344367980957
2015-07-20,12.625682830810547
2015-07-21,12.663658142089844
2015-07-22,12.366204261779785
2015-07-23,12.461136817932129
2015-07-24,12.619352340698242
2015-07-27,12.309252738952637
2015-07-28,12.328238487243652
2015-07-29,12.277606964111328
2015-07-30,12.04344367980957
2015-07-31,12.011800765991211
2015-08-03,11.840925216674805
2015-08-04,12.163690567016602
2015-08-05,11.771313667297363
2015-08-06,12.024458885192871
2015-08-07,12.049773216247559
2015-08-10,12.05610466003418
2015-08-11,12.068760871887207
2015-08-12,12.030789375305176
2015-08-13,11.891559600830078
2015-08-14,11.828269958496094
2015-08-17,11.708026885986328
2015-08-18,11.745994567871094
2015-08-19,11.670055389404297
2015-08-20,10.91694450378418
2015-08-21,11.148262977600098
2015-08-24,10.807708740234375
2015-08-25,10.460733413696289
2015-08-26,10.47358512878418
2015-08-27,10.756305694580078
2015-08-28,11.14183521270752
2015-08-31,11.084006309509277
2015-09-01,10.865537643432617
2015-09-02,10.89766788482666
2015-09-03,10.923367500305176
2015-09-04,10.981199264526367
2015-09-08,10.923367500305176
2015-09-09,10.942644119262695
2015-09-10,10.961921691894531
2015-09-11,11.128985404968262
2015-09-14,11.173966407775879
2015-09-15,11.373154640197754
2015-09-16,11.456686019897461
2015-09-17,11.726558685302734
2015-09-18,12.054261207580566
2015-09-21,12.131364822387695
2015-09-22,11.739411354064941
2015-09-23,12.504040718078613
2015-09-24,12.124938011169434
2015-09-25,11.501667976379395
2015-09-28,11.662302017211914
2015-09-29,11.546646118164062
2015-09-30,11.231794357299805
2015-10-01,11.386006355285645
2015-10-02,11.177178382873535
2015-10-05,11.283199310302734
2015-10-06,11.084006309509277
2015-10-07,11.138623237609863
2015-10-08,11.135411262512207
2015-10-09,11.039031028747559
2015-10-12,10.929797172546387
2015-10-13,10.878389358520508
2015-10-14,10.711328506469727
2015-10-15,10.730607986450195
2015-10-16,10.910516738891602
2015-10-19,10.769157409667969
2015-10-20,10.775583267211914
2015-10-21,10.62137222290039
2015-10-22,10.306522369384766
2015-10-23,10.467158317565918
2015-10-26,10.338647842407227
2015-10-27,10.370776176452637
2015-10-28,10.441457748413086
2015-10-29,10.31937026977539
2015-10-30,10.40290355682373
2015-11-02,10.390049934387207
2015-11-03,10.396476745605469
2015-11-04,10.222987174987793
2015-11-05,10.280818939208984
2015-11-06,10.486431121826172
2015-11-09,10.711328506469727
2015-11-10,10.390049934387207
2015-11-11,10.377201080322266
2015-11-12,10.03022289276123
2015-11-13,9.426225662231445
2015-11-16,9.291292190551758
2015-11-17,9.104951858520508
2015-11-18,8.82222843170166
2015-11-19,8.873631477355957
2015-11-20,9.081201553344727
2015-11-23,9.0487699508667
2015-11-24,9.061741828918457
2015-11-25,9.139580726623535
2015-11-27,9.152554512023926
2015-11-30,9.126611709594727
2015-12-01,9.146069526672363
2015-12-02,9.21093463897705
2015-12-03,9.068227767944336
2015-12-04,9.016336441040039
2015-12-07,8.834712982177734
2015-12-08,8.867144584655762
2015-12-09,8.756876945495605
2015-12-10,9.055255889892578
2015-12-11,8.789306640625
2015-12-14,8.082265853881836
2015-12-15,8.212000846862793
2015-12-16,8.328761100769043
2015-12-17,8.406596183776855
2015-12-18,8.341733932495117
2015-12-21,8.348217964172363
2015-12-22,8.575246810913086
2015-12-23,8.653090476989746
2015-12-24,8.400111198425293
2015-12-28,8.43254280090332
2015-12-29,8.309300422668457
2015-12-30,8.374167442321777
2015-12-31,8.387139320373535
2016-01-04,8.309300422668457
2016-01-05,8.23145866394043
2016-01-06,7.770911693572998
2016-01-07,7.660642623901367
2016-01-08,7.602261543273926
2016-01-11,7.576317310333252
2016-01-12,7.440098285675049
2016-01-13,7.440098285675049
2016-01-14,7.297396659851074
2016-01-15,7.076851844787598
2016-01-19,7.271447658538818
2016-01-20,7.297396659851074
2016-01-21,7.206581115722656
2016-01-22,7.472531795501709
2016-01-25,7.362259864807129
2016-01-26,7.595776081085205
2016-01-27,7.738481521606445
2016-01-28,7.5633440017700195
2016-01-29,7.628210544586182
2016-02-01,7.290909290313721
2016-02-02,7.19360876083374
2016-02-03,7.200094699859619
2016-02-04,7.226043224334717
2016-02-05,7.167662620544434
2016-02-08,7.180637836456299
2016-02-09,7.102794647216797
2016-02-10,7.089821815490723
2016-02-11,7.1157732009887695
2016-02-12,7.576317310333252
2016-02-16,7.816322326660156
2016-02-17,7.7579426765441895
2016-02-18,7.68658971786499
2016-02-19,7.517937183380127
2016-02-22,7.543884754180908
2016-02-23,7.440098285675049
2016-02-24,7.459560871124268
2016-02-25,7.537395477294922
2016-02-26,7.835779666900635
2016-02-29,7.719019889831543
2016-03-01,7.855238914489746
2016-03-02,8.09524154663086
2016-03-03,8.075783729553223
2016-03-04,8.244433403015137
2016-03-07,8.160109519958496
2016-03-08,7.959024429321289
2016-03-09,8.43254280090332
2016-03-10,8.768529891967773
2016-03-11,9.038634300231934
2016-03-14,9.348265647888184
2016-03-15,9.223095893859863
2016-03-16,9.064984321594238
2016-03-17,9.137452125549316
2016-03-18,9.130865097045898
2016-03-21,9.203332901000977
2016-03-22,9.269213676452637
2016-03-23,9.025457382202148
2016-03-24,9.315324783325195
2016-03-28,9.381204605102539
2016-03-29,9.934592247009277
2016-03-30,10.039998054504395
2016-03-31,10.145402908325195
2016-04-01,10.079526901245117
2016-04-04,9.941182136535645
2016-04-05,9.796243667602539
2016-04-06,9.565669059753418
2016-04-07,9.664487838745117
2016-04-08,9.657901763916016
2016-04-11,9.61178207397461
2016-04-12,9.763304710388184
2016-04-13,9.684249877929688
2016-04-14,9.74354076385498
2016-04-15,9.802833557128906
2016-04-18,10.171757698059082
2016-04-19,10.086112976074219
2016-04-20,10.211285591125488
2016-04-21,9.980709075927734
2016-04-22,9.901652336120605
2016-04-25,10.09929084777832
2016-04-26,10.237635612487793
2016-04-27,10.15858268737793
2016-04-28,9.921417236328125
2016-04-29,9.55907917022705
2016-05-02,9.829183578491211
2016-05-03,9.710603713989258
2016-05-04,9.36143970489502
2016-05-05,9.302148818969727
2016-05-06,9.32191276550293
2016-05-09,9.354854583740234
2016-05-10,9.315324783325195
2016-05-11,9.216506958007812
2016-05-12,9.157214164733887
2016-05-13,8.920050621032715
2016-05-16,8.893699645996094
2016-05-17,9.025457382202148
2016-05-18,9.223095893859863
2016-05-19,9.170391082763672
2016-05-20,9.370184898376465
2016-05-23,9.39016342163086
2016-05-24,9.276947975158691
2016-05-25,9.410141944885254
2016-05-26,9.236988067626953
2016-05-27,9.450098991394043
2016-05-31,9.39016342163086
2016-06-01,9.450098991394043
2016-06-02,9.463418006896973
2016-06-03,9.456759452819824
2016-06-06,9.496715545654297
2016-06-07,9.443438529968262
2016-06-08,9.303587913513184
2016-06-09,9.150412559509277
2016-06-10,9.263629913330078
2016-06-13,9.097135543823242
2016-06-14,8.910665512084961
2016-06-15,9.057177543640137
2016-06-16,8.864047050476074
2016-06-17,8.844067573547363
2016-06-20,8.850727081298828
2016-06-21,9.143753051757812
2016-06-22,9.123774528503418
2016-06-23,9.336885452270508
2016-06-24,8.950623512268066
2016-06-27,8.224716186523438
2016-06-28,8.15811824798584
2016-06-29,9.070496559143066
2016-06-30,9.383502006530762
2016-07-01,9.430118560791016
2016-07-05,9.403482437133789
2016-07-06,9.456759452819824
2016-07-07,9.836360931396484
2016-07-08,10.235943794250488
2016-07-11,10.269243240356445
2016-07-12,10.116068840026855
2016-07-13,10.136046409606934
2016-07-14,9.823042869567871
2016-07-15,9.989532470703125
2016-07-18,9.982873916625977
2016-07-19,9.92293643951416
2016-07-20,9.889640808105469
2016-07-21,9.962896347045898
2016-07-22,10.355815887451172
2016-07-25,11.055084228515625
2016-07-26,11.554559707641602
2016-07-27,11.454668998718262
2016-07-28,11.487964630126953
2016-07-29,11.554559707641602
2016-08-01,11.494625091552734
2016-08-02,11.22823429107666
2016-08-03,11.381406784057617
2016-08-04,11.441349983215332
2016-08-05,11.501283645629883
2016-08-08,11.408048629760742
2016-08-09,11.341450691223145
2016-08-10,11.348109245300293
2016-08-11,11.401387214660645
2016-08-12,11.547898292541504
2016-08-15,11.83426570892334
2016-08-16,11.960803985595703
2016-08-17,11.927501678466797
2016-08-18,11.887545585632324
2016-08-19,11.718400001525879
2016-08-22,11.921374320983887
2016-08-23,11.9146089553833
2016-08-24,11.874011993408203
2016-08-25,11.830037117004395
2016-08-26,11.833419799804688
2016-08-29,11.928142547607422
2016-08-30,12.178475379943848
2016-08-31,12.36791706085205
2016-09-01,12.80093002319336
2016-09-02,12.252898216247559
2016-09-06,12.34762191772461
2016-09-07,12.246133804321289
2016-09-08,12.39498233795166
2016-09-09,12.340855598449707
2016-09-12,12.53029727935791
2016-09-13,12.6859130859375
2016-09-14,12.53706169128418
2016-09-15,12.584425926208496
2016-09-16,12.733270645141602
2016-09-19,12.855057716369629
2016-09-20,12.990373611450195
2016-09-21,12.462640762329102
2016-09-22,12.584425926208496
2016-09-23,12.631783485412598
2016-09-26,12.76710033416748
2016-09-27,12.584425926208496
2016-09-28,12.821229934692383
2016-09-29,12.618253707885742
2016-09-30,11.779292106628418
2016-10-03,12.192007064819336
2016-10-04,12.21906852722168
2016-10-05,12.53029727935791
2016-10-06,12.848291397094727
2016-10-07,12.422048568725586
2016-10-10,12.550596237182617
2016-10-11,12.550596237182617
2016-10-12,12.618253707885742
2016-10-13,12.821229934692383
2016-10-14,12.178475379943848
2016-10-17,11.941669464111328
2016-10-18,12.110816955566406
2016-10-19,11.840185165405273
2016-10-20,11.56955337524414
2016-10-21,11.56955337524414
2016-10-24,11.515426635742188
2016-10-25,11.603379249572754
2016-10-26,11.332745552062988
2016-10-27,11.637212753295898
2016-10-28,11.501893043518066
2016-10-31,11.332745552062988
2016-11-01,10.926798820495605
2016-11-02,10.250215530395508
2016-11-03,10.62233829498291
2016-11-04,10.487019538879395
2016-11-07,10.385534286499023
2016-11-08,10.385534286499023
2016-11-09,10.419361114501953
2016-11-10,11.400406837463379
2016-11-11,11.434236526489258
2016-11-14,11.434236526489258
2016-11-15,11.332745552062988
2016-11-16,11.197430610656738
2016-11-17,11.539861679077148
2016-11-18,11.985018730163574
2016-11-21,12.40963077545166
2016-11-22,12.395936965942383
2016-11-23,12.05350399017334
2016-11-25,11.964469909667969
2016-11-28,11.642592430114746
2016-11-29,11.539861679077148
2016-11-30,11.71107292175293
2016-12-01,11.67682933807373
2016-12-02,11.505617141723633
2016-12-05,11.642592430114746
2016-12-06,11.642592430114746
2016-12-07,11.67682933807373
2016-12-08,11.882291793823242
2016-12-09,11.505617141723633
2016-12-12,11.60834789276123
2016-12-13,10.957730293273926
2016-12-14,11.128946304321289
2016-12-15,10.786518096923828
2016-12-16,11.026219367980957
2016-12-19,11.10839557647705
2016-12-20,11.30016040802002
2016-12-21,11.642592430114746
2016-12-22,12.450721740722656
2016-12-23,12.635637283325195
2016-12-27,12.395936965942383
2016-12-28,12.224719047546387
2016-12-29,12.224719047546387
2016-12-30,13.149277687072754
2017-01-03,12.772603034973145
2017-01-04,12.978063583374023
2017-01-05,12.978063583374023
2017-01-06,13.046546936035156
2017-01-09,12.361690521240234
2017-01-10,12.258962631225586
2017-01-11,12.156233787536621
2017-01-12,12.087747573852539
2017-01-13,12.01926040649414
2017-01-17,11.779561996459961
2017-01-18,12.327445983886719
2017-01-19,13.628677368164062
2017-01-20,13.902627944946289
2017-01-23,14.313535690307617
2017-01-24,13.83413314819336
2017-01-25,13.594439506530762
2017-01-26,13.525952339172363
2017-01-27,13.491703987121582
2017-01-30,13.3204927444458
2017-01-31,13.457465171813965
2017-02-01,13.594439506530762
2017-02-02,13.42322063446045
2017-02-03,13.388978004455566
2017-02-06,13.42322063446045
2017-02-07,12.978063583374023
2017-02-08,13.21776294708252
2017-02-09,13.594439506530762
2017-02-10,14.245047569274902
2017-02-13,14.382024765014648
2017-02-14,14.313535690307617
2017-02-15,14.477899551391602
2017-02-16,14.409415245056152
2017-02-17,14.416269302368164
2017-02-21,14.895666122436523
2017-02-22,15.272337913513184
2017-02-23,15.785984992980957
2017-02-24,15.922955513000488
2017-02-27,14.929913520812988
2017-02-28,14.792936325073242
2017-03-01,15.066882133483887
2017-03-02,13.594439506530762
2017-03-03,13.525952339172363
