Date,VRSK
2015-07-01,72.94999694824219
2015-07-02,73.05999755859375
2015-07-06,73.76000213623047
2015-07-07,73.41999816894531
2015-07-08,71.98999786376953
2015-07-09,72.4000015258789
2015-07-10,73.23999786376953
2015-07-13,74.20999908447266
2015-07-14,74.61000061035156
2015-07-15,75.0199966430664
2015-07-16,75.62000274658203
2015-07-17,75.38999938964844
2015-07-20,75.54000091552734
2015-07-21,73.80000305175781
2015-07-22,74.41000366210938
2015-07-23,74.13999938964844
2015-07-24,74.44999694824219
2015-07-27,72.93000030517578
2015-07-28,73.23999786376953
2015-07-29,78.5999984741211
2015-07-30,78.56999969482422
2015-07-31,78.11000061035156
2015-08-03,77.80000305175781
2015-08-04,77.61000061035156
2015-08-05,77.98999786376953
2015-08-06,76.5999984741211
2015-08-07,77.66000366210938
2015-08-10,77.83999633789062
2015-08-11,77.0
2015-08-12,76.75
2015-08-13,76.87999725341797
2015-08-14,76.80000305175781
2015-08-17,76.72000122070312
2015-08-18,77.2300033569336
2015-08-19,77.6500015258789
2015-08-20,75.36000061035156
2015-08-21,73.91999816894531
2015-08-24,71.58000183105469
2015-08-25,70.7699966430664
2015-08-26,72.6500015258789
2015-08-27,74.25
2015-08-28,73.94000244140625
2015-08-31,73.08000183105469
2015-09-01,71.58000183105469
2015-09-02,73.66000366210938
2015-09-03,73.81999969482422
2015-09-04,72.80999755859375
2015-09-08,74.77999877929688
2015-09-09,73.47000122070312
2015-09-10,73.76000213623047
2015-09-11,73.87000274658203
2015-09-14,73.16999816894531
2015-09-15,73.81999969482422
2015-09-16,73.77999877929688
2015-09-17,73.56999969482422
2015-09-18,73.0
2015-09-21,74.30999755859375
2015-09-22,73.79000091552734
2015-09-23,74.26000213623047
2015-09-24,73.52999877929688
2015-09-25,73.77999877929688
2015-09-28,71.72000122070312
2015-09-29,72.25
2015-09-30,73.91000366210938
2015-10-01,78.16000366210938
2015-10-02,79.87999725341797
2015-10-05,81.27999877929688
2015-10-06,80.81999969482422
2015-10-07,80.94000244140625
2015-10-08,81.41000366210938
2015-10-09,81.12999725341797
2015-10-12,81.45999908447266
2015-10-13,80.58999633789062
2015-10-14,79.02999877929688
2015-10-15,79.47000122070312
2015-10-16,79.52999877929688
2015-10-19,79.61000061035156
2015-10-20,79.83000183105469
2015-10-21,79.19999694824219
2015-10-22,79.94999694824219
2015-10-23,81.1500015258789
2015-10-26,81.5
2015-10-27,80.33000183105469
2015-10-28,72.66000366210938
2015-10-29,70.26000213623047
2015-10-30,71.61000061035156
2015-11-02,70.30999755859375
2015-11-03,69.87999725341797
2015-11-04,69.43000030517578
2015-11-05,69.02999877929688
2015-11-06,70.12000274658203
2015-11-09,70.12000274658203
2015-11-10,71.02999877929688
2015-11-11,70.86000061035156
2015-11-12,71.93000030517578
2015-11-13,71.66000366210938
2015-11-16,72.72000122070312
2015-11-17,71.58000183105469
2015-11-18,73.33000183105469
2015-11-19,73.2699966430664
2015-11-20,73.77999877929688
2015-11-23,73.63999938964844
2015-11-24,73.66000366210938
2015-11-25,74.45999908447266
2015-11-27,74.87999725341797
2015-11-30,74.94999694824219
2015-12-01,76.0999984741211
2015-12-02,74.97000122070312
2015-12-03,74.1500015258789
2015-12-04,75.31999969482422
2015-12-07,75.79000091552734
2015-12-08,76.5999984741211
2015-12-09,76.47000122070312
2015-12-10,76.2699966430664
2015-12-11,75.05000305175781
2015-12-14,76.12999725341797
2015-12-15,77.19000244140625
2015-12-16,78.81999969482422
2015-12-17,76.91000366210938
2015-12-18,75.0999984741211
2015-12-21,75.97000122070312
2015-12-22,76.27999877929688
2015-12-23,77.0
2015-12-24,76.95999908447266
2015-12-28,77.16999816894531
2015-12-29,77.7699966430664
2015-12-30,77.51000213623047
2015-12-31,76.87999725341797
2016-01-04,75.30000305175781
2016-01-05,75.02999877929688
2016-01-06,74.63999938964844
2016-01-07,73.04000091552734
2016-01-08,73.37000274658203
2016-01-11,74.04000091552734
2016-01-12,74.52999877929688
2016-01-13,71.88999938964844
2016-01-14,72.3499984741211
2016-01-15,72.05999755859375
2016-01-19,71.52999877929688
2016-01-20,70.97000122070312
2016-01-21,70.44000244140625
2016-01-22,71.13999938964844
2016-01-25,69.94999694824219
2016-01-26,71.19999694824219
2016-01-27,70.83999633789062
2016-01-28,71.20999908447266
2016-01-29,73.0
2016-02-01,72.11000061035156
2016-02-02,70.72000122070312
2016-02-03,68.87000274658203
2016-02-04,68.93000030517578
2016-02-05,67.93000030517578
2016-02-08,65.94999694824219
2016-02-09,67.7699966430664
2016-02-10,66.88999938964844
2016-02-11,66.3499984741211
2016-02-12,68.05999755859375
2016-02-16,68.22000122070312
2016-02-17,68.38999938964844
2016-02-18,68.44999694824219
2016-02-19,67.94999694824219
2016-02-22,68.4800033569336
2016-02-23,68.01000213623047
2016-02-24,71.6500015258789
2016-02-25,73.9000015258789
2016-02-26,74.02999877929688
2016-02-29,72.83999633789062
2016-03-01,74.33999633789062
2016-03-02,74.66000366210938
2016-03-03,76.1500015258789
2016-03-04,76.69999694824219
2016-03-07,76.13999938964844
2016-03-08,75.6500015258789
2016-03-09,76.4800033569336
2016-03-10,75.73999786376953
2016-03-11,76.30000305175781
2016-03-14,76.58999633789062
2016-03-15,76.45999908447266
2016-03-16,76.91000366210938
2016-03-17,77.19000244140625
2016-03-18,77.4800033569336
2016-03-21,78.0
2016-03-22,77.87000274658203
2016-03-23,77.5199966430664
2016-03-24,77.61000061035156
2016-03-28,77.76000213623047
2016-03-29,78.62999725341797
2016-03-30,78.7300033569336
2016-03-31,79.91999816894531
2016-04-01,80.19000244140625
2016-04-04,79.44999694824219
2016-04-05,78.70999908447266
2016-04-06,79.75
2016-04-07,78.2699966430664
2016-04-08,77.58000183105469
2016-04-11,76.83999633789062
2016-04-12,77.73999786376953
2016-04-13,78.56999969482422
2016-04-14,77.86000061035156
2016-04-15,78.1500015258789
2016-04-18,78.61000061035156
2016-04-19,78.5999984741211
2016-04-20,78.58999633789062
2016-04-21,78.05999755859375
2016-04-22,78.19000244140625
2016-04-25,78.43000030517578
2016-04-26,78.79000091552734
2016-04-27,78.69999694824219
2016-04-28,78.68000030517578
2016-04-29,77.58000183105469
2016-05-02,77.77999877929688
2016-05-03,77.12999725341797
2016-05-04,77.48999786376953
2016-05-05,77.2300033569336
2016-05-06,77.8499984741211
2016-05-09,77.7699966430664
2016-05-10,78.76000213623047
2016-05-11,77.45999908447266
2016-05-12,77.80999755859375
2016-05-13,77.08000183105469
2016-05-16,77.9000015258789
2016-05-17,76.86000061035156
2016-05-18,76.66000366210938
2016-05-19,76.33999633789062
2016-05-20,77.04000091552734
2016-05-23,76.98999786376953
2016-05-24,78.79000091552734
2016-05-25,79.18000030517578
2016-05-26,78.9800033569336
2016-05-27,79.26000213623047
2016-05-31,79.38999938964844
2016-06-01,79.44000244140625
2016-06-02,79.9800033569336
2016-06-03,79.77999877929688
2016-06-06,79.9000015258789
2016-06-07,79.62000274658203
2016-06-08,79.91999816894531
2016-06-09,79.58000183105469
2016-06-10,78.76000213623047
2016-06-13,79.0999984741211
2016-06-14,78.86000061035156
2016-06-15,78.38999938964844
2016-06-16,78.41999816894531
2016-06-17,77.80000305175781
2016-06-20,78.91999816894531
2016-06-21,80.16000366210938
2016-06-22,78.95999908447266
2016-06-23,80.12999725341797
2016-06-24,77.95999908447266
2016-06-27,76.0
2016-06-28,77.47000122070312
2016-06-29,79.16000366210938
2016-06-30,81.08000183105469
2016-07-01,80.93000030517578
2016-07-05,81.62000274658203
2016-07-06,81.66000366210938
2016-07-07,81.8499984741211
2016-07-08,83.4000015258789
2016-07-11,84.0199966430664
2016-07-12,84.4800033569336
2016-07-13,84.70999908447266
2016-07-14,85.5999984741211
2016-07-15,85.23999786376953
2016-07-18,85.05999755859375
2016-07-19,85.54000091552734
2016-07-20,85.4000015258789
2016-07-21,84.80000305175781
2016-07-22,85.75
2016-07-25,85.5199966430664
2016-07-26,85.36000061035156
2016-07-27,85.16999816894531
2016-07-28,85.54000091552734
2016-07-29,85.27999877929688
2016-08-01,84.86000061035156
2016-08-02,83.72000122070312
2016-08-03,79.43000030517578
2016-08-04,81.12999725341797
2016-08-05,82.16999816894531
2016-08-08,81.51000213623047
2016-08-09,81.7300033569336
2016-08-10,81.44999694824219
2016-08-11,81.56999969482422
2016-08-12,81.41999816894531
2016-08-15,81.62999725341797
2016-08-16,81.58999633789062
2016-08-17,81.76000213623047
2016-08-18,81.69000244140625
2016-08-19,81.94999694824219
2016-08-22,82.2699966430664
2016-08-23,82.29000091552734
2016-08-24,82.11000061035156
2016-08-25,83.0
2016-08-26,83.13999938964844
2016-08-29,83.0999984741211
2016-08-30,83.0
