Date,PHM
2015-07-01,17.892057418823242
2015-07-02,17.997142791748047
2015-07-06,18.014663696289062
2015-07-07,18.31243133544922
2015-07-08,17.90956687927246
2015-07-09,17.795719146728516
2015-07-10,18.1197566986084
2015-07-13,18.172304153442383
2015-07-14,18.2949161529541
2015-07-15,17.94460678100586
2015-07-16,17.94460678100586
2015-07-17,17.594301223754883
2015-07-20,17.279020309448242
2015-07-21,17.2352294921875
2015-07-22,17.65559959411621
2015-07-23,17.673112869262695
2015-07-24,17.068828582763672
2015-07-27,17.07758903503418
2015-07-28,17.243989944458008
2015-07-29,17.61180877685547
2015-07-30,17.865787506103516
2015-07-31,18.146032333374023
2015-08-03,18.137271881103516
2015-08-04,17.80448341369629
2015-08-05,17.48044204711914
2015-08-06,17.322799682617188
2015-08-07,17.28777503967285
2015-08-10,17.620567321777344
2015-08-11,17.997142791748047
2015-08-12,18.26864242553711
2015-08-13,18.689010620117188
2015-08-14,18.531370162963867
2015-08-17,18.715282440185547
2015-08-18,19.179443359375
2015-08-19,19.28453826904297
2015-08-20,18.837890625
2015-08-21,18.329944610595703
2015-08-24,17.182674407958984
2015-08-25,16.560884475708008
2015-08-26,17.357833862304688
2015-08-27,17.91832733154297
2015-08-28,17.90081787109375
2015-08-31,18.1197566986084
2015-09-01,17.427900314331055
2015-09-02,17.82199478149414
2015-09-03,18.172304153442383
2015-09-04,17.72566032409668
2015-09-08,18.23360824584961
2015-09-09,18.040945053100586
2015-09-10,17.95336151123047
2015-09-11,18.347463607788086
2015-09-14,18.207334518432617
2015-09-15,18.146032333374023
2015-09-16,18.224853515625
2015-09-17,18.417516708374023
2015-09-18,18.03950309753418
2015-09-21,17.79334259033203
2015-09-22,17.274667739868164
2015-09-23,17.177968978881836
2015-09-24,17.424116134643555
2015-09-25,17.54719352722168
2015-09-28,16.729612350463867
2015-09-29,16.45709228515625
2015-09-30,16.588956832885742
2015-10-01,16.808732986450195
2015-10-02,16.826318740844727
2015-10-05,17.564777374267578
2015-10-06,17.248289108276367
2015-10-07,17.582359313964844
2015-10-08,17.766971588134766
2015-10-09,17.687856674194336
2015-10-12,17.6702823638916
2015-10-13,17.14279556274414
2015-10-14,16.606534957885742
2015-10-15,16.79115867614746
2015-10-16,16.78236198425293
2015-10-19,16.808732986450195
2015-10-20,17.072467803955078
2015-10-21,17.098846435546875
2015-10-22,15.96478271484375
2015-10-23,16.123018264770508
2015-10-26,15.9823637008667
2015-10-27,15.859284400939941
2015-10-28,16.193355560302734
2015-10-29,15.788959503173828
2015-10-30,16.114229202270508
2015-11-02,16.166980743408203
2015-11-03,16.228513717651367
2015-11-04,16.123018264770508
2015-11-05,15.955987930297852
2015-11-06,15.745003700256348
2015-11-09,15.437310218811035
2015-11-10,15.991155624389648
2015-11-11,16.202146530151367
2015-11-12,15.753793716430664
2015-11-13,15.569175720214844
2015-11-16,16.21092987060547
2015-11-17,16.184560775756836
2015-11-18,16.676870346069336
2015-11-19,16.773569107055664
2015-11-20,16.87906265258789
2015-11-23,16.92302131652832
2015-11-24,17.151594161987305
2015-11-25,17.362585067749023
2015-11-27,17.283458709716797
2015-11-30,17.125213623046875
2015-12-01,17.274667739868164
2015-12-02,16.773569107055664
2015-12-03,16.606534957885742
2015-12-04,17.072467803955078
2015-12-07,17.03730583190918
2015-12-08,16.50984001159668
2015-12-09,15.841708183288574
2015-12-10,15.96478271484375
2015-12-11,15.584878921508789
2015-12-14,15.17846965789795
2015-12-15,15.364007949829102
2015-12-16,15.920604705810547
2015-12-17,15.68205738067627
2015-12-18,15.310997009277344
2015-12-21,15.699731826782227
2015-12-22,15.72623348236084
2015-12-23,16.01778793334961
2015-12-24,16.09731101989746
2015-12-28,15.991287231445312
2015-12-29,16.044294357299805
2015-12-30,15.885268211364746
2015-12-31,15.74390697479248
2016-01-04,15.16080093383789
2016-01-05,15.30216121673584
2016-01-06,14.966431617736816
2016-01-07,14.33031177520752
2016-01-08,14.047591209411621
2016-01-11,14.277301788330078
2016-01-12,14.339146614074707
2016-01-13,14.400994300842285
2016-01-14,14.19778823852539
2016-01-15,14.082935333251953
2016-01-19,13.844389915466309
2016-01-20,13.756038665771484
2016-01-21,14.135942459106445
2016-01-22,14.666041374206543
2016-01-25,14.056425094604492
2016-01-26,14.427498817443848
2016-01-27,14.206624984741211
2016-01-28,14.480508804321289
2016-01-29,14.807406425476074
2016-02-01,14.586525917053223
2016-02-02,14.294973373413086
2016-02-03,14.471675872802734
2016-02-04,14.604196548461914
2016-02-05,14.339146614074707
2016-02-08,13.950410842895508
2016-02-09,14.135942459106445
2016-02-10,14.445170402526855
2016-02-11,13.570508003234863
2016-02-12,14.144777297973633
2016-02-16,14.727883338928223
2016-02-17,14.674873352050781
2016-02-18,14.674873352050781
2016-02-19,14.613032341003418
2016-02-22,15.196138381958008
2016-02-23,15.151968002319336
2016-02-24,15.107793807983398
2016-02-25,15.319831848144531
2016-02-26,15.364007949829102
2016-02-29,15.187307357788086
2016-03-01,15.478856086730957
2016-03-02,15.7880859375
2016-03-03,16.044294357299805
2016-03-04,15.84109115600586
2016-03-07,15.84109115600586
2016-03-08,15.80557918548584
2016-03-09,16.01868438720703
2016-03-10,15.947644233703613
2016-03-11,16.338346481323242
2016-03-14,16.285066604614258
2016-03-15,16.21403694152832
2016-03-16,16.169633865356445
2016-03-17,16.311708450317383
2016-03-18,16.560340881347656
2016-03-21,16.249553680419922
2016-03-22,16.23179054260254
2016-03-23,15.965405464172363
2016-03-24,15.903247833251953
2016-03-28,16.0897216796875
2016-03-29,16.436023712158203
2016-03-30,16.34722328186035
2016-03-31,16.61360740661621
2016-04-01,16.356101989746094
2016-04-04,15.2816801071167
2016-04-05,15.592462539672852
2016-04-06,15.965405464172363
2016-04-07,15.734538078308105
2016-04-08,15.80557918548584
2016-04-11,15.610221862792969
2016-04-12,15.832213401794434
2016-04-13,16.23179054260254
2016-04-14,16.276182174682617
2016-04-15,16.560340881347656
2016-04-18,16.436023712158203
2016-04-19,16.5692138671875
2016-04-20,17.030954360961914
2016-04-21,16.98655128479004
2016-04-22,16.91551971435547
2016-04-25,16.702404022216797
2016-04-26,16.85335922241211
2016-04-27,17.030954360961914
2016-04-28,16.444902420043945
2016-04-29,16.329465866088867
2016-05-02,16.37386131286621
2016-05-03,16.16075897216797
2016-05-04,16.249553680419922
2016-05-05,16.15187644958496
2016-05-06,16.187393188476562
2016-05-09,16.23179054260254
2016-05-10,16.196277618408203
2016-05-11,16.11635398864746
2016-05-12,16.15187644958496
2016-05-13,15.965405464172363
2016-05-16,16.169633865356445
2016-05-17,16.13412094116211
2016-05-18,16.009807586669922
2016-05-19,15.796697616577148
2016-05-20,16.036439895629883
2016-05-23,15.823331832885742
2016-05-24,16.631376266479492
2016-05-25,16.604732513427734
2016-05-26,16.746807098388672
2016-05-27,16.746807098388672
2016-05-31,16.65801239013672
2016-06-01,16.75568389892578
2016-06-02,16.773448944091797
2016-06-03,16.684648513793945
2016-06-06,16.604732513427734
2016-06-07,17.2828369140625
2016-06-08,17.577281951904297
2016-06-09,17.470212936401367
2016-06-10,17.149009704589844
2016-06-13,16.801027297973633
2016-06-14,16.586894989013672
2016-06-15,16.7028751373291
2016-06-16,16.65826416015625
2016-06-17,16.997325897216797
2016-06-20,17.03300666809082
2016-06-21,17.04193878173828
2016-06-22,16.836721420288086
2016-06-23,17.095470428466797
2016-06-24,16.417360305786133
2016-06-27,16.069385528564453
2016-06-28,16.560115814208984
2016-06-29,16.952713012695312
2016-06-30,17.389907836914062
2016-07-01,17.3809871673584
2016-07-05,17.193620681762695
2016-07-06,17.541587829589844
2016-07-07,17.818195343017578
2016-07-08,18.273239135742188
2016-07-11,18.21078109741211
2016-07-12,18.282163619995117
2016-07-13,18.228633880615234
2016-07-14,18.175092697143555
2016-07-15,18.175092697143555
2016-07-18,18.255386352539062
2016-07-19,18.175092697143555
2016-07-20,18.219697952270508
2016-07-21,19.19225311279297
2016-07-22,19.495622634887695
2016-07-25,19.575923919677734
2016-07-26,19.71867561340332
2016-07-27,19.727596282958984
2016-07-28,19.379619598388672
2016-07-29,18.897815704345703
2016-08-01,19.129791259765625
2016-08-02,18.692590713500977
2016-08-03,18.746126174926758
2016-08-04,18.772891998291016
2016-08-05,19.21902084350586
2016-08-08,18.969188690185547
2016-08-09,18.995962142944336
2016-08-10,18.933500289916992
2016-08-11,19.085180282592773
2016-08-12,18.87104034423828
2016-08-15,19.11194610595703
2016-08-16,19.058414459228516
2016-08-17,18.79966163635254
2016-08-18,18.862119674682617
2016-08-19,18.906728744506836
2016-08-22,19.02271842956543
2016-08-23,19.566997528076172
2016-08-24,19.245790481567383
2016-08-25,19.245790481567383
2016-08-26,18.906728744506836
2016-08-29,18.897815704345703
2016-08-30,19.058414459228516
2016-08-31,19.067331314086914
2016-09-01,18.826425552368164
2016-09-02,18.630138397216797
2016-09-06,18.594449996948242
2016-09-07,18.80858039855957
2016-09-08,18.630138397216797
2016-09-09,17.880645751953125
2016-09-12,18.032325744628906
2016-09-13,17.69327735900879
2016-09-14,17.73788070678711
2016-09-15,17.836036682128906
2016-09-16,17.540260314941406
2016-09-19,17.809141159057617
2016-09-20,17.289308547973633
2016-09-21,17.3968563079834
2016-09-22,17.800186157226562
2016-09-23,17.755367279052734
2016-09-26,17.71951675415039
2016-09-27,17.827070236206055
2016-09-28,18.051145553588867
2016-09-29,17.755367279052734
2016-09-30,17.961515426635742
2016-10-03,17.961515426635742
2016-10-04,18.006328582763672
2016-10-05,18.32899284362793
2016-10-06,18.230403900146484
2016-10-07,17.871891021728516
2016-10-10,17.86292266845703
2016-10-11,17.638851165771484
2016-10-12,17.70158576965332
2016-10-13,17.387893676757812
2016-10-14,17.41478157043457
2016-10-17,17.387893676757812
2016-10-18,17.755367279052734
2016-10-19,17.818115234375
2016-10-20,17.208633422851562
2016-10-21,17.083158493041992
2016-10-24,17.110050201416016
