Date,A
2015-07-01,35.96335220336914
2015-07-02,36.25648498535156
2015-07-06,36.05495834350586
2015-07-07,36.4488410949707
2015-07-08,35.496185302734375
2015-07-09,35.65190505981445
2015-07-10,36.09160232543945
2015-07-13,36.60457229614258
2015-07-14,37.090091705322266
2015-07-15,36.76029586791992
2015-07-16,36.95265197753906
2015-07-17,36.595420837402344
2015-07-20,36.69617462158203
2015-07-21,36.24732208251953
2015-07-22,36.943504333496094
2015-07-23,36.87022399902344
2015-07-24,36.0091438293457
2015-07-27,36.28396987915039
2015-07-28,37.05343246459961
2015-07-29,37.007625579833984
2015-07-30,37.52976608276367
2015-07-31,37.51144790649414
2015-08-03,37.55724334716797
2015-08-04,37.20915222167969
2015-08-05,37.30076217651367
2015-08-06,36.75114059448242
2015-08-07,36.6320686340332
2015-08-10,37.07172775268555
2015-08-11,36.10991668701172
2015-08-12,35.62442398071289
2015-08-13,35.32213592529297
2015-08-14,35.40456771850586
2015-08-17,35.560302734375
2015-08-18,35.743507385253906
2015-08-19,35.17557144165039
2015-08-20,34.36029052734375
2015-08-21,33.18778610229492
2015-08-24,31.767921447753906
2015-08-25,31.474803924560547
2015-08-26,32.629005432128906
2015-08-27,33.5633659362793
2015-08-28,33.44426345825195
2015-08-31,33.26106643676758
2015-09-01,31.832046508789062
2015-09-02,32.54655075073242
2015-09-03,32.74808120727539
2015-09-04,32.116024017333984
2015-09-08,33.169456481933594
2015-09-09,32.555721282958984
2015-09-10,32.84886169433594
2015-09-11,32.94044876098633
2015-09-14,32.564884185791016
2015-09-15,33.1144905090332
2015-09-16,33.453433990478516
2015-09-17,33.34351348876953
2015-09-18,32.73893356323242
2015-09-21,32.693119049072266
2015-09-22,32.10688018798828
2015-09-23,32.015254974365234
2015-09-24,31.648841857910156
2015-09-25,31.648841857910156
2015-09-28,30.656675338745117
2015-09-29,30.9965763092041
2015-09-30,31.538602828979492
2015-10-01,30.9965763092041
2015-10-02,31.850963592529297
2015-10-05,32.46648406982422
2015-10-06,32.06226348876953
2015-10-07,32.65020751953125
2015-10-08,33.08200454711914
2015-10-09,33.28411865234375
2015-10-12,33.06362533569336
2015-10-13,32.7328987121582
2015-10-14,32.200069427490234
2015-10-15,32.68698501586914
2015-10-16,32.87071228027344
2015-10-19,33.28411865234375
2015-10-20,33.366798400878906
2015-10-21,32.98094940185547
2015-10-22,33.155494689941406
2015-10-23,34.09255599975586
2015-10-26,33.83533477783203
2015-10-27,34.03744125366211
2015-10-28,34.46923065185547
2015-10-29,34.63459014892578
2015-10-30,34.689697265625
2015-11-02,35.45222091674805
2015-11-03,35.15824508666992
2015-11-04,35.222557067871094
2015-11-05,35.185791015625
2015-11-06,35.03882598876953
2015-11-09,34.836700439453125
2015-11-10,34.8918342590332
2015-11-11,34.59784698486328
2015-11-12,34.4416618347168
2015-11-13,33.780216217041016
2015-11-16,34.294677734375
2015-11-17,35.259300231933594
2015-11-18,36.14125061035156
2015-11-19,35.369544982910156
2015-11-20,36.08610916137695
2015-11-23,36.775146484375
2015-11-24,37.36310577392578
2015-11-25,37.97862243652344
2015-11-27,38.5573844909668
2015-11-30,38.41958999633789
2015-12-01,37.72138214111328
2015-12-02,37.13343048095703
2015-12-03,36.885372161865234
2015-12-04,37.75813293457031
2015-12-07,37.39065170288086
2015-12-08,37.82243728637695
2015-12-09,37.647884368896484
2015-12-10,37.89593505859375
2015-12-11,36.92212677001953
2015-12-14,36.97724151611328
2015-12-15,37.491722106933594
2015-12-16,38.061302185058594
2015-12-17,37.46414566040039
2015-12-18,36.83945083618164
2015-12-21,37.510093688964844
2015-12-22,37.86838150024414
2015-12-23,38.373653411865234
2015-12-24,38.71357345581055
2015-12-28,38.382850646972656
2015-12-29,38.91568374633789
2015-12-30,38.74113464355469
2015-12-31,38.51545333862305
2016-01-04,37.48368453979492
2016-01-05,37.35472869873047
2016-01-06,37.520545959472656
2016-01-07,35.92685317993164
2016-01-08,35.54916000366211
2016-01-11,34.95038604736328
2016-01-12,35.180694580078125
2016-01-13,33.95549392700195
2016-01-14,34.64638900756836
2016-01-15,34.18578338623047
2016-01-19,34.268699645996094
2016-01-20,34.3239631652832
2016-01-21,34.29632568359375
2016-01-22,34.98723220825195
2016-01-25,34.64638900756836
2016-01-26,34.55427551269531
2016-01-27,34.130496978759766
2016-01-28,33.26458740234375
2016-01-29,34.6832389831543
2016-02-01,34.7200813293457
2016-02-02,34.14894104003906
2016-02-03,34.25947570800781
2016-02-04,34.47135543823242
2016-02-05,33.20009994506836
2016-02-08,32.057804107666016
2016-02-09,32.58290481567383
2016-02-10,33.02507019042969
2016-02-11,32.54605484008789
2016-02-12,33.36592102050781
2016-02-16,34.15814208984375
2016-02-17,34.885894775390625
2016-02-18,34.25947570800781
2016-02-19,34.48979568481445
2016-02-22,35.03329849243164
2016-02-23,34.241065979003906
2016-02-24,34.52663803100586
2016-02-25,34.664817810058594
2016-02-26,34.62796401977539
2016-02-29,34.40687561035156
2016-03-01,35.54916000366211
2016-03-02,35.96371841430664
2016-03-03,36.11109924316406
2016-03-04,36.24006271362305
2016-03-07,36.322975158691406
2016-03-08,35.08858108520508
2016-03-09,35.12540817260742
2016-03-10,34.98723220825195
2016-03-11,36.13873291015625
2016-03-14,35.945281982421875
2016-03-15,35.27280807495117
2016-03-16,35.908424377441406
2016-03-17,36.19400405883789
2016-03-18,37.02309799194336
2016-03-21,36.52564239501953
2016-03-22,36.737510681152344
2016-03-23,36.35982131958008
2016-03-24,36.322975158691406
2016-03-28,36.405887603759766
2016-03-29,36.995452880859375
2016-03-30,36.958614349365234
2016-03-31,36.709877014160156
2016-04-01,37.24110412597656
2016-04-04,36.96394348144531
2016-04-05,36.27103805541992
2016-04-06,37.17643356323242
2016-04-07,36.46505355834961
2016-04-08,36.52973556518555
2016-04-11,36.40961837768555
2016-04-12,36.72373962402344
2016-04-13,37.59217071533203
2016-04-14,37.675331115722656
2016-04-15,37.795413970947266
2016-04-18,38.16496276855469
2016-04-19,38.24812316894531
2016-04-20,38.35898971557617
2016-04-21,38.7377815246582
2016-04-22,38.6176643371582
2016-04-25,38.46060562133789
2016-04-26,38.17421340942383
2016-04-27,38.4144172668457
2016-04-28,38.04487228393555
2016-04-29,37.804664611816406
2016-05-02,38.534523010253906
2016-05-03,38.10030746459961
2016-05-04,37.43511199951172
2016-05-05,37.841617584228516
2016-05-06,38.27583694458008
2016-05-09,38.183448791503906
2016-05-10,38.802433013916016
2016-05-11,39.227420806884766
2016-05-12,39.476863861083984
2016-05-13,39.375247955322266
2016-05-16,39.670867919921875
2016-05-17,41.02896499633789
2016-05-18,40.94581604003906
2016-05-19,41.167537689208984
2016-05-20,41.472408294677734
2016-05-23,41.17677688598633
2016-05-24,41.60176467895508
2016-05-25,41.96207046508789
2016-05-26,42.045204162597656
2016-05-27,42.33163070678711
2016-05-31,42.396278381347656
2016-06-01,42.451717376708984
2016-06-02,42.4055290222168
2016-06-03,42.239234924316406
2016-06-06,42.368568420410156
2016-06-07,42.266937255859375
2016-06-08,42.63648986816406
2016-06-09,42.58106231689453
2016-06-10,41.90664291381836
2016-06-13,41.50012969970703
2016-06-14,41.490901947021484
2016-06-15,41.51860427856445
2016-06-16,41.91587829589844
2016-06-17,41.90664291381836
2016-06-20,42.62724685668945
2016-06-21,42.645729064941406
2016-06-22,42.525630950927734
2016-06-23,43.12614822387695
2016-06-24,40.761051177978516
2016-06-27,39.042640686035156
2016-06-28,39.827938079833984
2016-06-29,40.42845916748047
2016-06-30,41.09075164794922
2016-07-01,41.313072204589844
2016-07-05,40.52571487426758
