Date,MTCH
2015-07-01,20.99734115600586
2015-07-02,21.22819709777832
2015-07-06,20.929134368896484
2015-07-07,20.892410278320312
2015-07-08,20.724512100219727
2015-07-09,20.95536994934082
2015-07-10,21.144250869750977
2015-07-13,21.661052703857422
2015-07-14,22.19097137451172
2015-07-15,21.561365127563477
2015-07-16,21.710895538330078
2015-07-17,22.02045249938965
2015-07-20,22.05980110168457
2015-07-21,21.818452835083008
2015-07-22,21.826324462890625
2015-07-23,21.61383056640625
2015-07-24,21.43019676208496
2015-07-27,20.994720458984375
2015-07-28,21.144250869750977
2015-07-29,20.38347816467285
2015-07-30,20.260181427001953
2015-07-31,20.268051147460938
2015-08-03,20.00571632385254
2015-08-04,20.168365478515625
2015-08-05,20.126386642456055
2015-08-06,19.486289978027344
2015-08-07,19.544004440307617
2015-08-10,19.795846939086914
2015-08-11,19.52564239501953
2015-08-12,19.544004440307617
2015-08-13,19.39971923828125
2015-08-14,19.714519500732422
2015-08-17,19.730262756347656
2015-08-18,19.462678909301758
2015-08-19,19.31052589416504
2015-08-20,18.665180206298828
2015-08-21,18.53663444519043
2015-08-24,17.644691467285156
2015-08-25,17.639446258544922
2015-08-26,18.290040969848633
2015-08-27,18.798969268798828
2015-08-28,18.741256713867188
2015-08-31,18.311025619506836
2015-09-01,18.148378372192383
2015-09-02,18.397598266601562
2015-09-03,18.41596221923828
2015-09-04,18.06967544555664
2015-09-08,18.253313064575195
2015-09-09,18.161497116088867
2015-09-10,18.004091262817383
2015-09-11,18.0277042388916
2015-09-14,17.95162582397461
2015-09-15,18.44744110107422
2015-09-16,18.617961883544922
2015-09-17,18.594345092773438
2015-09-18,18.17198944091797
2015-09-21,17.99359893798828
2015-09-22,17.82570457458496
2015-09-23,17.85980987548828
2015-09-24,17.799468994140625
2015-09-25,17.55025291442871
2015-09-28,16.949504852294922
2015-09-29,16.928516387939453
2015-09-30,17.12264633178711
2015-10-01,17.109529495239258
2015-10-02,17.728641510009766
2015-10-05,18.059185028076172
2015-10-06,18.381860733032227
2015-10-07,18.72027015686035
2015-10-08,18.964242935180664
2015-10-09,18.678298950195312
2015-10-12,18.741256713867188
2015-10-13,18.956369400024414
2015-10-14,18.507780075073242
2015-10-15,18.565494537353516
2015-10-16,18.72289276123047
2015-10-19,18.494661331176758
2015-10-20,18.103778839111328
2015-10-21,17.66830825805664
2015-10-22,17.747005462646484
2015-10-23,18.022457122802734
2015-10-26,17.72601890563965
2015-10-27,16.939008712768555
2015-10-28,17.280048370361328
2015-10-29,17.607967376708984
2015-10-30,17.57910919189453
2015-11-02,17.440074920654297
2015-11-03,17.343008041381836
2015-11-04,17.28791618347168
2015-11-05,17.020334243774414
2015-11-06,17.419086456298828
2015-11-09,17.387603759765625
2015-11-10,17.316776275634766
2015-11-11,17.133142471313477
2015-11-12,17.114774703979492
2015-11-13,17.051815032958984
2015-11-16,16.983606338500977
2015-11-17,16.39859962463379
2015-11-18,16.31727409362793
2015-11-19,13.541626930236816
2015-11-20,13.964229583740234
2015-11-23,13.201709747314453
2015-11-24,13.063905715942383
2015-11-25,13.238456726074219
2015-11-27,13.431384086608887
2015-11-30,13.302765846252441
2015-12-01,13.073090553283691
2015-12-02,12.953661918640137
2015-12-03,11.989026069641113
2015-12-04,12.044148445129395
2015-12-07,12.17276668548584
2015-12-08,12.292197227478027
2015-12-09,12.448376655578613
2015-12-10,12.78829574584961
2015-12-11,12.714800834655762
2015-12-14,12.521873474121094
2015-12-15,12.935286521911621
2015-12-16,13.486506462097168
2015-12-17,13.119027137756348
2015-12-18,13.164961814880371
2015-12-21,12.76992130279541
2015-12-22,12.779109001159668
2015-12-23,12.889351844787598
2015-12-24,12.944473266601562
2015-12-28,12.613740921020508
2015-12-29,12.650491714477539
2015-12-30,12.494311332702637
2015-12-31,12.448376655578613
2016-01-04,12.273822784423828
2016-01-05,12.55862045288086
2016-01-06,12.78829574584961
2016-01-07,12.411629676818848
2016-01-08,12.485124588012695
2016-01-11,12.613740921020508
2016-01-12,12.457563400268555
2016-01-13,12.21410846710205
2016-01-14,11.998213768005371
2016-01-15,11.906343460083008
2016-01-19,11.492929458618164
2016-01-20,10.978458404541016
2016-01-21,10.969270706176758
2016-01-22,11.226505279541016
2016-01-25,10.996830940246582
2016-01-26,11.153009414672852
2016-01-27,10.98764419555664
2016-01-28,11.456180572509766
2016-01-29,11.529678344726562
2016-02-01,11.750164031982422
2016-02-02,11.198944091796875
2016-02-03,9.7933349609375
2016-02-04,8.966506004333496
2016-02-05,8.543904304504395
2016-02-08,8.442846298217773
2016-02-09,8.378539085388184
2016-02-10,8.635773658752441
2016-02-11,8.911383628845215
2016-02-12,9.021626472473145
2016-02-16,9.36154556274414
2016-02-17,9.288049697875977
2016-02-18,9.591221809387207
2016-02-19,9.646342277526855
2016-02-22,9.618781089782715
2016-02-23,9.508539199829102
2016-02-24,9.71983814239502
2016-02-25,9.774961471557617
2016-02-26,9.747400283813477
2016-02-29,10.00463581085205
2016-03-01,10.46398639678955
2016-03-02,10.785531997680664
2016-03-03,10.996830940246582
2016-03-04,10.583417892456055
2016-03-07,11.024391174316406
2016-03-08,10.59260368347168
2016-03-09,10.519107818603516
2016-03-10,10.372116088867188
2016-03-11,10.500734329223633
2016-03-14,10.326181411743164
2016-03-15,10.252684593200684
2016-03-16,10.418050765991211
2016-03-17,10.28943157196045
2016-03-18,9.7933349609375
2016-03-21,10.013822555541992
2016-03-22,10.05057144165039
2016-03-23,9.848457336425781
2016-03-24,10.133254051208496
2016-03-28,9.986262321472168
2016-03-29,9.977073669433594
2016-03-30,10.041383743286133
2016-03-31,10.160815238952637
2016-04-01,10.638537406921387
2016-04-04,10.427238464355469
2016-04-05,10.252684593200684
2016-04-06,10.46398639678955
2016-04-07,10.078132629394531
2016-04-08,9.591221809387207
2016-04-11,9.407480239868164
2016-04-12,9.462604522705078
2016-04-13,9.756586074829102
2016-04-14,9.958700180053711
2016-04-15,10.418050765991211
2016-04-18,10.693660736083984
2016-04-19,10.551260948181152
2016-04-20,10.790122985839844
2016-04-21,10.794717788696289
2016-04-22,10.776344299316406
2016-04-25,10.721221923828125
2016-04-26,10.748781204223633
2016-04-27,10.629351615905762
2016-04-28,10.509919166564941
2016-04-29,10.47317123413086
2016-05-02,10.372116088867188
2016-05-03,10.252684593200684
2016-05-04,11.768538475036621
2016-05-05,11.832847595214844
2016-05-06,11.529678344726562
2016-05-09,12.117644309997559
2016-05-10,13.091465950012207
2016-05-11,13.357888221740723
2016-05-12,13.36707592010498
2016-05-13,13.238456726074219
2016-05-16,13.137401580810547
2016-05-17,13.3119535446167
2016-05-18,12.687238693237305
2016-05-19,12.347318649291992
2016-05-20,12.806668281555176
2016-05-23,12.90772533416748
2016-05-24,12.898537635803223
2016-05-25,13.091465950012207
2016-05-26,12.531060218811035
2016-05-27,12.79748249053955
2016-05-31,12.861790657043457
2016-06-01,12.35650634765625
2016-06-02,12.439189910888672
2016-06-03,12.136019706726074
2016-06-06,12.319757461547852
2016-06-07,12.678050994873047
2016-06-08,12.8526029586792
2016-06-09,13.514067649841309
2016-06-10,13.357888221740723
2016-06-13,13.063905715942383
2016-06-14,14.570571899414062
2016-06-15,14.221467018127441
2016-06-16,13.688620567321777
2016-06-17,13.59675121307373
2016-06-20,13.569188117980957
2016-06-21,13.90910816192627
2016-06-22,14.065287590026855
2016-06-23,14.331711769104004
2016-06-24,13.413010597229004
2016-06-27,12.916913986206055
2016-06-28,13.008782386779785
2016-06-29,13.385449409484863
2016-06-30,13.84939193725586
2016-07-01,14.276588439941406
2016-07-05,13.771302223205566
2016-07-06,13.881547927856445
2016-07-07,13.605937957763672
2016-07-08,13.64268684387207
2016-07-11,13.789677619934082
2016-07-12,14.414393424987793
2016-07-13,14.469514846801758
2016-07-14,14.451139450073242
2016-07-15,14.87374496459961
2016-07-18,15.094231605529785
2016-07-19,15.553577423095703
2016-07-20,15.029922485351562
2016-07-21,14.781872749328613
2016-07-22,14.680814743041992
2016-07-25,14.726751327514648
2016-07-26,15.28715705871582
2016-07-27,14.405205726623535
2016-07-28,13.84479808807373
2016-07-29,14.469514846801758
2016-08-01,14.699189186096191
2016-08-02,14.12040901184082
2016-08-03,14.30414867401123
2016-08-04,14.414393424987793
2016-08-05,14.616507530212402
2016-08-08,14.928864479064941
2016-08-09,15.158539772033691
2016-08-10,15.47089958190918
2016-08-11,14.965611457824707
2016-08-12,14.717564582824707
2016-08-15,14.598134994506836
2016-08-16,14.019352912902832
2016-08-17,13.7345552444458
2016-08-18,13.532441139221191
2016-08-19,14.598134994506836
2016-08-22,14.699189186096191
2016-08-23,14.515449523925781
2016-08-24,14.39601993560791
2016-08-25,14.39601993560791
2016-08-26,13.872360229492188
2016-08-29,14.313335418701172
2016-08-30,14.561384201049805
2016-08-31,14.87374496459961
2016-09-01,14.588947296142578
2016-09-02,14.73593807220459
2016-09-06,14.864555358886719
2016-09-07,14.818619728088379
2016-09-08,14.515449523925781
2016-09-09,13.982604026794434
2016-09-12,14.294961929321289
2016-09-13,14.230652809143066
2016-09-14,14.340896606445312
2016-09-15,14.39601993560791
2016-09-16,14.50626277923584
2016-09-19,14.487889289855957
2016-09-20,14.662442207336426
2016-09-21,15.28715705871582
2016-09-22,16.187482833862305
2016-09-23,16.159921646118164
2016-09-26,16.23341941833496
2016-09-27,16.25179100036621
2016-09-28,16.23341941833496
2016-09-29,16.31610107421875
2016-09-30,16.34366226196289
2016-10-03,16.25179100036621
2016-10-04,15.838376998901367
2016-10-05,16.187482833862305
2016-10-06,16.04967498779297
2016-10-07,15.820001602172852
2016-10-10,16.28853988647461
