Date,TFC
2015-07-01,26.833908081054688
2015-07-02,26.40235710144043
2015-07-06,26.389284133911133
2015-07-07,26.37620735168457
2015-07-08,26.0296688079834
2015-07-09,26.27159309387207
2015-07-10,26.611602783203125
2015-07-13,26.866596221923828
2015-07-14,26.95160484313965
2015-07-15,27.193523406982422
2015-07-16,27.167375564575195
2015-07-17,26.709672927856445
2015-07-20,26.92544174194336
2015-07-21,26.984304428100586
2015-07-22,27.200063705444336
2015-07-23,27.108531951904297
2015-07-24,26.670446395874023
2015-07-27,26.45467185974121
2015-07-28,26.415443420410156
2015-07-29,26.55274772644043
2015-07-30,26.55274772644043
2015-07-31,26.330446243286133
2015-08-03,26.363136291503906
2015-08-04,26.572364807128906
2015-08-05,26.722759246826172
2015-08-06,26.605064392089844
2015-08-07,26.33698272705078
2015-08-10,26.78813934326172
2015-08-11,26.291210174560547
2015-08-12,25.876502990722656
2015-08-13,26.126651763916016
2015-08-14,26.534767150878906
2015-08-17,26.45577621459961
2015-08-18,26.38995361328125
2015-08-19,26.054235458374023
2015-08-20,25.402551651000977
2015-08-21,24.7508602142334
2015-08-24,23.414588928222656
2015-08-25,22.894554138183594
2015-08-26,23.908281326293945
2015-08-27,24.507307052612305
2015-08-28,24.421730041503906
2015-08-31,24.30324363708496
2015-09-01,23.25660514831543
2015-09-02,23.618650436401367
2015-09-03,24.013607025146484
2015-09-04,23.612070083618164
2015-09-08,24.17817497253418
2015-09-09,23.875370025634766
2015-09-10,24.145263671875
2015-09-11,23.987276077270508
2015-09-14,24.0662784576416
2015-09-15,24.408571243286133
2015-09-16,24.408571243286133
2015-09-17,23.802955627441406
2015-09-18,23.236848831176758
2015-09-21,23.5264892578125
2015-09-22,23.203935623168945
2015-09-23,23.190773010253906
2015-09-24,23.072288513183594
2015-09-25,23.48699378967285
2015-09-28,22.940628051757812
2015-09-29,23.151277542114258
2015-09-30,23.43433380126953
2015-10-01,23.454082489013672
2015-10-02,23.533071517944336
2015-10-05,24.072851181030273
2015-10-06,23.97410011291504
2015-10-07,24.23084259033203
2015-10-08,24.296669006347656
2015-10-09,24.053104400634766
2015-10-12,24.165010452270508
2015-10-13,23.84246253967285
2015-10-14,23.533071517944336
2015-10-15,24.263744354248047
2015-10-16,24.02018928527832
2015-10-19,23.862199783325195
2015-10-20,24.191333770751953
2015-10-21,23.8819580078125
2015-10-22,24.30324363708496
2015-10-23,24.790363311767578
2015-10-26,24.546804428100586
2015-10-27,24.296669006347656
2015-10-28,25.0273380279541
2015-10-29,24.85618782043457
2015-10-30,24.454641342163086
2015-11-02,24.88251495361328
2015-11-03,24.86935806274414
2015-11-04,24.895689010620117
2015-11-05,25.112913131713867
2015-11-06,25.698776245117188
2015-11-09,25.442049026489258
2015-11-10,25.408910751342773
2015-11-11,25.395648956298828
2015-11-12,25.05093765258789
2015-11-13,24.759260177612305
2015-11-16,25.137123107910156
2015-11-17,25.057559967041016
2015-11-18,25.422155380249023
2015-11-19,25.548114776611328
2015-11-20,25.621028900146484
2015-11-23,25.700584411621094
2015-11-24,25.51496696472168
2015-11-25,25.508333206176758
2015-11-27,25.627666473388672
2015-11-30,25.60114288330078
2015-12-01,25.83315086364746
2015-12-02,25.51496696472168
2015-12-03,25.11060333251953
2015-12-04,25.819896697998047
2015-12-07,25.6541748046875
2015-12-08,25.123863220214844
2015-12-09,24.68634605407715
2015-12-10,24.898475646972656
2015-12-11,24.401309967041016
2015-12-14,24.46759605407715
2015-12-15,24.978015899658203
2015-12-16,25.408910751342773
2015-12-17,25.07745933532715
2015-12-18,24.679716110229492
2015-12-21,24.71285057067871
2015-12-22,24.951509475708008
2015-12-23,25.3492431640625
2015-12-24,25.36913299560547
2015-12-28,25.249805450439453
2015-12-29,25.548114776611328
2015-12-30,25.302839279174805
2015-12-31,25.064197540283203
2016-01-04,24.29523277282715
2016-01-05,24.30186653137207
2016-01-06,23.963781356811523
2016-01-07,23.280996322631836
2016-01-08,22.777193069458008
2016-01-11,22.989322662353516
2016-01-12,23.13515853881836
2016-01-13,22.352943420410156
2016-01-14,22.55181121826172
2016-01-15,21.96845817565918
2016-01-19,21.822620391845703
2016-01-20,21.782848358154297
2016-01-21,21.066917419433594
2016-01-22,21.17961311340332
2016-01-25,20.622777938842773
2016-01-26,20.861417770385742
2016-01-27,20.98073387145996
2016-01-28,21.153093338012695
2016-01-29,21.6502628326416
2016-02-01,21.404993057250977
2016-02-02,20.934341430664062
2016-02-03,21.066917419433594
2016-02-04,21.318819046020508
2016-02-05,21.252527236938477
2016-02-08,20.76861572265625
2016-02-09,20.947593688964844
2016-02-10,20.9074764251709
2016-02-11,20.24555206298828
2016-02-12,21.114755630493164
2016-02-16,21.783361434936523
2016-02-17,22.01068878173828
2016-02-18,21.56940460205078
2016-02-19,21.649642944335938
2016-02-22,22.04412269592285
2016-02-23,21.46242332458496
2016-02-24,21.395565032958984
2016-02-25,21.723186492919922
2016-02-26,22.26476287841797
2016-02-29,21.50254249572754
2016-03-01,22.365053176879883
2016-03-02,22.60575294494629
