Date,ROK
2015-07-01,102.38753509521484
2015-07-02,102.27401733398438
2015-07-06,101.69828033447266
2015-07-07,101.51992797851562
2015-07-08,97.88725280761719
2015-07-09,98.51158905029297
2015-07-10,99.06300354003906
2015-07-13,100.87122344970703
2015-07-14,101.35774230957031
2015-07-15,99.64680480957031
2015-07-16,100.14144134521484
2015-07-17,100.33604431152344
2015-07-20,100.04415893554688
2015-07-21,97.96022033691406
2015-07-22,97.54670715332031
2015-07-23,95.60061645507812
2015-07-24,95.29248046875
2015-07-27,94.31945037841797
2015-07-28,96.6790542602539
2015-07-29,94.35189819335938
2015-07-30,94.95195770263672
2015-07-31,94.69244384765625
2015-08-03,93.5005111694336
2015-08-04,93.21669006347656
2015-08-05,94.08429718017578
2015-08-06,94.40055847167969
2015-08-07,93.97891235351562
2015-08-10,96.44390106201172
2015-08-11,94.66001892089844
2015-08-12,93.93025970458984
2015-08-13,93.93024444580078
2015-08-14,94.72935485839844
2015-08-17,95.40617370605469
2015-08-18,94.32982635498047
2015-08-19,92.96802520751953
2015-08-20,90.70110321044922
2015-08-21,88.83374786376953
2015-08-24,85.75955963134766
2015-08-25,84.45486450195312
2015-08-26,87.3333740234375
2015-08-27,90.69296264648438
2015-08-28,91.05992126464844
2015-08-31,91.19037628173828
2015-09-01,87.7003173828125
2015-09-02,88.35265350341797
2015-09-03,88.0591049194336
2015-09-04,86.64837646484375
2015-09-08,89.38825988769531
2015-09-09,86.59130096435547
2015-09-10,85.74324798583984
2015-09-11,86.35482025146484
2015-09-14,85.57200622558594
2015-09-15,86.88485717773438
2015-09-16,87.7247543334961
2015-09-17,86.30590057373047
2015-09-18,84.63426208496094
2015-09-21,84.81366729736328
2015-09-22,84.07160949707031
2015-09-23,82.68538665771484
2015-09-24,82.39996337890625
2015-09-25,81.7720718383789
2015-09-28,81.46221160888672
2015-09-29,81.83731842041016
2015-09-30,82.7424545288086
2015-10-01,81.83731842041016
2015-10-02,83.50894165039062
2015-10-05,84.82996368408203
2015-10-06,85.0745849609375
2015-10-07,84.0879135131836
2015-10-08,85.96342468261719
2015-10-09,86.09388732910156
2015-10-12,86.04496765136719
2015-10-13,85.24584197998047
2015-10-14,84.68317413330078
2015-10-15,85.81663513183594
2015-10-16,85.03382110595703
2015-10-19,84.12052917480469
2015-10-20,85.09089660644531
2015-10-21,84.74024963378906
2015-10-22,87.29255676269531
2015-10-23,88.099853515625
2015-10-26,87.71661376953125
2015-10-27,85.81663513183594
2015-10-28,88.65437316894531
2015-10-29,88.52388000488281
2015-10-30,89.01315307617188
2015-11-02,90.15473937988281
2015-11-03,89.81229400634766
2015-11-04,89.39639282226562
2015-11-05,88.84188842773438
2015-11-06,88.8826904296875
2015-11-09,87.89600372314453
2015-11-10,84.9522933959961
2015-11-11,84.73210144042969
2015-11-12,83.4844970703125
2015-11-13,83.69650268554688
2015-11-16,85.33555603027344
2015-11-17,84.03084564208984
2015-11-18,86.49344635009766
2015-11-19,86.83418273925781
2015-11-20,86.35797882080078
2015-11-23,85.77503204345703
2015-11-24,85.39736938476562
2015-11-25,86.31693267822266
2015-11-27,87.86051940917969
2015-11-30,87.39250946044922
2015-12-01,87.78659057617188
2015-12-02,86.43187713623047
2015-12-03,85.45482635498047
2015-12-04,87.63063049316406
2015-12-07,87.7209243774414
2015-12-08,85.31522369384766
2015-12-09,85.23313903808594
2015-12-10,85.14282989501953
2015-12-11,83.40220642089844
2015-12-14,84.84724426269531
2015-12-15,83.36936950683594
2015-12-16,84.8801040649414
2015-12-17,82.12136840820312
2015-12-18,81.79296875
2015-12-21,82.72071075439453
2015-12-22,83.75525665283203
2015-12-23,85.55335235595703
2015-12-24,85.2413558959961
2015-12-28,84.75695037841797
2015-12-29,86.17737579345703
