Date,CI
2023-11-01,295.2545166015625
2023-11-02,304.30078125
2023-11-03,296.4377746582031
2023-11-06,292.8020935058594
2023-11-07,281.5323486328125
2023-11-08,281.8377685546875
2023-11-09,275.6924133300781
2023-11-10,279.7956237792969
2023-11-13,280.6639709472656
2023-11-14,276.808837890625
2023-11-15,270.0337219238281
2023-11-16,269.3275146484375
2023-11-17,269.6329040527344
2023-11-20,271.2932434082031
2023-11-21,273.38311767578125
2023-11-22,275.11981201171875
2023-11-24,274.680908203125
2023-11-27,273.16363525390625
2023-11-28,272.9918518066406
2023-11-29,250.84371948242188
2023-11-30,250.8532257080078
2023-12-01,256.7122802734375
2023-12-04,250.88189697265625
2023-12-05,247.14280700683594
2023-12-06,246.86476135253906
2023-12-07,247.2962188720703
2023-12-08,248.12069702148438
2023-12-11,289.50933837890625
2023-12-12,284.4663391113281
2023-12-13,284.9169616699219
2023-12-14,286.3167724609375
2023-12-15,278.51263427734375
2023-12-18,280.0178527832031
2023-12-19,282.1750183105469
2023-12-20,283.641845703125
2023-12-21,284.9745178222656
2023-12-22,285.7894592285156
2023-12-26,287.73565673828125
2023-12-27,286.7961120605469
2023-12-28,287.0453796386719
2023-12-29,287.09332275390625
2024-01-02,297.3038635253906
2024-01-03,291.129638671875
2024-01-04,293.5839538574219
2024-01-05,300.6498107910156
2024-01-08,300.68817138671875
2024-01-09,299.95953369140625
2024-01-10,295.02203369140625
2024-01-11,294.7057189941406
2024-01-12,292.42388916015625
2024-01-16,294.2742614746094
2024-01-17,295.750732421875
2024-01-18,296.325927734375
2024-01-19,289.5956115722656
2024-01-22,292.4429931640625
2024-01-23,291.8390808105469
2024-01-24,291.9349365234375
2024-01-25,286.2496337890625
2024-01-26,285.5306396484375
2024-01-29,286.5467834472656
2024-01-30,286.61395263671875
2024-01-31,288.53143310546875
2024-02-01,294.6385192871094
2024-02-02,310.4768371582031
2024-02-05,308.01287841796875
2024-02-06,314.0625
2024-02-07,316.90997314453125
2024-02-08,318.5782165527344
2024-02-09,321.1092224121094
2024-02-12,323.33349609375
2024-02-13,323.4964904785156
2024-02-14,324.6373291015625
2024-02-15,325.2030334472656
2024-02-16,327.01507568359375
2024-02-20,327.26434326171875
2024-02-21,329.2105407714844
2024-02-22,328.0408935546875
2024-02-23,330.0350341796875
2024-02-26,328.1846923828125
2024-02-27,326.67950439453125
2024-02-28,321.30096435546875
2024-02-29,322.2693786621094
2024-03-01,319.2205505371094
2024-03-04,322.902099609375
2024-03-05,320.3315734863281
2024-03-06,327.1573791503906
2024-03-07,329.96856689453125
2024-03-08,329.0539855957031
2024-03-11,329.51605224609375
2024-03-12,331.12384033203125
2024-03-13,335.7257385253906
2024-03-14,336.4862976074219
2024-03-15,338.9316101074219
2024-03-18,339.4900207519531
2024-03-19,339.23974609375
2024-03-20,340.64532470703125
2024-03-21,340.5393981933594
2024-03-22,338.67169189453125
2024-03-25,342.30120849609375
2024-03-26,344.4000244140625
2024-03-27,349.80096435546875
2024-03-28,349.6565856933594
2024-04-01,350.5133361816406
2024-04-02,349.5602722167969
2024-04-03,347.61553955078125
2024-04-04,346.9416809082031
2024-04-05,348.94415283203125
2024-04-08,344.6406555175781
2024-04-09,344.1593017578125
2024-04-10,344.5058898925781
2024-04-11,339.9232482910156
2024-04-12,336.8039855957031
2024-04-15,335.8990478515625
2024-04-16,333.9254150390625
2024-04-17,333.18408203125
2024-04-18,335.78350830078125
2024-04-19,339.2590026855469
2024-04-22,340.01953125
2024-04-23,339.50927734375
2024-04-24,339.1531066894531
2024-04-25,341.29998779296875
2024-04-26,341.261474609375
2024-04-29,343.1581115722656
2024-04-30,343.7357177734375
2024-05-01,343.8704528808594
2024-05-02,331.6629638671875
2024-05-03,328.77471923828125
2024-05-06,329.65087890625
2024-05-07,333.78106689453125
2024-05-08,334.4068298339844
2024-05-09,337.891845703125
2024-05-10,335.4080810546875
2024-05-13,336.1300964355469
2024-05-14,333.5114440917969
2024-05-15,330.4884338378906
2024-05-16,326.6182861328125
2024-05-17,326.0887451171875
2024-05-20,320.94769287109375
2024-05-21,323.8455505371094
2024-05-22,323.93218994140625
2024-05-23,325.24151611328125
2024-05-24,320.2160339355469
2024-05-28,320.79364013671875
2024-05-29,320.5145263671875
2024-05-30,318.666015625
