Date,TXT
2015-07-01,44.709999084472656
2015-07-02,44.4900016784668
2015-07-06,44.36000061035156
2015-07-07,44.209999084472656
2015-07-08,42.959999084472656
2015-07-09,43.689998626708984
2015-07-10,43.68000030517578
2015-07-13,44.25
2015-07-14,44.33000183105469
2015-07-15,43.4900016784668
2015-07-16,44.029998779296875
2015-07-17,43.810001373291016
2015-07-20,43.72999954223633
2015-07-21,43.060001373291016
2015-07-22,42.04999923706055
2015-07-23,41.689998626708984
2015-07-24,41.11000061035156
2015-07-27,40.529998779296875
2015-07-28,42.869998931884766
2015-07-29,44.0
2015-07-30,44.18000030517578
2015-07-31,43.70000076293945
2015-08-03,43.2400016784668
2015-08-04,43.13999938964844
2015-08-05,43.2599983215332
2015-08-06,42.90999984741211
2015-08-07,42.45000076293945
2015-08-10,43.849998474121094
2015-08-11,42.959999084472656
2015-08-12,42.529998779296875
2015-08-13,42.970001220703125
2015-08-14,43.56999969482422
2015-08-17,43.709999084472656
2015-08-18,43.689998626708984
2015-08-19,43.400001525878906
2015-08-20,41.72999954223633
2015-08-21,39.7599983215332
2015-08-24,38.38999938964844
2015-08-25,37.0
2015-08-26,38.0
2015-08-27,39.40999984741211
2015-08-28,39.709999084472656
2015-08-31,38.79999923706055
2015-09-01,37.16999816894531
2015-09-02,38.58000183105469
2015-09-03,38.79999923706055
2015-09-04,38.650001525878906
2015-09-08,40.2599983215332
2015-09-09,40.27000045776367
2015-09-10,40.380001068115234
2015-09-11,40.5099983215332
2015-09-14,40.31999969482422
2015-09-15,40.93000030517578
2015-09-16,41.220001220703125
2015-09-17,40.66999816894531
2015-09-18,39.58000183105469
2015-09-21,39.560001373291016
2015-09-22,38.529998779296875
2015-09-23,38.08000183105469
2015-09-24,38.279998779296875
2015-09-25,38.27000045776367
2015-09-28,37.4900016784668
2015-09-29,37.43000030517578
2015-09-30,37.63999938964844
2015-10-01,38.09000015258789
2015-10-02,38.43000030517578
2015-10-05,39.369998931884766
2015-10-06,39.560001373291016
2015-10-07,40.220001220703125
2015-10-08,41.099998474121094
2015-10-09,41.2599983215332
2015-10-12,41.209999084472656
2015-10-13,40.68000030517578
2015-10-14,40.08000183105469
2015-10-15,39.849998474121094
2015-10-16,39.09000015258789
2015-10-19,38.5099983215332
2015-10-20,38.79999923706055
2015-10-21,38.59000015258789
2015-10-22,39.16999816894531
2015-10-23,39.029998779296875
2015-10-26,38.81999969482422
2015-10-27,40.43000030517578
2015-10-28,41.97999954223633
2015-10-29,41.83000183105469
2015-10-30,42.16999816894531
2015-11-02,42.86000061035156
2015-11-03,42.04999923706055
2015-11-04,41.86000061035156
2015-11-05,41.970001220703125
2015-11-06,41.97999954223633
2015-11-09,41.209999084472656
2015-11-10,41.099998474121094
2015-11-11,41.18000030517578
2015-11-12,40.900001525878906
2015-11-13,41.0099983215332
2015-11-16,42.439998626708984
2015-11-17,41.790000915527344
2015-11-18,42.59000015258789
2015-11-19,43.31999969482422
2015-11-20,43.619998931884766
2015-11-23,43.40999984741211
2015-11-24,43.18000030517578
2015-11-25,43.33000183105469
2015-11-27,43.2400016784668
2015-11-30,42.66999816894531
2015-12-01,42.720001220703125
2015-12-02,41.7400016784668
2015-12-03,41.16999816894531
2015-12-04,42.08000183105469
2015-12-07,41.900001525878906
2015-12-08,41.18000030517578
2015-12-09,41.470001220703125
2015-12-10,41.599998474121094
2015-12-11,40.86000061035156
2015-12-14,41.25
2015-12-15,41.369998931884766
2015-12-16,42.61000061035156
2015-12-17,41.41999816894531
2015-12-18,41.0099983215332
2015-12-21,41.310001373291016
2015-12-22,42.06999969482422
