Date,IFF
2015-07-01,85.05709838867188
2015-07-02,85.14200592041016
2015-07-06,84.65582275390625
2015-07-07,84.62496185302734
2015-07-08,83.69119262695312
2015-07-09,84.04620361328125
2015-07-10,85.77481079101562
2015-07-13,86.93236541748047
2015-07-14,87.325927734375
2015-07-15,86.96321105957031
2015-07-16,87.47254943847656
2015-07-17,86.92463684082031
2015-07-20,86.12979888916016
2015-07-21,86.1220474243164
2015-07-22,86.63912200927734
2015-07-23,86.56965637207031
2015-07-24,85.73621368408203
2015-07-27,85.74393463134766
2015-07-28,87.74264526367188
2015-07-29,88.41402435302734
2015-07-30,89.1394271850586
2015-07-31,89.20115661621094
2015-08-03,88.97737121582031
2015-08-04,89.517578125
2015-08-05,90.47445678710938
2015-08-06,89.84165954589844
2015-08-07,89.733642578125
2015-08-10,91.68602752685547
2015-08-11,88.01274108886719
2015-08-12,87.77349090576172
2015-08-13,87.37224578857422
2015-08-14,88.25196075439453
2015-08-17,88.73812866210938
2015-08-18,89.15484619140625
2015-08-19,88.05903625488281
2015-08-20,86.4307632446289
2015-08-21,86.39213562011719
2015-08-24,83.34394836425781
2015-08-25,82.61082458496094
2015-08-26,84.04620361328125
2015-08-27,85.42752075195312
2015-08-28,85.628173828125
2015-08-31,84.54008483886719
2015-09-01,81.97799682617188
2015-09-02,83.72979736328125
2015-09-03,84.47061157226562
2015-09-04,82.53363800048828
2015-09-08,84.3085708618164
2015-09-09,83.90728759765625
2015-09-10,82.7188949584961
2015-09-11,82.67256164550781
2015-09-14,81.89313507080078
2015-09-15,82.05517578125
2015-09-16,83.10470581054688
2015-09-17,83.01981353759766
2015-09-18,81.16000366210938
2015-09-21,81.84680938720703
2015-09-22,81.08283996582031
2015-09-23,81.23799896240234
2015-09-24,81.3078384399414
2015-09-25,82.05264282226562
2015-09-28,78.04154205322266
2015-09-29,78.42948913574219
2015-09-30,80.11305236816406
2015-10-01,80.59403228759766
2015-10-02,82.86730194091797
2015-10-05,83.95344543457031
2015-10-06,83.77499389648438
2015-10-07,85.14822387695312
2015-10-08,84.96202850341797
2015-10-09,84.97754669189453
2015-10-12,85.4197998046875
2015-10-13,85.52839660644531
2015-10-14,85.32669830322266
2015-10-15,86.17236328125
2015-10-16,87.30506134033203
2015-10-19,87.63866424560547
2015-10-20,87.49900817871094
2015-10-21,86.7076644897461
2015-10-22,88.23606872558594
2015-10-23,88.07315826416016
2015-10-26,88.9653549194336
2015-10-27,88.2205581665039
2015-10-28,89.26016998291016
2015-10-29,89.6170654296875
2015-10-30,90.04376983642578
2015-11-02,90.03601837158203
2015-11-03,90.13687133789062
2015-11-04,90.13687133789062
2015-11-05,89.97395324707031
2015-11-06,87.82488250732422
2015-11-09,88.53089141845703
2015-11-10,88.14298248291016
2015-11-11,89.91963958740234
2015-11-12,87.88691711425781
2015-11-13,86.69991302490234
2015-11-16,88.83344268798828
2015-11-17,89.57050323486328
2015-11-18,91.11444091796875
2015-11-19,91.42477416992188
2015-11-20,90.8118667602539
2015-11-23,91.98336029052734
2015-11-24,93.17040252685547
2015-11-25,93.2945556640625
2015-11-27,92.9842300415039
2015-11-30,93.10833740234375
2015-12-01,94.65225982666016
2015-12-02,93.41868591308594
2015-12-03,92.433349609375
2015-12-04,94.07037353515625
2015-12-07,94.09364318847656
2015-12-08,93.89968872070312
2015-12-09,93.65919494628906
2015-12-10,91.78939819335938
2015-12-11,90.09030151367188
2015-12-14,90.2454833984375
2015-12-15,91.68855285644531
2015-12-16,93.83760070800781
2015-12-17,91.61870574951172
2015-12-18,89.90412139892578
2015-12-21,90.95149993896484
2015-12-22,92.72039794921875
2015-12-23,93.27387237548828
2015-12-24,93.51551055908203
2015-12-28,93.81170654296875
2015-12-29,94.41191864013672
2015-12-30,94.02217864990234
2015-12-31,93.25825500488281
2016-01-04,92.0032958984375
2016-01-05,92.7048110961914
2016-01-06,91.33291625976562
2016-01-07,90.88082122802734
2016-01-08,90.6859359741211
2016-01-11,91.68373107910156
2016-01-12,92.23714447021484
2016-01-13,90.45989990234375
2016-01-14,91.3563232421875
2016-01-15,89.88307189941406
2016-01-19,88.45661163330078
2016-01-20,87.1314468383789
2016-01-21,87.10809326171875
2016-01-22,88.91651153564453
2016-01-25,86.05577087402344
2016-01-26,87.20161437988281
2016-01-27,86.92879486083984
2016-01-28,87.4510726928711
2016-01-29,91.16924285888672
2016-02-01,92.33845520019531
2016-02-02,91.37191009521484
2016-02-03,94.00656127929688
2016-02-04,94.53663635253906
2016-02-05,93.05558013916016
2016-02-08,90.89640808105469
2016-02-09,91.06790161132812
2016-02-10,89.89864349365234
2016-02-11,78.3310317993164
2016-02-12,83.21062469482422
2016-02-16,83.04693603515625
2016-02-17,82.68836212158203
2016-02-18,82.15052032470703
2016-02-19,82.15831756591797
2016-02-22,82.06477355957031
2016-02-23,80.61493682861328
2016-02-24,82.78971862792969
2016-02-25,81.86211395263672
2016-02-26,81.16057586669922
2016-02-29,80.51360321044922
2016-03-01,83.10931396484375
2016-03-02,82.48571014404297
2016-03-03,81.96343231201172
2016-03-04,82.94559478759766
2016-03-07,82.96118927001953
2016-03-08,83.53800964355469
2016-03-09,83.79524230957031
2016-03-10,83.9355697631836
2016-03-11,85.72840881347656
2016-03-14,86.00121307373047
2016-03-15,85.97782897949219
2016-03-16,86.87422180175781
2016-03-17,87.9888916015625
2016-03-18,88.61249542236328
2016-03-21,88.81517028808594
2016-03-22,89.56346893310547
2016-03-23,89.00732421875
2016-03-24,88.70186614990234
2016-03-28,89.17178344726562
2016-03-29,89.91594696044922
2016-03-30,89.75147247314453
2016-03-31,89.11699676513672
2016-04-01,91.16143798828125
2016-04-04,90.74627685546875
2016-04-05,90.34678649902344
2016-04-06,92.48523712158203
2016-04-07,91.36507415771484
2016-04-08,92.19539642333984
2016-04-11,91.95258331298828
2016-04-12,92.84555053710938
2016-04-13,93.98133850097656
2016-04-14,93.45652770996094
2016-04-15,93.98916625976562
2016-04-18,94.96829986572266
2016-04-19,95.7829360961914
2016-04-20,93.99703216552734
2016-04-21,94.11450958251953
2016-04-22,94.6393051147461
2016-04-25,94.08316040039062
2016-04-26,94.28683471679688
2016-04-27,94.20850372314453
2016-04-28,93.58969116210938
