Date,AWK
2015-07-01,39.773590087890625
2015-07-02,40.323631286621094
2015-07-06,40.61484146118164
2015-07-07,41.318572998046875
2015-07-08,41.39947509765625
2015-07-09,40.59056854248047
2015-07-10,41.0839958190918
2015-07-13,41.24577713012695
2015-07-14,41.40755844116211
2015-07-15,41.456085205078125
2015-07-16,41.88481521606445
2015-07-17,41.50462341308594
2015-07-20,41.545074462890625
2015-07-21,41.05973815917969
2015-07-22,41.36711883544922
2015-07-23,40.80088424682617
2015-07-24,41.205318450927734
2015-07-27,41.74729919433594
2015-07-28,41.64213562011719
2015-07-29,41.82819747924805
2015-07-30,41.73112487792969
2015-07-31,41.98996353149414
2015-08-03,42.127471923828125
2015-08-04,41.43992614746094
2015-08-05,41.73920440673828
2015-08-06,42.154502868652344
2015-08-07,42.59419250488281
2015-08-10,42.55348587036133
2015-08-11,43.25373840332031
2015-08-12,43.75859069824219
2015-08-13,44.11685562133789
2015-08-14,44.206424713134766
2015-08-17,44.52400588989258
2015-08-18,44.483280181884766
2015-08-19,44.621707916259766
2015-08-20,44.125
2015-08-21,43.986568450927734
2015-08-24,42.284767150878906
2015-08-25,41.8124885559082
2015-08-26,42.45576095581055
2015-08-27,43.27003479003906
2015-08-28,43.164180755615234
2015-08-31,42.29291534423828
2015-09-01,41.576351165771484
2015-09-02,41.861351013183594
2015-09-03,42.51276397705078
2015-09-04,41.617069244384766
2015-09-08,42.08933639526367
2015-09-09,41.698486328125
2015-09-10,41.617069244384766
2015-09-11,42.30918502807617
2015-09-14,42.53718948364258
2015-09-15,42.73261642456055
2015-09-16,43.025760650634766
2015-09-17,43.416603088378906
2015-09-18,43.56315994262695
2015-09-21,43.70973205566406
2015-09-22,43.628318786621094
2015-09-23,43.88886642456055
2015-09-24,44.271568298339844
2015-09-25,44.69499969482422
2015-09-28,44.043582916259766
2015-09-29,44.125
2015-09-30,44.849700927734375
2015-10-01,45.00440216064453
2015-10-02,45.297550201416016
2015-10-05,45.655818939208984
2015-10-06,45.28940963745117
2015-10-07,45.069541931152344
2015-10-08,46.282798767089844
2015-10-09,46.307228088378906
2015-10-12,46.77949523925781
2015-10-13,46.97492599487305
2015-10-14,46.527069091796875
2015-10-15,47.398353576660156
2015-10-16,47.536781311035156
2015-10-19,48.00090026855469
2015-10-20,47.715911865234375
2015-10-21,47.178504943847656
2015-10-22,47.60190963745117
2015-10-23,46.92607498168945
2015-10-26,47.39020538330078
2015-10-27,47.17036056518555
2015-10-28,47.00748825073242
2015-10-29,46.478233337402344
2015-10-30,46.706214904785156
2015-11-02,46.66551208496094
2015-11-03,47.00748825073242
2015-11-04,47.211063385009766
2015-11-05,47.661556243896484
2015-11-06,45.40910720825195
2015-11-09,45.69580078125
2015-11-10,46.38381576538086
2015-11-11,46.596763610839844
2015-11-12,46.25276184082031
2015-11-13,45.875980377197266
2015-11-16,46.5476188659668
2015-11-17,45.908756256103516
2015-11-18,46.73600387573242
2015-11-19,46.907997131347656
2015-11-20,47.01448440551758
2015-11-23,47.07182312011719
2015-11-24,46.58857345581055
2015-11-25,46.70326232910156
2015-11-27,47.54688262939453
2015-11-30,47.309364318847656
2015-12-01,47.399444580078125
2015-12-02,46.809730529785156
2015-12-03,47.02268600463867
2015-12-04,47.514129638671875
2015-12-07,47.833553314208984
2015-12-08,47.874507904052734
2015-12-09,47.43220901489258
2015-12-10,46.49848175048828
2015-12-11,46.45753860473633
2015-12-14,46.45753860473633
2015-12-15,46.84248352050781
2015-12-16,48.15299606323242
2015-12-17,48.56254196166992
2015-12-18,48.775474548339844
2015-12-21,47.72708511352539
2015-12-22,48.34956741333008
2015-12-23,48.7918701171875
2015-12-24,49.00483703613281
2015-12-28,49.64370346069336
2015-12-29,49.6355094909668
2015-12-30,49.51264953613281
2015-12-31,48.93929672241211
2016-01-04,49.406166076660156
2016-01-05,49.26691818237305
2016-01-06,49.05397415161133
2016-01-07,48.685394287109375
2016-01-08,48.8737678527832
2016-01-11,49.34882354736328
2016-01-12,49.299678802490234
2016-01-13,49.2177734375
2016-01-14,49.864864349365234
2016-01-15,49.53721618652344
2016-01-19,49.97132873535156
2016-01-20,49.65188980102539
2016-01-21,49.34882354736328
2016-01-22,51.14258575439453
2016-01-25,50.32352066040039
2016-01-26,51.068870544433594
2016-01-27,51.14258575439453
2016-01-28,51.9698486328125
2016-01-29,53.16569900512695
2016-02-01,53.263980865478516
2016-02-02,53.53425598144531
2016-02-03,53.96018600463867
2016-02-04,52.634647369384766
2016-02-05,52.461753845214844
2016-02-08,52.93105697631836
2016-02-09,54.10837936401367
2016-02-10,54.89875030517578
2016-02-11,54.40477752685547
2016-02-12,53.58146286010742
2016-02-16,53.639095306396484
2016-02-17,53.27682876586914
2016-02-18,54.18247604370117
2016-02-19,54.14955139160156
2016-02-22,54.56119918823242
2016-02-23,54.890525817871094
2016-02-24,54.90700912475586
2016-02-25,56.026702880859375
2016-02-26,53.35915756225586
2016-02-29,53.36741638183594
2016-03-01,53.76258850097656
2016-03-02,56.61125183105469
2016-03-03,55.90323257446289
2016-03-04,55.87852096557617
2016-03-07,55.4421501159668
2016-03-08,56.29017639160156
2016-03-09,56.55363464355469
2016-03-10,56.1749153137207
2016-03-11,56.07611846923828
2016-03-14,55.98553466796875
2016-03-15,56.47130584716797
2016-03-16,56.72652816772461
2016-03-17,57.60747146606445
2016-03-18,55.99378967285156
2016-03-21,55.61503982543945
2016-03-22,55.66444396972656
2016-03-23,55.61503982543945
2016-03-24,55.6809196472168
2016-03-28,55.27750015258789
2016-03-29,56.578338623046875
2016-03-30,56.48777770996094
2016-03-31,56.7512321472168
2016-04-01,57.22052764892578
2016-04-04,57.3193244934082
2016-04-05,56.850040435791016
2016-04-06,57.22052764892578
2016-04-07,57.467506408691406
2016-04-08,57.94504928588867
2016-04-11,57.71450424194336
2016-04-12,57.95328140258789
2016-04-13,57.95328140258789
2016-04-14,57.99443817138672
2016-04-15,58.66957473754883
2016-04-18,59.03181076049805
2016-04-19,59.443485260009766
2016-04-20,58.356689453125
2016-04-21,56.19961929321289
2016-04-22,57.00646209716797
2016-04-25,58.29085159301758
2016-04-26,58.79307174682617
2016-04-27,59.41878128051758
2016-04-28,59.599910736083984
2016-04-29,59.904541015625
2016-05-02,61.081871032714844
2016-05-03,60.867794036865234
2016-05-04,61.29594039916992
2016-05-05,60.57189178466797
2016-05-06,61.25041580200195
2016-05-09,61.47386169433594
2016-05-10,61.65589904785156
2016-05-11,61.664161682128906
2016-05-12,62.01171875
2016-05-13,61.82138442993164
2016-05-16,62.22687530517578
2016-05-17,60.679466247558594
2016-05-18,60.10849380493164
2016-05-19,60.73740005493164
2016-05-20,60.74565505981445
2016-05-23,60.5305061340332
2016-05-24,61.21733474731445
2016-05-25,60.638092041015625
2016-05-26,61.21733474731445
