Date,BKNG
2015-07-01,45.170169830322266
2015-07-02,44.88431167602539
2015-07-06,44.81991195678711
2015-07-07,44.96048355102539
2015-07-08,43.8582763671875
2015-07-09,44.21678161621094
2015-07-10,44.88902282714844
2015-07-13,45.996334075927734
2015-07-14,45.99790954589844
2015-07-15,45.845157623291016
2015-07-16,46.45182418823242
2015-07-17,47.74801254272461
2015-07-20,49.00100326538086
2015-07-21,48.501922607421875
2015-07-22,48.45362854003906
2015-07-23,48.25690460205078
2015-07-24,47.01844024658203
2015-07-27,46.573158264160156
2015-07-28,47.437408447265625
2015-07-29,47.88269805908203
2015-07-30,47.9859733581543
2015-07-31,48.83058547973633
2015-08-03,48.709259033203125
2015-08-04,50.41773986816406
2015-08-05,53.05723190307617
2015-08-06,53.080387115478516
2015-08-07,51.727664947509766
2015-08-10,51.97897720336914
2015-08-11,51.35542297363281
2015-08-12,50.83867263793945
2015-08-13,50.47584915161133
2015-08-14,50.4102783203125
2015-08-17,51.30397415161133
2015-08-18,50.7255859375
2015-08-19,50.70673370361328
2015-08-20,49.3791389465332
2015-08-21,47.78413772583008
2015-08-24,46.10353469848633
2015-08-25,46.28768539428711
2015-08-26,48.040931701660156
2015-08-27,49.161991119384766
2015-08-28,49.451778411865234
2015-08-31,49.02967071533203
2015-09-01,47.72288513183594
2015-09-02,48.8031005859375
2015-09-03,48.70492935180664
2015-09-04,48.89655303955078
2015-09-08,50.276771545410156
2015-09-09,50.13227081298828
2015-09-10,50.56498718261719
2015-09-11,50.66982650756836
2015-09-14,50.52925491333008
2015-09-15,51.78459930419922
2015-09-16,51.85056686401367
2015-09-17,51.75318908691406
2015-09-18,50.82924270629883
2015-09-21,51.3400993347168
2015-09-22,50.61249542236328
2015-09-23,50.103607177734375
2015-09-24,50.30543899536133
2015-09-25,49.191444396972656
2015-09-28,47.085975646972656
2015-09-29,47.1323127746582
2015-09-30,48.567100524902344
2015-10-01,48.96841049194336
2015-10-02,49.698768615722656
2015-10-05,50.059234619140625
2015-10-06,50.082401275634766
2015-10-07,50.71576690673828
2015-10-08,51.21601867675781
2015-10-09,51.5682487487793
2015-10-12,52.89936828613281
2015-10-13,52.813377380371094
2015-10-14,51.48146057128906
2015-10-15,52.11796951293945
2015-10-16,52.48236083984375
2015-10-19,54.03575134277344
2015-10-20,53.89360427856445
2015-10-21,53.57083511352539
2015-10-22,53.185237884521484
2015-10-23,53.6572151184082
2015-10-26,55.61387252807617
2015-10-27,55.101829528808594
2015-10-28,55.15052032470703
2015-10-29,55.980220794677734
2015-10-30,57.10285186767578
2015-11-02,57.61134719848633
2015-11-03,57.52143478393555
2015-11-04,57.70439910888672
2015-11-05,57.43268585205078
2015-11-06,56.932430267333984
2015-11-09,51.48421096801758
2015-11-10,51.97072219848633
2015-11-11,52.2078971862793
2015-11-12,51.59651184082031
2015-11-13,50.958045959472656
2015-11-16,49.74549102783203
2015-11-17,49.42821502685547
2015-11-18,50.20216369628906
2015-11-19,50.44365310668945
2015-11-20,50.32114028930664
2015-11-23,49.645362854003906
2015-11-24,48.69747543334961
2015-11-25,48.91619110107422
2015-11-27,48.886348724365234
2015-11-30,49.03791427612305
2015-12-01,50.359230041503906
2015-12-02,50.08201217651367
2015-12-03,50.26420974731445
2015-12-04,51.06523895263672
2015-12-07,51.141414642333984
2015-12-08,51.20227813720703
2015-12-09,50.84966278076172
2015-12-10,51.3016242980957
2015-12-11,50.47035598754883
2015-12-14,50.9631462097168
2015-12-15,51.978179931640625
2015-12-16,52.31509017944336
2015-12-17,51.585914611816406
2015-12-18,50.483707427978516
2015-12-21,50.092613220214844
2015-12-22,50.16250991821289
2015-12-23,50.2237548828125
2015-12-24,49.98894119262695
2015-12-28,49.98462677001953
2015-12-29,51.14063262939453
2015-12-30,50.6207389831543
2015-12-31,50.062767028808594
2016-01-04,48.901268005371094
2016-01-05,47.53950119018555
2016-01-06,46.990562438964844
2016-01-07,45.8314094543457
2016-01-08,44.64439392089844
2016-01-11,44.61768341064453
2016-01-12,45.114017486572266
2016-01-13,43.14990997314453
2016-01-14,44.032615661621094
2016-01-15,42.67243194580078
2016-01-19,42.977134704589844
2016-01-20,42.46000289916992
2016-01-21,42.76667022705078
2016-01-22,43.90421676635742
2016-01-25,43.11181640625
2016-01-26,43.646240234375
2016-01-27,40.982398986816406
2016-01-28,40.96001434326172
2016-01-29,41.81760025024414
2016-02-01,42.598995208740234
2016-02-02,41.88905715942383
2016-02-03,41.19679641723633
2016-02-04,41.97977066040039
2016-02-05,39.87705612182617
2016-02-08,38.2376708984375
2016-02-09,38.924442291259766
2016-02-10,40.5532112121582
2016-02-11,41.43553924560547
2016-02-12,41.5443000793457
2016-02-16,43.61246109008789
2016-02-17,48.51606750488281
2016-02-18,49.15964126586914
2016-02-19,50.407920837402344
2016-02-22,50.5916862487793
2016-02-23,49.549949645996094
2016-02-24,49.64104080200195
2016-02-25,49.6096305847168
2016-02-26,49.250736236572266
2016-02-29,49.6803092956543
2016-03-01,50.88618850708008
2016-03-02,51.10018539428711
2016-03-03,51.1657600402832
2016-03-04,50.956478118896484
2016-03-07,50.709877014160156
2016-03-08,50.36983108520508
2016-03-09,50.72793960571289
2016-03-10,50.801761627197266
2016-03-11,52.101478576660156
2016-03-14,52.05671691894531
2016-03-15,52.308021545410156
2016-03-16,53.048583984375
2016-03-17,52.886417388916016
2016-03-18,52.782745361328125
2016-03-21,53.02974319458008
2016-03-22,51.808555603027344
2016-03-23,51.28630447387695
2016-03-24,51.093116760253906
2016-03-28,50.53710174560547
2016-03-29,51.356204986572266
2016-03-30,51.7150993347168
2016-03-31,50.61288833618164
2016-04-01,51.03461456298828
2016-04-04,50.33017349243164
2016-04-05,50.224937438964844
2016-04-06,50.77192306518555
2016-04-07,50.12362289428711
2016-04-08,50.03135681152344
2016-04-11,49.657535552978516
2016-04-12,51.05738830566406
2016-04-13,51.74375915527344
2016-04-14,52.475303649902344
2016-04-15,52.29899597167969
2016-04-18,53.14204406738281
2016-04-19,52.84401321411133
2016-04-20,53.00971221923828
2016-04-21,52.61704635620117
2016-04-22,52.55815124511719
2016-04-25,52.43131637573242
2016-04-26,52.37948989868164
2016-04-27,53.15656661987305
2016-04-28,51.73708724975586
2016-04-29,52.760765075683594
2016-05-02,53.27240753173828
2016-05-03,53.19191360473633
2016-05-04,49.20243835449219
2016-05-05,48.72378158569336
2016-05-06,49.08699417114258
2016-05-09,48.88359451293945
2016-05-10,49.80046844482422
2016-05-11,49.76277160644531
2016-05-12,50.34941482543945
2016-05-13,50.20765686035156
2016-05-16,50.39731979370117
2016-05-17,50.18331527709961
2016-05-18,49.761199951171875
2016-05-19,49.09524154663086
2016-05-20,49.0551872253418
2016-05-23,48.59185028076172
2016-05-24,49.343414306640625
2016-05-25,49.87547302246094
2016-05-26,49.82991409301758
2016-05-27,49.98619079589844
2016-05-31,49.645751953125
2016-06-01,50.182525634765625
2016-06-02,50.653724670410156
2016-06-03,51.1135368347168
2016-06-06,52.97437286376953
2016-06-07,53.402381896972656
2016-06-08,53.199371337890625
2016-06-09,52.61979675292969
2016-06-10,51.78852844238281
2016-06-13,51.653846740722656
2016-06-14,51.20738983154297
2016-06-15,51.25921630859375
2016-06-16,51.98447036743164
2016-06-17,51.409217834472656
2016-06-20,52.69401168823242
2016-06-21,52.736812591552734
2016-06-22,53.40631103515625
2016-06-23,54.58823013305664
2016-06-24,48.38176727294922
2016-06-27,46.57197952270508
2016-06-28,47.28662872314453
2016-06-29,48.667236328125
2016-06-30,49.02063751220703
2016-07-01,49.76512908935547
2016-07-05,50.0659065246582
2016-07-06,50.73383712768555
2016-07-07,50.938804626464844
2016-07-08,52.20317840576172
2016-07-11,53.0501594543457
2016-07-12,52.83027267456055
2016-07-13,52.56403732299805
2016-07-14,52.859710693359375
2016-07-15,52.246768951416016
2016-07-18,52.67045211791992
2016-07-19,52.10658645629883
2016-07-20,53.1208381652832
2016-07-21,52.32255935668945
2016-07-22,52.12229919433594
2016-07-25,51.897300720214844
2016-07-26,52.00959777832031
2016-07-27,52.007625579833984
2016-07-28,52.07124710083008
2016-07-29,53.04151916503906
2016-08-01,53.248451232910156
2016-08-02,52.828304290771484
2016-08-03,53.839805603027344
2016-08-04,53.4019889831543
2016-08-05,55.531402587890625
2016-08-08,55.16937255859375
2016-08-09,55.248294830322266
2016-08-10,55.219627380371094
2016-08-11,55.2447624206543
2016-08-12,55.286380767822266
2016-08-15,54.940059661865234
2016-08-16,55.313087463378906
2016-08-17,56.04108428955078
2016-08-18,56.66424560546875
