Date,POOL
2021-10-26,503.6199951171875
2021-10-27,499.7799987792969
2021-10-28,506.6400146484375
2021-10-29,515.1599731445312
2021-11-01,514.9500122070312
2021-11-02,515.4099731445312
2021-11-03,516.4299926757812
2021-11-04,522.1699829101562
2021-11-05,517.969970703125
2021-11-08,520.5800170898438
2021-11-09,526.3099975585938
2021-11-10,526.52001953125
2021-11-11,553.9199829101562
2021-11-12,571.280029296875
2021-11-15,569.8800048828125
2021-11-16,573.72998046875
2021-11-17,573.0
2021-11-18,577.8499755859375
2021-11-19,577.0
2021-11-22,559.219970703125
2021-11-23,561.5700073242188
2021-11-24,568.4600219726562
2021-11-26,559.1900024414062
2021-11-29,560.0999755859375
2021-11-30,554.1199951171875
2021-12-01,552.219970703125
2021-12-02,556.7000122070312
2021-12-03,544.8400268554688
2021-12-06,547.9500122070312
2021-12-07,563.1699829101562
2021-12-08,564.77001953125
2021-12-09,549.3900146484375
2021-12-10,562.6699829101562
2021-12-13,562.2000122070312
2021-12-14,558.7000122070312
2021-12-15,567.5499877929688
2021-12-16,551.5599975585938
2021-12-17,540.6400146484375
2021-12-20,538.27001953125
2021-12-21,541.4600219726562
2021-12-22,549.1300048828125
2021-12-23,549.6500244140625
2021-12-27,560.9099731445312
2021-12-28,561.2100219726562
2021-12-29,567.6300048828125
2021-12-30,560.8099975585938
2021-12-31,566.0
2022-01-03,550.25
2022-01-04,549.8900146484375
2022-01-05,529.3800048828125
2022-01-06,520.52001953125
2022-01-07,503.1700134277344
2022-01-10,496.30999755859375
2022-01-11,502.05999755859375
2022-01-12,512.8099975585938
2022-01-13,507.2300109863281
2022-01-14,494.1000061035156
2022-01-18,493.9100036621094
2022-01-19,490.6600036621094
2022-01-20,476.42999267578125
2022-01-21,470.8800048828125
2022-01-24,477.6199951171875
2022-01-25,459.989990234375
2022-01-26,451.260009765625
2022-01-27,451.75
2022-01-28,459.7200012207031
2022-01-31,476.25
2022-02-01,473.7300109863281
2022-02-02,471.2699890136719
2022-02-03,458.04998779296875
2022-02-04,448.6199951171875
2022-02-07,449.1000061035156
2022-02-08,452.1700134277344
2022-02-09,465.0400085449219
2022-02-10,453.67999267578125
2022-02-11,446.54998779296875
2022-02-14,450.94000244140625
2022-02-15,459.57000732421875
2022-02-16,460.17999267578125
2022-02-17,445.9200134277344
2022-02-18,454.8299865722656
2022-02-22,430.1199951171875
2022-02-23,415.4200134277344
2022-02-24,436.07000732421875
2022-02-25,449.3900146484375
2022-02-28,458.5799865722656
2022-03-01,462.510009765625
2022-03-02,475.4800109863281
2022-03-03,469.45001220703125
2022-03-04,465.80999755859375
2022-03-07,451.54998779296875
2022-03-08,437.0
2022-03-09,456.739990234375
2022-03-10,452.0799865722656
2022-03-11,442.1000061035156
2022-03-14,441.0799865722656
2022-03-15,452.80999755859375
2022-03-16,467.7099914550781
2022-03-17,475.1499938964844
2022-03-18,487.4100036621094
2022-03-21,475.82000732421875
2022-03-22,476.8800048828125
2022-03-23,460.1300048828125
2022-03-24,450.5199890136719
2022-03-25,431.239990234375
2022-03-28,440.25
2022-03-29,454.489990234375
2022-03-30,449.44000244140625
2022-03-31,422.8500061035156
2022-04-01,425.0299987792969
2022-04-04,430.739990234375
2022-04-05,433.5400085449219
2022-04-06,419.9100036621094
2022-04-07,425.67999267578125
2022-04-08,422.0899963378906
2022-04-11,415.0400085449219
2022-04-12,410.9700012207031
2022-04-13,421.44000244140625
2022-04-14,414.05999755859375
2022-04-18,410.489990234375
2022-04-19,429.7900085449219
2022-04-20,431.82000732421875
2022-04-21,427.19000244140625
2022-04-22,415.739990234375
2022-04-25,427.6400146484375
2022-04-26,415.4800109863281
2022-04-27,404.95001220703125
2022-04-28,417.6600036621094
2022-04-29,405.2200012207031
2022-05-02,412.0799865722656
2022-05-03,406.1600036621094
2022-05-04,416.9200134277344
2022-05-05,400.55999755859375
2022-05-06,394.29998779296875
2022-05-09,399.8399963378906
2022-05-10,395.94000244140625
2022-05-11,381.4100036621094
2022-05-12,403.75
2022-05-13,411.1600036621094
2022-05-16,401.17999267578125
2022-05-17,405.2099914550781
2022-05-18,387.30999755859375
2022-05-19,393.4599914550781
2022-05-20,405.5799865722656
2022-05-23,404.760009765625
2022-05-24,389.20001220703125
2022-05-25,393.489990234375
2022-05-26,400.8599853515625
2022-05-27,406.0
2022-05-31,398.6199951171875
2022-06-01,393.0400085449219
2022-06-02,414.510009765625
2022-06-03,407.2699890136719
2022-06-06,411.6099853515625
2022-06-07,410.79998779296875
2022-06-08,406.8699951171875
2022-06-09,416.3900146484375
2022-06-10,385.0299987792969
2022-06-13,368.8699951171875
2022-06-14,349.44000244140625
2022-06-15,353.82000732421875
2022-06-16,332.17999267578125
2022-06-17,332.92999267578125
2022-06-21,332.760009765625
2022-06-22,335.7799987792969
2022-06-23,353.0299987792969
2022-06-24,356.94000244140625
2022-06-27,356.4200134277344
2022-06-28,353.0799865722656
2022-06-29,349.9800109863281
2022-06-30,351.2300109863281
2022-07-01,351.9200134277344
2022-07-05,363.44000244140625
2022-07-06,372.7300109863281
2022-07-07,387.6300048828125
2022-07-08,378.2099914550781
2022-07-11,371.0799865722656
2022-07-12,373.739990234375
2022-07-13,367.9200134277344
2022-07-14,369.010009765625
2022-07-15,373.8500061035156
2022-07-18,372.7099914550781
2022-07-19,386.489990234375
2022-07-20,396.75
2022-07-21,356.57000732421875
2022-07-22,363.1099853515625
2022-07-25,355.0
2022-07-26,343.1499938964844
2022-07-27,355.1099853515625
2022-07-28,359.8900146484375
2022-07-29,357.70001220703125
2022-08-01,363.32000732421875
2022-08-02,359.92999267578125
2022-08-03,363.1099853515625
2022-08-04,370.7200012207031
2022-08-05,373.6400146484375
2022-08-08,381.6700134277344
2022-08-09,369.8900146484375
2022-08-10,382.4800109863281
2022-08-11,375.30999755859375
2022-08-12,388.7900085449219
2022-08-15,388.8399963378906
2022-08-16,392.6700134277344
2022-08-17,386.6300048828125
2022-08-18,391.42999267578125
2022-08-19,380.3900146484375
2022-08-22,374.55999755859375
2022-08-23,360.6300048828125
2022-08-24,363.7799987792969
2022-08-25,370.1600036621094
2022-08-26,352.75
2022-08-29,344.2099914550781
2022-08-30,343.19000244140625
2022-08-31,339.19000244140625
2022-09-01,336.8699951171875
2022-09-02,339.8999938964844
2022-09-06,335.4700012207031
2022-09-07,345.5400085449219
2022-09-08,353.2099914550781
2022-09-09,355.9599914550781
2022-09-12,357.3900146484375
2022-09-13,335.19000244140625
2022-09-14,330.19000244140625
2022-09-15,328.42999267578125
2022-09-16,331.6300048828125
2022-09-19,338.4700012207031
2022-09-20,326.9700012207031
2022-09-21,324.3500061035156
2022-09-22,314.95001220703125
2022-09-23,312.5199890136719
2022-09-26,311.92999267578125
2022-09-27,317.6700134277344
2022-09-28,329.1400146484375
2022-09-29,315.7799987792969
2022-09-30,318.2099914550781
2022-10-03,327.75
2022-10-04,332.80999755859375
2022-10-05,330.8599853515625
2022-10-06,328.8699951171875
2022-10-07,321.6000061035156
2022-10-10,322.75
2022-10-11,319.4200134277344
2022-10-12,317.1199951171875
2022-10-13,321.7099914550781
2022-10-14,307.0299987792969
2022-10-17,318.4700012207031
2022-10-18,318.8999938964844
2022-10-19,298.1199951171875
2022-10-20,283.9200134277344
2022-10-21,284.8299865722656
2022-10-24,292.8299865722656
2022-10-25,298.5400085449219
2022-10-26,305.8800048828125
2022-10-27,304.2300109863281
2022-10-28,318.7699890136719
2022-10-31,304.2300109863281
2022-11-01,305.7300109863281
2022-11-02,295.29998779296875
2022-11-03,291.6000061035156
2022-11-04,292.6199951171875
2022-11-07,304.1600036621094
2022-11-08,307.7900085449219
2022-11-09,300.3999938964844
2022-11-10,339.30999755859375
2022-11-11,351.3599853515625
2022-11-14,340.8900146484375
2022-11-15,346.25
2022-11-16,337.45001220703125
2022-11-17,319.6000061035156
2022-11-18,321.9800109863281
2022-11-21,320.239990234375
2022-11-22,326.42999267578125
2022-11-23,332.3900146484375
2022-11-25,328.82000732421875
2022-11-28,315.2300109863281
2022-11-29,320.75
2022-11-30,329.4100036621094
2022-12-01,338.1300048828125
2022-12-02,330.42999267578125
2022-12-05,320.1099853515625
2022-12-06,317.989990234375
2022-12-07,321.0799865722656
2022-12-08,329.2300109863281
2022-12-09,331.010009765625
2022-12-12,331.1199951171875
2022-12-13,335.4700012207031
2022-12-14,334.80999755859375
2022-12-15,320.0400085449219
2022-12-16,313.0199890136719
2022-12-19,308.1400146484375
2022-12-20,303.7699890136719
2022-12-21,311.67999267578125
2022-12-22,305.0799865722656
2022-12-23,305.6000061035156
2022-12-27,306.010009765625
2022-12-28,296.4800109863281
2022-12-29,306.9200134277344
2022-12-30,302.3299865722656
2023-01-03,300.8299865722656
2023-01-04,304.42999267578125
2023-01-05,303.0
2023-01-06,315.30999755859375
2023-01-09,317.80999755859375
2023-01-10,325.05999755859375
2023-01-11,342.80999755859375
2023-01-12,346.7900085449219
2023-01-13,349.0899963378906
2023-01-17,353.9700012207031
2023-01-18,359.6499938964844
2023-01-19,344.7799987792969
2023-01-20,352.739990234375
2023-01-23,359.2799987792969
2023-01-24,364.260009765625
2023-01-25,363.5
2023-01-26,364.4100036621094
2023-01-27,379.3900146484375
2023-01-30,376.4800109863281
2023-01-31,385.6099853515625
2023-02-01,398.1400146484375
2023-02-02,422.1700134277344
2023-02-03,403.57000732421875
2023-02-06,392.0400085449219
2023-02-07,391.8299865722656
2023-02-08,385.1300048828125
2023-02-09,376.95001220703125
2023-02-10,369.239990234375
2023-02-13,374.8500061035156
2023-02-14,375.3299865722656
2023-02-15,384.57000732421875
2023-02-16,389.70001220703125
2023-02-17,376.5799865722656
2023-02-21,357.54998779296875
2023-02-22,357.69000244140625
2023-02-23,360.57000732421875
2023-02-24,356.30999755859375
2023-02-27,356.0899963378906
2023-02-28,356.8599853515625
2023-03-01,348.54998779296875
2023-03-02,352.79998779296875
2023-03-03,361.54998779296875
2023-03-06,357.2200012207031
2023-03-07,354.8999938964844
2023-03-08,356.57000732421875
2023-03-09,349.0400085449219
2023-03-10,348.4100036621094
2023-03-13,346.2699890136719
2023-03-14,350.6400146484375
2023-03-15,345.989990234375
2023-03-16,349.510009765625
2023-03-17,341.8299865722656
2023-03-20,342.95001220703125
2023-03-21,346.7200012207031
2023-03-22,334.4100036621094
2023-03-23,325.2699890136719
2023-03-24,325.2300109863281
2023-03-27,328.05999755859375
2023-03-28,327.45001220703125
2023-03-29,337.3800048828125
2023-03-30,335.1199951171875
2023-03-31,342.44000244140625
2023-04-03,339.25
2023-04-04,327.4800109863281
2023-04-05,321.82000732421875
2023-04-06,326.260009765625
2023-04-10,335.1700134277344
2023-04-11,345.82000732421875
2023-04-12,333.8999938964844
2023-04-13,340.3399963378906
2023-04-14,330.25
2023-04-17,337.42999267578125
2023-04-18,338.94000244140625
2023-04-19,338.6700134277344
2023-04-20,332.3900146484375
2023-04-21,343.239990234375
2023-04-24,350.2300109863281
2023-04-25,336.9200134277344
2023-04-26,332.25
2023-04-27,342.0899963378906
2023-04-28,351.32000732421875
2023-05-01,346.7799987792969
2023-05-02,346.8900146484375
2023-05-03,351.7200012207031
2023-05-04,344.8699951171875
2023-05-05,353.9599914550781
2023-05-08,353.17999267578125
2023-05-09,350.9800109863281
2023-05-10,351.2200012207031
2023-05-11,348.0400085449219
2023-05-12,338.6499938964844
2023-05-15,342.1600036621094
2023-05-16,340.5299987792969
2023-05-17,343.2900085449219
2023-05-18,353.2200012207031
2023-05-19,345.04998779296875
2023-05-22,342.70001220703125
2023-05-23,338.0799865722656
2023-05-24,333.8500061035156
2023-05-25,327.0799865722656
2023-05-26,328.010009765625
2023-05-30,322.7699890136719
2023-05-31,316.2300109863281
2023-06-01,313.0199890136719
2023-06-02,326.3599853515625
2023-06-05,327.3900146484375
2023-06-06,336.32000732421875
2023-06-07,338.739990234375
2023-06-08,324.6400146484375
2023-06-09,326.4200134277344
2023-06-12,333.7200012207031
2023-06-13,336.9100036621094
2023-06-14,345.3999938964844
2023-06-15,357.510009765625
2023-06-16,357.95001220703125
2023-06-20,353.510009765625
2023-06-21,356.739990234375
2023-06-22,350.2799987792969
2023-06-23,352.3399963378906
2023-06-26,354.1300048828125
2023-06-27,366.20001220703125
2023-06-28,370.1199951171875
2023-06-29,370.6199951171875
2023-06-30,374.6400146484375
2023-07-03,371.4800109863281
2023-07-05,371.2300109863281
2023-07-06,364.25
2023-07-07,365.7200012207031
2023-07-10,376.42999267578125
2023-07-11,381.8800048828125
2023-07-12,388.3699951171875
2023-07-13,382.6600036621094
2023-07-14,364.010009765625
2023-07-17,360.0199890136719
2023-07-18,357.8699951171875
2023-07-19,365.9700012207031
2023-07-20,361.25
2023-07-21,369.75
2023-07-24,365.1600036621094
2023-07-25,378.45001220703125
2023-07-26,387.7799987792969
2023-07-27,381.8999938964844
2023-07-28,384.8399963378906
2023-07-31,384.739990234375
2023-08-01,387.1600036621094
2023-08-02,379.9100036621094
2023-08-03,378.3999938964844
2023-08-04,381.489990234375
2023-08-07,386.0899963378906
2023-08-08,386.2699890136719
2023-08-09,384.20001220703125
2023-08-10,385.1400146484375
2023-08-11,375.0
2023-08-14,372.6700134277344
2023-08-15,368.0899963378906
2023-08-16,367.260009765625
2023-08-17,351.6099853515625
2023-08-18,349.489990234375
2023-08-21,350.1700134277344
2023-08-22,351.6000061035156
2023-08-23,356.6400146484375
2023-08-24,352.32000732421875
2023-08-25,353.9800109863281
2023-08-28,354.29998779296875
2023-08-29,368.1499938964844
2023-08-30,369.7900085449219
2023-08-31,365.6000061035156
2023-09-01,368.17999267578125
2023-09-05,358.1499938964844
2023-09-06,350.0
2023-09-07,349.2200012207031
2023-09-08,344.260009765625
2023-09-11,348.260009765625
2023-09-12,348.19000244140625
2023-09-13,348.760009765625
2023-09-14,353.739990234375
2023-09-15,350.1000061035156
2023-09-18,346.5799865722656
2023-09-19,347.5899963378906
2023-09-20,347.6199951171875
2023-09-21,346.3699951171875
2023-09-22,343.70001220703125
2023-09-25,346.9100036621094
2023-09-26,338.2799987792969
2023-09-27,343.70001220703125
2023-09-28,353.0
2023-09-29,356.1000061035156
2023-10-02,349.0
2023-10-03,338.8500061035156
2023-10-04,338.54998779296875
2023-10-05,333.7799987792969
2023-10-06,336.1199951171875
2023-10-09,341.5400085449219
2023-10-10,350.54998779296875
2023-10-11,351.3699951171875
2023-10-12,346.1300048828125
2023-10-13,344.25
2023-10-16,348.8599853515625
2023-10-17,352.2200012207031
2023-10-18,336.739990234375
2023-10-19,325.20001220703125
2023-10-20,322.1700134277344
2023-10-23,322.0299987792969
2023-10-24,321.80999755859375
2023-10-25,319.07000732421875
2023-10-26,315.8399963378906
2023-10-27,309.5
2023-10-30,316.6400146484375
2023-10-31,315.7699890136719
2023-11-01,319.2799987792969
2023-11-02,326.2300109863281
2023-11-03,336.6600036621094
2023-11-06,330.010009765625
2023-11-07,334.239990234375
2023-11-08,335.489990234375
2023-11-09,329.0299987792969
2023-11-10,330.5400085449219
2023-11-13,328.3399963378906
2023-11-14,349.30999755859375
2023-11-15,350.5899963378906
2023-11-16,347.3699951171875
2023-11-17,350.2200012207031
2023-11-20,349.0799865722656
2023-11-21,352.3999938964844
2023-11-22,356.260009765625
2023-11-24,354.75
2023-11-27,351.6000061035156
2023-11-28,350.30999755859375
2023-11-29,345.32000732421875
2023-11-30,347.32000732421875
2023-12-01,357.6400146484375
2023-12-04,353.6400146484375
2023-12-05,353.6000061035156
2023-12-06,362.510009765625
2023-12-07,363.739990234375
2023-12-08,354.1199951171875
2023-12-11,355.8800048828125
2023-12-12,351.7900085449219
2023-12-13,365.0400085449219
2023-12-14,396.29998779296875
2023-12-15,392.3999938964844
2023-12-18,389.80999755859375
2023-12-19,391.5299987792969
2023-12-20,390.6300048828125
2023-12-21,395.6300048828125
2023-12-22,396.1099853515625
2023-12-26,400.8900146484375
2023-12-27,403.739990234375
2023-12-28,402.3900146484375
2023-12-29,398.7099914550781
2024-01-02,388.1499938964844
2024-01-03,373.7799987792969
2024-01-04,372.8699951171875
2024-01-05,377.7300109863281
2024-01-08,381.44000244140625
2024-01-09,381.5299987792969
2024-01-10,389.8500061035156
2024-01-11,384.8800048828125
2024-01-12,381.82000732421875
2024-01-16,381.6099853515625
2024-01-17,377.05999755859375
2024-01-18,387.0
2024-01-19,386.8399963378906
2024-01-22,399.7900085449219
2024-01-23,390.6600036621094
2024-01-24,380.8999938964844
2024-01-25,378.55999755859375
2024-01-26,377.3900146484375
2024-01-29,383.42999267578125
2024-01-30,379.6499938964844
2024-01-31,371.25
2024-02-01,377.0799865722656
2024-02-02,373.8500061035156
2024-02-05,366.67999267578125
2024-02-06,373.57000732421875
2024-02-07,380.8500061035156
2024-02-08,387.3399963378906
2024-02-09,386.6499938964844
2024-02-12,392.8999938964844
2024-02-13,375.8800048828125
2024-02-14,382.7799987792969
2024-02-15,389.1300048828125
2024-02-16,387.29998779296875
2024-02-20,384.7699890136719
2024-02-21,389.1000061035156
2024-02-22,379.0799865722656
2024-02-23,387.6099853515625
2024-02-26,386.3999938964844
2024-02-27,391.05999755859375
2024-02-28,393.0899963378906
2024-02-29,398.1199951171875
2024-03-01,403.4100036621094
2024-03-04,402.1400146484375
2024-03-05,409.0
2024-03-06,406.510009765625
2024-03-07,414.1499938964844
2024-03-08,415.05999755859375
2024-03-11,402.20001220703125
2024-03-12,405.0799865722656
2024-03-13,405.5799865722656
2024-03-14,395.3399963378906
2024-03-15,399.30999755859375
2024-03-18,397.29998779296875
2024-03-19,405.1300048828125
2024-03-20,409.4599914550781
2024-03-21,418.9700012207031
2024-03-22,416.3800048828125
2024-03-25,408.1700134277344
2024-03-26,402.55999755859375
2024-03-27,414.6199951171875
2024-03-28,403.5
2024-04-01,401.29998779296875
2024-04-02,391.67999267578125
2024-04-03,392.010009765625
2024-04-04,395.17999267578125
2024-04-05,396.25
2024-04-08,396.8299865722656
2024-04-09,400.0799865722656
2024-04-10,381.3500061035156
2024-04-11,379.1400146484375
2024-04-12,380.20001220703125
