Date,KHC
2015-07-06,45.202476501464844
2015-07-07,46.237144470214844
2015-07-08,46.71418762207031
2015-07-09,46.342464447021484
2015-07-10,47.89753341674805
2015-07-13,48.83926010131836
2015-07-14,48.32502746582031
2015-07-15,47.52581024169922
2015-07-16,48.78968048095703
2015-07-17,49.33489227294922
2015-07-20,49.632286071777344
2015-07-21,49.7004280090332
2015-07-22,48.72153854370117
2015-07-23,47.879249572753906
2015-07-24,47.673362731933594
2015-07-27,48.278564453125
2015-07-28,48.86504364013672
2015-07-29,48.609230041503906
2015-07-30,49.42031478881836
2015-07-31,49.58254623413086
2015-08-03,50.144073486328125
2015-08-04,49.794673919677734
2015-08-05,50.21270751953125
2015-08-06,49.76347351074219
2015-08-07,48.95238494873047
2015-08-10,49.17075729370117
2015-08-11,48.646671295166016
2015-08-12,47.84807586669922
2015-08-13,47.411312103271484
2015-08-14,47.679603576660156
2015-08-17,47.29277801513672
2015-08-18,46.91218185424805
2015-08-19,46.65637969970703
2015-08-20,46.32570266723633
2015-08-21,45.0903434753418
2015-08-24,44.216861724853516
2015-08-25,43.805091857910156
2015-08-26,46.11357116699219
2015-08-27,46.90596008300781
2015-08-28,46.600242614746094
2015-08-31,45.33367156982422
2015-09-01,43.748939514160156
2015-09-02,44.965579986572266
2015-09-03,45.021724700927734
2015-09-04,44.029701232910156
2015-09-08,46.213409423828125
2015-09-09,45.02798843383789
2015-09-10,45.021724700927734
2015-09-11,46.01998519897461
2015-09-14,46.51286697387695
2015-09-15,47.0369758605957
2015-09-16,47.64840316772461
2015-09-17,47.685829162597656
2015-09-18,47.06816482543945
2015-09-21,46.91843032836914
2015-09-22,46.363128662109375
2015-09-23,45.73921203613281
2015-09-24,45.49589157104492
2015-09-25,45.76417541503906
2015-09-28,43.66782760620117
2015-09-29,43.1749267578125
2015-09-30,44.035945892333984
2015-10-01,44.191917419433594
2015-10-02,44.55379104614258
2015-10-05,45.07164764404297
2015-10-06,45.21513366699219
2015-10-07,45.63939666748047
2015-10-08,46.43802261352539
2015-10-09,46.413055419921875
2015-10-12,45.995033264160156
2015-10-13,45.782894134521484
2015-10-14,46.02622985839844
2015-10-15,46.93089294433594
2015-10-16,48.284793853759766
2015-10-19,47.916683197021484
2015-10-20,47.96035385131836
2015-10-21,48.072654724121094
2015-10-22,49.875797271728516
2015-10-23,48.65290451049805
2015-10-26,47.92292785644531
2015-10-27,48.147518157958984
2015-10-28,49.4016227722168
2015-10-29,49.07093048095703
2015-10-30,48.646671295166016
2015-11-02,48.83383560180664
2015-11-03,47.685829162597656
2015-11-04,47.30525588989258
2015-11-05,47.055686950683594
2015-11-06,44.928123474121094
2015-11-09,44.447723388671875
2015-11-10,44.97180938720703
2015-11-11,44.99052810668945
2015-11-12,44.59114456176758
2015-11-13,44.509376525878906
2015-11-16,45.06599426269531
2015-11-17,44.93705368041992
2015-11-18,45.65090560913086
2015-11-19,46.12574005126953
2015-11-20,46.320701599121094
2015-11-23,46.58486557006836
2015-11-24,46.83644485473633
2015-11-25,46.94335174560547
2015-11-27,46.924476623535156
2015-11-30,46.34587478637695
2015-12-01,46.83644485473633
2015-12-02,45.93706130981445
2015-12-03,44.94334411621094
2015-12-04,45.42133331298828
2015-12-07,44.92449188232422
2015-12-08,44.98737716674805
2015-12-09,44.59114456176758
2015-12-10,44.553409576416016
2015-12-11,43.83014678955078
2015-12-14,44.6383171081543
2015-12-15,45.28925323486328
2015-12-16,45.918190002441406
2015-12-17,45.232662200927734
2015-12-18,44.44649124145508
2015-12-21,45.261287689208984
2015-12-22,46.244144439697266
2015-12-23,47.24600601196289
2015-12-24,46.89725112915039
2015-12-28,46.55485153198242
2015-12-29,47.36014938354492
2015-12-30,46.764102935791016
2015-12-31,46.13634490966797
2016-01-04,46.09830093383789
2016-01-05,46.53582000732422
2016-01-06,46.62459945678711
2016-01-07,45.59102249145508
2016-01-08,45.134490966796875
2016-01-11,45.82563018798828
2016-01-12,46.43437194824219
2016-01-13,44.89986038208008
2016-01-14,44.8554801940918
2016-01-15,43.87897872924805
2016-01-19,44.494056701660156
2016-01-20,45.12813949584961
2016-01-21,46.32023620605469
2016-01-22,47.169921875
2016-01-25,46.941646575927734
2016-01-26,48.17810821533203
2016-01-27,48.17177200317383
2016-01-28,48.2922477722168
2016-01-29,49.49702453613281
2016-02-01,48.83122634887695
2016-02-02,48.17177200317383
2016-02-03,47.486961364746094
2016-02-04,47.017723083496094
2016-02-05,46.14902114868164
2016-02-08,45.159854888916016
2016-02-09,45.34374237060547
2016-02-10,45.72419357299805
2016-02-11,45.299354553222656
2016-02-12,45.60371398925781
2016-02-16,45.85100555419922
2016-02-17,47.07479476928711
2016-02-18,46.5738639831543
2016-02-19,46.61825180053711
2016-02-22,46.49776840209961
2016-02-23,46.17439270019531
2016-02-24,46.282188415527344
2016-02-25,47.531341552734375
2016-02-26,49.35752868652344
2016-02-29,48.83757019042969
2016-03-01,49.24338150024414
2016-03-02,49.135597229003906
2016-03-03,49.05948257446289
2016-03-04,48.951698303222656
2016-03-07,48.50783157348633
2016-03-08,48.37468719482422
2016-03-09,48.59027099609375
2016-03-10,48.33029556274414
2016-03-11,48.79319381713867
2016-03-14,49.186309814453125
2016-03-15,49.31949234008789
2016-03-16,49.84650421142578
2016-03-17,49.833709716796875
2016-03-18,49.386558532714844
2016-03-21,48.926612854003906
2016-03-22,48.830780029296875
2016-03-23,49.067134857177734
2016-03-24,48.84355545043945
2016-03-28,49.67401123046875
2016-03-29,50.33837127685547
2016-03-30,50.402259826660156
2016-03-31,50.185054779052734
2016-04-01,50.51725769042969
2016-04-04,50.37030792236328
2016-04-05,49.833709716796875
2016-04-06,50.05730056762695
2016-04-07,49.50791931152344
2016-04-08,50.1275749206543
2016-04-11,49.76983642578125
2016-04-12,50.038143157958984
2016-04-13,49.44404602050781
2016-04-14,49.29710388183594
2016-04-15,49.85927200317383
2016-04-18,50.04452133178711
2016-04-19,50.01896667480469
2016-04-20,49.77621841430664
2016-04-21,49.022430419921875
2016-04-22,49.891204833984375
2016-04-25,50.293670654296875
2016-04-26,50.27449417114258
2016-04-27,50.530033111572266
2016-04-28,50.05730056762695
2016-04-29,49.87204360961914
2016-05-02,50.79832458496094
2016-05-03,50.26171875
2016-05-04,51.092185974121094
2016-05-05,53.00224304199219
2016-05-06,53.66020202636719
2016-05-09,53.8262825012207
2016-05-10,55.02725601196289
2016-05-11,54.42677688598633
2016-05-12,55.15501022338867
2016-05-13,54.38205337524414
2016-05-16,54.85478210449219
2016-05-17,52.48478698730469
2016-05-18,51.858760833740234
2016-05-19,53.02141571044922
2016-05-20,52.650882720947266
2016-05-23,52.90000534057617
