Date,BKR
2015-07-01,32.05409622192383
2015-07-02,32.23570251464844
2015-07-06,31.674840927124023
2015-07-07,32.4119758605957
2015-07-08,31.909862518310547
2015-07-09,32.128868103027344
2015-07-10,31.893844604492188
2015-07-13,32.208984375
2015-07-14,32.65233612060547
2015-07-15,31.781679153442383
2015-07-16,31.445159912109375
2015-07-17,31.151391983032227
2015-07-20,31.76030158996582
2015-07-21,32.390586853027344
2015-07-22,31.13001823425293
2015-07-23,31.653491973876953
2015-07-24,31.332988739013672
2015-07-27,30.84157371520996
2015-07-28,31.27423667907715
2015-07-29,31.872472763061523
2015-07-30,31.349014282226562
2015-07-31,31.060583114624023
2015-08-03,29.67180633544922
2015-08-04,29.538265228271484
2015-08-05,30.088428497314453
2015-08-06,30.211278915405273
2015-08-07,29.762611389160156
2015-08-10,30.88965606689453
2015-08-11,30.73475456237793
2015-08-12,31.300939559936523
2015-08-13,30.39288902282715
2015-08-14,30.62257957458496
2015-08-17,30.31810760498047
2015-08-18,30.259363174438477
2015-08-19,28.891952514648438
2015-08-20,27.433725357055664
2015-08-21,26.45090103149414
2015-08-24,24.4425106048584
2015-08-25,25.500125885009766
2015-08-26,26.27997589111328
2015-08-27,28.71033477783203
2015-08-28,29.22846221923828
2015-08-31,30.00539207458496
2015-09-01,29.137371063232422
2015-09-02,29.330263137817383
2015-09-03,29.373126983642578
2015-09-04,28.537256240844727
2015-09-08,28.93912124633789
2015-09-09,28.39259147644043
2015-09-10,28.762306213378906
2015-09-11,28.440814971923828
2015-09-14,28.494396209716797
2015-09-15,28.622997283935547
2015-09-16,29.823205947875977
2015-09-17,29.62495994567871
2015-09-18,28.6497859954834
2015-09-21,29.324899673461914
2015-09-22,29.08915138244629
2015-09-23,28.933761596679688
2015-09-24,28.51047706604004
2015-09-25,28.13004493713379
2015-09-28,27.05843734741211
2015-09-29,27.042354583740234
2015-09-30,27.88357162475586
2015-10-01,27.422780990600586
2015-10-02,28.585481643676758
2015-10-05,29.27132225036621
2015-10-06,29.635683059692383
2015-10-07,30.36973762512207
2015-10-08,30.718015670776367
2015-10-09,30.24112892150879
2015-10-12,29.833925247192383
2015-10-13,29.480287551879883
2015-10-14,29.47492218017578
2015-10-15,30.107181549072266
2015-10-16,28.84266471862793
2015-10-19,28.574769973754883
2015-10-20,28.48904800415039
2015-10-21,29.153446197509766
2015-10-22,29.785709381103516
2015-10-23,28.89626121520996
2015-10-26,28.108619689941406
2015-10-27,27.5942325592041
2015-10-28,28.290786743164062
2015-10-29,28.178266525268555
2015-10-30,28.22649383544922
2015-11-02,28.553327560424805
2015-11-03,29.180234909057617
2015-11-04,27.62638282775879
2015-11-05,26.72622299194336
2015-11-06,27.90501594543457
2015-11-09,27.679973602294922
2015-11-10,26.699430465698242
2015-11-11,26.254714965820312
2015-11-12,25.79391098022461
2015-11-13,25.53672218322754
2015-11-16,26.46367645263672
2015-11-17,26.506542205810547
2015-11-18,27.6906795501709
2015-11-19,27.256669998168945
2015-11-20,27.331680297851562
2015-11-23,27.551374435424805
2015-11-24,28.446170806884766
2015-11-25,28.13004493713379
2015-11-27,28.280073165893555
2015-11-30,28.971261978149414
2015-12-01,29.433521270751953
2015-12-02,28.94439697265625
2015-12-03,28.283273696899414
2015-12-04,28.283273696899414
2015-12-07,26.799768447875977
2015-12-08,26.53638458251953
2015-12-09,28.503639221191406
2015-12-10,27.77801513671875
2015-12-11,25.692520141601562
2015-12-14,25.14426612854004
2015-12-15,24.993757247924805
2015-12-16,24.058513641357422
2015-12-17,23.306015014648438
2015-12-18,23.60701560974121
2015-12-21,23.521015167236328
2015-12-22,24.278888702392578
2015-12-23,25.601139068603516
2015-12-24,25.649524688720703
2015-12-28,24.558385848999023
2015-12-29,24.988393783569336
2015-12-30,24.596012115478516
2015-12-31,24.80564308166504
2016-01-04,25.396888732910156
2016-01-05,24.682018280029297
2016-01-06,23.461894989013672
2016-01-07,22.85451889038086
2016-01-08,22.34926414489746
2016-01-11,22.31163215637207
2016-01-12,22.059009552001953
2016-01-13,21.096887588500977
2016-01-14,22.128890991210938
2016-01-15,21.440893173217773
2016-01-19,21.387136459350586
2016-01-20,20.898014068603516
2016-01-21,21.892391204833984
2016-01-22,22.596513748168945
2016-01-25,21.05926513671875
2016-01-26,21.48389434814453
2016-01-27,21.946138381958008
2016-01-28,23.177011489868164
2016-01-29,23.38664436340332
2016-02-01,23.268390655517578
2016-02-02,22.57501220703125
2016-02-03,23.870384216308594
2016-02-04,23.779016494750977
2016-02-05,24.106897354125977
2016-02-08,23.015764236450195
2016-02-09,22.44063949584961
2016-02-10,22.31163215637207
2016-02-11,21.381765365600586
2016-02-12,21.446260452270508
2016-02-16,22.145015716552734
2016-02-17,22.838394165039062
2016-02-18,22.569643020629883
2016-02-19,22.650264739990234
2016-02-22,23.375892639160156
2016-02-23,22.838394165039062
2016-02-24,22.526641845703125
2016-02-25,23.246885299682617
2016-02-26,23.784385681152344
2016-02-29,23.131507873535156
2016-03-01,23.881513595581055
2016-03-02,24.50202178955078
2016-03-03,25.11713218688965
2016-03-04,24.928287506103516
2016-03-07,25.13332176208496
2016-03-08,23.76819610595703
2016-03-09,23.908496856689453
2016-03-10,23.487628936767578
2016-03-11,24.707063674926758
2016-03-14,23.67647361755371
2016-03-15,23.85453987121582
2016-03-16,24.76641273498535
2016-03-17,25.25742530822754
2016-03-18,25.59735870361328
2016-03-21,25.381534576416016
2016-03-22,25.052387237548828
2016-03-23,24.259218215942383
2016-03-24,24.108139038085938
2016-03-28,23.671070098876953
2016-03-29,23.050573348999023
2016-03-30,23.40129280090332
2016-03-31,23.64950180053711
2016-04-01,23.174671173095703
2016-04-04,22.37610626220703
2016-04-05,21.23760414123535
2016-04-06,23.109928131103516
2016-04-07,22.624311447143555
2016-04-08,23.26101303100586
2016-04-11,22.521787643432617
2016-04-12,22.24660301208496
2016-04-13,22.28437614440918
2016-04-14,23.298778533935547
2016-04-15,23.633310317993164
2016-04-18,24.65850067138672
2016-04-19,25.09014892578125
2016-04-20,25.359943389892578
2016-04-21,25.192678451538086
