Date,ZTS
2015-07-01,44.231346130371094
2015-07-02,44.12174606323242
2015-07-06,44.203941345214844
2015-07-07,43.7290153503418
2015-07-08,42.45038604736328
2015-07-09,42.532588958740234
2015-07-10,42.88877868652344
2015-07-13,42.96185302734375
2015-07-14,43.34543228149414
2015-07-15,43.025779724121094
2015-07-16,43.83860397338867
2015-07-17,43.65596008300781
2015-07-20,44.7336540222168
2015-07-21,44.86151885986328
2015-07-22,45.683494567871094
2015-07-23,45.52822494506836
2015-07-24,45.199432373046875
2015-07-27,45.1903076171875
2015-07-28,44.61491394042969
2015-07-29,44.203941345214844
2015-07-30,44.34093475341797
2015-07-31,44.7336540222168
2015-08-03,44.277000427246094
2015-08-04,44.61491394042969
2015-08-05,44.39572525024414
2015-08-06,44.09434127807617
2015-08-07,44.12174606323242
2015-08-10,44.19479751586914
2015-08-11,44.10606384277344
2015-08-12,43.78586959838867
2015-08-13,43.602882385253906
2015-08-14,43.4290771484375
2015-08-17,44.545204162597656
2015-08-18,43.66691589355469
2015-08-19,43.83161544799805
2015-08-20,42.431846618652344
2015-08-21,41.18761444091797
2015-08-24,39.824462890625
2015-08-25,38.93702697753906
2015-08-26,40.483158111572266
2015-08-27,41.95610809326172
2015-08-28,41.882904052734375
2015-08-31,41.05039596557617
2015-09-01,40.23615646362305
2015-09-02,41.27909851074219
2015-09-03,40.739322662353516
2015-09-04,40.26359176635742
2015-09-08,41.06867980957031
2015-09-09,40.20869445800781
2015-09-10,40.56550598144531
2015-09-11,41.169334411621094
2015-09-14,40.68443298339844
2015-09-15,41.22420883178711
2015-09-16,40.72103500366211
2015-09-17,42.09333419799805
2015-09-18,41.27909851074219
2015-09-21,40.711891174316406
2015-09-22,40.464866638183594
2015-09-23,40.54721450805664
2015-09-24,39.87936019897461
2015-09-25,38.89127731323242
2015-09-28,36.558345794677734
2015-09-29,36.27475357055664
2015-09-30,37.67450714111328
2015-10-01,37.77513885498047
2015-10-02,39.35787582397461
2015-10-05,39.20234298706055
2015-10-06,37.86661148071289
2015-10-07,39.03765106201172
2015-10-08,39.54084396362305
2015-10-09,39.15660858154297
2015-10-12,39.07424545288086
2015-10-13,38.71745300292969
2015-10-14,38.77235412597656
2015-10-15,39.339576721191406
2015-10-16,40.19040298461914
2015-10-19,40.05317687988281
2015-10-20,39.421905517578125
2015-10-21,38.113643646240234
2015-10-22,37.32685470581055
2015-10-23,38.91874313354492
2015-10-26,38.744911193847656
2015-10-27,39.101707458496094
2015-10-28,39.6506233215332
2015-10-29,39.842750549316406
2015-10-30,39.34872055053711
2015-11-02,40.47401428222656
2015-11-03,42.740753173828125
2015-11-04,42.66741943359375
2015-11-05,41.66834259033203
2015-11-06,42.135799407958984
2015-11-09,41.97997283935547
2015-11-10,42.05330276489258
2015-11-11,41.3200569152832
2015-11-12,40.81589126586914
2015-11-13,41.10921859741211
2015-11-16,41.52168655395508
2015-11-17,41.95248031616211
2015-11-18,43.24486541748047
2015-11-19,42.98823928833008
2015-11-20,43.37319564819336
2015-11-23,43.0432243347168
2015-11-24,43.0157356262207
2015-11-25,43.05239486694336
2015-11-27,43.15321731567383
2015-11-30,42.80491638183594
2015-12-01,43.089054107666016
2015-12-02,42.502437591552734
2015-12-03,41.43001937866211
2015-12-04,42.584922790527344
2015-12-07,42.0807991027832
2015-12-08,42.10831069946289
2015-12-09,41.439186096191406
2015-12-10,42.25495147705078
2015-12-11,42.00748062133789
2015-12-14,42.70408248901367
2015-12-15,43.05239486694336
2015-12-16,43.16238021850586
2015-12-17,42.83241271972656
2015-12-18,42.7132568359375
2015-12-21,43.39154052734375
2015-12-22,43.739845275878906
2015-12-23,43.9781494140625
2015-12-24,44.11564636230469
2015-12-28,43.90483093261719
2015-12-29,44.2989616394043
2015-12-30,44.234798431396484
2015-12-31,43.92314529418945
2016-01-04,43.327369689941406
2016-01-05,44.005645751953125
2016-01-06,44.014801025390625
2016-01-07,42.67658996582031
2016-01-08,42.05330276489258
2016-01-11,40.86173629760742
2016-01-12,41.21919631958008
2016-01-13,39.642669677734375
2016-01-14,40.44926834106445
2016-01-15,39.761817932128906
2016-01-19,39.67455291748047
2016-01-20,40.2257194519043
2016-01-21,39.57350158691406
2016-01-22,39.867469787597656
2016-01-25,39.683746337890625
2016-01-26,40.29920959472656
2016-01-27,39.63780975341797
2016-01-28,39.35304641723633
2016-01-29,39.54594039916992
2016-02-01,39.463260650634766
2016-02-02,38.32420349121094
2016-02-03,37.94757080078125
2016-02-04,38.15885543823242
2016-02-05,37.58013916015625
2016-02-08,36.91873550415039
2016-02-09,36.6155891418457
2016-02-10,36.12874984741211
2016-02-11,36.15629577636719
2016-02-12,37.139198303222656
2016-02-16,37.139198303222656
2016-02-17,38.39769744873047
2016-02-18,38.59978103637695
2016-02-19,38.425254821777344
2016-02-22,39.28874588012695
2016-02-23,38.921302795410156
2016-02-24,38.921302795410156
2016-02-25,39.40815734863281
2016-02-26,38.91211700439453
2016-02-29,37.71792984008789
2016-03-01,38.67327117919922
2016-03-02,38.32420349121094
2016-03-03,37.736305236816406
2016-03-04,37.479087829589844
2016-03-07,37.84653091430664
2016-03-08,36.955482482910156
2016-03-09,37.16675567626953
2016-03-10,36.66152572631836
2016-03-11,38.46200180053711
2016-03-14,37.94757080078125
2016-03-15,37.40560531616211
2016-03-16,37.16675567626953
2016-03-17,36.48699951171875
2016-03-18,37.53420639038086
2016-03-21,38.23234939575195
2016-03-22,39.2703742980957
2016-03-23,39.16930389404297
2016-03-24,39.0223388671875
2016-03-28,38.746768951416016
2016-03-29,39.610252380371094
2016-03-30,40.43699645996094
2016-03-31,40.721771240234375
2016-04-01,41.32804870605469
2016-04-04,42.035377502441406
2016-04-05,42.205657958984375
2016-04-06,43.51280212402344
2016-04-07,43.43915939331055
2016-04-08,43.20903015136719
2016-04-11,42.96048355102539
