Date,GD
2015-07-01,113.30467224121094
2015-07-02,113.28882598876953
2015-07-06,113.43919372558594
2015-07-07,113.6845703125
2015-07-08,112.5844955444336
2015-07-09,113.86656951904297
2015-07-10,115.62346649169922
2015-07-13,115.72637176513672
2015-07-14,116.3119888305664
2015-07-15,116.53359985351562
2015-07-16,117.4832534790039
2015-07-17,117.64155578613281
2015-07-20,117.92647552490234
2015-07-21,115.77384185791016
2015-07-22,114.92705535888672
2015-07-23,114.59467315673828
2015-07-24,112.86943817138672
2015-07-27,112.70323944091797
2015-07-28,114.19103240966797
2015-07-29,118.67827606201172
2015-07-30,118.93153381347656
2015-07-31,118.00557708740234
2015-08-03,117.7998046875
2015-08-04,117.76023864746094
2015-08-05,118.5674819946289
2015-08-06,118.2826156616211
2015-08-07,118.48834228515625
2015-08-10,120.26112365722656
2015-08-11,119.1847915649414
2015-08-12,119.0185775756836
2015-08-13,119.13726043701172
2015-08-14,119.98408508300781
2015-08-17,120.96540069580078
2015-08-18,121.30574798583984
2015-08-19,120.88629150390625
2015-08-20,117.86312866210938
2015-08-21,114.88749694824219
2015-08-24,111.43699645996094
2015-08-25,109.87789154052734
2015-08-26,114.0010986328125
2015-08-27,114.88749694824219
2015-08-28,114.38098907470703
2015-08-31,112.4024887084961
2015-09-01,109.91749572753906
2015-09-02,112.7348861694336
2015-09-03,113.49463653564453
2015-09-04,111.72978973388672
2015-09-08,114.27019500732422
2015-09-09,112.75074768066406
2015-09-10,111.35784149169922
2015-09-11,112.28375244140625
2015-09-14,111.31033325195312
2015-09-15,112.2125244140625
2015-09-16,112.25213623046875
2015-09-17,112.03048706054688
2015-09-18,110.19449615478516
2015-09-21,110.57433319091797
2015-09-22,109.17356872558594
2015-09-23,108.08146667480469
2015-09-24,109.61674499511719
2015-09-25,109.22898864746094
2015-09-28,106.92601013183594
2015-09-29,107.30586242675781
2015-09-30,109.17356872558594
2015-10-01,109.3555908203125
2015-10-02,110.10743713378906
2015-10-05,114.05648040771484
2015-10-06,111.31829071044922
2015-10-07,111.62844848632812
2015-10-08,112.86115264892578
2015-10-09,113.50537872314453
2015-10-12,114.27677917480469
2015-10-13,112.70209503173828
2015-10-14,110.94446563720703
2015-10-15,112.36805725097656
2015-10-16,112.69410705566406
2015-10-19,112.33624267578125
2015-10-20,112.33624267578125
2015-10-21,113.79961395263672
2015-10-22,117.10806274414062
2015-10-23,117.92724609375
2015-10-26,117.8238296508789
2015-10-27,118.02265930175781
2015-10-28,119.91544342041016
2015-10-29,119.27130889892578
2015-10-30,118.16584777832031
2015-11-02,118.2771224975586
2015-11-03,117.04444122314453
2015-11-04,117.13189697265625
2015-11-05,116.96490478515625
2015-11-06,116.05030059814453
2015-11-09,114.75397491455078
2015-11-10,114.47561645507812
2015-11-11,113.97457122802734
2015-11-12,112.8134536743164
2015-11-13,111.81930541992188
2015-11-16,113.95068359375
2015-11-17,113.62464904785156
2015-11-18,114.2927017211914
2015-11-19,115.47772979736328
2015-11-20,115.71629333496094
2015-11-23,114.99254608154297
2015-11-24,115.74011993408203
2015-11-25,115.4617691040039
2015-11-27,115.76399993896484
2015-11-30,116.47979736328125
2015-12-01,117.3864517211914
2015-12-02,115.5970230102539
2015-12-03,112.90096282958984
2015-12-04,114.39608001708984
2015-12-07,113.79961395263672
2015-12-08,112.9327621459961
2015-12-09,111.47732543945312
2015-12-10,111.3421630859375
2015-12-11,109.6242446899414
2015-12-14,110.69794464111328
2015-12-15,109.7833251953125
2015-12-16,111.05581665039062
2015-12-17,109.8787841796875
2015-12-18,108.72560119628906
2015-12-21,109.8230972290039
2015-12-22,111.29443359375
2015-12-23,111.25466918945312
2015-12-24,111.2148666381836
2015-12-28,111.01606750488281
2015-12-29,111.6125259399414
2015-12-30,110.75361633300781
2015-12-31,109.24254608154297
2016-01-04,108.21659851074219
2016-01-05,108.66993713378906
2016-01-06,107.57239532470703
2016-01-07,104.02538299560547
2016-01-08,103.54024505615234
2016-01-11,104.41502380371094
2016-01-12,105.36943054199219
2016-01-13,103.17091369628906
2016-01-14,103.16287994384766
2016-01-15,100.72452545166016
2016-01-19,101.83578491210938
2016-01-20,99.27749633789062
2016-01-21,99.3894271850586
2016-01-22,101.02831268310547
2016-01-25,99.61326599121094
2016-01-26,101.83578491210938
2016-01-27,103.13089752197266
2016-01-28,102.85111999511719
2016-01-29,106.9443588256836
2016-02-01,106.824462890625
2016-02-02,106.75251770019531
2016-02-03,106.96035766601562
2016-02-04,108.20751953125
2016-02-05,107.28813934326172
2016-02-08,105.7371826171875
2016-02-09,105.63323974609375
2016-02-10,106.384765625
2016-02-11,102.795166015625
2016-02-12,104.07427215576172
2016-02-16,105.1375732421875
2016-02-17,107.95169830322266
2016-02-18,107.96768951416016
2016-02-19,108.13556671142578
2016-02-22,109.22284698486328
2016-02-23,108.65522003173828
2016-02-24,108.0476303100586
2016-02-25,109.7185287475586
2016-02-26,109.61459350585938
2016-02-29,108.94304656982422
2016-03-01,110.5179672241211
2016-03-02,108.41535186767578
2016-03-03,108.5193099975586
2016-03-04,108.15154266357422
2016-03-07,105.79313659667969
2016-03-08,105.04961395263672
2016-03-09,105.45735168457031
2016-03-10,106.78448486328125
2016-03-11,108.34342956542969
2016-03-14,107.296142578125
2016-03-15,106.56060028076172
2016-03-16,107.12024688720703
2016-03-17,107.22415924072266
2016-03-18,108.28746032714844
2016-03-21,107.7518081665039
2016-03-22,108.11959838867188
2016-03-23,107.38407897949219
2016-03-24,103.19485473632812
2016-03-28,104.58595275878906
2016-03-29,105.41738891601562
2016-03-30,105.31344604492188
2016-03-31,105.02564239501953
2016-04-01,105.80113220214844
2016-04-04,105.28147888183594
2016-04-05,104.60191345214844
2016-04-06,105.92071533203125
2016-04-07,105.65534973144531
2016-04-08,106.87761688232422
2016-04-11,106.0654525756836
2016-04-12,107.39226531982422
2016-04-13,108.01145935058594
2016-04-14,107.40837860107422
2016-04-15,108.4054946899414
2016-04-18,109.59558868408203
2016-04-19,109.91727447509766
2016-04-20,109.93336486816406
2016-04-21,110.74552917480469
2016-04-22,110.89024353027344
2016-04-25,109.99767303466797
2016-04-26,111.5416259765625
2016-04-27,115.48184967041016
2016-04-28,113.51176452636719
2016-04-29,112.99710083007812
2016-05-02,114.05052185058594
2016-05-03,114.4605941772461
2016-05-04,113.72886657714844
2016-05-05,114.3480453491211
2016-05-06,115.3451919555664
2016-05-09,114.96724700927734
2016-05-10,117.17057800292969
2016-05-11,116.56747436523438
2016-05-12,116.84891510009766
2016-05-13,116.09304809570312
2016-05-16,116.89712524414062
2016-05-17,116.59964752197266
2016-05-18,116.04478454589844
2016-05-19,115.4657974243164
2016-05-20,116.2940673828125
2016-05-23,114.38825225830078
2016-05-24,114.95919799804688
2016-05-25,114.96724700927734
2016-05-26,114.85465240478516
2016-05-27,115.09590148925781
2016-05-31,114.08267211914062
2016-06-01,113.76103210449219
2016-06-02,112.68350219726562
2016-06-03,112.76388549804688
2016-06-06,112.85233306884766
2016-06-07,113.43134307861328
2016-06-08,113.77711486816406
2016-06-09,114.17115783691406
2016-06-10,113.80929565429688
2016-06-13,111.86326599121094
2016-06-14,112.12060546875
2016-06-15,112.66741943359375
2016-06-16,112.38594818115234
2016-06-17,111.76675415039062
2016-06-20,113.3187484741211
2016-06-21,112.1045150756836
2016-06-22,111.60596466064453
2016-06-23,112.40203857421875
2016-06-24,109.47499084472656
2016-06-27,106.99826049804688
2016-06-28,107.70590209960938
2016-06-29,109.68728637695312
2016-06-30,112.60678100585938
2016-07-01,114.30510711669922
2016-07-05,111.9355239868164
2016-07-06,113.13243865966797
2016-07-07,112.16194915771484
2016-07-08,113.60955810546875
2016-07-11,114.18378448486328
2016-07-12,114.46678924560547
2016-07-13,114.62052917480469
2016-07-14,115.2917251586914
2016-07-15,114.91162109375
2016-07-18,114.03011322021484
2016-07-19,115.89825439453125
2016-07-20,116.89295959472656
2016-07-21,115.53433227539062
2016-07-22,116.27027130126953
2016-07-25,116.22986602783203
2016-07-26,116.86866760253906
2016-07-27,118.58325958251953
2016-07-28,118.96337890625
2016-07-29,118.79348754882812
2016-08-01,120.57270050048828
2016-08-02,119.86913299560547
2016-08-03,119.53750610351562
2016-08-04,119.18167877197266
2016-08-05,120.41095733642578
2016-08-08,119.7801284790039
2016-08-09,120.15213012695312
2016-08-10,122.4974594116211
2016-08-11,122.3599853515625
2016-08-12,122.4974594116211
2016-08-15,124.05831909179688
2016-08-16,123.24958038330078
2016-08-17,123.7105484008789
2016-08-18,123.27384948730469
2016-08-19,123.23336791992188
2016-08-22,123.10399627685547
2016-08-23,123.04740142822266
2016-08-24,123.16064453125
2016-08-25,123.47601318359375
2016-08-26,122.58642578125
2016-08-29,123.5892333984375
2016-08-30,123.37897491455078
2016-08-31,123.10399627685547
2016-09-01,123.60542297363281
2016-09-02,124.38990020751953
2016-09-06,125.05303192138672
2016-09-07,123.8237533569336
2016-09-08,123.24958038330078
2016-09-09,121.23585510253906
2016-09-12,122.77240753173828
2016-09-13,121.79389190673828
2016-09-14,121.17113494873047
2016-09-15,123.0554428100586
2016-09-16,121.91516876220703
2016-09-19,123.06359100341797
2016-09-20,122.8128890991211
2016-09-21,123.81565856933594
2016-09-22,125.23904418945312
2016-09-23,124.38990020751953
2016-09-26,124.43838500976562
2016-09-27,125.5787353515625
2016-09-28,126.16908264160156
2016-09-29,125.8456039428711
2016-09-30,125.48171997070312
2016-10-03,125.11776733398438
2016-10-04,124.17959594726562
2016-10-05,124.93546295166016
2016-10-06,125.27680969238281
2016-10-07,124.31778717041016
2016-10-10,124.26087951660156
2016-10-11,121.58697509765625
2016-10-12,121.91205596923828
2016-10-13,122.73292541503906
2016-10-14,123.00114440917969
2016-10-17,122.3021469116211
2016-10-18,123.43997955322266
2016-10-19,123.06611633300781
2016-10-20,122.48908233642578
2016-10-21,122.05834197998047
2016-10-24,123.0823974609375
2016-10-25,124.01705932617188
2016-10-26,122.83856201171875
2016-10-27,122.01766204833984
2016-10-28,123.13115692138672
2016-10-31,122.51348876953125
2016-11-01,121.89580535888672
2016-11-02,121.64381408691406
2016-11-03,121.93644714355469
2016-11-04,121.75760650634766
2016-11-07,123.85447692871094
2016-11-08,124.98426055908203
2016-11-09,131.73814392089844
2016-11-10,135.3304901123047
2016-11-11,136.9884796142578
2016-11-14,138.32139587402344
2016-11-15,136.55775451660156
2016-11-16,134.78590393066406
2016-11-17,134.61524963378906
2016-11-18,135.4198760986328
2016-11-21,136.8909149169922
2016-11-22,138.31329345703125
2016-11-23,138.61399841308594
2016-11-25,139.85748291015625
2016-11-28,140.3369903564453
2016-11-29,142.3363494873047
2016-11-30,142.5151824951172
2016-12-01,143.36856079101562
2016-12-02,145.2135009765625
2016-12-05,145.09158325195312
2016-12-06,144.74212646484375
2016-12-07,145.01837158203125
2016-12-08,141.14979553222656
2016-12-09,142.5476531982422
2016-12-12,141.20663452148438
2016-12-13,141.66995239257812
2016-12-14,141.20663452148438
2016-12-15,141.5155029296875
2016-12-16,141.75119018554688
2016-12-19,141.93002319335938
2016-12-20,142.44207763671875
2016-12-21,141.499267578125
2016-12-22,141.84869384765625
2016-12-23,142.43389892578125
2016-12-27,141.8893280029297
2016-12-28,140.64585876464844
2016-12-29,140.77589416503906
2016-12-30,140.32888793945312
2017-01-03,142.59646606445312
2017-01-04,142.6696014404297
2017-01-05,143.15728759765625
2017-01-06,144.23008728027344
2017-01-09,143.100341796875
2017-01-10,143.3361053466797
2017-01-11,143.91311645507812
2017-01-12,143.4661102294922
2017-01-13,144.57957458496094
2017-01-17,143.0190887451172
2017-01-18,143.65579223632812
2017-01-19,145.14138793945312
2017-01-20,145.52503967285156
2017-01-23,144.66795349121094
2017-01-24,144.68426513671875
2017-01-25,143.10891723632812
2017-01-26,144.72506713867188
2017-01-27,151.12464904785156
2017-01-30,148.9451904296875
2017-01-31,147.8105926513672
2017-02-01,147.7697296142578
2017-02-02,147.2228546142578
2017-02-03,149.4757537841797
2017-02-06,149.4104766845703
2017-02-07,149.5492706298828
2017-02-08,149.4921112060547
2017-02-09,149.0431671142578
2017-02-10,150.5206298828125
2017-02-13,152.31637573242188
2017-02-14,152.8306884765625
2017-02-15,153.4510498046875
2017-02-16,154.0632781982422
2017-02-17,154.324462890625
2017-02-21,154.75711059570312
2017-02-22,155.00193786621094
2017-02-23,153.70407104492188
2017-02-24,154.7897186279297
2017-02-27,155.4182891845703
2017-02-28,154.93661499023438
2017-03-01,157.05894470214844
2017-03-02,155.94882202148438
2017-03-03,154.8060760498047
2017-03-06,155.8590087890625
2017-03-07,156.29168701171875
2017-03-08,155.40191650390625
2017-03-09,155.36929321289062
2017-03-10,155.77740478515625
2017-03-13,156.36517333984375
2017-03-14,154.88768005371094
2017-03-15,156.44680786132812
2017-03-16,155.62229919433594
2017-03-17,157.760986328125
2017-03-20,156.7079620361328
2017-03-21,154.02244567871094
2017-03-22,154.7652587890625
2017-03-23,154.7325897216797
2017-03-24,153.0673828125
2017-03-27,151.41033935546875
2017-03-28,153.81837463378906
2017-03-29,153.6959228515625
2017-03-30,154.09593200683594
2017-03-31,152.80616760253906
2017-04-03,153.24693298339844
2017-04-04,153.23062133789062
2017-04-05,152.38613891601562
2017-04-06,152.75511169433594
2017-04-07,154.1817626953125
2017-04-10,153.8701934814453
2017-04-11,154.46055603027344
2017-04-12,152.78787231445312
2017-04-13,153.10763549804688
2017-04-17,154.87872314453125
2017-04-18,153.64064025878906
2017-04-19,153.94400024414062
2017-04-20,154.25564575195312
2017-04-21,154.9197235107422
2017-04-24,157.3549346923828
2017-04-25,158.4455108642578
2017-04-26,159.7655792236328
2017-04-27,159.9131622314453
2017-04-28,158.8964385986328
2017-05-01,158.37164306640625
2017-05-02,159.1260223388672
2017-05-03,159.21620178222656
2017-05-04,159.5195770263672
2017-05-05,160.68394470214844
2017-05-08,160.97911071777344
2017-05-09,161.19227600097656
2017-05-10,159.38839721679688
2017-05-11,159.87216186523438
2017-05-12,160.372314453125
2017-05-15,160.0361785888672
2017-05-16,160.1263427734375
2017-05-17,157.43695068359375
2017-05-18,157.95352172851562
2017-05-19,160.60189819335938
2017-05-22,162.14341735839844
2017-05-23,163.43075561523438
2017-05-24,163.9718475341797
2017-05-25,164.88198852539062
2017-05-26,165.82496643066406
2017-05-30,165.63633728027344
2017-05-31,166.65310668945312
2017-06-01,166.05453491210938
2017-06-02,167.02206420898438
2017-06-05,165.1935577392578
2017-06-06,162.70916748046875
2017-06-07,163.06175231933594
2017-06-08,163.69308471679688
2017-06-09,163.55374145507812
2017-06-12,162.67642211914062
2017-06-13,164.4392547607422
2017-06-14,165.03782653808594
2017-06-15,165.65277099609375
2017-06-16,166.17750549316406
2017-06-19,167.69439697265625
2017-06-20,167.1532440185547
2017-06-21,167.17788696289062
2017-06-22,165.0214080810547
2017-06-23,165.07057189941406
2017-06-26,164.15228271484375
2017-06-27,163.037109375
2017-06-28,164.66883850097656
2017-06-29,161.49563598632812
2017-06-30,162.43040466308594
2017-07-03,163.70950317382812
2017-07-05,165.2904052734375
2017-07-06,163.8741912841797
2017-07-07,165.7185821533203
2017-07-10,165.5621337890625
2017-07-11,164.6070098876953
2017-07-12,165.59510803222656
2017-07-13,164.80462646484375
2017-07-14,165.62803649902344
2017-07-17,164.79635620117188
2017-07-18,165.85035705566406
2017-07-19,166.60787963867188
2017-07-20,166.6572723388672
2017-07-21,168.4276123046875
2017-07-24,168.74050903320312
2017-07-25,167.61241149902344
2017-07-26,160.28411865234375
2017-07-27,159.60897827148438
2017-07-28,162.98486328125
2017-07-31,161.6592559814453
2017-08-01,161.8239288330078
2017-08-02,163.06723022460938
2017-08-03,164.12940979003906
2017-08-04,164.73875427246094
2017-08-07,165.61978149414062
2017-08-08,163.69302368164062
2017-08-09,165.5045166015625
2017-08-10,163.26483154296875
2017-08-11,162.94375610351562
2017-08-14,164.92813110351562
2017-08-15,164.26116943359375
2017-08-16,165.18338012695312
2017-08-17,163.0260772705078
2017-08-18,163.63539123535156
2017-08-21,163.63539123535156
2017-08-22,165.69390869140625
2017-08-23,164.47523498535156
2017-08-24,164.2447052001953
2017-08-25,163.89892578125
2017-08-28,162.9272918701172
2017-08-29,165.46331787109375
2017-08-30,165.68568420410156
2017-08-31,165.79273986816406
2017-09-01,164.68113708496094
2017-09-05,163.63539123535156
2017-09-06,161.99684143066406
2017-09-07,162.24383544921875
2017-09-08,162.9272918701172
2017-09-11,164.95286560058594
2017-09-12,163.8577117919922
2017-09-13,162.08738708496094
2017-09-14,162.7296142578125
2017-09-15,163.25662231445312
2017-09-18,166.47613525390625
2017-09-19,167.25009155273438
2017-09-20,168.19708251953125
2017-09-21,169.3909912109375
2017-09-22,169.1357421875
2017-09-25,168.6910858154297
2017-09-26,169.06988525390625
2017-09-27,170.28025817871094
2017-09-28,168.82286071777344
2017-09-29,169.27572631835938
2017-10-02,171.8612060546875
2017-10-03,173.3516387939453
2017-10-04,173.98561096191406
2017-10-05,176.45738220214844
2017-10-06,175.7547149658203
2017-10-09,176.52352905273438
2017-10-10,175.71343994140625
2017-10-11,175.94485473632812
2017-10-12,176.68057250976562
2017-10-13,176.366455078125
2017-10-16,176.44915771484375
2017-10-17,174.87841796875
2017-10-18,173.92770385742188
2017-10-19,174.96107482910156
2017-10-20,176.79638671875
2017-10-23,175.68032836914062
2017-10-24,175.3248291015625
2017-10-25,171.33189392089844
2017-10-26,168.57077026367188
2017-10-27,169.46359252929688
2017-10-30,170.43910217285156
2017-10-31,167.80194091796875
2017-11-01,166.67764282226562
2017-11-02,168.49635314941406
2017-11-03,168.69480895996094
2017-11-06,167.29762268066406
2017-11-07,168.44677734375
2017-11-08,167.50433349609375
2017-11-09,164.4042510986328
2017-11-10,165.14825439453125
2017-11-13,165.4458465576172
2017-11-14,165.5203094482422
2017-11-15,164.5034942626953
2017-11-16,164.69361877441406
2017-11-17,163.49488830566406
2017-11-20,164.29676818847656
2017-11-21,165.4210662841797
2017-11-22,165.37147521972656
2017-11-24,165.33840942382812
2017-11-27,166.22293090820312
2017-11-28,168.8022003173828
2017-11-29,168.7856903076172
2017-11-30,171.2574920654297
2017-12-01,167.52088928222656
2017-12-04,166.73550415039062
2017-12-05,165.2639923095703
2017-12-06,165.5120086669922
2017-12-07,165.47898864746094
2017-12-08,166.22293090820312
2017-12-11,165.040771484375
2017-12-12,162.18040466308594
2017-12-13,162.5524444580078
2017-12-14,162.21351623535156
2017-12-15,164.37942504882812
2017-12-18,164.0570068359375
2017-12-19,165.1978759765625
2017-12-20,166.41311645507812
2017-12-21,167.38864135742188
2017-12-22,167.52088928222656
2017-12-26,166.96697998046875
2017-12-27,167.58700561523438
2017-12-28,168.52943420410156
2017-12-29,168.19052124023438
2018-01-02,165.7434844970703
2018-01-03,166.77685546875
2018-01-04,169.64547729492188
2018-01-05,169.22384643554688
2018-01-08,169.22384643554688
2018-01-09,170.1993865966797
2018-01-10,169.2652130126953
2018-01-11,169.8934783935547
2018-01-12,174.09307861328125
2018-01-16,170.57130432128906
2018-01-17,172.38186645507812
2018-01-18,172.48141479492188
2018-01-19,173.56048583984375
2018-01-22,172.8134307861328
2018-01-23,172.2157745361328
2018-01-24,182.001953125
2018-01-25,188.02798461914062
2018-01-26,187.78729248046875
2018-01-29,187.1730499267578
2018-01-30,186.16038513183594
2018-01-31,184.6663360595703
2018-02-01,186.93231201171875
2018-02-02,184.0355224609375
2018-02-05,175.3201446533203
2018-02-06,176.34939575195312
2018-02-07,178.41619873046875
2018-02-08,171.02886962890625
2018-02-09,176.050537109375
2018-02-12,173.91738891601562
2018-02-13,175.80984497070312
2018-02-14,181.15525817871094
2018-02-15,187.0900115966797
2018-02-16,186.08570861816406
2018-02-20,184.12681579589844
2018-02-21,183.23043823242188
2018-02-22,182.72401428222656
2018-02-23,183.43788146972656
2018-02-26,188.23548889160156
2018-02-27,185.83670043945312
2018-02-28,184.6414031982422
2018-03-01,181.90232849121094
2018-03-02,185.3801727294922
2018-03-05,186.45916748046875
2018-03-06,186.60031127929688
2018-03-07,187.8204803466797
2018-03-08,188.1275634765625
