Date,DTE
2015-07-01,44.80644226074219
2015-07-02,45.39002990722656
2015-07-06,45.53891372680664
2015-07-07,46.783538818359375
2015-07-08,46.426239013671875
2015-07-09,45.77116012573242
2015-07-10,46.15824508666992
2015-07-13,46.009368896484375
2015-07-14,45.91408920288086
2015-07-15,46.15229797363281
2015-07-16,46.77162170410156
2015-07-17,46.15824508666992
2015-07-20,46.09869384765625
2015-07-21,45.65207290649414
2015-07-22,45.93790817260742
2015-07-23,45.36027145385742
2015-07-24,46.06891632080078
2015-07-27,46.85499572753906
2015-07-28,46.81926727294922
2015-07-29,47.23017883300781
2015-07-30,47.37309265136719
2015-07-31,47.915016174316406
2015-08-03,47.85546112060547
2015-08-04,47.09917449951172
2015-08-05,47.17062759399414
2015-08-06,47.5755729675293
2015-08-07,48.36760711669922
2015-08-10,48.02220153808594
2015-08-11,48.331886291503906
2015-08-12,49.43954086303711
2015-08-13,49.51099395751953
2015-08-14,49.81471252441406
2015-08-17,50.094600677490234
2015-08-18,49.784934997558594
2015-08-19,50.24943542480469
2015-08-20,50.18391418457031
2015-08-21,49.51694869995117
2015-08-24,47.17658233642578
2015-08-25,45.592525482177734
2015-08-26,46.37263870239258
2015-08-27,47.02769470214844
2015-08-28,46.9443244934082
2015-08-31,46.48578643798828
2015-09-01,45.33049774169922
2015-09-02,45.26498031616211
2015-09-03,45.485328674316406
2015-09-04,44.66947555541992
2015-09-08,45.42577362060547
2015-09-09,44.752838134765625
2015-09-10,44.705196380615234
2015-09-11,45.22329330444336
2015-09-14,45.18757247924805
2015-09-15,45.55678176879883
2015-09-16,46.22971725463867
2015-09-17,46.981163024902344
2015-09-18,46.77075958251953
2015-09-21,46.87898635864258
2015-09-22,46.452152252197266
2015-09-23,47.08938980102539
2015-09-24,47.34788513183594
2015-09-25,47.65447998046875
2015-09-28,47.3538932800293
2015-09-29,47.029258728027344
2015-09-30,48.315765380859375
2015-10-01,47.71459197998047
2015-10-02,48.45403289794922
2015-10-05,48.766639709472656
2015-10-06,48.52617263793945
2015-10-07,48.30974578857422
2015-10-08,48.916927337646484
2015-10-09,48.778656005859375
2015-10-12,49.05520248413086
2015-10-13,48.904911041259766
2015-10-14,49.1513786315918
2015-10-15,50.053138732910156
2015-10-16,50.107234954833984
2015-10-19,50.28156280517578
2015-10-20,50.389793395996094
2015-10-21,50.36573791503906
2015-10-22,51.021026611328125
2015-10-23,50.095211029052734
2015-10-26,50.19740295410156
2015-10-27,50.191402435302734
2015-10-28,49.39786148071289
2015-10-29,48.784671783447266
2015-10-30,49.04917526245117
2015-11-02,49.391845703125
2015-11-03,49.572200775146484
2015-11-04,49.722496032714844
2015-11-05,49.89683151245117
2015-11-06,47.72661590576172
2015-11-09,47.67251968383789
2015-11-10,48.21356964111328
2015-11-11,48.69449996948242
2015-11-12,48.11137390136719
2015-11-13,47.81077194213867
2015-11-16,48.73056411743164
2015-11-17,47.82280349731445
2015-11-18,48.02120590209961
2015-11-19,48.65239334106445
2015-11-20,48.92293930053711
2015-11-23,48.41194152832031
2015-11-24,48.21957778930664
2015-11-25,48.02120590209961
2015-11-27,48.195533752441406
2015-11-30,48.38790512084961
2015-12-01,48.49612045288086
2015-12-02,47.299774169921875
2015-12-03,47.05330276489258
2015-12-04,48.41194152832031
2015-12-07,48.802703857421875
2015-12-08,48.46604919433594
2015-12-09,48.21957778930664
2015-12-10,47.44406509399414
2015-12-11,47.08938980102539
2015-12-14,47.173553466796875
2015-12-15,47.564308166503906
2015-12-16,48.62836456298828
2015-12-17,48.500972747802734
2015-12-18,47.851863861083984
2015-12-21,47.71841049194336
2015-12-22,47.97319793701172
2015-12-23,48.53737258911133
2015-12-24,48.458518981933594
2015-12-28,48.931697845458984
2015-12-29,49.40487289428711
2015-12-30,49.465545654296875
2015-12-31,48.64656448364258
2016-01-04,48.009586334228516
2016-01-05,48.500972747802734
2016-01-06,48.2825813293457
2016-01-07,47.75480651855469
2016-01-08,47.54853820800781
2016-01-11,48.01565933227539
2016-01-12,48.28865051269531
2016-01-13,48.682960510253906
2016-01-14,49.332061767578125
2016-01-15,48.8588752746582
2016-01-19,49.88410186767578
2016-01-20,48.64656448364258
2016-01-21,48.07632827758789
2016-01-22,49.338138580322266
2016-01-25,48.99235916137695
2016-01-26,49.56259536743164
2016-01-27,49.744598388671875
2016-01-28,50.50289535522461
2016-01-29,51.57059097290039
2016-02-01,51.75257873535156
2016-02-02,52.304622650146484
2016-02-03,52.8323974609375
2016-02-04,52.54121017456055
2016-02-05,52.44416809082031
2016-02-08,52.304622650146484
2016-02-09,52.686790466308594
2016-02-10,52.04375457763672
2016-02-11,51.006404876708984
2016-02-12,50.78799819946289
2016-02-16,51.28544616699219
2016-02-17,51.091339111328125
2016-02-18,51.649436950683594
2016-02-19,51.3946418762207
2016-02-22,51.80110549926758
2016-02-23,52.02556610107422
2016-02-24,52.20756149291992
2016-02-25,52.759586334228516
2016-02-26,51.13378143310547
2016-02-29,51.030677795410156
2016-03-01,50.8547477722168
2016-03-02,50.99427032470703
2016-03-03,50.963932037353516
2016-03-04,51.47956848144531
2016-03-07,52.27426528930664
2016-03-08,52.93552780151367
2016-03-09,53.34197998046875
2016-03-10,53.384437561035156
2016-03-11,53.53611373901367
2016-03-14,53.42082977294922
2016-03-15,53.60891342163086
2016-03-16,54.282264709472656
2016-03-17,54.71650695800781
2016-03-18,54.380123138427734
2016-03-21,54.380123138427734
2016-03-22,54.04986572265625
