Date,GLW
2015-07-01,14.9384126663208
2015-07-02,14.862974166870117
2015-07-06,14.802620887756348
2015-07-07,14.764892578125
2015-07-08,14.440470695495605
2015-07-09,14.455562591552734
2015-07-10,14.54609489440918
2015-07-13,14.448020935058594
2015-07-14,14.523463249206543
2015-07-15,14.380118370056152
2015-07-16,14.742260932922363
2015-07-17,14.395201683044434
2015-07-20,14.26694393157959
2015-07-21,14.146228790283203
2015-07-22,14.168864250183105
2015-07-23,14.168864250183105
2015-07-24,14.017971992492676
2015-07-27,13.919889450073242
2015-07-28,13.859533309936523
2015-07-29,13.987794876098633
2015-07-30,14.055693626403809
2015-07-31,14.09341812133789
2015-08-03,13.723727226257324
2015-08-04,13.791632652282715
2015-08-05,13.859533309936523
2015-08-06,13.776544570922852
2015-08-07,13.678462982177734
2015-08-10,13.927433967590332
2015-08-11,13.497391700744629
2015-08-12,13.535116195678711
2015-08-13,13.437031745910645
2015-08-14,13.550199508666992
2015-08-17,13.701094627380371
2015-08-18,13.520023345947266
2015-08-19,13.384223937988281
2015-08-20,12.999442100524902
2015-08-21,12.66747760772705
2015-08-24,12.290247917175293
2015-08-25,12.048815727233887
2015-08-26,12.46377182006836
2015-08-27,12.889365196228027
2015-08-28,13.056559562683105
2015-08-31,13.079360008239746
2015-09-01,12.691767692565918
2015-09-02,12.912158966064453
2015-09-03,13.117358207702637
2015-09-04,13.102163314819336
2015-09-08,13.520153045654297
2015-09-09,13.345353126525879
2015-09-10,13.383355140686035
2015-09-11,13.428955078125
2015-09-14,13.390958786010742
2015-09-15,13.702549934387207
2015-09-16,13.915345191955566
2015-09-17,13.808948516845703
2015-09-18,13.390958786010742
2015-09-21,13.314960479736328
2015-09-22,12.904561042785645
2015-09-23,12.74496841430664
2015-09-24,12.676570892333984
2015-09-25,12.592971801757812
2015-09-28,12.425773620605469
2015-09-29,12.691767692565918
2015-09-30,13.010961532592773
2015-10-01,12.790563583374023
2015-10-02,12.957759857177734
2015-10-05,13.40615463256836
2015-10-06,13.535351753234863
2015-10-07,13.558149337768555
2015-10-08,13.65694808959961
2015-10-09,13.314960479736328
2015-10-12,13.117358207702637
2015-10-13,12.828564643859863
2015-10-14,12.919759750366211
2015-10-15,12.805764198303223
2015-10-16,12.836165428161621
2015-10-19,12.782965660095215
2015-10-20,12.805764198303223
2015-10-21,12.69936752319336
2015-10-22,13.375753402709961
2015-10-23,13.375753402709961
2015-10-26,13.162962913513184
2015-10-27,13.877345085144043
2015-10-28,14.302934646606445
2015-10-29,14.325737953186035
2015-10-30,14.13573932647705
2015-11-02,14.302934646606445
2015-11-03,14.310541152954102
2015-11-04,14.340937614440918
2015-11-05,14.485330581665039
2015-11-06,14.378934860229492
2015-11-09,14.264937400817871
2015-11-10,14.364371299743652
2015-11-11,14.157856941223145
2015-11-12,13.87485122680664
2015-11-13,13.714228630065918
2015-11-16,14.027827262878418
2015-11-17,14.111967086791992
2015-11-18,14.402621269226074
2015-11-19,14.52500057220459
2015-11-20,14.517348289489746
2015-11-23,14.578534126281738
2015-11-24,14.502046585083008
2015-11-25,14.509695053100586
2015-11-27,14.349078178405762
2015-11-30,14.326126098632812
2015-12-01,14.394967079162598
2015-12-02,14.333776473999023
2015-12-03,13.637740135192871
2015-12-04,13.790715217590332
2015-12-07,13.798365592956543
2015-12-08,13.637740135192871
2015-12-09,13.57655143737793
2015-12-10,13.530659675598145
2015-12-11,14.287885665893555
2015-12-14,13.821307182312012
2015-12-15,13.668333053588867
2015-12-16,14.165507316589355
2015-12-17,13.836604118347168
2015-12-18,13.767768859863281
2015-12-21,13.790715217590332
2015-12-22,13.890151023864746
2015-12-23,14.188444137573242
2015-12-24,14.196097373962402
2015-12-28,13.928397178649902
2015-12-29,14.142560958862305
2015-12-30,14.142560958862305
2015-12-31,13.98193645477295
2016-01-04,13.698930740356445
2016-01-05,13.69128131866455
2016-01-06,13.385330200195312
2016-01-07,13.079383850097656
2016-01-08,13.11762523651123
2016-01-11,13.240001678466797
2016-01-12,13.262955665588379
2016-01-13,13.048788070678711
2016-01-14,13.232356071472168
2016-01-15,12.903458595275879
2016-01-19,12.819321632385254
2016-01-20,12.765780448913574
2016-01-21,12.94935417175293
2016-01-22,13.079383850097656
2016-01-25,12.819321632385254
2016-01-26,13.545954704284668
2016-01-27,13.698930740356445
2016-01-28,13.760120391845703
2016-01-29,14.234341621398926
2016-02-01,14.203742980957031
2016-02-02,13.836604118347168
2016-02-03,14.058423042297363
2016-02-04,14.425559997558594
2016-02-05,14.027827262878418
2016-02-08,13.737170219421387
2016-02-09,14.1272611618042
2016-02-10,13.87485122680664
2016-02-11,13.622443199157715
2016-02-12,14.06607437133789
2016-02-16,14.257288932800293
2016-02-17,14.49439811706543
2016-02-18,14.326126098632812
2016-02-19,14.188444137573242
2016-02-22,14.29553508758545
2016-02-23,14.029736518859863
2016-02-24,13.860234260559082
2016-02-25,13.960392951965332
2016-02-26,14.106776237487793
2016-02-29,14.099069595336914
2016-03-01,14.353315353393555
2016-03-02,14.484288215637207
2016-03-03,14.553630828857422
2016-03-04,14.607562065124512
2016-03-07,15.077535629272461
2016-03-08,14.661494255065918
2016-03-09,14.777057647705078
2016-03-10,14.63838005065918
2016-03-11,14.985078811645508
2016-03-14,14.95426082611084
2016-03-15,14.977372169494629
2016-03-16,14.985078811645508
2016-03-17,15.439638137817383
2016-03-18,15.42423152923584
2016-03-21,15.539798736572266
2016-03-22,15.647656440734863
2016-03-23,15.508983612060547
2016-03-24,15.601433753967285
2016-03-28,15.70158863067627
2016-03-29,15.909607887268066
2016-03-30,16.055992126464844
2016-03-31,16.094511032104492
2016-04-01,16.04828643798828
2016-04-04,16.009761810302734
2016-04-05,15.878788948059082
2016-04-06,16.032873153686523
2016-04-07,15.917309761047363
2016-04-08,15.817150115966797
2016-04-11,15.886495590209961
2016-04-12,16.04828643798828
2016-04-13,16.24089813232422
2016-04-14,16.00206756591797
