Date,ITW
2015-07-01,72.51871490478516
2015-07-02,72.49541473388672
2015-07-06,72.278076171875
2015-07-07,72.82918548583984
2015-07-08,71.35443115234375
2015-07-09,71.30010986328125
2015-07-10,71.85895538330078
2015-07-13,72.75931549072266
2015-07-14,72.9921646118164
2015-07-15,72.47211456298828
2015-07-16,72.65843963623047
2015-07-17,72.20047760009766
2015-07-20,72.5419692993164
2015-07-21,71.53297424316406
2015-07-22,69.53038024902344
2015-07-23,69.39068603515625
2015-07-24,68.51359558105469
2015-07-27,67.72964477539062
2015-07-28,68.87838745117188
2015-07-29,69.3440933227539
2015-07-30,69.29755401611328
2015-07-31,69.44503784179688
2015-08-03,68.81633758544922
2015-08-04,68.56791687011719
2015-08-05,69.53816223144531
2015-08-06,69.25096130371094
2015-08-07,69.31307220458984
2015-08-10,70.92752838134766
2015-08-11,69.25096130371094
2015-08-12,69.3440933227539
2015-08-13,69.41399383544922
2015-08-14,69.67009735107422
2015-08-17,69.88745880126953
2015-08-18,69.80207061767578
2015-08-19,68.96378326416016
2015-08-20,67.84609985351562
2015-08-21,66.14625549316406
2015-08-24,63.7944221496582
2015-08-25,62.1644287109375
2015-08-26,64.62493896484375
2015-08-27,65.83578491210938
2015-08-28,66.02205657958984
2015-08-31,65.61070251464844
2015-09-01,63.52275085449219
2015-09-02,64.18250274658203
2015-09-03,64.61715698242188
2015-09-04,63.460670471191406
2015-09-08,65.323486328125
2015-09-09,64.85002899169922
2015-09-10,64.74136352539062
2015-09-11,64.873291015625
2015-09-14,64.13594818115234
2015-09-15,65.55634307861328
2015-09-16,66.56539154052734
2015-09-17,66.41017150878906
2015-09-18,65.80474853515625
2015-09-21,65.40886688232422
2015-09-22,64.85002899169922
2015-09-23,64.58612823486328
2015-09-24,64.3299789428711
2015-09-25,63.9807014465332
2015-09-28,62.93362808227539
2015-09-29,63.55874252319336
2015-09-30,64.31668090820312
2015-10-01,63.722843170166016
2015-10-02,64.68394470214844
2015-10-05,66.91092681884766
2015-10-06,66.90311431884766
2015-10-07,67.48920440673828
2015-10-08,68.51280212402344
2015-10-09,68.49717712402344
2015-10-12,68.4581069946289
2015-10-13,67.61418151855469
2015-10-14,66.38740539550781
2015-10-15,66.8484115600586
2015-10-16,65.88732147216797
2015-10-19,65.67632293701172
2015-10-20,66.52023315429688
2015-10-21,66.8484115600586
2015-10-22,69.95836639404297
2015-10-23,70.78665161132812
2015-10-26,70.89604187011719
2015-10-27,70.77884674072266
2015-10-28,71.98999786376953
2015-10-29,71.825927734375
2015-10-30,71.84154510498047
2015-11-02,73.06053161621094
2015-11-03,72.67764282226562
2015-11-04,72.61515045166016
2015-11-05,72.74793243408203
2015-11-06,72.37290954589844
2015-11-09,71.41178894042969
2015-11-10,71.63837432861328
2015-11-11,71.37268829345703
2015-11-12,70.10685729980469
2015-11-13,69.8646011352539
2015-11-16,71.16954040527344
2015-11-17,70.4037857055664
2015-11-18,71.59149932861328
2015-11-19,72.26351165771484
2015-11-20,73.09176635742188
2015-11-23,72.91987609863281
2015-11-24,72.97454833984375
2015-11-25,72.97454833984375
2015-11-27,72.82608795166016
2015-11-30,73.43561553955078
2015-12-01,73.57624053955078
2015-12-02,72.96674346923828
2015-12-03,72.16970825195312
2015-12-04,73.70125579833984
2015-12-07,72.9823989868164
2015-12-08,72.11502075195312
2015-12-09,72.19318389892578
2015-12-10,72.89643096923828
2015-12-11,71.46647644042969
2015-12-14,72.5838623046875
2015-12-15,72.07597351074219
2015-12-16,73.42778778076172
2015-12-17,72.31820678710938
2015-12-18,71.04450988769531
2015-12-21,71.76342010498047
