Date,BK
2015-07-01,32.114013671875
2015-07-02,31.81706428527832
2015-07-06,31.634340286254883
2015-07-07,31.626731872558594
2015-07-08,30.865381240844727
2015-07-09,31.207983016967773
2015-07-10,31.75615692138672
2015-07-13,32.26626968383789
2015-07-14,32.380470275878906
2015-07-15,32.487064361572266
2015-07-16,32.791603088378906
2015-07-17,32.601261138916016
2015-07-20,32.723087310791016
2015-07-21,33.613868713378906
2015-07-22,34.055442810058594
2015-07-23,33.85750198364258
2015-07-24,33.2864875793457
2015-07-27,32.93626022338867
2015-07-28,33.1875114440918
2015-07-29,33.3321533203125
2015-07-30,33.576744079589844
2015-07-31,33.171653747558594
2015-08-03,33.171653747558594
2015-08-04,33.546173095703125
2015-08-05,33.93598556518555
2015-08-06,33.84425735473633
2015-08-07,34.203495025634766
2015-08-10,34.59330368041992
2015-08-11,34.14234161376953
2015-08-12,33.5538215637207
2015-08-13,33.530879974365234
2015-08-14,33.683753967285156
2015-08-17,33.67612075805664
2015-08-18,33.89776611328125
2015-08-19,33.767826080322266
2015-08-20,32.71307373046875
2015-08-21,31.681232452392578
2015-08-24,29.533485412597656
2015-08-25,28.876155853271484
2015-08-26,30.167871475219727
2015-08-27,31.18441390991211
2015-08-28,31.085058212280273
2015-08-31,30.42009162902832
2015-09-01,29.304180145263672
2015-09-02,29.823911666870117
2015-09-03,30.022645950317383
2015-09-04,29.418838500976562
2015-09-08,30.053220748901367
2015-09-09,29.79334831237793
2015-09-10,30.060863494873047
2015-09-11,30.23664665222168
2015-09-14,30.23664665222168
2015-09-15,30.618816375732422
2015-09-16,30.748756408691406
2015-09-17,30.4277400970459
2015-09-18,29.701635360717773
2015-09-21,30.137285232543945
2015-09-22,29.693994522094727
2015-09-23,29.671051025390625
2015-09-24,29.441753387451172
2015-09-25,30.267221450805664
2015-09-28,29.19717788696289
2015-09-29,29.3806095123291
2015-09-30,29.923276901245117
2015-10-01,30.083791732788086
2015-10-02,29.938570022583008
2015-10-05,30.687604904174805
2015-10-06,30.54237937927246
2015-10-07,30.99334144592285
2015-10-08,31.237913131713867
2015-10-09,30.916900634765625
2015-10-12,30.924535751342773
2015-10-13,30.450668334960938
2015-10-14,30.00735092163086
2015-10-15,30.939834594726562
2015-10-16,30.947477340698242
2015-10-19,30.7028865814209
2015-10-20,31.528366088867188
2015-10-21,31.214998245239258
2015-10-22,31.83407974243164
2015-10-23,32.292686462402344
2015-10-26,32.01753234863281
2015-10-27,31.87993812561035
2015-10-28,32.91942596435547
2015-10-29,32.574119567871094
2015-10-30,31.960237503051758
2015-11-02,32.420654296875
2015-11-03,32.727603912353516
2015-11-04,32.68155288696289
2015-11-05,33.21869659423828
2015-11-06,33.90931701660156
2015-11-09,33.51028823852539
2015-11-10,33.47959518432617
2015-11-11,33.64073944091797
2015-11-12,33.13429260253906
2015-11-13,32.7429313659668
2015-11-16,32.94246292114258
2015-11-17,32.9271125793457
2015-11-18,33.763511657714844
2015-11-19,33.63307571411133
2015-11-20,33.56401062011719
2015-11-23,33.51028823852539
2015-11-24,33.51795959472656
2015-11-25,33.709808349609375
2015-11-27,33.67142868041992
2015-11-30,33.64073944091797
2015-12-01,33.694461822509766
2015-12-02,33.37216567993164
2015-12-03,32.98082733154297
2015-12-04,33.809566497802734
2015-12-07,33.44891357421875
2015-12-08,33.11127471923828
2015-12-09,32.53575897216797
2015-12-10,32.43600082397461
2015-12-11,31.28496551513672
2015-12-14,30.99336814880371
2015-12-15,32.25950622558594
2015-12-16,32.765968322753906
2015-12-17,31.660978317260742
2015-12-18,30.862924575805664
2015-12-21,31.1468448638916
2015-12-22,31.45379638671875
2015-12-23,31.73003578186035
2015-12-24,31.63795280456543
2015-12-28,31.568899154663086
2015-12-29,32.01396942138672
2015-12-30,31.676319122314453
2015-12-31,31.630281448364258
2016-01-04,30.671092987060547
2016-01-05,30.555992126464844
2016-01-06,29.78864097595215
2016-01-07,29.036623001098633
2016-01-08,28.507160186767578
2016-01-11,28.714338302612305
2016-01-12,28.944543838500977
2016-01-13,27.97766876220703
2016-01-14,28.44577980041504
2016-01-15,27.45588493347168
2016-01-19,27.570985794067383
2016-01-20,27.217992782592773
2016-01-21,26.327877044677734
2016-01-22,26.972450256347656
2016-01-25,26.604122161865234
2016-01-26,27.287067413330078
2016-01-27,27.18731689453125
2016-01-28,27.14125633239746
2016-01-29,27.927749633789062
2016-02-01,27.372589111328125
2016-02-02,26.43960189819336
2016-02-03,26.47815704345703
2016-02-04,26.948501586914062
2016-02-05,26.570680618286133
2016-02-08,25.676258087158203
2016-02-09,25.90757179260254
2016-02-10,25.876737594604492
2016-02-11,25.244457244873047
2016-02-12,26.084918975830078
2016-02-16,26.640077590942383
2016-02-17,26.917648315429688
2016-02-18,26.632360458374023
2016-02-19,26.933080673217773
2016-02-22,27.318614959716797
2016-02-23,27.033321380615234
2016-02-24,26.809709548950195
2016-02-25,27.241500854492188
2016-02-26,27.850643157958984
2016-02-29,27.287761688232422
2016-03-01,28.374958038330078
2016-03-02,28.853004455566406
2016-03-03,29.061199188232422
2016-03-04,29.369611740112305
2016-03-07,29.431304931640625
2016-03-08,28.9069881439209
2016-03-09,28.637113571166992
2016-03-10,28.428936004638672
2016-03-11,29.107467651367188
2016-03-14,29.01494026184082
2016-03-15,28.9069881439209
2016-03-16,28.660259246826172
2016-03-17,28.82218360900879
2016-03-18,29.4158935546875
2016-03-21,29.40047264099121
2016-03-22,29.192277908325195
2016-03-23,28.93012237548828
2016-03-24,28.745065689086914
2016-03-28,28.791332244873047
2016-03-29,28.506040573120117
2016-03-30,28.637113571166992
2016-03-31,28.398088455200195
2016-04-01,28.47519874572754
2016-04-04,28.560020446777344
2016-04-05,28.1590633392334
2016-04-06,28.506040573120117
2016-04-07,27.503662109375
2016-04-08,27.364879608154297
2016-04-11,27.65016746520996
2016-04-12,27.858341217041016
2016-04-13,29.130598068237305
2016-04-14,29.34648323059082
2016-04-15,29.1845760345459
2016-04-18,29.539260864257812
2016-04-19,29.94792366027832
2016-04-20,30.626449584960938
2016-04-21,31.3820858001709
2016-04-22,31.659671783447266
2016-04-25,31.358943939208984
2016-04-26,31.790742874145508
2016-04-27,31.82929801940918
2016-04-28,31.335824966430664
2016-04-29,31.15774154663086
2016-05-02,31.568111419677734
2016-05-03,30.824779510498047
2016-05-04,30.41440773010254
2016-05-05,30.50733184814453
2016-05-06,30.607988357543945
2016-05-09,30.48409652709961
2016-05-10,31.15774154663086
2016-05-11,30.871252059936523
2016-05-12,30.770578384399414
2016-05-13,30.538291931152344
2016-05-16,30.770578384399414
2016-05-17,30.848020553588867
2016-05-18,31.854610443115234
2016-05-19,31.614578247070312
2016-05-20,31.80040740966797
2016-05-23,31.72297477722168
2016-05-24,32.27273178100586
2016-05-25,32.6831169128418
2016-05-26,32.54372787475586
2016-05-27,32.72956085205078
2016-05-31,32.566959381103516
2016-06-01,32.71406555175781
2016-06-02,32.644386291503906
2016-06-03,32.148841857910156
2016-06-06,32.822471618652344
2016-06-07,32.55147171020508
2016-06-08,32.566959381103516
2016-06-09,32.24950408935547
2016-06-10,31.932039260864258
2016-06-13,31.71523094177246
2016-06-14,31.088041305541992
2016-06-15,31.173233032226562
2016-06-16,31.095792770385742
2016-06-17,31.018356323242188
2016-06-20,31.297117233276367
2016-06-21,31.312597274780273
2016-06-22,31.436491012573242
2016-06-23,32.164329528808594
2016-06-24,29.41556167602539
2016-06-27,27.78180694580078
2016-06-28,28.486408233642578
2016-06-29,29.42331314086914
2016-06-30,30.081466674804688
2016-07-01,29.454288482666016
2016-07-05,28.749666213989258
2016-07-06,28.889047622680664
2016-07-07,29.23748207092285
2016-07-08,29.802719116210938
2016-07-11,29.880159378051758
2016-07-12,30.48409652709961
2016-07-13,30.51507568359375
2016-07-14,30.73187828063965
2016-07-15,30.809297561645508
2016-07-18,30.917707443237305
2016-07-19,30.747350692749023
2016-07-20,30.979656219482422
2016-07-21,29.887889862060547
2016-07-22,30.344724655151367
2016-07-25,30.236331939697266
2016-07-26,30.662185668945312
2016-07-27,30.917707443237305
2016-07-28,30.84027862548828
2016-07-29,30.653547286987305
2016-08-01,30.497949600219727
2016-08-02,30.186752319335938
2016-08-03,30.513507843017578
2016-08-04,30.295663833618164
2016-08-05,31.509366989135742
2016-08-08,31.579395294189453
2016-08-09,31.338199615478516
2016-08-10,30.995882034301758
2016-08-11,31.151477813720703
2016-08-12,30.91029167175293
2016-08-15,31.244842529296875
2016-08-16,31.11257553100586
2016-08-17,31.283735275268555
2016-08-18,31.307085037231445
2016-08-19,31.314865112304688
2016-08-22,31.26038932800293
2016-08-23,31.314865112304688
2016-08-24,31.345979690551758
2016-08-25,31.532711029052734
2016-08-26,31.781660079956055
2016-08-29,32.10066223144531
2016-08-30,32.450748443603516
2016-08-31,32.41962432861328
2016-09-01,32.264034271240234
2016-09-02,32.40408706665039
2016-09-06,32.27180862426758
2016-09-07,32.12398910522461
2016-09-08,32.240684509277344
2016-09-09,31.84390640258789
2016-09-12,32.25625228881836
2016-09-13,31.696090698242188
2016-09-14,31.540489196777344
2016-09-15,31.781660079956055
2016-09-16,31.167041778564453
2016-09-19,31.190380096435547
2016-09-20,31.26038932800293
2016-09-21,31.52491569519043
2016-09-22,31.39266586303711
2016-09-23,31.275957107543945
2016-09-26,30.770259857177734
2016-09-27,30.73134994506836
2016-09-28,30.73134994506836
2016-09-29,30.38903045654297
2016-09-30,31.026996612548828
2016-10-03,30.879179000854492
2016-10-04,31.275957107543945
2016-10-05,31.766103744506836
2016-10-06,31.68829917907715
2016-10-07,31.563827514648438
2016-10-10,31.6494140625
2016-10-11,31.08146095275879
2016-10-12,31.213708877563477
2016-10-13,30.412370681762695
2016-10-14,30.708017349243164
