Date,ADS
2016-01-04,186.74069213867188
2016-01-05,188.34889221191406
2016-01-06,185.68911743164062
2016-01-07,180.08779907226562
2016-01-08,176.6376953125
2016-01-11,173.9641571044922
2016-01-12,176.830078125
2016-01-13,170.85073852539062
2016-01-14,176.1084442138672
2016-01-15,172.6995086669922
2016-01-19,173.1737823486328
2016-01-20,169.7373504638672
2016-01-21,171.00196838378906
2016-01-22,171.28378295898438
2016-01-25,168.65145874023438
2016-01-26,171.544921875
2016-01-27,169.6205291748047
2016-01-28,136.76861572265625
2016-01-29,137.31150817871094
2016-02-01,141.9644012451172
2016-02-02,133.53152465820312
2016-02-03,133.8132781982422
2016-02-04,135.67584228515625
2016-02-05,128.6724395751953
2016-02-08,126.28067779541016
2016-02-09,121.73094940185547
2016-02-10,125.15355682373047
2016-02-11,124.01954650878906
2016-02-12,125.53157806396484
2016-02-16,128.85797119140625
2016-02-17,132.23947143554688
2016-02-18,135.68959045410156
2016-02-19,140.4524383544922
2016-02-22,144.94036865234375
2016-02-23,141.8957061767578
2016-02-24,144.85104370117188
2016-02-25,146.11558532714844
2016-02-26,146.17742919921875
2016-02-29,144.41806030273438
2016-03-01,146.74107360839844
2016-03-02,147.3183135986328
2016-03-03,149.05715942382812
2016-03-04,148.60354614257812
2016-03-07,151.1739959716797
2016-03-08,146.14306640625
2016-03-09,146.52114868164062
2016-03-10,142.995361328125
2016-03-11,145.42828369140625
2016-03-14,147.6757049560547
2016-03-15,144.80978393554688
2016-03-16,142.50048828125
2016-03-17,141.27713012695312
2016-03-18,143.43516540527344
2016-03-21,144.5348663330078
2016-03-22,144.54864501953125
2016-03-23,144.1912078857422
2016-03-24,145.54515075683594
2016-03-28,145.04345703125
2016-03-29,146.23240661621094
2016-03-30,148.42489624023438
2016-03-31,151.2014617919922
2016-04-01,151.97122192382812
2016-04-04,147.56582641601562
2016-04-05,144.3286590576172
2016-04-06,147.39393615722656
2016-04-07,145.99871826171875
2016-04-08,147.95059204101562
2016-04-11,142.06068420410156
2016-04-12,140.47994995117188
2016-04-13,147.86129760742188
2016-04-14,147.40769958496094
2016-04-15,147.6069793701172
2016-04-18,147.76502990722656
2016-04-19,145.44204711914062
2016-04-20,149.77191162109375
2016-04-21,139.24281311035156
2016-04-22,141.57266235351562
2016-04-25,140.13629150390625
2016-04-26,138.61050415039062
2016-04-27,139.46273803710938
2016-04-28,138.2805938720703
2016-04-29,139.7307586669922
2016-05-02,139.39402770996094
2016-05-03,138.2118682861328
2016-05-04,137.97137451171875
2016-05-05,137.62081909179688
2016-05-06,140.10877990722656
2016-05-09,139.7239227294922
2016-05-10,140.47300720214844
2016-05-11,140.61737060546875
2016-05-12,138.8854217529297
2016-05-13,138.5349578857422
2016-05-16,140.91976928710938
2016-05-17,144.90599060058594
2016-05-18,146.1361846923828
2016-05-19,141.19467163085938
2016-05-20,141.86131286621094
2016-05-23,141.08474731445312
2016-05-24,144.10870361328125
2016-05-25,146.28053283691406
2016-05-26,145.73764038085938
2016-05-27,147.8062744140625
2016-05-31,152.7066192626953
2016-06-01,153.00213623046875
2016-06-02,154.287353515625
2016-06-03,153.67567443847656
2016-06-06,155.63441467285156
2016-06-07,155.05706787109375
2016-06-08,153.8062286376953
2016-06-09,152.99525451660156
2016-06-10,148.1774444580078
2016-06-13,146.34239196777344
2016-06-14,143.6276092529297
2016-06-15,142.91973876953125
2016-06-16,141.95753479003906
2016-06-17,142.4180450439453
2016-06-20,138.0057373046875
2016-06-21,137.46275329589844
2016-06-22,137.4558868408203
2016-06-23,138.56240844726562
2016-06-24,132.74111938476562
2016-06-27,128.10887145996094
2016-06-28,128.83738708496094
2016-06-29,133.20849609375
2016-06-30,134.65176391601562
2016-07-01,134.5693359375
2016-07-05,133.11227416992188
2016-07-06,134.43873596191406
2016-07-07,135.55206298828125
2016-07-08,138.11566162109375
2016-07-11,144.5966796875
2016-07-12,146.50738525390625
2016-07-13,143.9368896484375
2016-07-14,146.05374145507812
2016-07-15,146.50738525390625
2016-07-18,145.22216796875
2016-07-19,147.3595428466797
2016-07-20,147.77880859375
2016-07-21,157.28390502929688
2016-07-22,158.8165283203125
2016-07-25,158.33541870117188
2016-07-26,160.13604736328125
2016-07-27,160.45912170410156
2016-07-28,160.71337890625
2016-07-29,159.18763732910156
2016-08-01,156.7890167236328
2016-08-02,152.9815216064453
2016-08-03,152.79592895507812
2016-08-04,150.7203826904297
2016-08-05,152.830322265625
2016-08-08,153.20140075683594
2016-08-09,151.47637939453125
2016-08-10,150.33547973632812
2016-08-11,151.16024780273438
2016-08-12,150.53477478027344
2016-08-15,147.8131561279297
2016-08-16,145.60015869140625
2016-08-17,140.0056915283203
2016-08-18,139.04347229003906
2016-08-19,137.55210876464844
2016-08-22,137.82696533203125
2016-08-23,138.50735473632812
2016-08-24,136.23251342773438
2016-08-25,137.70326232910156
2016-08-26,136.52804565429688
2016-08-29,136.63804626464844
2016-08-30,137.93695068359375
2016-08-31,140.60360717773438
2016-09-01,144.459228515625
2016-09-02,144.2599639892578
2016-09-06,146.44544982910156
2016-09-07,148.24615478515625
2016-09-08,149.31834411621094
2016-09-09,143.40771484375
2016-09-12,148.7891082763672
2016-09-13,146.6723175048828
2016-09-14,146.53489685058594
2016-09-15,148.0399932861328
2016-09-16,147.40769958496094
2016-09-19,148.47982788085938
2016-09-20,146.8990936279297
2016-09-21,148.1980438232422
2016-09-22,149.86813354492188
2016-09-23,149.13275146484375
2016-09-26,145.3183135986328
2016-09-27,146.7135772705078
2016-09-28,147.2221221923828
2016-09-29,146.3561553955078
2016-09-30,147.4420166015625
2016-10-03,149.07090759277344
2016-10-04,146.19119262695312
2016-10-05,148.64480590820312
2016-10-06,147.11215209960938
2016-10-07,143.59327697753906
2016-10-10,143.4901885986328
2016-10-11,143.12588500976562
2016-10-12,143.13967895507812
2016-10-13,142.15687561035156
2016-10-14,144.1705322265625
2016-10-17,141.88880920410156
2016-10-18,145.06410217285156
2016-10-19,147.61386108398438
2016-10-20,140.73416137695312
2016-10-21,137.42153930664062
2016-10-24,141.91635131835938
2016-10-25,140.13629150390625
2016-10-26,139.43519592285156
2016-10-27,139.21530151367188
2016-10-28,140.088134765625
2016-10-31,140.52804565429688
2016-11-01,139.00518798828125
2016-11-02,137.82701110839844
2016-11-03,137.84080505371094
2016-11-04,137.6685028076172
2016-11-07,140.4177703857422
2016-11-08,138.8743133544922
2016-11-09,142.85003662109375
2016-11-10,144.55194091796875
2016-11-11,145.88177490234375
2016-11-14,145.24786376953125
2016-11-15,144.79312133789062
2016-11-16,145.18589782714844
2016-11-17,149.89881896972656
2016-11-18,149.93336486816406
2016-11-21,157.553955078125
2016-11-22,160.62705993652344
2016-11-23,161.95687866210938
2016-11-25,161.70884704589844
2016-11-28,159.8828887939453
2016-11-29,157.58840942382812
2016-11-30,157.6366729736328
2016-12-01,157.2232666015625
2016-12-02,150.6981658935547
2016-12-05,153.92276000976562
2016-12-06,156.52040100097656
2016-12-07,160.88888549804688
2016-12-08,165.27801513671875
2016-12-09,159.9931640625
2016-12-12,158.89065551757812
2016-12-13,160.32391357421875
2016-12-14,158.4704132080078
2016-12-15,159.42813110351562
2016-12-16,157.671142578125
2016-12-19,159.1387481689453
2016-12-20,159.4005889892578
2016-12-21,161.01290893554688
2016-12-22,159.62109375
2016-12-23,160.98533630371094
2016-12-27,161.0335693359375
2016-12-28,157.4919891357422
2016-12-29,157.96047973632812
2016-12-30,157.44374084472656
2017-01-03,160.55126953125
2017-01-04,163.83795166015625
2017-01-05,162.4874267578125
2017-01-06,162.83200073242188
2017-01-09,163.70701599121094
2017-01-10,162.10157775878906
2017-01-11,161.6468505859375
2017-01-12,162.3841094970703
2017-01-13,163.67953491210938
2017-01-17,158.47726440429688
2017-01-18,159.5935516357422
2017-01-19,158.62887573242188
2017-01-20,158.8562469482422
2017-01-23,157.4781494140625
2017-01-24,155.86581420898438
2017-01-25,156.58937072753906
2017-01-26,152.75831604003906
2017-01-27,153.20620727539062
2017-01-30,157.2232666015625
2017-01-31,157.3610382080078
2017-02-01,158.74598693847656
2017-02-02,155.70736694335938
2017-02-03,157.1956329345703
2017-02-06,156.0587615966797
2017-02-07,155.10797119140625
2017-02-08,155.55580139160156
2017-02-09,157.54019165039062
2017-02-10,156.43087768554688
2017-02-13,157.32864379882812
2017-02-14,158.41981506347656
2017-02-15,159.23477172851562
2017-02-16,159.8148651123047
2017-02-17,162.32179260253906
2017-02-21,165.37429809570312
2017-02-22,165.657470703125
2017-02-23,167.41859436035156
2017-02-24,169.06907653808594
2017-02-27,170.42271423339844
2017-02-28,167.80526733398438
2017-03-01,171.00970458984375
2017-03-02,168.46824645996094
2017-03-03,168.94476318359375
2017-03-06,169.5110626220703
2017-03-07,169.2348175048828
2017-03-08,170.0221405029297
2017-03-09,171.22378540039062
2017-03-10,171.41024780273438
2017-03-13,171.14784240722656
2017-03-14,169.56631469726562
2017-03-15,169.5801544189453
2017-03-16,169.26242065429688
2017-03-17,169.20718383789062
2017-03-20,168.88262939453125
2017-03-21,165.25692749023438
2017-03-22,166.3480682373047
2017-03-23,167.76380920410156
2017-03-24,168.3646697998047
2017-03-27,168.11602783203125
2017-03-28,168.9930877685547
2017-03-29,169.42819213867188
2017-03-30,171.87986755371094
2017-03-31,171.96275329589844
2017-04-03,172.8812255859375
2017-04-04,173.3232421875
2017-04-05,172.8329315185547
2017-04-06,174.97384643554688
2017-04-07,173.3716278076172
2017-04-10,171.03732299804688
2017-04-11,164.60079956054688
2017-04-12,164.98757934570312
2017-04-13,162.23204040527344
