Date,FIS
2015-07-01,51.60799026489258
2015-07-02,51.649391174316406
2015-07-06,51.77360916137695
2015-07-07,51.92268753051758
2015-07-08,50.995182037353516
2015-07-09,51.616275787353516
2015-07-10,52.64312744140625
2015-07-13,53.015777587890625
2015-07-14,53.13172149658203
2015-07-15,53.12343978881836
2015-07-16,53.41326904296875
2015-07-17,53.073734283447266
2015-07-20,53.21453094482422
2015-07-21,52.8336067199707
2015-07-22,53.106876373291016
2015-07-23,51.82331466674805
2015-07-24,51.872989654541016
2015-07-27,51.450653076171875
2015-07-28,51.6907958984375
2015-07-29,52.369850158691406
2015-07-30,54.53122329711914
2015-07-31,54.183414459228516
2015-08-03,54.23311996459961
2015-08-04,54.0592041015625
2015-08-05,54.440128326416016
2015-08-06,53.56232833862305
2015-08-07,53.636871337890625
2015-08-10,54.2579460144043
2015-08-11,53.885311126708984
2015-08-12,58.5889778137207
2015-08-13,58.10041427612305
2015-08-14,58.19148635864258
2015-08-17,59.16866683959961
2015-08-18,59.39225387573242
2015-08-19,59.508201599121094
2015-08-20,59.052711486816406
2015-08-21,57.404781341552734
2015-08-24,54.630592346191406
2015-08-25,54.133750915527344
2015-08-26,57.51243209838867
2015-08-27,58.20805740356445
2015-08-28,58.19976806640625
2015-08-31,57.189476013183594
2015-09-01,55.5498161315918
2015-09-02,56.17918014526367
2015-09-03,56.43590545654297
2015-09-04,55.533233642578125
2015-09-08,57.43790817260742
2015-09-09,56.25369644165039
2015-09-10,56.90790939331055
2015-09-11,57.65321731567383
2015-09-14,57.13787841796875
2015-09-15,58.077152252197266
2015-09-16,58.12699890136719
2015-09-17,57.60334777832031
2015-09-18,56.67236328125
2015-09-21,57.83607864379883
2015-09-22,56.697303771972656
2015-09-23,57.56178665161133
2015-09-24,56.77212905883789
2015-09-25,56.70563888549805
2015-09-28,54.73564147949219
2015-09-29,55.27593231201172
2015-09-30,55.7580451965332
2015-10-01,56.17365264892578
2015-10-02,56.8137092590332
2015-10-05,57.6282844543457
2015-10-06,57.71969985961914
2015-10-07,58.30155944824219
2015-10-08,59.26579284667969
2015-10-09,58.60081100463867
2015-10-12,58.866798400878906
2015-10-13,58.05221939086914
2015-10-14,57.66984558105469
2015-10-15,58.02727127075195
2015-10-16,58.47610092163086
2015-10-19,58.6922607421875
2015-10-20,58.71717071533203
2015-10-21,57.96077346801758
2015-10-22,58.658992767333984
2015-10-23,59.207603454589844
2015-10-26,59.29903793334961
2015-10-27,59.00809097290039
2015-10-28,60.504310607910156
2015-10-29,60.462738037109375
2015-10-30,60.612327575683594
2015-11-02,61.09446716308594
2015-11-03,53.58857345581055
2015-11-04,54.477970123291016
2015-11-05,55.00994873046875
2015-11-06,55.8494873046875
2015-11-09,55.1512451171875
2015-11-10,55.28425598144531
2015-11-11,55.7580451965332
2015-11-12,55.118003845214844
2015-11-13,54.11223220825195
2015-11-16,54.4447021484375
2015-11-17,54.53615951538086
2015-11-18,54.960079193115234
2015-11-19,54.92683029174805
2015-11-20,55.201141357421875
2015-11-23,54.48628234863281
2015-11-24,53.84625244140625
2015-11-25,53.63844299316406
2015-11-27,53.7963752746582
2015-11-30,52.923587799072266
2015-12-01,53.605186462402344
2015-12-02,54.012489318847656
2015-12-03,53.256072998046875
2015-12-04,54.06237030029297
2015-12-07,52.790592193603516
2015-12-08,52.40822219848633
2015-12-09,52.740726470947266
2015-12-10,52.26693344116211
2015-12-11,50.87047576904297
2015-12-14,51.01240158081055
2015-12-15,51.43812942504883
2015-12-16,51.780364990234375
2015-12-17,49.98564147949219
2015-12-18,48.85035705566406
2015-12-21,49.384605407714844
2015-12-22,49.96059799194336
2015-12-23,51.07918167114258
2015-12-24,51.01240158081055
2015-12-28,50.92058563232422
2015-12-29,51.4130859375
2015-12-30,50.91222381591797
2015-12-31,50.58666229248047
2016-01-04,50.01067352294922
2016-01-05,50.327884674072266
2016-01-06,49.401309967041016
2016-01-07,49.4096565246582
2016-01-08,48.52479553222656
2016-01-11,49.200958251953125
2016-01-12,50.07746505737305
2016-01-13,49.35121536254883
2016-01-14,50.33623123168945
2016-01-15,48.80026626586914
2016-01-19,49.00894546508789
2016-01-20,48.324462890625
2016-01-21,48.4580192565918
2016-01-22,49.626678466796875
2016-01-25,49.12583923339844
2016-01-26,50.11919403076172
2016-01-27,49.092445373535156
2016-01-28,48.59156799316406
2016-01-29,49.86042785644531
2016-02-01,50.64508056640625
2016-02-02,49.68512725830078
2016-02-03,49.79364013671875
2016-02-04,50.21102523803711
2016-02-05,48.867061614990234
2016-02-08,46.78015899658203
2016-02-09,48.35784149169922
2016-02-10,47.9154167175293
2016-02-11,47.11405563354492
2016-02-12,48.05732727050781
2016-02-16,48.9588737487793
2016-02-17,49.701812744140625
2016-02-18,49.39295959472656
2016-02-19,49.84372329711914
2016-02-22,50.07746505737305
2016-02-23,49.23435592651367
2016-02-24,49.401309967041016
