Date,JBL
2015-07-01,19.3680419921875
2015-07-02,19.349700927734375
2015-07-06,19.01956558227539
2015-07-07,19.01956558227539
2015-07-08,18.58854866027832
2015-07-09,18.55187225341797
2015-07-10,18.808639526367188
2015-07-13,18.671079635620117
2015-07-14,18.799470901489258
2015-07-15,18.26758575439453
2015-07-16,18.54270362854004
2015-07-17,18.350122451782227
2015-07-20,18.16671371459961
2015-07-21,18.322608947753906
2015-07-22,17.992469787597656
2015-07-23,17.9649600982666
2015-07-24,17.86408805847168
2015-07-27,17.78154754638672
2015-07-28,18.111682891845703
2015-07-29,18.30426788330078
2015-07-30,18.49684715270996
2015-07-31,18.570213317871094
2015-08-03,18.322608947753906
2015-08-04,18.10251808166504
2015-08-05,18.55187225341797
2015-08-06,18.240076065063477
2015-08-07,18.065837860107422
2015-08-10,18.478504180908203
2015-08-11,18.05666160583496
2015-08-12,18.047452926635742
2015-08-13,17.955381393432617
2015-08-14,18.2039852142334
2015-08-17,18.33289909362793
2015-08-18,18.038246154785156
2015-08-19,18.001415252685547
2015-08-20,17.62389373779297
2015-08-21,17.117460250854492
2015-08-24,16.417659759521484
2015-08-25,16.261123657226562
2015-08-26,17.089834213256836
2015-08-27,17.780426025390625
2015-08-28,17.927751541137695
2015-08-31,17.817256927490234
2015-09-01,17.200332641601562
2015-09-02,17.255578994750977
2015-09-03,17.82646942138672
2015-09-04,17.50418472290039
2015-09-08,18.084293365478516
2015-09-09,17.844879150390625
2015-09-10,18.047452926635742
2015-09-11,18.2039852142334
2015-09-14,18.148740768432617
2015-09-15,18.517059326171875
2015-09-16,18.85774803161621
2015-09-17,18.62755012512207
2015-09-18,18.42498207092285
2015-09-21,18.434185028076172
2015-09-22,17.771217346191406
2015-09-23,17.57785415649414
2015-09-24,17.955381393432617
2015-09-25,20.146860122680664
2015-09-28,19.93506622314453
2015-09-29,20.294179916381836
2015-09-30,20.59804344177246
2015-10-01,20.395469665527344
2015-10-02,20.18368148803711
2015-10-05,20.71774673461914
2015-10-06,20.423091888427734
2015-10-07,20.892696380615234
2015-10-08,20.699329376220703
2015-10-09,20.736162185668945
2015-10-12,20.96635627746582
2015-10-13,20.791400909423828
2015-10-14,21.076845169067383
2015-10-15,21.36229133605957
2015-10-16,21.233381271362305
2015-10-19,21.05843162536621
2015-10-20,21.316251754760742
2015-10-21,20.819028854370117
2015-10-22,21.141307830810547
2015-10-23,21.297840118408203
2015-10-26,20.72694969177246
2015-10-27,20.87427520751953
2015-10-28,21.22417449951172
2015-10-29,21.012393951416016
2015-10-30,21.15971565246582
2015-11-02,21.19654655456543
2015-11-03,22.31070899963379
2015-11-04,22.043685913085938
2015-11-05,22.043685913085938
2015-11-06,22.319913864135742
2015-11-09,22.14496612548828
2015-11-10,22.06209945678711
2015-11-11,22.283082962036133
2015-11-12,21.91354751586914
2015-11-13,21.701061248779297
2015-11-16,22.089080810546875
2015-11-17,22.153743743896484
2015-11-18,22.874343872070312
2015-11-19,22.75424575805664
2015-11-20,23.290069580078125
2015-11-23,23.484081268310547
2015-11-24,23.511795043945312
2015-11-25,23.38245391845703
2015-11-27,23.53951072692871
2015-11-30,23.641132354736328
2015-12-01,23.88132667541504
2015-12-02,23.271595001220703
2015-12-03,23.160730361938477
2015-12-04,23.95524024963379
2015-12-07,23.68732261657715
2015-12-08,23.71503448486328
2015-12-09,22.39394760131836
2015-12-10,22.560239791870117
2015-12-11,22.0244083404541
2015-12-14,22.12603187561035
2015-12-15,22.144502639770508
2015-12-16,22.089080810546875
2015-12-17,21.839645385742188
2015-12-18,21.728778839111328
2015-12-21,21.830406188964844
2015-12-22,21.839645385742188
2015-12-23,22.061359405517578
2015-12-24,22.079837799072266
2015-12-28,21.88582992553711
2015-12-29,22.089080810546875
2015-12-30,21.756492614746094
2015-12-31,21.51629638671875
2016-01-04,21.313047409057617
2016-01-05,20.878847122192383
2016-01-06,19.687089920043945
2016-01-07,18.772485733032227
2016-01-08,18.32903480529785
