Date,KO
2015-07-01,28.18759536743164
2015-07-02,28.18044662475586
2015-07-06,28.1304931640625
2015-07-07,28.722808837890625
2015-07-08,28.444486618041992
2015-07-09,28.48731231689453
2015-07-10,28.822702407836914
2015-07-13,29.015369415283203
2015-07-14,29.37932014465332
2015-07-15,29.35077667236328
2015-07-16,29.60053253173828
2015-07-17,29.4364013671875
2015-07-20,29.529186248779297
2015-07-21,29.393587112426758
2015-07-22,29.186643600463867
2015-07-23,29.143821716308594
2015-07-24,28.858388900756836
2015-07-27,28.929744720458984
2015-07-28,28.936887741088867
2015-07-29,28.965425491333008
2015-07-30,28.944021224975586
2015-07-31,29.315095901489258
2015-08-03,29.643356323242188
2015-08-04,29.86457633972168
2015-08-05,30.0572452545166
2015-08-06,29.91452980041504
2015-08-07,29.807485580444336
2015-08-10,29.743253707885742
2015-08-11,29.60053253173828
2015-08-12,29.443546295166016
2015-08-13,29.32935905456543
2015-08-14,29.4364013671875
2015-08-17,29.507762908935547
2015-08-18,29.472078323364258
2015-08-19,29.101011276245117
2015-08-20,28.936887741088867
2015-08-21,28.2089900970459
2015-08-24,27.388349533081055
2015-08-25,27.11004066467285
2015-08-26,27.638113021850586
2015-08-27,28.02345848083496
2015-08-28,28.151918411254883
2015-08-31,28.059141159057617
2015-09-01,27.652379989624023
2015-09-02,27.75943374633789
2015-09-03,27.944965362548828
2015-09-04,27.48825454711914
2015-09-08,27.75943374633789
2015-09-09,27.331254959106445
2015-09-10,27.416893005371094
2015-09-11,27.445690155029297
2015-09-14,27.424095153808594
2015-09-15,27.712003707885742
2015-09-16,28.17987632751465
2015-09-17,28.345426559448242
2015-09-18,28.057506561279297
2015-09-21,28.208663940429688
2015-09-22,27.920745849609375
2015-09-23,27.899152755737305
2015-09-24,28.17987632751465
2015-09-25,28.518165588378906
2015-09-28,28.45338249206543
2015-09-29,28.546966552734375
2015-09-30,28.87806510925293
2015-10-01,28.647727966308594
2015-10-02,29.07241439819336
2015-10-05,29.5186824798584
2015-10-06,29.482683181762695
2015-10-07,29.885784149169922
2015-10-08,30.21688461303711
2015-10-09,30.24568748474121
2015-10-12,30.231281280517578
2015-10-13,29.9793701171875
2015-10-14,30.000940322875977
2015-10-15,30.1737003326416
2015-10-16,30.24568748474121
2015-10-19,30.22409439086914
2015-10-20,30.440025329589844
2015-10-21,30.3680419921875
2015-10-22,31.123830795288086
2015-10-23,30.799915313720703
2015-10-26,30.655973434448242
2015-10-27,30.670352935791016
2015-10-28,30.756731033325195
2015-10-29,30.799915313720703
2015-10-30,30.483213424682617
2015-11-02,30.404037475585938
2015-11-03,30.34644317626953
2015-11-04,30.209684371948242
2015-11-05,30.468807220458984
2015-11-06,30.202503204345703
2015-11-09,29.900177001953125
2015-11-10,30.06572723388672
2015-11-11,30.26007843017578
2015-11-12,29.928966522216797
2015-11-13,29.785018920898438
2015-11-16,30.202503204345703
2015-11-17,29.993743896484375
2015-11-18,30.432823181152344
2015-11-19,31.03025245666504
2015-11-20,30.540794372558594
2015-11-23,30.922277450561523
2015-11-24,31.2101993560791
2015-11-25,31.2101993560791
2015-11-27,31.29723358154297
2015-11-30,30.91282081604004
2015-12-01,31.108652114868164
2015-12-02,31.021610260009766
2015-12-03,30.796762466430664
2015-12-04,31.398780822753906
2015-12-07,31.33350372314453
2015-12-08,31.195690155029297
2015-12-09,30.941835403442383
2015-12-10,31.014360427856445
2015-12-11,30.658960342407227
2015-12-14,30.78951644897461
2015-12-15,31.239215850830078
2015-12-16,31.797704696655273
2015-12-17,31.54384422302246
2015-12-18,30.82578468322754
2015-12-21,31.028871536254883
2015-12-22,31.398780822753906
2015-12-23,31.674388885498047
2015-12-24,31.58010482788086
2015-12-28,31.54384422302246
2015-12-29,31.703401565551758
2015-12-30,31.601865768432617
2015-12-31,31.159423828125
2016-01-04,30.753252029418945
2016-01-05,30.862041473388672
2016-01-06,30.695226669311523
2016-01-07,30.187496185302734
2016-01-08,30.10772705078125
2016-01-11,30.158506393432617
2016-01-12,30.550167083740234
2016-01-13,30.35433006286621
2016-01-14,30.37608528137207
2016-01-15,30.100481033325195
2016-01-19,30.40510368347168
2016-01-20,30.013439178466797
2016-01-21,30.02068328857422
2016-01-22,30.50664520263672
2016-01-25,30.579174041748047
2016-01-26,30.52115821838379
2016-01-27,30.528409957885742
2016-01-28,30.876554489135742
2016-01-29,31.130422592163086
2016-02-01,31.18844223022461
2016-02-02,30.782264709472656
2016-02-03,30.9853458404541
2016-02-04,30.84754180908203
2016-02-05,30.782264709472656
2016-02-08,30.9345703125
2016-02-09,31.406028747558594
2016-02-10,30.862041473388672
2016-02-11,30.7605037689209
2016-02-12,31.268224716186523
2016-02-16,31.449554443359375
2016-02-17,31.54384422302246
2016-02-18,31.63088035583496
2016-02-19,31.746923446655273
2016-02-22,31.870227813720703
2016-02-23,31.68889808654785
2016-02-24,31.848468780517578
2016-02-25,32.02980041503906
2016-02-26,31.289995193481445
2016-02-29,31.28272247314453
2016-03-01,31.68889808654785
2016-03-02,31.746923446655273
2016-03-03,31.884742736816406
2016-03-04,31.993526458740234
2016-03-07,31.92099952697754
2016-03-08,32.145851135253906
2016-03-09,32.50125503540039
2016-03-10,32.805885314941406
2016-03-11,33.039794921875
2016-03-14,33.10558319091797
2016-03-15,33.069026947021484
2016-03-16,32.93014144897461
2016-03-17,33.456451416015625
2016-03-18,33.332191467285156
2016-03-21,33.38335418701172
2016-03-22,33.25910949707031
2016-03-23,33.2298469543457
2016-03-24,33.31755828857422
2016-03-28,33.47837448120117
2016-03-29,33.975440979003906
2016-03-30,34.048526763916016
2016-03-31,33.909664154052734
2016-04-01,34.23126983642578
2016-04-04,34.27512741088867
2016-04-05,34.01198196411133
2016-04-06,34.14354705810547
2016-04-07,33.88771438598633
2016-04-08,34.2605094909668
2016-04-11,33.94620132446289
2016-04-12,34.099693298339844
2016-04-13,33.65381622314453
2016-04-14,33.500301361083984
2016-04-15,33.697662353515625
2016-04-18,33.785377502441406
