Date,FMC
2015-07-01,35.25141906738281
2015-07-02,35.02678680419922
2015-07-06,34.23722839355469
2015-07-07,34.02622604370117
2015-07-08,33.16177749633789
2015-07-09,33.12775802612305
2015-07-10,33.7063102722168
2015-07-13,34.155548095703125
2015-07-14,34.64561462402344
2015-07-15,34.23722839355469
2015-07-16,34.2168083190918
2015-07-17,33.86286163330078
2015-07-20,33.66547393798828
2015-07-21,33.345558166503906
2015-07-22,33.23666000366211
2015-07-23,33.257076263427734
2015-07-24,32.54920196533203
2015-07-27,32.14079666137695
2015-07-28,32.83506393432617
2015-07-29,32.71934127807617
2015-07-30,32.92354965209961
2015-07-31,33.03927230834961
2015-08-03,32.98481750488281
2015-08-04,33.141380310058594
2015-08-05,33.01203918457031
2015-08-06,33.4000129699707
2015-08-07,32.242897033691406
2015-08-10,33.502105712890625
2015-08-11,32.88271713256836
2015-08-12,32.256500244140625
2015-08-13,31.637096405029297
2015-08-14,31.65070915222168
2015-08-17,32.48112487792969
2015-08-18,32.30414962768555
2015-08-19,31.963821411132812
2015-08-20,31.242328643798828
2015-08-21,30.384693145751953
2015-08-24,29.363698959350586
2015-08-25,27.403398513793945
2015-08-26,27.41020393371582
2015-08-27,28.798748016357422
2015-08-28,28.860013961791992
2015-08-31,28.798748016357422
2015-09-01,27.59398651123047
2015-09-02,28.39034652709961
2015-09-03,28.798748016357422
2015-09-04,28.233802795410156
2015-09-08,28.81235694885254
2015-09-09,28.131704330444336
2015-09-10,28.131704330444336
2015-09-11,28.31547737121582
2015-09-14,27.430627822875977
2015-09-15,27.403398513793945
2015-09-16,27.30810546875
2015-09-17,26.402822494506836
2015-09-18,25.70174217224121
2015-09-21,25.52476692199707
2015-09-22,25.21847152709961
2015-09-23,24.742015838623047
2015-09-24,23.802701950073242
2015-09-25,23.455570220947266
2015-09-28,22.56303596496582
2015-09-29,22.521991729736328
2015-09-30,23.192256927490234
2015-10-01,23.16488265991211
2015-10-02,23.971933364868164
2015-10-05,24.498563766479492
2015-10-06,24.785823822021484
2015-10-07,25.53130340576172
2015-10-08,26.468297958374023
2015-10-09,26.31783103942871
2015-10-12,25.668088912963867
2015-10-13,24.86105728149414
2015-10-14,26.358877182006836
2015-10-15,26.023740768432617
2015-10-16,25.85275650024414
2015-10-19,25.620220184326172
2015-10-20,25.668088912963867
2015-10-21,24.902084350585938
2015-10-22,25.551830291748047
2015-10-23,25.647571563720703
2015-10-26,25.250898361206055
2015-10-27,24.820022583007812
2015-10-28,25.66126251220703
2015-10-29,27.200105667114258
2015-10-30,27.843006134033203
2015-11-02,28.164461135864258
2015-11-03,28.294403076171875
2015-11-04,28.390148162841797
2015-11-05,28.36280059814453
2015-11-06,28.048189163208008
2015-11-09,27.76776885986328
2015-11-10,27.46684455871582
2015-11-11,27.193267822265625
2015-11-12,27.18642807006836
2015-11-13,27.760936737060547
2015-11-16,28.369644165039062
2015-11-17,28.670576095581055
2015-11-18,29.42974090576172
2015-11-19,29.142484664916992
2015-11-20,28.663732528686523
2015-11-23,28.656888961791992
2015-11-24,29.169845581054688
2015-11-25,29.224557876586914
2015-11-27,28.855224609375
2015-11-30,29.388708114624023
2015-12-01,28.70476531982422
2015-12-02,28.137102127075195
2015-12-03,28.670576095581055
2015-12-04,29.026222229003906
2015-12-07,28.321758270263672
2015-12-08,27.3642578125
2015-12-09,27.69253921508789
2015-12-10,27.001771926879883
2015-12-11,25.99638557434082
2015-12-14,25.346651077270508
2015-12-15,25.914316177368164
2015-12-16,26.454618453979492
2015-12-17,25.674936294555664
2015-12-18,25.941673278808594
2015-12-21,26.1536865234375
2015-12-22,26.844459533691406
2015-12-23,27.890886306762695
2015-12-24,27.754091262817383
2015-12-28,27.309539794921875
2015-12-29,27.738765716552734
2015-12-30,27.258026123046875
2015-12-31,26.87343406677246
2016-01-04,26.08364486694336
2016-01-05,25.808940887451172
2016-01-06,24.73757553100586
2016-01-07,24.538414001464844
2016-01-08,24.49720001220703
2016-01-11,24.146947860717773
2016-01-12,24.414791107177734
2016-01-13,23.576927185058594
2016-01-14,24.2843017578125
2016-01-15,24.06452751159668
2016-01-19,23.90658187866211
2016-01-20,23.90658187866211
2016-01-21,24.112613677978516
2016-01-22,24.20875358581543
