Date,EOG
2015-07-01,85.7699966430664
2015-07-02,85.66999816894531
2015-07-06,85.08999633789062
2015-07-07,86.72000122070312
2015-07-08,84.48999786376953
2015-07-09,85.30000305175781
2015-07-10,84.54000091552734
2015-07-13,84.20999908447266
2015-07-14,85.2300033569336
2015-07-15,83.25
2015-07-16,82.4000015258789
2015-07-17,80.5
2015-07-20,77.93000030517578
2015-07-21,77.33000183105469
2015-07-22,76.08999633789062
2015-07-23,76.31999969482422
2015-07-24,75.16000366210938
2015-07-27,73.19000244140625
2015-07-28,76.8499984741211
2015-07-29,77.73999786376953
2015-07-30,78.54000091552734
2015-07-31,77.19000244140625
2015-08-03,76.44000244140625
2015-08-04,76.73999786376953
2015-08-05,76.08999633789062
2015-08-06,77.68000030517578
2015-08-07,73.76000213623047
2015-08-10,76.2699966430664
2015-08-11,77.30000305175781
2015-08-12,79.93000030517578
2015-08-13,79.68000030517578
2015-08-14,79.93000030517578
2015-08-17,80.01000213623047
2015-08-18,80.41000366210938
2015-08-19,77.06999969482422
2015-08-20,76.7300033569336
2015-08-21,74.86000061035156
2015-08-24,69.26000213623047
2015-08-25,68.36000061035156
2015-08-26,70.98999786376953
2015-08-27,75.79000091552734
2015-08-28,77.30999755859375
2015-08-31,78.30999755859375
2015-09-01,76.0199966430664
2015-09-02,77.70999908447266
2015-09-03,77.44999694824219
2015-09-04,76.88999938964844
2015-09-08,77.66000366210938
2015-09-09,76.93000030517578
2015-09-10,78.05999755859375
2015-09-11,77.1500015258789
2015-09-14,76.43000030517578
2015-09-15,77.25
2015-09-16,79.94000244140625
2015-09-17,79.66000366210938
2015-09-18,76.26000213623047
2015-09-21,76.5199966430664
2015-09-22,75.22000122070312
2015-09-23,73.04000091552734
2015-09-24,73.26000213623047
2015-09-25,72.79000091552734
2015-09-28,69.43000030517578
2015-09-29,70.12999725341797
2015-09-30,72.80000305175781
2015-10-01,73.58999633789062
2015-10-02,77.05999755859375
2015-10-05,80.6500015258789
2015-10-06,82.83999633789062
2015-10-07,83.7699966430664
2015-10-08,87.04000091552734
2015-10-09,87.30000305175781
2015-10-12,86.02999877929688
2015-10-13,85.27999877929688
2015-10-14,85.77999877929688
2015-10-15,87.13999938964844
2015-10-16,87.5
2015-10-19,84.80999755859375
2015-10-20,84.87000274658203
2015-10-21,83.77999877929688
2015-10-22,85.80000305175781
2015-10-23,85.43000030517578
2015-10-26,83.38999938964844
2015-10-27,82.69999694824219
