Date,REG
2015-07-01,39.99585723876953
2015-07-02,40.18177795410156
2015-07-06,40.54036331176758
2015-07-07,41.56965255737305
2015-07-08,41.43684387207031
2015-07-09,41.1114616394043
2015-07-10,41.43020248413086
2015-07-13,41.37706756591797
2015-07-14,41.450130462646484
2015-07-15,41.50325393676758
2015-07-16,41.81535720825195
2015-07-17,41.496604919433594
2015-07-20,41.636051177978516
2015-07-21,41.496604919433594
2015-07-22,41.71574783325195
2015-07-23,41.15793228149414
2015-07-24,41.21771240234375
2015-07-27,41.28411102294922
2015-07-28,41.456764221191406
2015-07-29,42.06770324707031
2015-07-30,42.06105041503906
2015-07-31,42.47940444946289
2015-08-03,42.77822494506836
2015-08-04,42.452842712402344
2015-08-05,42.047767639160156
2015-08-06,42.001285552978516
2015-08-07,42.16730499267578
2015-08-10,41.6427001953125
2015-08-11,42.08762741088867
2015-08-12,42.24034118652344
2015-08-13,42.35322570800781
2015-08-14,42.57902145385742
2015-08-17,42.823238372802734
2015-08-18,42.8567008972168
2015-08-19,42.56898498535156
2015-08-20,42.281253814697266
2015-08-21,41.46493148803711
2015-08-24,39.12305450439453
2015-08-25,38.199676513671875
2015-08-26,39.67841720581055
2015-08-27,40.668697357177734
2015-08-28,40.73561477661133
2015-08-31,39.68510055541992
2015-09-01,39.06282043457031
2015-09-02,39.61149215698242
2015-09-03,39.885841369628906
2015-09-04,38.882164001464844
2015-09-08,39.4442138671875
2015-09-09,38.85540008544922
2015-09-10,38.96915054321289
2015-09-11,39.74531555175781
2015-09-14,39.70518112182617
2015-09-15,40.22707748413086
2015-09-16,40.762367248535156
2015-09-17,41.05678176879883
2015-09-18,41.35118865966797
2015-09-21,41.77273178100586
2015-09-22,41.170528411865234
2015-09-23,41.53854751586914
2015-09-24,40.90958023071289
2015-09-25,40.963104248046875
2015-09-28,40.61517333984375
2015-09-29,41.34449005126953
2015-09-30,41.58536911010742
2015-10-01,41.745975494384766
2015-10-02,41.96677780151367
2015-10-05,42.609127044677734
2015-10-06,42.38832473754883
2015-10-07,43.24477767944336
2015-10-08,43.572635650634766
2015-10-09,43.485652923583984
2015-10-12,43.86036682128906
2015-10-13,43.43882751464844
2015-10-14,43.25816345214844
2015-10-15,43.80683517456055
2015-10-16,43.92058563232422
2015-10-19,44.69676971435547
2015-10-20,44.58300018310547
2015-10-21,44.449188232421875
2015-10-22,45.16512680053711
2015-10-23,44.88410186767578
2015-10-26,44.91088104248047
2015-10-27,45.339115142822266
2015-10-28,45.67366027832031
2015-10-29,45.80747604370117
2015-10-30,45.4729118347168
2015-11-02,46.36283874511719
2015-11-03,45.700408935546875
2015-11-04,45.372562408447266
2015-11-05,45.700408935546875
2015-11-06,44.16146469116211
2015-11-09,43.39867401123047
2015-11-10,43.92058563232422
2015-11-11,44.38227462768555
2015-11-12,43.96741485595703
2015-11-13,43.505733489990234
2015-11-16,44.109100341796875
2015-11-17,44.52030563354492
2015-11-18,45.073123931884766
2015-11-19,45.42367172241211
2015-11-20,45.545021057128906
2015-11-23,45.383216857910156
2015-11-24,45.18096923828125
2015-11-25,45.40342712402344
2015-11-27,45.91579055786133
2015-11-30,45.42367172241211
2015-12-01,45.92253494262695
2015-12-02,44.776493072509766
2015-12-03,43.79224395751953
2015-12-04,44.27762985229492
2015-12-07,44.26414108276367
2015-12-08,44.163028717041016
