Date,VTRS
2015-07-01,56.49090576171875
2015-07-02,56.83131408691406
2015-07-06,57.3419303894043
2015-07-07,57.94167709350586
2015-07-08,55.891143798828125
2015-07-09,57.017723083496094
2015-07-10,57.72284698486328
2015-07-13,57.59316635131836
2015-07-14,57.88493728637695
2015-07-15,56.782684326171875
2015-07-16,55.469703674316406
2015-07-17,55.494014739990234
2015-07-20,54.28639221191406
2015-07-21,54.472801208496094
2015-07-22,55.03203201293945
2015-07-23,53.94598388671875
2015-07-24,53.4434928894043
2015-07-27,45.68712615966797
2015-07-28,45.67091751098633
2015-07-29,46.392250061035156
2015-07-30,45.67091751098633
2015-07-31,45.37913513183594
2015-08-03,44.738853454589844
2015-08-04,44.30929183959961
2015-08-05,44.252559661865234
2015-08-06,44.90095138549805
2015-08-07,45.67091751098633
2015-08-10,46.627296447753906
2015-08-11,46.303096771240234
2015-08-12,44.8685302734375
2015-08-13,43.944583892822266
2015-08-14,44.058048248291016
2015-08-17,44.9738883972168
2015-08-18,45.18461608886719
2015-08-19,44.64970397949219
2015-08-20,42.9800910949707
2015-08-21,41.740055084228516
2015-08-24,40.37032699584961
2015-08-25,39.80299377441406
2015-08-26,41.4401741027832
2015-08-27,41.73194885253906
2015-08-28,40.8242073059082
2015-08-31,40.19202423095703
2015-09-01,39.13839340209961
2015-09-02,39.405853271484375
2015-09-03,38.43326950073242
2015-09-04,38.94387435913086
2015-09-08,39.48690414428711
2015-09-09,38.5467414855957
2015-09-10,38.74125289916992
2015-09-11,39.4301643371582
2015-09-14,39.76246643066406
2015-09-15,40.16770935058594
2015-09-16,39.72193908691406
2015-09-17,40.01372146606445
2015-09-18,40.19202423095703
2015-09-21,39.03303527832031
2015-09-22,37.8091926574707
2015-09-23,36.80419158935547
2015-09-24,36.9257698059082
2015-09-25,35.345314025878906
2015-09-28,33.116485595703125
2015-09-29,32.25736618041992
2015-09-30,32.630191802978516
2015-10-01,33.5622444152832
2015-10-02,35.385841369628906
2015-10-05,35.58035659790039
2015-10-06,34.729347229003906
2015-10-07,34.226837158203125
2015-10-08,34.58345413208008
2015-10-09,34.4861946105957
2015-10-12,34.769866943359375
2015-10-13,33.570350646972656
2015-10-14,34.23495864868164
2015-10-15,34.632083892822266
2015-10-16,35.29669189453125
2015-10-19,35.45067596435547
2015-10-20,34.4861946105957
2015-10-21,33.14079284667969
2015-10-22,31.738643646240234
2015-10-23,33.19752883911133
2015-10-26,33.91885757446289
2015-10-27,35.73434829711914
2015-10-28,36.38273620605469
2015-10-29,37.10407257080078
2015-10-30,35.73434829711914
2015-11-02,37.12839126586914
2015-11-03,37.744354248046875
2015-11-04,37.752464294433594
2015-11-05,36.30168533325195
2015-11-06,36.43947219848633
2015-11-09,36.585357666015625
2015-11-10,36.8285026550293
2015-11-11,36.05854034423828
2015-11-12,35.013023376464844
2015-11-13,39.5355339050293
2015-11-16,40.524322509765625
2015-11-17,41.05924606323242
2015-11-18,42.1615104675293
2015-11-19,41.51312255859375
2015-11-20,42.0399284362793
2015-11-23,41.237552642822266
2015-11-24,40.840415954589844
2015-11-25,41.98320007324219
2015-11-27,41.934574127197266
2015-11-30,41.57795333862305
2015-12-01,43.02062225341797
2015-12-02,42.21013641357422
2015-12-03,41.39155197143555
2015-12-04,41.6671142578125
2015-12-07,41.40774917602539
2015-12-08,41.54553985595703
2015-12-09,41.09165954589844
2015-12-10,42.899051666259766
2015-12-11,42.59917068481445
2015-12-14,43.25566864013672
2015-12-15,43.75817108154297
2015-12-16,44.082359313964844
2015-12-17,42.93147659301758
2015-12-18,43.093563079833984
2015-12-21,43.47450256347656
2015-12-22,43.92025375366211
2015-12-23,44.406558990478516
2015-12-24,44.43086242675781
2015-12-28,44.03373718261719
2015-12-29,44.803688049316406
2015-12-30,44.26877212524414
2015-12-31,43.8230094909668
2016-01-04,43.18272018432617
2016-01-05,43.83920669555664
2016-01-06,43.247554779052734
2016-01-07,41.8292121887207
2016-01-08,40.05423355102539
2016-01-11,40.11907958984375
2016-01-12,40.597259521484375
2016-01-13,39.624691009521484
2016-01-14,41.09165954589844
2016-01-15,40.289276123046875
2016-01-19,40.70263671875
2016-01-20,41.65900421142578
2016-01-21,41.69142532348633
2016-01-22,43.04493713378906
2016-01-25,42.64780807495117
2016-01-26,43.70954132080078
2016-01-27,41.52122116088867
2016-01-28,40.872840881347656
2016-01-29,42.70452880859375
2016-02-01,42.4289665222168
2016-02-02,41.18892288208008
2016-02-03,42.35602569580078
2016-02-04,42.39655685424805
2016-02-05,41.65090560913086
2016-02-08,40.8890495300293
2016-02-09,41.12409210205078
2016-02-10,40.96199417114258
2016-02-11,33.570350646972656
2016-02-12,33.90266036987305
2016-02-16,34.97248458862305
2016-02-17,37.50120162963867
2016-02-18,36.23685073852539
2016-02-19,36.74745559692383
2016-02-22,37.938873291015625
2016-02-23,37.85782241821289
2016-02-24,37.76866149902344
2016-02-25,38.43326950073242
2016-02-26,38.206336975097656
2016-02-29,36.528621673583984
2016-03-01,37.33100891113281
2016-03-02,37.379642486572266
2016-03-03,37.06354522705078
2016-03-04,36.29358673095703
2016-03-07,37.39584732055664
2016-03-08,36.26927185058594
2016-03-09,37.728153228759766
2016-03-10,38.32789993286133
2016-03-11,39.3896484375
2016-03-14,38.79799270629883
2016-03-15,37.21753692626953
2016-03-16,37.6065673828125
2016-03-17,35.8397216796875
2016-03-18,36.512413024902344
2016-03-21,36.8447151184082
2016-03-22,37.452579498291016
2016-03-23,36.80419158935547
2016-03-24,37.185123443603516
2016-03-28,36.633995056152344
2016-03-29,38.10096740722656
2016-03-30,37.6065673828125
2016-03-31,37.5660514831543
2016-04-01,38.49810028076172
2016-04-04,38.27927780151367
2016-04-05,37.21753692626953
2016-04-06,39.17891311645508
2016-04-07,38.9600830078125
2016-04-08,38.092864990234375
2016-04-11,36.9257698059082
2016-04-12,37.48500061035156
2016-04-13,38.27117156982422
2016-04-14,38.571048736572266
2016-04-15,38.00371170043945
2016-04-18,38.57915496826172
2016-04-19,38.71693801879883
2016-04-20,38.84661102294922
2016-04-21,39.55173873901367
2016-04-22,39.13839340209961
2016-04-25,36.488101959228516
2016-04-26,36.463783264160156
2016-04-27,36.05044174194336
2016-04-28,34.52671813964844
2016-04-29,33.805389404296875
2016-05-02,34.61587905883789
2016-05-03,35.410160064697266
2016-05-04,33.99180221557617
2016-05-05,33.55414581298828
2016-05-06,32.13579177856445
2016-05-09,33.04352951049805
2016-05-10,33.07596206665039
2016-05-11,32.1276741027832
2016-05-12,31.300983428955078
2016-05-13,31.738643646240234
2016-05-16,32.7841796875
2016-05-17,33.246158599853516
2016-05-18,34.07285690307617
2016-05-19,33.32720947265625
2016-05-20,33.64329528808594
2016-05-23,33.400146484375
2016-05-24,34.39704895019531
2016-05-25,34.5915641784668
2016-05-26,34.737449645996094
2016-05-27,34.89955139160156
2016-05-31,35.12648391723633
2016-06-01,36.03422546386719
2016-06-02,36.43947219848633
2016-06-03,36.082855224609375
2016-06-06,37.703826904296875
2016-06-07,37.77677917480469
2016-06-08,37.695716857910156
2016-06-09,37.08786392211914
2016-06-10,36.0909538269043
2016-06-13,36.285484313964844
2016-06-14,36.366519927978516
2016-06-15,36.261173248291016
2016-06-16,36.512413024902344
2016-06-17,36.47999572753906
2016-06-20,36.779876708984375
2016-06-21,36.3746337890625
2016-06-22,36.47188949584961
2016-06-23,37.41205596923828
2016-06-24,35.30479431152344
2016-06-27,33.886444091796875
2016-06-28,34.70502853393555
2016-06-29,35.02922439575195
2016-06-30,35.04543685913086
2016-07-01,35.23995590209961
2016-07-05,34.58345413208008
2016-07-06,35.28858184814453
2016-07-07,35.41825866699219
2016-07-08,36.09907150268555
2016-07-11,36.107177734375
2016-07-12,36.60157012939453
2016-07-13,36.71504211425781
2016-07-14,36.779876708984375
2016-07-15,36.83660888671875
2016-07-18,36.90144348144531
2016-07-19,36.41515350341797
2016-07-20,38.25496292114258
2016-07-21,37.979393005371094
2016-07-22,37.76056671142578
2016-07-25,38.31979751586914
2016-07-26,37.671409606933594
2016-07-27,38.036136627197266
2016-07-28,37.86593246459961
2016-07-29,37.92266845703125
2016-08-01,37.882137298583984
2016-08-02,37.71193313598633
2016-08-03,39.235652923583984
2016-08-04,39.349117279052734
2016-08-05,39.27616500854492
2016-08-08,39.33291244506836
