Date,ROL
2018-07-02,23.608888626098633
2018-07-03,23.479999542236328
2018-07-05,23.617778778076172
2018-07-06,23.97333335876465
2018-07-09,24.435556411743164
2018-07-10,24.44444465637207
2018-07-11,24.48444366455078
2018-07-12,24.817777633666992
2018-07-13,24.551111221313477
2018-07-16,24.457778930664062
2018-07-17,24.413333892822266
2018-07-18,24.666667938232422
2018-07-19,24.666667938232422
2018-07-20,24.831111907958984
2018-07-23,24.91111183166504
2018-07-24,24.626667022705078
2018-07-25,24.817777633666992
2018-07-26,24.92888832092285
2018-07-27,24.804443359375
2018-07-30,24.22222137451172
2018-07-31,24.41777801513672
2018-08-01,24.906667709350586
2018-08-02,25.151111602783203
2018-08-03,25.053333282470703
2018-08-06,25.280000686645508
2018-08-07,25.04888916015625
2018-08-08,25.0
2018-08-09,24.88888931274414
2018-08-10,24.991111755371094
2018-08-13,24.959999084472656
2018-08-14,25.22222137451172
2018-08-15,25.191110610961914
2018-08-16,25.408889770507812
2018-08-17,25.41777801513672
2018-08-20,25.542221069335938
2018-08-21,25.64444351196289
2018-08-22,25.706666946411133
2018-08-23,25.835556030273438
2018-08-24,26.031110763549805
2018-08-27,26.44444465637207
2018-08-28,26.475555419921875
2018-08-29,26.55555534362793
2018-08-30,26.68000030517578
2018-08-31,26.70222282409668
2018-09-04,26.88888931274414
2018-09-05,26.85333251953125
2018-09-06,27.168888092041016
2018-09-07,27.34666633605957
2018-09-10,27.635555267333984
2018-09-11,27.84000015258789
2018-09-12,28.213333129882812
2018-09-13,28.31999969482422
2018-09-14,28.18666648864746
2018-09-17,28.115556716918945
2018-09-18,28.51555633544922
2018-09-19,27.755556106567383
2018-09-20,27.88888931274414
2018-09-21,27.782222747802734
2018-09-24,27.435556411743164
2018-09-25,27.768888473510742
2018-09-26,26.808889389038086
2018-09-27,26.337778091430664
2018-09-28,26.97333335876465
2018-10-01,26.231111526489258
2018-10-02,26.422222137451172
2018-10-03,26.13777732849121
2018-10-04,26.244443893432617
2018-10-05,26.34666633605957
2018-10-08,26.191110610961914
2018-10-09,26.27111053466797
2018-10-10,25.168888092041016
2018-10-11,24.688888549804688
2018-10-12,24.955556869506836
2018-10-15,25.031110763549805
2018-10-16,25.577777862548828
2018-10-17,25.497777938842773
2018-10-18,25.106666564941406
2018-10-19,25.28444480895996
2018-10-22,25.333332061767578
2018-10-23,25.079999923706055
2018-10-24,25.462221145629883
2018-10-25,25.217777252197266
2018-10-26,25.324443817138672
2018-10-29,25.51555633544922
2018-10-30,25.897777557373047
2018-10-31,26.311111450195312
2018-11-01,26.11111068725586
2018-11-02,26.377777099609375
2018-11-05,26.413333892822266
2018-11-06,26.364444732666016
2018-11-07,27.34666633605957
2018-11-08,27.564443588256836
2018-11-09,27.275556564331055
2018-11-12,26.831111907958984
2018-11-13,26.64444351196289
2018-11-14,26.666667938232422
2018-11-15,27.06222152709961
2018-11-16,27.479999542236328
2018-11-19,27.275556564331055
2018-11-20,26.9777774810791
2018-11-21,26.804443359375
2018-11-23,26.666667938232422
2018-11-26,27.15999984741211
2018-11-27,27.457778930664062
2018-11-28,28.213333129882812
2018-11-29,28.333332061767578
2018-11-30,28.248889923095703
2018-12-03,28.351110458374023
2018-12-04,27.782222747802734
2018-12-06,26.200000762939453
2018-12-07,25.44444465637207
2018-12-10,25.497777938842773
2018-12-11,25.48666763305664
2018-12-12,25.520000457763672
2018-12-13,25.046667098999023
2018-12-14,24.399999618530273
2018-12-17,23.899999618530273
2018-12-18,23.80666732788086
2018-12-19,23.53333282470703
2018-12-20,23.406667709350586
2018-12-21,23.073333740234375
2018-12-24,22.52666664123535
2018-12-26,23.459999084472656
2018-12-27,23.893333435058594
2018-12-28,23.780000686645508
2018-12-31,24.066667556762695
2019-01-02,23.84666633605957
2019-01-03,23.566667556762695
2019-01-04,24.333332061767578
2019-01-07,24.399999618530273
2019-01-08,24.84000015258789
2019-01-09,25.34000015258789
2019-01-10,25.773332595825195
2019-01-11,25.53333282470703
2019-01-14,25.579999923706055
2019-01-15,25.726667404174805
2019-01-16,25.433332443237305
2019-01-17,25.266666412353516
2019-01-18,25.786666870117188
2019-01-22,25.600000381469727
2019-01-23,24.799999237060547
2019-01-24,25.18666648864746
2019-01-25,25.420000076293945
2019-01-28,24.906667709350586
2019-01-29,24.6200008392334
2019-01-30,24.69333267211914
2019-01-31,24.82666778564453
2019-02-01,24.946666717529297
2019-02-04,24.606666564941406
2019-02-05,25.100000381469727
2019-02-06,24.933332443237305
2019-02-07,25.073333740234375
2019-02-08,25.239999771118164
2019-02-11,25.520000457763672
2019-02-12,25.98666763305664
2019-02-13,26.246667861938477
2019-02-14,26.453332901000977
