Date,ROP
2015-07-01,162.8013458251953
2015-07-02,163.33457946777344
2015-07-06,162.3803253173828
2015-07-07,163.73690795898438
2015-07-08,160.50460815429688
2015-07-09,160.72955322265625
2015-07-10,161.46961975097656
2015-07-13,164.84234619140625
2015-07-14,165.64810180664062
2015-07-15,164.7955322265625
2015-07-16,165.90098571777344
2015-07-17,165.7886199951172
2015-07-20,165.81674194335938
2015-07-21,163.9242401123047
2015-07-22,163.95233154296875
2015-07-23,162.83743286132812
2015-07-24,161.24481201171875
2015-07-27,153.88095092773438
2015-07-28,153.88095092773438
2015-07-29,156.24195861816406
2015-07-30,156.52297973632812
2015-07-31,156.71038818359375
2015-08-03,154.96778869628906
2015-08-04,156.2137908935547
2015-08-05,156.82275390625
2015-08-06,156.4105987548828
2015-08-07,157.64724731445312
2015-08-10,159.23989868164062
2015-08-11,158.2561798095703
2015-08-12,157.87205505371094
2015-08-13,158.38735961914062
2015-08-14,159.0150146484375
2015-08-17,160.401611328125
2015-08-18,160.56089782714844
2015-08-19,158.53721618652344
2015-08-20,155.2488250732422
2015-08-21,151.52944946289062
2015-08-24,145.2336883544922
2015-08-25,144.51231384277344
2015-08-26,147.51028442382812
2015-08-27,152.9441375732422
2015-08-28,153.693603515625
2015-08-31,151.85733032226562
2015-09-01,146.0206756591797
2015-09-02,148.70944213867188
2015-09-03,148.71881103515625
2015-09-04,146.4141082763672
2015-09-08,150.48951721191406
2015-09-09,148.3534698486328
2015-09-10,148.99990844726562
2015-09-11,148.32534790039062
2015-09-14,148.6626434326172
2015-09-15,150.4426727294922
2015-09-16,152.09161376953125
2015-09-17,151.27651977539062
2015-09-18,147.5477294921875
2015-09-21,148.23165893554688
2015-09-22,145.24305725097656
2015-09-23,143.65977478027344
2015-09-24,144.19375610351562
2015-09-25,144.47483825683594
2015-09-28,143.27561950683594
2015-09-29,143.45362854003906
2015-09-30,146.80760192871094
2015-10-01,147.79135131835938
2015-10-02,149.62759399414062
2015-10-05,153.94656372070312
2015-10-06,154.6023712158203
2015-10-07,157.40792846679688
2015-10-08,163.2346954345703
2015-10-09,162.98135375976562
2015-10-12,163.47860717773438
2015-10-13,163.403564453125
2015-10-14,162.84059143066406
2015-10-15,163.8633575439453
2015-10-16,162.99072265625
2015-10-19,163.7788848876953
2015-10-20,163.4316864013672
2015-10-21,162.27757263183594
2015-10-22,164.67025756835938
2015-10-23,165.94630432128906
2015-10-26,171.62303161621094
2015-10-27,171.79193115234375
2015-10-28,172.83338928222656
2015-10-29,172.8709259033203
2015-10-30,174.85076904296875
2015-11-02,177.19644165039062
2015-11-03,175.4324493408203
2015-11-04,176.21121215820312
2015-11-05,176.31446838378906
2015-11-06,175.7984161376953
2015-11-09,174.20330810546875
2015-11-10,174.57859802246094
2015-11-11,175.90158081054688
2015-11-12,172.9553680419922
2015-11-13,173.09613037109375
2015-11-16,175.42308044433594
2015-11-17,174.28775024414062
2015-11-18,179.30760192871094
2015-11-19,177.75010681152344
2015-11-20,179.6735382080078
2015-11-23,180.41476440429688
2015-11-24,180.63064575195312
2015-11-25,181.87852478027344
2015-11-27,182.80746459960938
2015-11-30,181.5501708984375
2015-12-01,179.85179138183594
2015-12-02,176.49278259277344
2015-12-03,176.04237365722656
2015-12-04,177.78753662109375
2015-12-07,176.6428680419922
2015-12-08,174.7851104736328
2015-12-09,174.0063018798828
2015-12-10,175.01025390625
2015-12-11,171.96078491210938
2015-12-14,172.75836181640625
2015-12-15,171.8387908935547
2015-12-16,174.9163818359375
2015-12-17,173.2086944580078
2015-12-18,172.00770568847656
2015-12-21,173.73414611816406
2015-12-22,175.6670684814453
2015-12-23,178.35052490234375
2015-12-24,178.12538146972656
2015-12-28,178.44436645507812
2015-12-29,180.73379516601562
2015-12-30,178.81968688964844
2015-12-31,178.0784149169922
2016-01-04,175.00088500976562
2016-01-05,175.9860076904297
2016-01-06,172.3302764892578
2016-01-07,167.18017578125
2016-01-08,165.0468292236328
2016-01-11,163.0263214111328
2016-01-12,165.46034240722656
2016-01-13,160.47943115234375
2016-01-14,160.55458068847656
2016-01-15,159.22946166992188
2016-01-19,159.31407165527344
2016-01-20,157.5284881591797
2016-01-21,156.3819580078125
2016-01-22,158.37428283691406
2016-01-25,156.09056091308594
2016-01-26,159.0885467529297
2016-01-27,158.12994384765625
2016-01-28,159.50204467773438
2016-01-29,165.09381103515625
2016-02-01,153.87265014648438
2016-02-02,149.32408142089844
2016-02-03,152.35020446777344
2016-02-04,156.9176025390625
2016-02-05,153.29940795898438
2016-02-08,152.12469482421875
2016-02-09,152.08705139160156
2016-02-10,150.60220336914062
2016-02-11,150.33908081054688
2016-02-12,153.7411346435547
2016-02-16,157.21832275390625
2016-02-17,159.4926300048828
2016-02-18,160.23509216308594
2016-02-19,160.084716796875
2016-02-22,162.59396362304688
2016-02-23,160.94931030273438
2016-02-24,159.97195434570312
2016-02-25,160.7050018310547
2016-02-26,160.084716796875
2016-02-29,157.81980895996094
2016-03-01,161.53207397460938
2016-03-02,161.1090545654297
2016-03-03,162.00189208984375
2016-03-04,162.1147003173828
2016-03-07,162.99806213378906
2016-03-08,160.49826049804688
2016-03-09,160.33843994140625
2016-03-10,160.197509765625
2016-03-11,163.34584045410156
2016-03-14,164.93406677246094
2016-03-15,165.21600341796875
2016-03-16,166.7478485107422
2016-03-17,168.95635986328125
2016-03-18,170.9018096923828
2016-03-21,170.40367126464844
2016-03-22,171.0615997314453
2016-03-23,169.1255645751953
2016-03-24,169.66127014160156
2016-03-28,171.04275512695312
2016-03-29,171.5314483642578
2016-03-30,171.05215454101562
2016-03-31,171.766357421875
2016-04-01,173.5425567626953
2016-04-04,169.5390167236328
2016-04-05,167.960205078125
2016-04-06,168.44972229003906
2016-04-07,166.2092742919922
2016-04-08,167.51780700683594
2016-04-11,166.32217407226562
2016-04-12,167.08473205566406
2016-04-13,167.71542358398438
2016-04-14,166.52932739257812
2016-04-15,166.76467895507812
2016-04-18,168.34617614746094
2016-04-19,169.21226501464844
2016-04-20,168.08262634277344
2016-04-21,168.2426300048828
2016-04-22,168.1579132080078
2016-04-25,169.12753295898438
2016-04-26,168.35560607910156
2016-04-27,168.72274780273438
2016-04-28,166.43519592285156
2016-04-29,165.7667999267578
2016-05-02,167.0941619873047
2016-05-03,165.8703155517578
2016-05-04,163.43218994140625
2016-05-05,164.14767456054688
2016-05-06,165.81385803222656
2016-05-09,164.4206085205078
2016-05-10,167.10357666015625
2016-05-11,165.65382385253906
2016-05-12,166.76467895507812
2016-05-13,165.98329162597656
2016-05-16,168.42149353027344
2016-05-17,169.8147735595703
2016-05-18,170.52078247070312
2016-05-19,169.4381561279297
2016-05-20,172.36587524414062
2016-05-23,162.58494567871094
2016-05-24,163.77108764648438
2016-05-25,163.87461853027344
2016-05-26,161.64358520507812
2016-05-27,161.91651916503906
2016-05-31,161.050537109375
2016-06-01,160.85284423828125
2016-06-02,161.58706665039062
2016-06-03,161.70947265625
2016-06-06,163.5922393798828
2016-06-07,163.8181610107422
2016-06-08,163.74288940429688
2016-06-09,164.03469848632812
2016-06-10,162.04837036132812
2016-06-13,158.99832153320312
2016-06-14,159.13009643554688
2016-06-15,158.50880432128906
2016-06-16,158.7347412109375
2016-06-17,157.8404083251953
2016-06-20,160.4668731689453
2016-06-21,160.29739379882812
2016-06-22,159.9678955078125
2016-06-23,162.77320861816406
2016-06-24,157.5580291748047
2016-06-27,155.11044311523438
2016-06-28,156.7672119140625
2016-06-29,157.35089111328125
2016-06-30,160.56103515625
2016-07-01,159.95849609375
2016-07-05,157.14381408691406
2016-07-06,157.24752807617188
2016-07-07,157.7473907470703
2016-07-08,160.35963439941406
2016-07-11,160.8971710205078
2016-07-12,160.83120727539062
2016-07-13,160.387939453125
2016-07-14,162.22695922851562
2016-07-15,162.12322998046875
2016-07-18,160.9915008544922
2016-07-19,161.4724578857422
2016-07-20,163.83958435058594
2016-07-21,162.06666564941406
2016-07-22,163.44351196289062
2016-07-25,154.03164672851562
2016-07-26,156.04981994628906
2016-07-27,158.00198364257812
2016-07-28,159.49208068847656
2016-07-29,160.66146850585938
2016-08-01,161.71771240234375
2016-08-02,159.92588806152344
2016-08-03,159.44491577148438
2016-08-04,159.9164276123047
2016-08-05,160.9915008544922
2016-08-08,161.90626525878906
2016-08-09,161.58563232421875
2016-08-10,161.93458557128906
2016-08-11,164.51861572265625
2016-08-12,162.877685546875
2016-08-15,163.89622497558594
2016-08-16,162.8871307373047
2016-08-17,163.03802490234375
2016-08-18,163.35862731933594
2016-08-19,166.3575897216797
2016-08-22,166.46128845214844
2016-08-23,166.91403198242188
2016-08-24,166.50848388671875
2016-08-25,166.76309204101562
2016-08-26,167.67788696289062
2016-08-29,168.40403747558594
2016-08-30,168.62095642089844
2016-08-31,167.4420623779297
2016-09-01,170.42222595214844
2016-09-02,171.78021240234375
2016-09-06,170.14871215820312
2016-09-07,169.47914123535156
2016-09-08,169.95074462890625
2016-09-09,166.0369415283203
2016-09-12,169.5640106201172
2016-09-13,167.470458984375
2016-09-14,166.22560119628906
2016-09-15,168.045654296875
2016-09-16,167.1026611328125
2016-09-19,166.6405029296875
2016-09-20,165.9709014892578
2016-09-21,167.91366577148438
2016-09-22,171.7613983154297
2016-09-23,169.846923828125
2016-09-26,168.19656372070312
2016-09-27,169.35653686523438
2016-09-28,172.43101501464844
2016-09-29,170.9786376953125
2016-09-30,172.08203125
2016-10-03,171.7236785888672
2016-10-04,171.5916290283203
2016-10-05,172.215087890625
2016-10-06,171.2704315185547
2016-10-07,169.91966247558594
2016-10-10,169.4661865234375
2016-10-11,167.0668487548828
2016-10-12,166.60401916503906
2016-10-13,164.25184631347656
2016-10-14,163.36395263671875
2016-10-17,161.93753051757812
2016-10-18,162.96717834472656
2016-10-19,164.89427185058594
2016-10-20,163.59063720703125
2016-10-21,162.85382080078125
2016-10-24,162.01309204101562
2016-10-25,161.85252380371094
2016-10-26,160.33164978027344
2016-10-27,159.15089416503906
2016-10-28,158.6125030517578
2016-10-31,163.71340942382812
2016-11-01,162.07920837402344
