Date,STZ
2015-07-01,98.27143859863281
2015-07-02,99.19486236572266
2015-07-06,98.45783233642578
2015-07-07,99.54219055175781
2015-07-08,98.16978454589844
2015-07-09,97.88175964355469
2015-07-10,98.3053207397461
2015-07-13,99.1524887084961
2015-07-14,99.6692886352539
2015-07-15,98.64419555664062
2015-07-16,99.57609558105469
2015-07-17,99.77941131591797
2015-07-20,99.89801788330078
2015-07-21,99.11014556884766
2015-07-22,101.12641143798828
2015-07-23,99.593017578125
2015-07-24,98.63572692871094
2015-07-27,99.40665435791016
2015-07-28,99.74552154541016
2015-07-29,100.49948120117188
2015-07-30,100.8129653930664
2015-07-31,101.67704772949219
2015-08-03,102.53267669677734
2015-08-04,102.71060943603516
2015-08-05,104.49813079833984
2015-08-06,105.20128631591797
2015-08-07,104.91253662109375
2015-08-10,105.3031997680664
2015-08-11,106.22042846679688
2015-08-12,106.373291015625
2015-08-13,108.30968475341797
2015-08-14,108.71735382080078
2015-08-17,109.14196014404297
2015-08-18,110.15261840820312
2015-08-19,110.17811584472656
2015-08-20,109.27788543701172
2015-08-21,104.55582427978516
2015-08-24,101.30305480957031
2015-08-25,101.92303466796875
2015-08-26,106.0590591430664
2015-08-27,107.8935317993164
2015-08-28,108.65789031982422
2015-08-31,108.70883178710938
2015-09-01,108.47106170654297
2015-09-02,109.55812072753906
2015-09-03,109.55812072753906
2015-09-04,108.30119323730469
2015-09-08,109.69403076171875
2015-09-09,106.9338150024414
2015-09-10,108.20777130126953
2015-09-11,108.20777130126953
2015-09-14,108.62391662597656
2015-09-15,109.16744995117188
2015-09-16,111.39259338378906
2015-09-17,110.75563049316406
2015-09-18,108.15679931640625
2015-09-21,108.89568328857422
2015-09-22,108.06339263916016
2015-09-23,108.7513198852539
2015-09-24,107.96145629882812
2015-09-25,110.25455474853516
2015-09-28,106.95079803466797
2015-09-29,104.88704681396484
2015-09-30,106.3393325805664
2015-10-01,108.45404052734375
2015-10-02,109.6600112915039
2015-10-05,112.309814453125
2015-10-06,111.52849578857422
2015-10-07,114.28868865966797
2015-10-08,116.08915710449219
2015-10-09,116.25904846191406
2015-10-12,116.41187286376953
2015-10-13,114.67083740234375
2015-10-14,113.54129791259766
2015-10-15,114.59436798095703
2015-10-16,114.73026275634766
2015-10-19,114.80671691894531
2015-10-20,115.41819763183594
2015-10-21,115.76640319824219
2015-10-22,117.04033660888672
2015-10-23,115.67296600341797
2015-10-26,115.50314331054688
2015-10-27,115.23135375976562
2015-10-28,115.17192840576172
2015-10-29,114.74725341796875
2015-10-30,114.48399353027344
2015-11-02,114.72179412841797
2015-11-03,114.15279388427734
2015-11-04,113.12513732910156
2015-11-05,113.44010162353516
2015-11-06,112.46115112304688
2015-11-09,112.59737396240234
2015-11-10,114.73402404785156
2015-11-11,114.90428161621094
2015-11-12,113.542236328125
2015-11-13,112.53775787353516
2015-11-16,115.14266967773438
2015-11-17,117.56876373291016
2015-11-18,117.72198486328125
2015-11-19,117.01547241210938
2015-11-20,117.15161895751953
2015-11-23,120.9483413696289
2015-11-24,120.318359375
2015-11-25,121.89323425292969
2015-11-27,122.40394592285156
2015-11-30,119.39898681640625
2015-12-01,121.60379791259766
2015-12-02,120.7439956665039
2015-12-03,119.60333251953125
2015-12-04,123.15306854248047
2015-12-07,120.70994567871094
2015-12-08,121.72293853759766
2015-12-09,119.33085632324219
2015-12-10,119.16063690185547
2015-12-11,117.73048400878906
2015-12-14,117.21125030517578
2015-12-15,118.56474304199219
2015-12-16,121.69740295410156
2015-12-17,119.08399963378906
2015-12-18,117.96034240722656
2015-12-21,120.36941528320312
2015-12-22,121.41650390625
2015-12-23,122.31883239746094
2015-12-24,121.7569808959961
2015-12-28,121.96128845214844
2015-12-29,122.79553985595703
2015-12-30,122.72748565673828
2015-12-31,121.25471496582031
2016-01-04,119.76502227783203
2016-01-05,122.25926971435547
2016-01-06,121.83363342285156
2016-01-07,127.35831451416016
2016-01-08,125.13652801513672
2016-01-11,125.17910766601562
2016-01-12,125.17057800292969
2016-01-13,122.69340515136719
2016-01-14,121.94429779052734
2016-01-15,121.5186767578125
2016-01-19,123.9617691040039
2016-01-20,123.55317687988281
2016-01-21,122.11451721191406
2016-01-22,126.63479614257812
2016-01-25,126.20063781738281
2016-01-26,126.31133270263672
2016-01-27,124.37890625
2016-01-28,129.23965454101562
2016-01-29,129.80145263671875
2016-02-01,131.4019012451172
2016-02-02,129.82704162597656
2016-02-03,128.03091430664062
2016-02-04,125.0939712524414
2016-02-05,117.68081665039062
2016-02-08,115.12159729003906
2016-02-09,116.09410095214844
2016-02-10,118.40594482421875
2016-02-11,115.68462371826172
2016-02-12,117.74903869628906
2016-02-16,118.82389831542969
2016-02-17,121.144287109375
2016-02-18,119.71109008789062
2016-02-19,119.01161193847656
2016-02-22,119.94147491455078
2016-02-23,118.97747802734375
2016-02-24,118.64480590820312
2016-02-25,122.53477478027344
2016-02-26,121.17841339111328
2016-02-29,120.64946746826172
2016-03-01,123.28547668457031
2016-03-02,122.6541976928711
2016-03-03,123.22571563720703
2016-03-04,122.75656127929688
2016-03-07,118.32920837402344
2016-03-08,119.40402221679688
2016-03-09,119.6684341430664
2016-03-10,119.85615539550781
2016-03-11,121.18693542480469
2016-03-14,121.05040740966797
2016-03-15,122.95274353027344
2016-03-16,123.30253601074219
2016-03-17,125.26457977294922
2016-03-18,125.43524169921875
2016-03-21,125.57168579101562
2016-03-22,127.46551513671875
2016-03-23,128.0541229248047
2016-03-24,127.8749771118164
2016-03-28,127.4569320678711
2016-03-29,127.71287536621094
2016-03-30,129.3252716064453
2016-03-31,128.89013671875
2016-04-01,130.24649047851562
2016-04-04,129.21435546875
2016-04-05,129.12045288085938
2016-04-06,136.78102111816406
2016-04-07,134.24737548828125
2016-04-08,135.64646911621094
2016-04-11,134.3327178955078
2016-04-12,133.8890838623047
2016-04-13,133.12135314941406
2016-04-14,133.79522705078125
2016-04-15,133.68438720703125
2016-04-18,134.82752990722656
2016-04-19,134.18768310546875
2016-04-20,133.0872039794922
2016-04-21,132.3621063232422
2016-04-22,132.09767150878906
2016-04-25,133.79522705078125
2016-04-26,133.29200744628906
2016-04-27,133.62466430664062
2016-04-28,132.72039794921875
2016-04-29,133.1298828125
2016-05-02,134.58860778808594
2016-05-03,135.202880859375
2016-05-04,135.49288940429688
2016-05-05,135.7999725341797
2016-05-06,136.4840850830078
2016-05-09,137.7841033935547
2016-05-10,139.8451690673828
2016-05-11,139.34909057617188
2016-05-12,138.45973205566406
2016-05-13,138.0919952392578
2016-05-16,138.99847412109375
2016-05-17,135.2526397705078
2016-05-18,132.11402893066406
2016-05-19,133.4908905029297
2016-05-20,131.78904724121094
2016-05-23,131.95150756835938
2016-05-24,134.86776733398438
2016-05-25,134.18360900878906
2016-05-26,135.0816192626953
2016-05-27,134.97898864746094
2016-05-31,130.97650146484375
2016-06-01,131.541015625
2016-06-02,131.831787109375
2016-06-03,131.1903839111328
2016-06-06,132.6442413330078
2016-06-07,129.23194885253906
2016-06-08,131.75482177734375
2016-06-09,131.78904724121094
2016-06-10,131.1903839111328
2016-06-13,130.74562072753906
2016-06-14,134.3717498779297
2016-06-15,133.6191864013672
2016-06-16,134.06396484375
2016-06-17,131.74627685546875
2016-06-20,131.98570251464844
2016-06-21,132.42190551757812
2016-06-22,131.40414428710938
2016-06-23,133.4053955078125
2016-06-24,130.4463348388672
2016-06-27,130.9337921142578
2016-06-28,134.82496643066406
2016-06-29,136.31307983398438
2016-06-30,141.45297241210938
2016-07-01,139.922119140625
2016-07-05,141.88052368164062
2016-07-06,141.40167236328125
2016-07-07,141.97463989257812
2016-07-08,141.95751953125
2016-07-11,140.43524169921875
2016-07-12,140.02471923828125
2016-07-13,139.8451690673828
2016-07-14,139.32347106933594
2016-07-15,139.47740173339844
2016-07-18,139.5030975341797
2016-07-19,140.2642059326172
2016-07-20,142.25694274902344
2016-07-21,141.44442749023438
2016-07-22,143.38572692871094
2016-07-25,142.23974609375
2016-07-26,141.44442749023438
2016-07-27,139.37478637695312
2016-07-28,139.905029296875
2016-07-29,140.79444885253906
2016-08-01,140.19581604003906
2016-08-02,139.0840301513672
2016-08-03,139.14389038085938
2016-08-04,139.9307403564453
2016-08-05,139.46890258789062
2016-08-08,139.44314575195312
2016-08-09,141.1577606201172
2016-08-10,142.4094696044922
2016-08-11,141.57786560058594
2016-08-12,141.8950958251953
2016-08-15,141.45790100097656
2016-08-16,141.00344848632812
2016-08-17,141.70648193359375
2016-08-18,141.6893310546875
2016-08-19,141.88650512695312
2016-08-22,142.1265869140625
2016-08-23,142.63233947753906
2016-08-24,142.83811950683594
2016-08-25,142.90673828125
2016-08-26,141.96363830566406
2016-08-29,143.0010223388672
2016-08-30,142.44378662109375
2016-08-31,140.6434326171875
2016-09-01,141.28639221191406
2016-09-02,143.1724853515625
2016-09-06,143.04388427734375
2016-09-07,142.30657958984375
2016-09-08,141.92935180664062
2016-09-09,139.1859588623047
2016-09-12,141.34640502929688
2016-09-13,138.2942657470703
2016-09-14,139.4174041748047
2016-09-15,142.71807861328125
2016-09-16,141.12353515625
2016-09-19,139.46885681152344
2016-09-20,139.61460876464844
2016-09-21,142.1351318359375
2016-09-22,142.332275390625
2016-09-23,142.85533142089844
2016-09-26,141.9551544189453
2016-09-27,142.28089904785156
2016-09-28,141.71510314941406
2016-09-29,140.31765747070312
2016-09-30,142.7352294921875
2016-10-03,141.8950958251953
2016-10-04,142.18653869628906
2016-10-05,144.544189453125
2016-10-06,146.62747192382812
2016-10-07,144.74996948242188
2016-10-10,146.80758666992188
2016-10-11,145.495849609375
2016-10-12,145.7444610595703
2016-10-13,144.83570861816406
2016-10-14,145.28147888183594
2016-10-17,143.28392028808594
2016-10-18,143.34396362304688
2016-10-19,143.4725341796875
2016-10-20,143.14674377441406
2016-10-21,143.52403259277344
2016-10-24,145.3758087158203
2016-10-25,144.14984130859375
2016-10-26,142.75244140625
2016-10-27,141.99795532226562
2016-10-28,142.332275390625
2016-10-31,143.27532958984375
2016-11-01,140.12899780273438
2016-11-02,140.3433380126953
2016-11-03,137.2312774658203
2016-11-04,137.1624298095703
2016-11-07,142.61155700683594
2016-11-08,143.14437866210938
2016-11-09,132.28070068359375
2016-11-10,131.3868865966797
2016-11-11,130.974365234375
2016-11-14,127.14970397949219
2016-11-15,131.00877380371094
2016-11-16,131.7908172607422
2016-11-17,133.04563903808594
2016-11-18,133.35504150390625
2016-11-21,135.27166748046875
2016-11-22,134.5153350830078
2016-11-23,132.8480224609375
2016-11-25,134.43795776367188
2016-11-28,134.30906677246094
2016-11-29,133.9051055908203
2016-11-30,129.90000915527344
2016-12-01,124.91508483886719
2016-12-02,125.49952697753906
2016-12-05,127.95763397216797
2016-12-06,127.18404388427734
2016-12-07,128.83421325683594
2016-12-08,129.8570556640625
2016-12-09,131.34396362304688
2016-12-12,131.8510284423828
2016-12-13,133.39805603027344
2016-12-14,133.7246551513672
2016-12-15,134.28329467773438
2016-12-16,135.5982666015625
2016-12-19,134.7388153076172
2016-12-20,129.3070068359375
2016-12-21,130.389892578125
2016-12-22,127.83723449707031
2016-12-23,129.59918212890625
2016-12-27,129.90000915527344
2016-12-28,130.974365234375
2016-12-29,132.1346435546875
2016-12-30,131.7650604248047
2017-01-03,133.00270080566406
2017-01-04,135.7873992919922
2017-01-05,126.12689208984375
2017-01-06,128.4388885498047
2017-01-09,129.15225219726562
2017-01-10,128.2670440673828
2017-01-11,128.0607452392578
2017-01-12,126.79727172851562
2017-01-13,128.3014373779297
2017-01-17,132.1259765625
2017-01-18,129.3327178955078
2017-01-19,128.5678253173828
2017-01-20,128.98890686035156
2017-01-23,130.2523956298828
2017-01-24,131.54156494140625
2017-01-25,132.43540954589844
2017-01-26,128.89439392089844
2017-01-27,127.99200439453125
2017-01-30,127.4935073852539
2017-01-31,128.7139129638672
2017-02-01,128.7913055419922
2017-02-02,128.2927703857422
2017-02-03,128.12094116210938
2017-02-06,128.72250366210938
2017-02-07,130.9889678955078
2017-02-08,133.21241760253906
2017-02-09,134.20338439941406
2017-02-10,133.9620819091797
2017-02-13,133.9965362548828
2017-02-14,134.34133911132812
2017-02-15,134.61709594726562
2017-02-16,136.59913635253906
2017-02-17,139.02073669433594
2017-02-21,137.96067810058594
2017-02-22,138.05552673339844
2017-02-23,132.3677978515625
2017-02-24,136.8921356201172
2017-02-27,135.9872589111328
2017-02-28,136.85765075683594
2017-03-01,137.54701232910156
2017-03-02,136.53016662597656
2017-03-03,136.81454467773438
