Date,STT
2015-07-01,57.16465759277344
2015-07-02,56.854618072509766
2015-07-06,56.56668472290039
2015-07-07,56.574073791503906
2015-07-08,55.07535934448242
2015-07-09,55.333763122558594
2015-07-10,56.08679962158203
2015-07-13,57.0096435546875
2015-07-14,57.24589538574219
2015-07-15,57.57810592651367
2015-07-16,58.545257568359375
2015-07-17,58.60432815551758
2015-07-20,58.91439437866211
2015-07-21,59.025146484375
2015-07-22,59.66743850708008
2015-07-23,58.84795379638672
2015-07-24,55.65121078491211
2015-07-27,55.24515914916992
2015-07-28,56.23444366455078
2015-07-29,56.41902542114258
2015-07-30,56.957977294921875
2015-07-31,56.52237319946289
2015-08-03,56.98749542236328
2015-08-04,57.69622802734375
2015-08-05,57.65931701660156
2015-08-06,57.84389114379883
2015-08-07,57.96204376220703
2015-08-10,58.71506881713867
2015-08-11,57.90296936035156
2015-08-12,57.00226593017578
2015-08-13,57.253265380859375
2015-08-14,57.93247985839844
2015-08-17,57.68147659301758
2015-08-18,57.86604690551758
2015-08-19,57.548587799072266
2015-08-20,56.04989242553711
2015-08-21,54.54380798339844
2015-08-24,51.28062438964844
2015-08-25,50.269195556640625
2015-08-26,52.24776077270508
2015-08-27,53.849815368652344
2015-08-28,53.975337982177734
2015-08-31,53.09679412841797
2015-09-01,51.44304656982422
2015-09-02,52.28468322753906
2015-09-03,52.74979019165039
2015-09-04,51.701438903808594
2015-09-08,53.31828308105469
2015-09-09,52.609519958496094
2015-09-10,52.875308990478516
2015-09-11,52.80148696899414
2015-09-14,52.63905334472656
2015-09-15,53.10416030883789
2015-09-16,53.22228240966797
2015-09-17,52.77933883666992
2015-09-18,50.9410285949707
2015-09-21,51.56116485595703
2015-09-22,50.6530876159668
2015-09-23,50.616180419921875
2015-09-24,50.00341033935547
2015-09-25,50.74906539916992
2015-09-28,49.014122009277344
2015-09-29,49.43710708618164
2015-09-30,49.874935150146484
2015-10-01,49.80072784423828
2015-10-02,49.808143615722656
2015-10-05,50.95835876464844
2015-10-06,50.54279708862305
2015-10-07,51.218082427978516
2015-10-08,51.537193298339844
2015-10-09,51.03256607055664
2015-10-12,51.284889221191406
2015-10-13,50.2459602355957
2015-10-14,49.45193862915039
2015-10-15,50.839630126953125
2015-10-16,50.839630126953125
2015-10-19,50.327598571777344
2015-10-20,50.65412139892578
2015-10-21,49.86008834838867
2015-10-22,51.40359115600586
2015-10-23,49.8229866027832
2015-10-26,49.65972137451172
2015-10-27,50.06786346435547
2015-10-28,52.1976203918457
2015-10-29,51.782066345214844
2015-10-30,51.20326232910156
2015-11-02,52.18278884887695
2015-11-03,52.87290954589844
2015-11-04,52.88774108886719
2015-11-05,53.770809173583984
2015-11-06,54.63162612915039
