Date,IVZ
2015-07-01,23.414012908935547
2015-07-02,23.296356201171875
2015-07-06,23.073429107666016
2015-07-07,23.005306243896484
2015-07-08,22.429399490356445
2015-07-09,22.57183074951172
2015-07-10,22.869068145751953
2015-07-13,23.215848922729492
2015-07-14,23.53166961669922
2015-07-15,23.500703811645508
2015-07-16,23.903221130371094
2015-07-17,23.835113525390625
2015-07-20,23.74221420288086
2015-07-21,23.791757583618164
2015-07-22,23.841297149658203
2015-07-23,23.53166961669922
2015-07-24,23.209659576416016
2015-07-27,22.875261306762695
2015-07-28,23.079614639282227
2015-07-29,23.352088928222656
2015-07-30,24.14474105834961
2015-07-31,23.903221130371094
2015-08-03,23.87225914001465
2015-08-04,23.785564422607422
2015-08-05,23.983728408813477
2015-08-06,23.903221130371094
2015-08-07,23.661714553833008
2015-08-10,24.070419311523438
2015-08-11,23.736038208007812
2015-08-12,23.432592391967773
2015-08-13,23.19727325439453
2015-08-14,23.228233337402344
2015-08-17,23.321123123168945
2015-08-18,23.215085983276367
2015-08-19,22.865806579589844
2015-08-20,22.385536193847656
2015-08-21,21.5809268951416
2015-08-24,20.50812339782715
2015-08-25,19.98419189453125
2015-08-26,20.70147705078125
2015-08-27,21.555978775024414
2015-08-28,21.587169647216797
2015-08-31,21.275306701660156
2015-09-01,20.526830673217773
2015-09-02,20.558015823364258
2015-09-03,20.520597457885742
2015-09-04,19.928058624267578
2015-09-08,20.533069610595703
2015-09-09,20.289819717407227
2015-09-10,20.420808792114258
2015-09-11,20.50812339782715
2015-09-14,20.37090301513672
2015-09-15,20.74513816833496
2015-09-16,21.02581214904785
2015-09-17,20.876121520996094
2015-09-18,20.26486587524414
2015-09-21,20.489408493041992
2015-09-22,20.00914192199707
2015-09-23,19.8906307220459
2015-09-24,19.928058624267578
2015-09-25,19.971715927124023
2015-09-28,19.285612106323242
2015-09-29,19.223249435424805
2015-09-30,19.47896957397461
2015-10-01,19.634906768798828
2015-10-02,19.678560256958008
2015-10-05,20.27110481262207
2015-10-06,20.27110481262207
2015-10-07,20.582969665527344
2015-10-08,20.6702938079834
