Date,PEP
2015-07-01,94.5199966430664
2015-07-02,94.66000366210938
2015-07-06,94.4000015258789
2015-07-07,96.4000015258789
2015-07-08,95.61000061035156
2015-07-09,94.58999633789062
2015-07-10,95.55000305175781
2015-07-13,97.22000122070312
2015-07-14,97.12999725341797
2015-07-15,96.3499984741211
2015-07-16,96.9000015258789
2015-07-17,96.77999877929688
2015-07-20,97.30999755859375
2015-07-21,96.93000030517578
2015-07-22,97.16999816894531
2015-07-23,96.87000274658203
2015-07-24,96.18000030517578
2015-07-27,95.66000366210938
2015-07-28,96.11000061035156
2015-07-29,96.52999877929688
2015-07-30,96.62999725341797
2015-07-31,96.3499984741211
2015-08-03,97.44999694824219
2015-08-04,97.80999755859375
2015-08-05,99.19000244140625
2015-08-06,99.1500015258789
2015-08-07,99.0999984741211
2015-08-10,99.08999633789062
2015-08-11,98.62000274658203
2015-08-12,98.37999725341797
2015-08-13,98.79000091552734
2015-08-14,99.2300033569336
2015-08-17,99.86000061035156
2015-08-18,99.7699966430664
2015-08-19,98.98999786376953
2015-08-20,97.9800033569336
2015-08-21,96.25
2015-08-24,91.83000183105469
2015-08-25,89.63999938964844
2015-08-26,92.48999786376953
2015-08-27,93.5999984741211
2015-08-28,93.52999877929688
2015-08-31,92.93000030517578
2015-09-01,91.33000183105469
2015-09-02,91.63999938964844
2015-09-03,92.12999725341797
2015-09-04,90.91999816894531
2015-09-08,92.37000274658203
2015-09-09,90.83000183105469
2015-09-10,91.05999755859375
2015-09-11,91.62000274658203
2015-09-14,91.19999694824219
2015-09-15,92.05999755859375
2015-09-16,93.06999969482422
2015-09-17,93.37000274658203
2015-09-18,93.05000305175781
2015-09-21,93.70999908447266
2015-09-22,92.37000274658203
2015-09-23,92.4000015258789
2015-09-24,92.47000122070312
2015-09-25,93.47000122070312
2015-09-28,92.47000122070312
2015-09-29,93.04000091552734
2015-09-30,94.30000305175781
2015-10-01,93.8499984741211
2015-10-02,94.16000366210938
2015-10-05,95.80999755859375
2015-10-06,97.06999969482422
2015-10-07,98.5199966430664
2015-10-08,98.97000122070312
2015-10-09,99.47000122070312
2015-10-12,99.13999938964844
2015-10-13,97.91999816894531
2015-10-14,97.48999786376953
2015-10-15,98.27999877929688
2015-10-16,99.69999694824219
2015-10-19,100.18000030517578
2015-10-20,100.2699966430664
2015-10-21,100.25
2015-10-22,103.08000183105469
2015-10-23,102.43000030517578
2015-10-26,102.54000091552734
2015-10-27,102.94000244140625
2015-10-28,102.73999786376953
2015-10-29,102.80000305175781
2015-10-30,102.19000244140625
2015-11-02,101.4000015258789
2015-11-03,100.91999816894531
2015-11-04,100.62000274658203
2015-11-05,100.61000061035156
2015-11-06,99.72000122070312
2015-11-09,98.87999725341797
2015-11-10,98.83000183105469
2015-11-11,99.43000030517578
2015-11-12,98.37000274658203
2015-11-13,98.04000091552734
2015-11-16,99.55999755859375
2015-11-17,98.83000183105469
2015-11-18,100.2699966430664
2015-11-19,100.93000030517578
2015-11-20,100.0999984741211
2015-11-23,100.8499984741211
2015-11-24,100.62999725341797
2015-11-25,100.5
2015-11-27,100.73999786376953
2015-11-30,100.16000366210938
2015-12-01,101.05999755859375
2015-12-02,99.4800033569336
2015-12-03,99.08999633789062
2015-12-04,101.05999755859375
2015-12-07,100.66999816894531
2015-12-08,100.16999816894531
2015-12-09,99.12999725341797
2015-12-10,98.9000015258789
2015-12-11,97.77999877929688
2015-12-14,97.94999694824219
2015-12-15,99.38999938964844
2015-12-16,101.08000183105469
2015-12-17,100.19999694824219
2015-12-18,97.9000015258789
2015-12-21,98.62000274658203
2015-12-22,99.80000305175781
2015-12-23,100.63999938964844
2015-12-24,100.54000091552734
2015-12-28,100.68000030517578
2015-12-29,101.44999694824219
2015-12-30,101.1500015258789
2015-12-31,99.91999816894531
2016-01-04,98.7699966430664
2016-01-05,99.44999694824219
2016-01-06,99.4800033569336
2016-01-07,97.56999969482422
2016-01-08,97.20999908447266
2016-01-11,97.44000244140625
2016-01-12,97.62000274658203
2016-01-13,96.5
2016-01-14,95.80999755859375
2016-01-15,93.93000030517578
2016-01-19,95.7699966430664
2016-01-20,93.7699966430664
2016-01-21,94.47000122070312
2016-01-22,95.8499984741211
2016-01-25,95.94000244140625
2016-01-26,96.31999969482422
2016-01-27,95.94000244140625
2016-01-28,97.44999694824219
2016-01-29,99.30000305175781
2016-02-01,99.02999877929688
2016-02-02,98.20999908447266
2016-02-03,98.72000122070312
2016-02-04,97.38999938964844
2016-02-05,97.31999969482422
2016-02-08,97.5199966430664
2016-02-09,98.27999877929688
2016-02-10,97.62000274658203
2016-02-11,96.9000015258789
2016-02-12,98.48999786376953
2016-02-16,98.5999984741211
2016-02-17,99.55000305175781
2016-02-18,99.62000274658203
2016-02-19,99.58000183105469
2016-02-22,99.87000274658203
2016-02-23,99.54000091552734
2016-02-24,99.68000030517578
2016-02-25,100.66999816894531
2016-02-26,98.36000061035156
2016-02-29,97.81999969482422
2016-03-01,99.08999633789062
2016-03-02,98.33000183105469
2016-03-03,99.16000366210938
2016-03-04,100.0
2016-03-07,99.25
2016-03-08,99.73999786376953
2016-03-09,100.19999694824219
2016-03-10,100.77999877929688
2016-03-11,101.30999755859375
2016-03-14,100.6500015258789
2016-03-15,101.1500015258789
2016-03-16,100.83000183105469
2016-03-17,101.87000274658203
2016-03-18,101.29000091552734
2016-03-21,101.54000091552734
2016-03-22,100.7699966430664
2016-03-23,100.80999755859375
2016-03-24,100.68000030517578
2016-03-28,100.9800033569336
2016-03-29,101.37000274658203
2016-03-30,102.69000244140625
2016-03-31,102.4800033569336
2016-04-01,103.77999877929688
2016-04-04,103.81999969482422
2016-04-05,103.0999984741211
2016-04-06,103.91999816894531
2016-04-07,103.5999984741211
2016-04-08,105.08000183105469
2016-04-11,104.30000305175781
2016-04-12,104.91000366210938
2016-04-13,104.12000274658203
2016-04-14,103.16000366210938
2016-04-15,103.7699966430664
2016-04-18,103.72000122070312
2016-04-19,104.31999969482422
2016-04-20,102.44000244140625
2016-04-21,100.98999786376953
2016-04-22,101.9800033569336
2016-04-25,102.80000305175781
2016-04-26,102.5999984741211
2016-04-27,102.62999725341797
2016-04-28,102.97000122070312
2016-04-29,102.95999908447266
2016-05-02,103.43000030517578
2016-05-03,103.55999755859375
2016-05-04,104.0199966430664
2016-05-05,104.20999908447266
2016-05-06,104.95999908447266
2016-05-09,105.27999877929688
2016-05-10,106.56999969482422
2016-05-11,105.72000122070312
2016-05-12,106.0999984741211
2016-05-13,104.18000030517578
2016-05-16,104.12999725341797
2016-05-17,102.37000274658203
2016-05-18,100.91000366210938
2016-05-19,101.33000183105469
2016-05-20,100.0999984741211
2016-05-23,100.41999816894531
2016-05-24,101.08999633789062
2016-05-25,101.08999633789062
2016-05-26,101.9000015258789
2016-05-27,101.95999908447266
2016-05-31,101.16999816894531
2016-06-01,101.56999969482422
2016-06-02,102.0
2016-06-03,102.52999877929688
2016-06-06,102.69999694824219
2016-06-07,102.48999786376953
2016-06-08,103.18000030517578
2016-06-09,103.66000366210938
2016-06-10,103.30999755859375
2016-06-13,103.05999755859375
2016-06-14,103.2300033569336
2016-06-15,102.86000061035156
2016-06-16,103.8499984741211
2016-06-17,103.41000366210938
2016-06-20,103.37000274658203
2016-06-21,104.08000183105469
2016-06-22,103.73999786376953
2016-06-23,104.44000244140625
2016-06-24,101.9800033569336
2016-06-27,102.12999725341797
2016-06-28,102.13999938964844
2016-06-29,103.12000274658203
2016-06-30,105.94000244140625
2016-07-01,105.62999725341797
2016-07-05,106.41999816894531
2016-07-06,105.91999816894531
2016-07-07,107.48999786376953
2016-07-08,108.2699966430664
2016-07-11,108.91000366210938
2016-07-12,108.79000091552734
2016-07-13,109.91000366210938
2016-07-14,109.95999908447266
2016-07-15,109.66000366210938
2016-07-18,109.20999908447266
2016-07-19,109.52999877929688
2016-07-20,108.91999816894531
2016-07-21,108.58000183105469
2016-07-22,109.19000244140625
2016-07-25,109.0199966430664
2016-07-26,108.19999694824219
2016-07-27,107.4800033569336
2016-07-28,108.12999725341797
2016-07-29,108.91999816894531
2016-08-01,108.93000030517578
2016-08-02,108.72000122070312
2016-08-03,108.04000091552734
2016-08-04,108.41999816894531
2016-08-05,108.66000366210938
2016-08-08,108.13999938964844
2016-08-09,108.27999877929688
2016-08-10,108.81999969482422
2016-08-11,108.4800033569336
2016-08-12,108.58999633789062
2016-08-15,108.72000122070312
2016-08-16,108.0
2016-08-17,108.47000122070312
2016-08-18,108.27999877929688
2016-08-19,108.16999816894531
2016-08-22,107.95999908447266
2016-08-23,107.87999725341797
