Date,HLT
2015-07-01,53.88206100463867
2015-07-02,53.88206100463867
2015-07-06,53.92085647583008
2015-07-07,54.0178337097168
2015-07-08,52.776485443115234
2015-07-09,52.91225814819336
2015-07-10,54.09541702270508
2015-07-13,54.63849639892578
2015-07-14,55.045814514160156
2015-07-15,54.58031463623047
2015-07-16,54.79367446899414
2015-07-17,54.832462310791016
2015-07-20,54.929443359375
2015-07-21,54.34756088256836
2015-07-22,54.289371490478516
2015-07-23,52.466148376464844
2015-07-24,52.03944396972656
2015-07-27,51.39937973022461
2015-07-28,51.37998580932617
2015-07-29,53.74628448486328
2015-07-30,51.47696304321289
2015-07-31,52.0782356262207
2015-08-03,51.457557678222656
2015-08-04,50.739906311035156
2015-08-05,50.00286102294922
2015-08-06,49.82829666137695
2015-08-07,50.25501251220703
2015-08-10,50.83689880371094
2015-08-11,50.2744026184082
2015-08-12,50.25496292114258
2015-08-13,50.25496292114258
2015-08-14,49.827091217041016
2015-08-17,50.60502624511719
2015-08-18,50.25496292114258
2015-08-19,50.00213623046875
2015-08-20,48.54349136352539
2015-08-21,47.64885330200195
2015-08-24,46.092979431152344
2015-08-25,45.78179931640625
2015-08-26,47.318233489990234
2015-08-27,48.387908935546875
2015-08-28,48.69908142089844
2015-08-31,48.290653228759766
2015-09-01,46.87092208862305
2015-09-02,47.4349250793457
2015-09-03,48.07672882080078
2015-09-04,47.84334182739258
2015-09-08,49.30199432373047
2015-09-09,49.39923858642578
2015-09-10,49.515926361083984
2015-09-11,49.768741607666016
2015-09-14,49.53537368774414
2015-09-15,48.64072799682617
2015-09-16,49.53537368774414
2015-09-17,49.43811798095703
2015-09-18,46.59862518310547
2015-09-21,46.73477554321289
2015-09-22,46.05406951904297
2015-09-23,45.43172073364258
2015-09-24,45.1010856628418
2015-09-25,44.9066276550293
2015-09-28,42.864524841308594
2015-09-29,42.592254638671875
2015-09-30,44.61489486694336
2015-10-01,45.66511535644531
2015-10-02,45.85959243774414
2015-10-05,46.59862518310547
2015-10-06,46.26802062988281
2015-10-07,47.08485412597656
2015-10-08,48.40735626220703
2015-10-09,49.029693603515625
2015-10-12,49.04915237426758
2015-10-13,48.62128448486328
2015-10-14,47.4932746887207
2015-10-15,47.99891662597656
2015-10-16,47.10430908203125
2015-10-19,47.007057189941406
2015-10-20,48.4656867980957
2015-10-21,47.746097564697266
2015-10-22,49.04915237426758
2015-10-23,47.76554489135742
2015-10-26,48.62128448486328
2015-10-27,49.224178314208984
2015-10-28,48.79633331298828
2015-10-29,48.91300582885742
2015-10-30,48.60184097290039
2015-11-02,49.18528747558594
2015-11-03,49.72984313964844
2015-11-04,49.41866683959961
2015-11-05,49.92433166503906
2015-11-06,49.86599349975586
2015-11-09,49.47702407836914
2015-11-10,49.98269271850586
2015-11-11,49.78820037841797
2015-11-12,48.854671478271484
2015-11-13,47.4932746887207
2015-11-16,46.36526107788086
2015-11-17,45.023311614990234
2015-11-18,45.52897644042969
2015-11-19,45.704017639160156
2015-11-20,45.74290466308594
2015-11-23,45.976287841796875
2015-11-24,45.74222183227539
2015-11-25,45.52763748168945
2015-11-27,45.449615478515625
2015-11-30,45.29356384277344
2015-12-01,46.015296936035156
2015-12-02,45.43010330200195
2015-12-03,44.55232238769531
2015-12-04,44.96196365356445
2015-12-07,44.22072982788086
2015-12-08,43.928131103515625
2015-12-09,42.406646728515625
2015-12-10,43.08935546875
2015-12-11,42.52366638183594
2015-12-14,41.50934982299805
2015-12-15,41.62639617919922
2015-12-16,43.791587829589844
2015-12-17,43.14788055419922
2015-12-18,41.860450744628906
2015-12-21,41.684898376464844
2015-12-22,42.445655822753906
2015-12-23,42.991825103759766
2015-12-24,42.660213470458984
2015-12-28,42.48466873168945
2015-12-29,42.50418472290039
2015-12-30,42.133548736572266
2015-12-31,41.74342727661133
2016-01-04,41.13872528076172
2016-01-05,41.158233642578125
2016-01-06,39.012542724609375
2016-01-07,37.54956817626953
2016-01-08,37.35450744628906
2016-01-11,37.53007888793945
2016-01-12,38.15427017211914
2016-01-13,36.164634704589844
2016-01-14,35.891544342041016
2016-01-15,34.623634338378906
2016-01-19,33.76535415649414
2016-01-20,34.60414505004883
2016-01-21,35.813533782958984
2016-01-22,35.63797378540039
2016-01-25,33.979923248291016
2016-01-26,36.06709671020508
2016-01-27,34.95524597167969
2016-01-28,33.51177215576172
2016-01-29,34.74067306518555
2016-02-01,35.033267974853516
2016-02-02,33.70684814453125
2016-02-03,33.960426330566406
2016-02-04,35.286861419677734
2016-02-05,34.33103561401367
2016-02-08,34.09697723388672
2016-02-09,34.4090690612793
2016-02-10,35.26734161376953
2016-02-11,34.81869888305664
2016-02-12,36.164634704589844
2016-02-16,37.04241180419922
2016-02-17,38.42735290527344
2016-02-18,38.251792907714844
2016-02-19,38.778465270996094
2016-02-22,38.81747817993164
2016-02-23,38.778465270996094
2016-02-24,38.7979850769043
2016-02-25,39.40266799926758
2016-02-26,40.37797164916992
2016-02-29,40.53403091430664
2016-03-01,40.865657806396484
2016-03-02,41.72392272949219
2016-03-03,42.11404800415039
2016-03-04,42.69923782348633
2016-03-07,42.05552673339844
2016-03-08,40.846134185791016
2016-03-09,40.5145378112793
2016-03-10,40.00737380981445
2016-03-11,41.470333099365234
2016-03-14,41.56787109375
2016-03-15,41.19725799560547
2016-03-16,41.54952621459961
2016-03-17,41.56910705566406
2016-03-18,43.076080322265625
2016-03-21,43.85893249511719
2016-03-22,43.60449981689453
2016-03-23,42.93909454345703
2016-03-24,43.193504333496094
2016-03-28,43.60449981689453
2016-03-29,43.956783294677734
2016-03-30,44.485198974609375
2016-03-31,44.07420349121094
2016-04-01,43.076080322265625
2016-04-04,43.428348541259766
2016-04-05,42.74335479736328
2016-04-06,43.54578399658203
2016-04-07,43.25223159790039
2016-04-08,43.64364242553711
2016-04-11,43.64364242553711
2016-04-12,43.956783294677734
2016-04-13,44.622196197509766
2016-04-14,44.44605255126953
2016-04-15,44.01549530029297
2016-04-18,43.50664520263672
2016-04-19,43.6632080078125
2016-04-20,42.899932861328125
2016-04-21,43.29137420654297
2016-04-22,42.37151336669922
2016-04-25,42.54766082763672
2016-04-26,42.3519401550293
2016-04-27,43.60449981689453
2016-04-28,43.52620315551758
2016-04-29,43.15435791015625
2016-05-02,43.54578399658203
2016-05-03,43.44792938232422
2016-05-04,43.13479232788086
2016-05-05,43.13479232788086
2016-05-06,43.1152229309082
2016-05-09,43.330509185791016
2016-05-10,44.70048141479492
2016-05-11,43.60449981689453
2016-05-12,42.91950225830078
2016-05-13,42.077964782714844
2016-05-16,42.5868034362793
2016-05-17,42.56723403930664
2016-05-18,41.38917922973633
2016-05-19,40.485992431640625
2016-05-20,40.32891082763672
2016-05-23,40.485992431640625
2016-05-24,40.917945861816406
2016-05-25,41.15355682373047
2016-05-26,40.2503776550293
2016-05-27,40.74123001098633
2016-05-31,40.80013656616211
2016-06-01,41.11429214477539
2016-06-02,42.4297981262207
2016-06-03,42.64577102661133
2016-06-06,43.21516418457031
2016-06-07,42.86174774169922
2016-06-08,42.64577102661133
2016-06-09,42.410160064697266
2016-06-10,41.585514068603516
2016-06-13,41.585514068603516
2016-06-14,41.50696563720703
2016-06-15,42.56723403930664
2016-06-16,42.68503189086914
2016-06-17,44.11833572387695
2016-06-20,45.47311782836914
2016-06-21,44.903717041015625
2016-06-22,44.903717041015625
2016-06-23,46.00325012207031
2016-06-24,42.9010124206543
2016-06-27,41.48734664916992
2016-06-28,42.25307846069336
2016-06-29,43.76491165161133
2016-06-30,44.236148834228516
2016-07-01,44.92335891723633
2016-07-05,43.94163513183594
2016-07-06,44.31468200683594
2016-07-07,44.84480667114258
2016-07-08,45.806884765625
2016-07-11,46.06214141845703
2016-07-12,46.65117645263672
2016-07-13,46.37628936767578
2016-07-14,46.55299377441406
2016-07-15,46.71006774902344
2016-07-18,47.10275650024414
2016-07-19,46.90642166137695
2016-07-20,47.12240219116211
2016-07-21,47.06349182128906
2016-07-22,47.78996658325195
2016-07-25,47.00459289550781
2016-07-26,46.86714553833008
2016-07-27,45.492740631103516
2016-07-28,44.9429817199707
2016-07-29,45.53200149536133
2016-08-01,45.787254333496094
2016-08-02,44.903717041015625
2016-08-03,44.82516860961914
2016-08-04,45.316036224365234
2016-08-05,46.04250717163086
2016-08-08,46.76897430419922
2016-08-09,46.49409103393555
2016-08-10,46.25847244262695
2016-08-11,46.454830169677734
2016-08-12,46.9456901550293
2016-08-15,47.35800552368164
2016-08-16,47.84886169433594
2016-08-17,47.80948257446289
2016-08-18,47.55350112915039
2016-08-19,47.5928840637207
2016-08-22,47.55350112915039
2016-08-23,47.51411819458008
2016-08-24,47.5928840637207
2016-08-25,47.65195846557617
2016-08-26,47.297523498535156
2016-08-29,47.25814437866211
2016-08-30,46.8249397277832
2016-08-31,47.002159118652344
2016-09-01,46.805240631103516
2016-09-02,46.74618148803711
2016-09-06,46.52958679199219
2016-09-07,46.56895446777344
2016-09-08,46.09638977050781
2016-09-09,44.757389068603516
2016-09-12,45.38750457763672
2016-09-13,45.151214599609375
2016-09-14,45.54502487182617
2016-09-15,45.4859619140625
2016-09-16,45.34811782836914
2016-09-19,45.328426361083984
2016-09-20,45.89946365356445
2016-09-21,45.89946365356445
2016-09-22,46.41143798828125
2016-09-23,46.47051239013672
2016-09-26,45.19060134887695
2016-09-27,45.407196044921875
2016-09-28,45.01337814331055
2016-09-29,44.93461990356445
2016-09-30,45.151214599609375
2016-10-03,45.052764892578125
2016-10-04,44.95429992675781
2016-10-05,44.77709197998047
2016-10-06,44.36357879638672
2016-10-07,44.16667556762695
2016-10-10,44.95429992675781
2016-10-11,44.402957916259766
2016-10-12,44.79677963256836
2016-10-13,44.737701416015625
2016-10-14,45.072452545166016
2016-10-17,44.79677963256836
2016-10-18,45.34811782836914
2016-10-19,45.4859619140625
2016-10-20,45.28904342651367
2016-10-21,45.11182403564453
2016-10-24,45.17090606689453
2016-10-25,44.757389068603516
2016-10-26,43.95008087158203
2016-10-27,43.812232971191406
2016-10-28,43.812232971191406
2016-10-31,44.50140380859375
2016-11-01,44.18635940551758
2016-11-02,43.91068649291992
2016-11-03,43.871315002441406
2016-11-04,44.48171615600586
2016-11-07,45.11182403564453
2016-11-08,46.020381927490234
2016-11-09,46.6326789855957
2016-11-10,46.33640670776367
2016-11-11,46.830177307128906
2016-11-14,48.03500747680664
2016-11-15,48.37078857421875
2016-11-16,48.489288330078125
2016-11-17,48.52880096435547
2016-11-18,48.232521057128906
2016-11-21,48.647308349609375
2016-11-22,49.08183670043945
2016-11-23,49.43735122680664
2016-11-25,49.990386962890625
2016-11-28,49.00283432006836
2016-11-29,49.00283432006836
2016-11-30,49.51636505126953
2016-12-01,49.79287338256836
2016-12-02,49.89162063598633
2016-12-05,51.53099060058594
2016-12-06,51.965511322021484
2016-12-07,53.4073486328125
2016-12-08,51.82725524902344
2016-12-09,52.380279541015625
2016-12-12,51.333473205566406
2016-12-13,52.1037712097168
2016-12-14,52.696311950683594
2016-12-15,53.940635681152344
2016-12-16,54.375160217285156
2016-12-19,54.71092987060547
2016-12-20,54.789939880371094
2016-12-21,54.77018356323242
2016-12-22,54.217159271240234
2016-12-23,54.05914306640625
2016-12-27,54.17765426635742
2016-12-28,53.427093505859375
2016-12-29,53.82213592529297
2016-12-30,53.7233772277832
2017-01-03,54.09864044189453
2017-01-04,55.827091217041016
2017-01-05,55.172576904296875
2017-01-06,55.316951751708984
2017-01-09,54.826045989990234
2017-01-10,53.921268463134766
2017-01-11,53.902008056640625
2017-01-12,53.32449722290039
2017-01-13,54.113773345947266
2017-01-17,53.98865509033203
2017-01-18,54.816429138183594
2017-01-19,55.345821380615234
2017-01-20,55.538333892822266
2017-01-23,55.586463928222656
2017-01-24,55.923336029052734
2017-01-25,56.57787322998047
2017-01-26,56.54899978637695
2017-01-27,56.35648727416992
2017-01-30,55.86559295654297
2017-01-31,55.42283630371094
2017-02-01,55.201454162597656
2017-02-02,55.153316497802734
2017-02-03,55.63459014892578
2017-02-06,55.557586669921875
2017-02-07,55.644222259521484
2017-02-08,56.07735824584961
2017-02-09,56.44312286376953
2017-02-10,56.491241455078125
2017-02-13,56.6452522277832
2017-02-14,56.27949142456055
2017-02-15,57.232391357421875
2017-02-16,57.02063751220703
2017-02-17,56.308372497558594
2017-02-21,55.846336364746094
2017-02-22,55.68271255493164
2017-02-23,55.06670379638672
2017-02-24,55.61534118652344
2017-02-27,55.846336364746094
2017-02-28,55.057064056396484
2017-03-01,55.538333892822266
2017-03-02,55.990718841552734
2017-03-03,55.586463928222656
2017-03-06,55.16293716430664
2017-03-07,54.51803970336914
2017-03-08,54.32501983642578
2017-03-09,53.890743255615234
2017-03-10,54.50838851928711
2017-03-13,55.502437591552734
2017-03-14,55.29011535644531
2017-03-15,56.12010192871094
2017-03-16,56.17798614501953
2017-03-17,55.89811706542969
2017-03-20,55.4927864074707
2017-03-21,54.711063385009766
2017-03-22,55.685813903808594
2017-03-23,56.28415298461914
2017-03-24,56.27450942993164
2017-03-27,55.83057403564453
2017-03-28,56.6219482421875
2017-03-29,56.564048767089844
2017-03-30,56.71845626831055
2017-03-31,56.419273376464844
2017-04-03,55.608604431152344
2017-04-04,55.07780456542969
2017-04-05,54.76896667480469
2017-04-06,55.10675048828125
2017-04-07,54.62419128417969
2017-04-10,55.1839485168457
2017-04-11,55.47347640991211
2017-04-12,55.41558837890625
2017-04-13,55.116390228271484
2017-04-17,55.32871627807617
2017-04-18,54.875118255615234
2017-04-19,54.93303298950195
2017-04-20,55.57963180541992
2017-04-21,55.348026275634766
2017-04-24,56.01393508911133
2017-04-25,56.496482849121094
2017-04-26,58.484561920166016
2017-04-27,58.137149810791016
2017-04-28,56.91147232055664
2017-05-01,57.2492561340332
2017-05-02,59.343509674072266
2017-05-03,58.87061309814453
2017-05-04,58.3880729675293
2017-05-05,58.938167572021484
2017-05-08,58.5617790222168
2017-05-09,60.15419387817383
2017-05-10,60.096126556396484
2017-05-11,60.18320846557617
2017-05-12,60.0767822265625
2017-05-15,60.5798454284668
2017-05-16,60.39603042602539
2017-05-17,59.302852630615234
2017-05-18,60.40570068359375
2017-05-19,61.7697639465332
2017-05-22,63.1241569519043
2017-05-23,63.356361389160156
2017-05-24,63.34667205810547
2017-05-25,63.008060455322266
2017-05-26,63.21123504638672
2017-05-30,63.40470886230469
2017-05-31,64.30441284179688
2017-06-01,64.46886444091797
2017-06-02,65.21379089355469
2017-06-05,64.80744934082031
2017-06-06,63.6175537109375
2017-06-07,63.99485397338867
2017-06-08,62.90164566040039
2017-06-09,62.64045715332031
2017-06-12,63.704612731933594
2017-06-13,64.28507232666016
2017-06-14,64.09156799316406
2017-06-15,64.67205047607422
2017-06-16,64.24636840820312
2017-06-19,64.662353515625
2017-06-20,63.73363494873047
2017-06-21,63.46274948120117
2017-06-22,63.07578659057617
2017-06-23,63.2692756652832
2017-06-26,63.10482406616211
2017-06-27,61.38280487060547
2017-06-28,61.295738220214844
2017-06-29,60.221900939941406
2017-06-30,59.83492660522461
2017-07-03,59.31251525878906
2017-07-05,59.506004333496094
2017-07-06,59.09001159667969
2017-07-07,59.74786376953125
2017-07-10,60.173526763916016
2017-07-11,60.4250602722168
2017-07-12,59.912322998046875
2017-07-13,60.05743408203125
2017-07-14,60.415374755859375
2017-07-17,60.5798454284668
2017-07-18,60.45408248901367
2017-07-19,60.096126556396484
2017-07-20,59.989715576171875
2017-07-21,60.434730529785156
