Date,VFC
2015-07-01,67.4105453491211
2015-07-02,67.85310363769531
2015-07-06,66.8361587524414
2015-07-07,67.41996002197266
2015-07-08,65.9039535522461
2015-07-09,65.81920623779297
2015-07-10,67.09981536865234
2015-07-13,68.66290283203125
2015-07-14,68.50282287597656
2015-07-15,68.45574188232422
2015-07-16,68.77589416503906
2015-07-17,68.25800323486328
2015-07-20,68.6158218383789
2015-07-21,69.75518035888672
2015-07-22,69.83992767333984
2015-07-23,70.31073760986328
2015-07-24,70.1506576538086
2015-07-27,69.59510040283203
2015-07-28,71.2335205078125
2015-07-29,71.5630874633789
2015-07-30,72.18455505371094
2015-07-31,72.5894546508789
2015-08-03,71.46892547607422
2015-08-04,71.7796630859375
2015-08-05,72.24105834960938
2015-08-06,71.61016845703125
2015-08-07,71.36534881591797
2015-08-10,72.07156372070312
2015-08-11,71.6290054321289
2015-08-12,70.84745788574219
2015-08-13,71.01695251464844
2015-08-14,71.506591796875
2015-08-17,71.70433044433594
2015-08-18,71.74199676513672
2015-08-19,71.16761016845703
2015-08-20,69.83992767333984
2015-08-21,67.91902160644531
2015-08-24,65.37664794921875
2015-08-25,65.09416198730469
2015-08-26,67.72128295898438
2015-08-27,69.0301284790039
2015-08-28,68.81356048583984
2015-08-31,68.20150756835938
2015-09-01,66.61958312988281
2015-09-02,67.39171600341797
2015-09-03,67.49529266357422
2015-09-04,66.60075378417969
2015-09-08,67.91902160644531
2015-09-09,66.63842010498047
2015-09-10,66.43125915527344
2015-09-11,66.87382507324219
2015-09-14,66.34651947021484
2015-09-15,66.81732940673828
2015-09-16,67.75894165039062
2015-09-17,67.73069763183594
2015-09-18,66.49717712402344
2015-09-21,67.42938232421875
2015-09-22,66.88323974609375
2015-09-23,66.31826782226562
2015-09-24,65.96044921875
2015-09-25,65.98870086669922
2015-09-28,64.05838012695312
2015-09-29,63.305084228515625
2015-09-30,64.22787475585938
2015-10-01,64.74576568603516
2015-10-02,66.12052917480469
2015-10-05,67.51412200927734
2015-10-06,65.67796325683594
2015-10-07,65.6026382446289
2015-10-08,67.16572570800781
2015-10-09,67.19397735595703
2015-10-12,67.3823013305664
2015-10-13,66.24293518066406
2015-10-14,66.20527648925781
2015-10-15,67.36346435546875
2015-10-16,68.67231750488281
2015-10-19,68.33333587646484
2015-10-20,68.9736328125
2015-10-21,68.39924621582031
2015-10-22,68.93596649169922
2015-10-23,60.02824783325195
2015-10-26,62.0621452331543
2015-10-27,62.429378509521484
2015-10-28,63.85122299194336
2015-10-29,64.13371276855469
2015-10-30,63.578155517578125
2015-11-02,63.85122299194336
2015-11-03,64.19962310791016
2015-11-04,63.96421813964844
2015-11-05,65.16949462890625
2015-11-06,64.97174835205078
2015-11-09,63.47457504272461
2015-11-10,63.935970306396484
2015-11-11,61.8549919128418
2015-11-12,60.83803939819336
2015-11-13,58.427494049072266
2015-11-16,59.096046447753906
2015-11-17,58.33333206176758
2015-11-18,59.54802322387695
2015-11-19,59.78342819213867
2015-11-20,60.95103454589844
2015-11-23,61.47834396362305
2015-11-24,62.47645950317383
2015-11-25,62.52354049682617
2015-11-27,61.51600646972656
2015-11-30,60.922786712646484
2015-12-01,61.77024459838867
2015-12-02,61.64783477783203
2015-12-03,60.09416198730469
2015-12-04,60.64030075073242
2015-12-07,60.800376892089844
2015-12-08,60.69679641723633
2015-12-09,59.08662796020508
2015-12-10,59.27495193481445
2015-12-11,58.201507568359375
2015-12-14,58.78531265258789
2015-12-15,59.058380126953125
2015-12-16,59.87759017944336
2015-12-17,58.813560485839844
2015-12-18,58.38983154296875
2015-12-21,58.70998001098633
2015-12-22,58.23917007446289
2015-12-23,58.832393646240234
2015-12-24,58.64406967163086
2015-12-28,58.58757019042969
2015-12-29,59.44444274902344
2015-12-30,59.00188446044922
2015-12-31,58.61581802368164
2016-01-04,57.316383361816406
2016-01-05,57.64595031738281
2016-01-06,56.676082611083984
2016-01-07,55.97928237915039
2016-01-08,54.82109069824219
2016-01-11,53.15442657470703
2016-01-12,54.35028076171875
2016-01-13,53.323917388916016
2016-01-14,52.306968688964844
2016-01-15,51.77024459838867
2016-01-19,50.84745788574219
2016-01-20,51.78907775878906
2016-01-21,53.67231750488281
2016-01-22,54.69868087768555
2016-01-25,54.472694396972656
2016-01-26,55.320152282714844
2016-01-27,55.320152282714844
2016-01-28,56.563087463378906
2016-01-29,58.94538497924805
2016-02-01,59.61393737792969
2016-02-02,58.70998001098633
2016-02-03,59.61393737792969
2016-02-04,57.824859619140625
2016-02-05,55.583805084228516
2016-02-08,53.67231750488281
2016-02-09,53.35216522216797
2016-02-10,53.63465118408203
2016-02-11,53.493408203125
2016-02-12,55.35781478881836
2016-02-16,56.12052536010742
2016-02-17,57.63653564453125
2016-02-18,57.674198150634766
2016-02-19,55.13182830810547
2016-02-22,57.90018844604492
2016-02-23,57.85310745239258
2016-02-24,59.538604736328125
2016-02-25,60.903953552246094
2016-02-26,61.11111068725586
2016-02-29,61.3088493347168
2016-03-01,62.85310745239258
2016-03-02,62.410545349121094
2016-03-03,62.45762634277344
2016-03-04,61.5819206237793
2016-03-07,62.02448272705078
2016-03-08,61.186439514160156
2016-03-09,61.05461502075195
